,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-Drowning,per_capita-HIV/AIDS,per_capita-Drug Use Disorders,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Domestic private health expenditure (PVT-D) per capita in US$,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,Estimated road traffic death rate (per 100 000 population),"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population),Crude suicide rates (per 100 000 population),Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
1882,0.0,154.0,27.0,0.0,248.0,0.0,1.0,0.0,5.725704567887344e-05,4.3868582261425416e-05,7.691244941938222e-06,0.0001313208858605,0.0,0.0,8.545827713264692e-05,2.848609237754897e-07,0.0001227750581472,2.848609237754897e-07,2299.397376715753,81.33,0.1,6.9,13.4222,297.0787,9.69008,7.22,5.26,8.3186,27.9133,148.3742,5.36508,0.0,109.0
1883,0.0,167.0,25.0,0.0,214.0,0.0,1.0,0.0,5.12359817058761e-05,4.80697131734905e-05,7.196064846330914e-06,0.0001266507412954,0.0,0.0,8.232298184202565e-05,2.8784259385323656e-07,0.000111682926415,2.8784259385323656e-07,2738.8222805135456,109.01,0.1,5.5,12.4382,343.2325,8.45465,7.44,4.458235294117647,3.08238,26.6357,44.11628,3.40054,0.0,78.0
1884,0.0,166.0,27.0,0.0,201.0,0.0,1.0,0.0,4.893324095505021e-05,4.778187057963727e-05,7.771750034037386e-06,0.0001266507412954,0.0,0.0,8.203513924817241e-05,2.8784259385323656e-07,0.0001059260745379,2.8784259385323656e-07,3238.8048660366176,112.68,0.0,5.3,11.877,236.2166,3.5576,7.45,4.458235294117647,5.69733,25.9596,57.10654,2.70845,0.0,127.0
1885,0.0,163.0,28.0,0.0,193.0,0.0,1.0,0.0,4.910036084355008e-05,4.792430429639918e-05,8.2323958300563e-06,0.0001290722060498,0.0,0.0,8.35000148477139e-05,2.94014136787725e-07,0.0001058450892435,2.94014136787725e-07,3450.8439234775287,104.95,0.1,5.3,3.29,225.7355,11.64877,7.45,4.458235294117647,7.74514,26.1334,113.1982,5.84144,0.0,112.0
1886,0.0,4.0,11.0,23.0,254.0,0.0,70.0,0.0,6.0065539011253655e-05,1.5016384752813414e-06,4.1295058070236886e-06,3.453768493147085e-05,8.634421232867713e-06,0.0,3.0783588743267496e-05,7.508192376406707e-07,0.0001527917148598,2.6278673317423475e-05,426.84073659872126,6.65,0.1,20.0,10.2091,83.96773,15.85039,0.50613,2.79,13.63782,34.0581,377.3629,5.87634,0.0,874.0
1887,0.0,4.0,11.0,16.0,254.0,0.0,58.0,0.0,5.916131441650305e-05,1.479032860412576e-06,4.067340366134584e-06,4.474074402748043e-05,5.9161314416503045e-06,0.0,3.179920649887039e-05,7.395164302062881e-07,0.0001608448235698,2.144597647598236e-05,468.85341675078666,7.18,0.0,20.0,9.65,299.3396,24.80295,0.64514,0.53,4.09013,22.2798,314.5523,15.74054,0.0,2795.0
1888,0.0,5.0,11.0,2.0,255.0,0.0,50.0,0.0,5.902600532764352e-05,1.821790287890232e-06,4.00793863335851e-06,5.902600532764352e-05,7.287161151560928e-07,0.0,3.169915100929004e-05,7.287161151560928e-07,0.0001701552128889,1.821790287890232e-05,509.0082064365308,7.82,0.1,19.0,37.2278,123.1897,22.01975,0.69543,0.11,8.70726,34.3766,384.5824,5.1486,0.0,1659.0
1889,0.0,5.0,12.0,16.0,254.0,0.0,44.0,0.0,5.89062686326993e-05,1.7959228241676615e-06,4.310214778002388e-06,7.722468143920945e-05,5.746953037336517e-06,0.0,3.196742627018437e-05,3.591845648335323e-07,0.0001813882052409,1.580412085267542e-05,572.8993809094841,7.47,0.0,18.0,39.2047,91.54934,15.83788,0.63578,0.0,5.32953,23.124,326.8529,15.7414,0.0,450.0
1890,0.0,5.0,13.0,0.0,256.0,0.0,39.0,0.0,6.054025271838126e-05,1.7701828280228438e-06,4.602475352859394e-06,9.73600555412564e-05,0.0,0.0,3.221732747001576e-05,3.540365656045688e-07,0.0001940120379513,1.3807426058578182e-05,705.240838684301,9.81,0.0,18.0,23.9235,124.0761,21.07039,0.63865,0.53,6.52247,38.2762,328.7544,26.45033,0.0,417.0
1891,0.0,5.0,14.0,0.0,257.0,0.0,36.0,0.0,5.966516329064192e-05,1.7445954178550268e-06,4.884867169994076e-06,0.0001168878929962,0.0,0.0,3.279839385567451e-05,3.489190835710054e-07,0.0002013263112204,1.2561087008556192e-05,880.3228478496466,13.36,0.7,17.0,23.9082,129.5539,10.20504,0.54204,0.06,2.58349,39.2,337.1183,4.6932,0.0,1686.0
1892,0.0,6.0,14.0,0.0,256.0,0.0,32.0,0.0,5.810749060566916e-05,2.0629878321539346e-06,4.813638275025847e-06,0.0001327188838685,0.0,0.0,3.300780531446295e-05,3.438313053589892e-07,0.000202172807551,1.1002601771487652e-05,1173.8400764955888,14.66,0.0,16.0,39.1757,554.0,33.06974,0.70703,0.5,2.40873,38.8347,367.4201,4.18717,0.0,5073.0
1893,0.0,6.0,15.0,0.0,253.0,0.0,29.0,0.0,5.826980682203927e-05,2.032667679838579e-06,5.081669199596447e-06,0.000145674517055,0.0,0.0,3.252268287741726e-05,3.387779466397632e-07,0.0002039443238771,9.824560452553132e-06,1434.724604019397,17.64,0.0,15.0,22.9994,440.6944,34.19422,0.80432,2.61,2.22529,23.5963,330.6949,3.65584,0.0,965.0
1894,0.0,6.0,15.0,52.0,247.0,0.0,28.0,0.0,5.674078905076332e-05,2.002616084144588e-06,5.006540210361469e-06,0.0001545352078264,1.7356006062586425e-05,0.0,3.270939604102826e-05,3.3376934735743124e-07,0.0002042668405827,9.345541726008074e-06,1876.785040190836,22.9,0.2,14.0,38.8688,392.1916,9.34434,0.9716,0.07,3.3479,23.799,290.0771,19.01781,0.0,560.0
1895,0.0,7.0,16.0,26.0,245.0,0.0,26.0,0.0,5.4584757962633776e-05,2.301766902038773e-06,5.26118149037434e-06,0.0001634254500447,8.549419921858301e-06,0.0,3.3540032001136415e-05,3.288238431483962e-07,0.0002022266635362,8.549419921858301e-06,1507.3284969922483,18.93,0.2,13.0,7.82,117.2154,8.70294,1.0725,4.61,3.23696,23.6339,236.3424,10.31896,0.0,1990.0
1896,0.0,8.0,16.0,11.0,249.0,0.0,25.0,0.0,5.345137123823827e-05,2.5915816357933707e-06,5.1831632715867415e-06,0.0001733120218936,3.5634247492158845e-06,0.0,3.433845667426216e-05,3.2394770447417134e-07,0.0002027912630008,8.098692611854282e-06,2327.564256646921,29.92,0.0,12.0,37.7538,128.006,18.60361,7.73,0.16,3.12177,38.723,40.24807,2.9358,0.0,524.0
1897,0.0,9.0,17.0,0.0,246.0,0.0,24.0,0.0,5.265983216513613e-05,2.872354481734698e-06,5.425558465498873e-06,0.0001713838174101,0.0,0.0,3.47874042787869e-05,3.19150497970522e-07,0.0002001073622275,7.659611951292527e-06,3322.356683873134,46.32,0.1,12.0,21.8693,140.7036,10.0697,6.65,0.15,4.12717,22.7281,272.6928,16.96766,0.0,1016.0
1898,0.0,10.0,17.0,0.0,244.0,0.0,23.0,0.0,5.1257909991738986e-05,3.1446570547079133e-06,5.3459169930034526e-06,0.0001682391524268,0.0,0.0,3.4276761896316255e-05,3.144657054707913e-07,0.0001968555316247,7.232711225828201e-06,3861.009931770376,56.15,0.0,12.0,7.21,456.6572,32.64078,7.53,0.12,2.04728,7.51,252.6622,8.94475,0.0,9060.0
1899,0.0,11.0,17.0,0.0,241.0,0.0,21.0,0.0,5.113875152021562e-05,3.409250101347708e-06,5.268841065719185e-06,0.000165503595829,0.0,0.0,3.440243284087232e-05,3.0993182739524615e-07,0.0001924676648124,6.508568375300169e-06,3899.562252286987,69.68,0.0,11.0,34.5629,148.9211,10.23199,12.58,0.13,1.98423,7.12,243.4636,8.44837,0.0,5268.0
1900,0.0,12.0,17.0,0.0,241.0,0.0,20.0,0.0,5.072489232419318e-05,3.666859686086254e-06,5.194717888622192e-06,0.0001640919709523,0.0,0.0,3.422402373680503e-05,0.0,0.0001897599887549,6.111432810143757e-06,3736.2244484813855,64.46,0.0,11.0,33.3058,700.0,23.80862,9.88,0.12,3.81706,20.0102,237.2798,14.00043,0.0,425.0
1901,0.0,12.0,17.0,0.0,246.0,0.0,18.0,0.0,4.9124498960248335e-05,3.616527530815829e-06,5.12341400198909e-06,0.0001636478707694,0.0,0.0,3.495976613121967e-05,0.0,0.0001904704499563,5.424791296223743e-06,3502.0041590066603,65.15,0.0,11.0,19.6771,138.0447,30.02246,8.35,0.1,2.85297,6.41,193.6715,13.06759,0.0,241.0
1902,0.0,13.0,18.0,12.0,248.0,0.0,17.0,0.0,4.668167616356308e-05,3.8653617205498094e-06,5.352039305376659e-06,0.0001647238763988,3.568026203584439e-06,0.0,3.627493306977513e-05,0.0,0.000188510717756,5.0547037884112885e-06,3316.480356231736,56.66,0.0,11.0,34.0143,382.2013,16.32662,6.85,0.786875,3.91027,34.3212,187.6069,12.42676,0.0,346.0
1903,0.0,14.0,19.0,17.0,250.0,0.0,17.0,0.0,4.724599846934703e-05,4.108347692986698e-06,5.575614726196234e-06,0.0001652142679393,4.98870791291242e-06,0.0,3.726858264352219e-05,0.0,0.0001883970870641,4.98870791291242e-06,3369.1385616557345,52.14,0.0,11.0,19.1132,150.8959,32.22689,6.19,0.786875,3.78921,19.2117,221.4996,12.40004,0.0,219.0
1904,0.0,14.0,19.0,0.0,259.0,0.0,16.0,0.0,4.724599846934703e-05,4.108347692986698e-06,5.575614726196234e-06,0.0001681488020058,0.0,0.0,3.902930308337363e-05,0.0,0.0001948530620102,4.695254506270512e-06,3875.639141519666,59.42,0.0,10.0,32.163,511.7068,9.3873,5.73,0.786875,3.79738,18.6477,176.27,1.78178,0.0,0.0
1905,0.0,15.0,20.0,12.0,263.0,0.0,15.0,0.0,4.550728603132389e-05,4.29314019163433e-06,5.724186922179107e-06,0.0001671462581276,3.434512153307464e-06,0.0,3.978309910914479e-05,0.0,0.0001923326805852,4.29314019163433e-06,4065.889970823819,62.51,0.0,10.0,31.1094,526.9671,21.04193,5.46,0.786875,3.80187,30.741,169.1875,6.10099,0.0,125.0
1906,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.5110145404929233e-05,3.0220290809858465e-06,1.5110145404929232e-06,1.2088116323943386e-05,0.0,0.0,0.0002145640647499,1.5110145404929232e-06,9.670493059154707e-05,0.0,6866.050071999843,225.75,0.3,0.2,17.0195,60.0,9.59584,9.02,3.05,0.84077,31.4163,5.241,1.65664,0.0,57.0
1907,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.521157783612263e-05,3.042315567224526e-06,1.521157783612263e-06,1.2169262268898104e-05,0.0,0.0,0.0002175255630565,1.521157783612263e-06,9.583294036757256e-05,0.0,6221.535334974155,195.28,0.0,0.2,8.49,34.59868,11.18558,9.37,3.02,0.40866,10.8998,19.63049,3.13621,0.0,104.0
1908,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.6833110422143803e-05,3.060565531298873e-06,1.5302827656494367e-06,1.2242262125195494e-05,0.0,0.0,0.0002234212837848,1.5302827656494367e-06,9.64078142359145e-05,0.0,6834.242831390385,254.68,0.2,0.2,16.3377,76.0,6.32358,9.62,3.01,0.60533,20.4395,13.9073,1.39881,0.0,48.0
1909,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.6922139696878328e-05,3.076752672159696e-06,1.538376336079848e-06,1.2307010688638784e-05,0.0,0.0,0.0002292180740758,1.538376336079848e-06,9.691770917303042e-05,0.0,7068.839264286901,230.19,0.2,0.2,25.0958,48.95485,5.69399,8.55,3.0,0.41295,20.58,4.93944,1.5586,0.0,0.0
1910,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.545420686692228e-05,3.090841373384456e-06,1.545420686692228e-06,1.2363365493537825e-05,0.0,0.0,0.0002349039443772,1.545420686692228e-06,9.581608257491811e-05,0.0,6266.680884536984,234.45,0.1,0.2,25.0902,38.58451,12.45027,8.49,2.76,0.82333,20.7151,16.40196,3.43942,0.0,0.0
1911,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.551402623111555e-05,3.10280524622311e-06,1.551402623111555e-06,1.241122098489244e-05,0.0,0.0,0.0002389160039591,1.551402623111555e-06,9.463556000980486e-05,0.0,6788.937878736166,240.09,0.2,0.2,24.9334,17.87024,10.68119,9.13,2.755,0.40196,10.7329,24.01746,5.86153,0.0,5.0
1912,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.5562991206909968e-05,1.5562991206909968e-06,1.5562991206909968e-06,1.2450392965527974e-05,0.0,0.0,0.0002412263637071,1.5562991206909968e-06,9.33779472414598e-05,0.0,7555.832230954789,262.55,0.1,0.2,16.2725,47.76012,10.35753,9.56,2.755,0.4021,31.753,13.05898,3.19303,0.0,5.0
1913,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.5562991206909968e-05,1.5562991206909968e-06,1.5562991206909968e-06,1.2450392965527974e-05,0.0,1.5562991206909968e-06,0.0002381137654657,1.5562991206909968e-06,9.18216481207688e-05,0.0,8573.651855886701,295.88,0.0,0.2,16.4483,36.04232,4.0823,9.87,2.755,0.60986,21.198,13.57356,1.36651,0.0,1.0
1914,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.4064587712238537e-05,1.562731968026504e-06,1.562731968026504e-06,1.2501855744212033e-05,0.0,0.0,0.00023753525914,1.562731968026504e-06,9.220118611356374e-05,0.0,8662.223298770912,287.92,0.1,0.2,25.3775,12.47698,11.44036,9.91,2.755,0.39269,10.4386,4.24866,1.33824,0.0,0.0
1915,0.0,532.0,214.0,6.0,119.0,0.0,544.0,0.0,2.308537576660166e-05,1.8923605404980096e-05,7.612126986213798e-06,3.02350838237464e-06,2.1342412110879805e-07,0.0,9.372875985361382e-05,1.1631614600429497e-05,0.0003791479511497,1.935045364719769e-05,1495.8540941647143,40.29,0.4,9.3,13.9445,5836.774,23.85941,0.19,0.05,1.08119,12.2247,426.4249,0.85744,0.0,0.0
1916,0.0,603.0,225.0,15.0,117.0,0.0,521.0,0.0,2.2087631642635745e-05,2.1174629380777988e-05,7.900981112230592e-06,3.019930558452582e-06,5.267320741487061e-07,0.0,9.78668193768296e-05,1.106137355712283e-05,0.0003714514586896,1.8295160708765066e-05,1499.5710996297564,40.99,0.6,9.1,7.83,6937.0,40.73528,0.18,0.18,1.27586,7.5,445.8356,1.97959,0.0,0.0
1917,0.0,677.0,232.0,80.0,116.0,1.0,496.0,0.0,2.108263783745397e-05,2.347523982887556e-05,8.044690753765332e-06,2.982083641481976e-06,2.774031294401838e-06,3.467539118002298e-08,0.0001025351317193,1.0298591180466826e-05,0.0003599652358398,1.7198994025291397e-05,1585.0468062300304,45.83,0.1,9.5,13.312,7069.0,23.99951,0.18,0.18,1.12393,7.39,557.3064,1.89208,0.0,0.0
1918,0.0,749.0,241.0,35.0,117.0,77.0,485.0,0.0,2.0241764068026027e-05,2.565326782902114e-05,8.254255736707738e-06,3.014002094731456e-06,1.198750833131829e-06,2.637251832890024e-06,0.0001092918259578,1.000100695069983e-05,0.0003563714976781,1.6611261544826775e-05,1929.817591223226,57.58,6.4,8.4,7.52,6025.349,40.90341,0.2,0.06,1.10124,7.27,564.7707,0.86305,0.0,0.0
1919,0.0,776.0,248.0,628.0,117.0,0.0,470.0,0.0,1.928835577527888e-05,2.6259235230905982e-05,8.392126723279231e-06,3.011690638596176e-06,2.125103057346515e-05,0.0,0.0001147149580319,9.542660225664288e-06,0.0003484424551193,1.5904433709440478e-05,2183.5772306442027,67.92,19.1,8.0,13.3087,6005.104,7.55722,0.19,0.23,0.94926,9.52,553.161,1.83682,0.0,0.0
1920,0.0,781.0,255.0,3.0,117.0,0.0,457.0,0.0,1.846094573552153e-05,2.611956271638101e-05,8.528154279996361e-06,3.0099368047045983e-06,1.0033122682348661e-07,0.0,0.0001202971409613,9.197029125486272e-06,0.0003416278273339,1.5283790219444458e-05,2256.382403775665,71.97,18.0,8.0,7.24,7301.0,23.97263,0.17,0.24,1.04763,7.06,423.9259,1.80978,0.0,0.0
1921,0.0,809.0,264.0,17.0,117.0,2.0,444.0,0.0,1.775337370302844e-05,2.674577155633149e-05,8.727915563500016e-06,3.041546332734854e-06,5.620248658314404e-07,6.61205724507577e-08,0.0001260588713773,8.661794991049257e-06,0.000334900699463,1.4678767084068209e-05,2455.8503019660425,69.18,6.4,7.9,9.87,6163.683,7.77271,0.19,0.29,1.01699,11.6636,428.482,1.80954,0.0,0.0
1922,0.0,846.0,276.0,2.0,117.0,2.0,434.0,0.0,1.722534980534374e-05,2.7652079573663768e-05,9.021245818358392e-06,3.0724532859626407e-06,6.537134650984342e-08,6.537134650984342e-08,0.0001318866915836,8.334846680005036e-06,0.0003333938672002,1.4185582192636022e-05,2795.8998045527483,80.83,6.4,7.7,9.86,1219.135,40.27335,0.18,0.56,1.12029,11.839,425.217,2.76571,0.0,0.0
1923,0.0,877.0,288.0,39.0,118.0,0.0,423.0,0.0,1.7000395857126345e-05,2.83447664766156e-05,9.3082015339399e-06,3.1027338446466333e-06,1.2604856243876948e-06,0.0,0.0001362940481549,7.789154755831654e-06,0.0003323157228193,1.367142100297423e-05,3235.6342776589977,92.59,0.3,8.0,12.9716,7482.0,7.69084,0.17,0.24,1.08818,6.71,124.3764,0.77801,0.0,0.0
1924,0.0,882.0,299.0,30.0,118.0,0.0,411.0,0.0,1.6685219650688216e-05,2.81922676856456e-05,9.5572426734785e-06,3.10051016497463e-06,9.589206695797824e-07,0.0,0.0001404499140711,7.319761111125672e-06,0.0003296449621792,1.313721317324302e-05,3213.502983873448,96.51,0.1,8.1,12.9443,6319.163,40.14713,0.2,0.23,0.83476,9.24,127.0494,0.78479,0.0,0.0
1925,0.0,897.0,311.0,42.0,117.0,14.0,402.0,0.0,1.609362607670785e-05,2.836145892103525e-05,9.833237150994384e-06,3.130194462856733e-06,1.3279612872725535e-06,4.426537624241845e-07,0.0001444948353056,6.892751443462301e-06,0.0003254453697594,1.2710486606751582e-05,3189.668157651011,100.82,6.4,8.1,12.8625,1229.511,39.74767,0.47,0.09,1.03072,11.982,132.5487,2.3617,0.0,0.0
1926,0.0,929.0,322.0,0.0,115.0,18.0,393.0,0.0,1.5265093361060748e-05,2.9059983058248843e-05,1.007245914397861e-05,3.128092901856711e-06,0.0,5.63056722334208e-07,0.000148334165406,6.506433235861958e-06,0.0003205669605822,1.2293405104296871e-05,3431.674317981905,103.35,6.4,8.1,12.9659,1100.943,20.8896,0.46,0.27,1.02009,9.17,364.2351,1.52382,0.0,0.0
1927,0.0,920.0,334.0,0.0,114.0,1.0,389.0,0.0,1.4608823977289468e-05,2.8474826396411675e-05,1.0337600017827717e-05,3.15699162221086e-06,0.0,3.0950898256969214e-08,0.0001525569775086,6.252081447907781e-06,0.0003166276891687,1.2039899421961023e-05,3291.473275137391,96.72,6.4,8.1,12.506,6761.0,6.37924,0.46,0.55,0.831,6.01,361.9049,2.20462,0.0,0.0
1928,0.0,865.0,335.0,0.0,117.0,2.0,400.0,0.0,1.3170335626094783e-05,2.64938146897023e-05,1.0260610313352914e-05,3.154754812762239e-06,0.0,6.125737500509202e-08,0.0001648742248262,6.340138313027024e-06,0.0002859494265237,1.2251475001018404e-05,3540.921304794339,99.84,6.4,8.0,5.79,1103.981,20.07966,0.46,0.0,0.75453,10.1948,137.9853,1.46814,0.0,0.0
1929,0.0,789.0,347.0,60.0,116.0,3.0,397.0,0.0,1.297472723212751e-05,2.391836398632852e-05,1.0519229788664126e-05,3.1527374582739745e-06,1.8188869951580625e-06,9.09443497579031e-08,0.0001683683061851,5.972012300768971e-06,0.0002836554268948,1.2034968951295844e-05,3611.430443669585,100.03,6.4,8.1,7.9,6784.0,6.33633,0.41,0.28,0.94335,9.81,137.2825,1.44629,0.0,0.0
1930,0.0,728.0,358.0,0.0,114.0,4.0,394.0,0.0,1.2453972817328728e-05,2.184696918316943e-05,1.074342715326189e-05,3.151005170649437e-06,0.0,1.2003829221521665e-07,0.0001721649206096,5.9118858915994205e-06,0.0002797492400075,1.182377178319884e-05,3313.476999162733,86.12,6.4,8.2,7.63,6841.0,19.7354,0.39,0.16,0.90898,7.4,394.0603,0.86203,0.0,0.0
1931,0.0,660.0,370.0,0.0,112.0,3.0,394.0,0.0,1.1944455074943431e-05,1.96102993767728e-05,1.0993652680918084e-05,3.1792455050222573e-06,0.0,8.913772443987636e-08,0.0001762847063672,5.526538915272335e-06,0.000275940682291,1.1706754476437095e-05,3315.121109643442,88.36,6.4,8.4,7.41,5825.114,6.16335,0.4,0.225625,0.87352,7.2,174.6739,0.98598,0.0,0.0
1932,0.0,600.0,383.0,0.0,109.0,2.0,396.0,0.0,1.1386821933878991e-05,1.765398749438603e-05,1.1269128683916418e-05,3.1777177489894858e-06,0.0,5.884662498128677e-08,0.0001806002920675,5.355042873297096e-06,0.0002720773706009,1.165163174629478e-05,3487.8688859533577,91.62,19.0,8.1,4.97,5746.393,19.14109,0.43,0.225625,0.75516,9.27,722.3421,2.96544,0.0,0.0
1933,0.0,543.0,395.0,0.0,106.0,2.0,390.0,0.0,1.0916048934028696e-05,1.597685868241936e-05,1.1622208433804138e-05,3.207141061480129e-06,0.0,5.884662498128677e-08,0.0001878972735652,5.178502998353236e-06,0.000271841984101,1.147509187135092e-05,3746.7940358710193,104.22,0.0,8.0,4.83,5380.355,17.67805,0.47,0.225625,0.7432,7.15,171.4065,0.94387,0.0,0.0
1934,0.0,494.0,407.0,0.0,104.0,0.0,386.0,0.0,1.022019850743528e-05,1.4262084922805169e-05,1.1750341221825309e-05,3.2046385150432663e-06,0.0,0.0,0.0001910368743607,4.936875550201788e-06,0.0002651477488482,1.1144058259519828e-05,3721.9999762106113,103.5,6.4,7.9,10.0663,951.0387,16.958,0.51,0.225625,0.65644,9.69,174.3711,1.73295,0.0,0.0
1935,31062.0,44118.0,32.0,832.0,126.0,1.0,706.0,0.0017259742736372,4.328549221439021e-05,0.002451436900532,1.778094673761857e-06,7.334640529267661e-06,4.623046151780829e-05,5.556545855505803e-08,0.0001386913845534,0.0004308545656359,0.0001882002081259,3.922921373987097e-05,314.27823358740824,2.77,8.827272727272726,36.0,36.2022,1824.947,19.74456,0.07,0.07,4.41558,12.5235,904.4574,10.67945,0.0,0.0
1936,31997.0,50982.0,33.0,79.0,124.0,0.0,641.0,0.0017393659329768,3.979172619117511e-05,0.0027713958807083,1.7938892955037958e-06,7.28427774537905e-06,4.294462252872724e-06,0.0,0.0001362268658949,0.0003862298013501,0.0001827049067329,3.484494055811919e-05,293.49116080075737,2.31,8.827272727272726,39.0,8.59,6180.307,33.91695,0.07,0.07,5.86108,5.65,1215.577,2.74778,0.0,0.0
1937,31173.0,57876.0,35.0,3.0,124.0,7.0,569.0,0.0016579721478975,3.664526384696342e-05,0.0030782021631449,1.8615155800344265e-06,7.39287616070815e-06,1.5955847828866514e-07,3.723031160068853e-07,0.0001374330359659,0.0003478374826692,0.0001802478943067,3.0262924715416818e-05,301.937827081584,2.8,9.9,38.0,20.8273,1862.276,19.05316,0.13,0.07,4.09848,5.52,949.0006,2.50565,0.0,651.0
1938,30454.0,64331.0,37.0,49.0,124.0,0.0,505.0,0.0015848800754647,3.497206970224926e-05,0.0033478991309752,1.925545504439319e-06,7.441973165806017e-06,2.550046749122341e-06,0.0,0.0001379627333045,0.0003118863299487,0.0001787114395201,2.6281094047077195e-05,328.01927876975753,2.42,8.827272727272726,36.0,37.1245,6485.0,49.89988,0.06,1.68,3.99845,5.45,241.2187,2.39784,0.0,0.0
1939,28274.0,70176.0,40.0,0.0,126.0,3.0,470.0,0.0014398268093164,3.4730207397391586e-05,0.0035736466778876,2.0369623106974537e-06,7.638608665115453e-06,0.0,1.5277217330230908e-07,0.0001407540956691,0.0002839525461112,0.0001798637720345,2.3934307150695084e-05,388.6014848233068,2.28,12.3,34.0,21.1228,4733.548,17.94327,0.0712,0.08,5.48088,19.9128,241.2703,2.33071,0.0,0.0
1940,26154.0,75008.0,44.0,5.0,129.0,12.0,461.0,0.0013032286225958,3.273767703010969e-05,0.0037375763754558,2.192477609322415e-06,7.872987778930489e-06,2.491451828775471e-07,5.979484389061132e-07,0.0001445540351055,0.0002597587676681,0.0001825735900126,2.2971185861309847e-05,425.6396304280015,2.36,8.827272727272726,32.0,38.6392,4787.371,48.61259,0.07349,0.51,3.90585,20.1662,1171.078,9.47712,0.0,0.0
1941,27786.0,74473.0,48.0,15.0,138.0,3.0,478.0,0.0013546437427364,3.705208538399563e-05,0.003630763098424,2.3401317084628816e-06,8.044202747841156e-06,7.312911588946505e-07,1.462582317789301e-07,0.0001485983634873,0.0002740879263537,0.0001923295747892,2.3303811596776194e-05,447.4039310117472,2.38,8.8,29.0,39.3214,1898.745,47.74192,0.07756,0.09,4.09569,12.5924,858.9304,2.02055,0.0,0.0
1942,27928.0,70876.0,55.0,54.0,143.0,6.0,488.0,0.0013318822899905,3.877185268412815e-05,0.0033800662125956,2.6229420635019044e-06,8.25034503610599e-06,2.5752522078018697e-06,2.8613913420020775e-07,0.0001520352599717,0.0002609588903905,0.0001966252750512,2.3272649581616897e-05,498.4066819210618,2.49,8.7,42.0,21.7642,4856.762,31.24579,0.08609,0.03,3.93267,20.4927,831.5107,4.84188,0.0,0.0
1943,25203.0,69623.0,64.0,32.0,148.0,1.0,499.0,0.0011755550594764,3.820099169587869e-05,0.0032474574418097,2.9851812802640245e-06,8.58239618075907e-06,1.4925906401320122e-06,4.664345750412538e-08,0.0001569552345013,0.0002427791963089,0.0001999138588626,2.327508529455857e-05,585.6552524217983,2.92,8.827272727272726,32.0,23.0849,6994.0,46.90607,0.08489,0.11,5.49083,5.88,839.9081,4.74719,0.0,0.0
1944,26755.0,71386.0,73.0,12.0,151.0,0.0,504.0,0.001220480386189,3.6447909869747306e-05,0.0032564086282375,3.330034318512582e-06,8.804063335245594e-06,5.474029016733012e-07,0.0,0.0001609364530919,0.0002222911949878,0.0002005775465547,2.299092187027865e-05,543.4798475446426,2.59,5.8,26.0,9.73,5124.653,30.98095,0.06999,1.18,3.10778,23.0335,804.0328,1.72512,0.0,0.0
1945,26778.0,74461.0,81.0,5.0,152.0,7.0,509.0,0.0011945157728005,3.461588765752682e-05,0.0033215639315297,3.6132563147676193e-06,9.100052940896227e-06,2.2304051325726045e-07,3.122567185601646e-07,0.0001657191013501,0.0002028776508588,0.0002008702862394,2.270552424958912e-05,495.37297994437546,2.18,5.5,31.0,25.3127,5247.444,30.72894,0.79,0.61,4.28364,6.89,203.3868,4.2706,0.0,0.0
1946,25570.0,77277.0,89.0,23.0,152.0,0.0,507.0,0.0011142166638531,3.215846296142492e-05,0.0033673571033469,3.878188622719266e-06,9.325082755751944e-06,1.0022285204780125e-06,0.0,0.0001694637702669,0.0001814905125126,0.0001983540967485,2.209260260358053e-05,626.6978513702076,2.48,8.827272727272726,31.0,25.8642,5376.139,30.4124,0.89,0.12,3.19895,7.19,799.2262,4.14354,0.0,0.0
