,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)","Mean total cholesterol,  crude","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in pregnant women (aged 15-49) (%),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mean BMI (kg/m²) (age-standardized estimate)
1671,53.9,5.3,34.1,122.0,13.5,0.6,26.4
1672,54.4,5.3,35.4,122.0,13.5,0.6,26.5
1673,54.8,5.2,36.7,122.0,13.5,0.6,26.6
1674,55.3,5.2,38.0,122.0,13.5,0.6,26.7
1675,55.7,5.2,39.2,122.0,13.6,0.6,26.7
1676,56.2,5.1,40.5,122.0,13.6,0.5,26.8
1677,56.6,5.1,41.8,122.0,13.7,0.5,26.8
1678,57.1,5.1,43.0,121.0,13.8,0.5,26.9
1679,57.5,5.0,44.3,121.0,13.9,0.5,26.9
1680,57.9,5.0,45.5,121.0,14.0,0.5,26.9
1681,58.3,5.0,46.6,121.0,14.2,0.4,27.0
1682,58.7,5.0,47.8,121.0,14.4,0.4,27.0
1683,55.2,4.9,48.9,121.0,14.6,0.5823529411764706,26.6
1684,55.2,4.9,50.0,121.0,14.8,0.5823529411764706,26.6
1685,55.2,5.173684210526315,51.1,121.0,15.0,0.5823529411764706,26.6
1686,16.0,3.9,4.6,112.0,44.4,17.5,20.8
1687,16.4,3.9,4.8,112.0,44.0,17.4,20.8
1688,16.8,3.9,5.0,112.0,43.5,17.2,20.9
1689,17.2,3.9,5.2,112.0,43.1,17.0,20.9
1690,17.6,3.9,5.5,112.0,42.5,16.8,21.0
1691,18.0,3.9,5.8,113.0,41.9,16.7,21.0
1692,18.5,3.9,6.1,113.0,41.5,16.5,21.1
1693,18.9,3.9,6.4,113.0,41.1,16.3,21.1
1694,19.4,3.9,6.7,113.0,40.7,16.1,21.2
1695,19.9,3.9,7.1,113.0,40.3,15.9,21.2
1696,20.5,3.9,7.5,113.0,40.0,15.6,21.2
1697,21.0,3.9,7.9,114.0,39.8,15.4,21.3
1698,21.5,3.9,8.4,114.0,39.6,15.2,21.3
1699,22.1,3.9,8.9,114.0,39.5,15.0,21.4
1700,22.7,4.0,9.4,114.0,39.4,14.8,21.4
1701,23.3,4.0,10.0,114.0,39.4,14.5,21.5
1702,23.9,4.0,10.6,114.0,39.4,14.3,21.5
1703,19.62941176470588,4.0,11.3,114.0,39.3,16.011764705882353,21.15294117647059
1704,19.62941176470588,4.0,11.9,114.0,39.3,16.011764705882353,21.15294117647059
1705,19.62941176470588,3.926315789473684,12.6,114.0,39.3,16.011764705882353,21.15294117647059
1706,16.2,3.5,5.7,112.0,43.7,15.6,21.5
1707,16.6,3.5,6.0,112.0,43.6,15.4,21.6
1708,17.0,3.5,6.3,112.0,43.5,15.3,21.7
1709,17.5,3.5,6.6,112.0,43.4,15.1,21.7
1710,17.9,3.5,7.0,112.0,43.1,15.0,21.8
1711,18.3,3.5,7.3,112.0,42.8,14.8,21.9
1712,18.8,3.5,7.7,112.0,42.3,14.6,22.0
1713,19.2,3.5,8.1,113.0,41.7,14.5,22.0
1714,19.6,3.5,8.5,113.0,41.1,14.3,22.1
1715,20.1,3.5,9.0,113.0,40.4,14.1,22.1
1716,20.5,3.5,9.5,114.0,39.9,14.0,22.2
1717,21.0,3.5,10.1,114.0,39.5,13.8,22.3
1718,21.5,3.6,10.7,114.0,39.3,13.7,22.3
1719,21.9,3.6,11.4,114.0,39.1,13.5,22.4
1720,22.4,3.6,12.2,114.0,39.1,13.3,22.4
1721,22.9,3.6,13.0,114.0,39.0,13.2,22.5
1722,23.4,3.6,13.8,114.0,39.1,13.0,22.6
1723,19.694117647058825,3.6,14.7,114.0,39.2,14.305882352941175,22.064705882352943
1724,19.694117647058825,3.7,15.6,114.0,39.2,14.305882352941175,22.064705882352943
1725,19.694117647058825,3.5421052631578944,16.6,114.0,39.3,14.305882352941175,22.064705882352943
1726,27.3,4.9,26.2,113.0,37.1,11.5,23.5
1727,28.3,4.9,27.2,113.0,36.8,11.1,23.6
1728,29.2,4.9,28.2,114.0,36.3,10.7,23.8
1729,30.2,4.9,29.3,114.0,35.6,10.3,23.9
1730,31.1,5.0,30.4,114.0,35.1,10.0,24.0
1731,32.1,5.0,31.5,114.0,34.6,9.6,24.1
1732,33.1,5.0,32.5,114.0,34.0,9.2,24.2
1733,34.0,5.0,33.5,115.0,33.5,8.9,24.3
1734,34.9,5.0,34.4,115.0,33.0,8.5,24.4
1735,35.9,5.1,35.3,115.0,32.5,8.2,24.5
1736,36.8,5.1,36.0,115.0,32.1,7.9,24.6
1737,37.8,5.1,36.7,115.0,31.8,7.5,24.8
1738,38.7,5.1,37.2,115.0,31.4,7.2,24.9
1739,39.7,5.1,37.8,115.0,31.3,6.9,25.0
1740,40.6,5.1,38.3,115.0,31.2,6.6,25.1
1741,41.6,5.1,38.7,115.0,31.2,6.4,25.2
1742,42.5,5.1,39.1,115.0,31.1,6.1,25.3
1743,34.92941176470588,5.1,39.5,115.0,31.1,8.623529411764705,24.423529411764704
1744,34.92941176470588,5.1,39.9,115.0,31.0,8.623529411764705,24.423529411764704
1745,34.92941176470588,5.031578947368421,40.3,115.0,31.0,8.623529411764705,24.423529411764704
1746,17.0,4.3,14.0,109.0,49.9,15.9,22.3
1747,17.6,4.3,14.7,109.0,49.4,15.6,22.4
1748,18.3,4.3,15.4,109.0,48.9,15.3,22.5
1749,19.0,4.3,16.3,110.0,48.5,14.9,22.7
1750,19.7,4.4,17.1,110.0,48.1,14.6,22.8
1751,20.5,4.4,18.0,110.0,47.8,14.2,22.9
1752,21.3,4.4,18.9,110.0,47.5,13.8,23.1
1753,22.1,4.4,19.8,110.0,47.3,13.4,23.2
1754,23.0,4.4,20.7,110.0,47.1,13.1,23.4
1755,23.9,4.4,21.5,110.0,47.0,12.7,23.5
1756,24.8,4.5,22.2,110.0,47.0,12.3,23.7
1757,25.8,4.5,22.9,110.0,47.1,11.9,23.9
1758,26.7,4.5,23.6,110.0,47.3,11.5,24.0
1759,27.7,4.5,24.2,110.0,47.5,11.1,24.2
1760,28.6,4.5,24.8,110.0,47.9,10.7,24.3
1761,29.6,4.5,25.4,110.0,48.2,10.3,24.5
1762,30.6,4.6,26.0,110.0,48.5,10.0,24.6
1763,23.305882352941172,4.6,26.5,110.0,48.8,13.01764705882353,23.41176470588235
1764,23.305882352941172,4.6,27.1,110.0,49.1,13.01764705882353,23.41176470588235
1765,23.305882352941172,4.442105263157895,27.7,110.0,49.3,13.01764705882353,23.41176470588235
1766,18.2,3.8,13.7,103.0,61.6,14.4,21.6
1767,18.7,3.8,14.4,104.0,61.5,14.2,21.7
1768,19.3,3.8,15.0,104.0,61.4,14.0,21.8
1769,19.9,3.8,15.7,104.0,61.2,13.8,21.9
1770,20.4,3.8,16.4,104.0,61.0,13.6,22.0
1771,21.0,3.8,17.1,104.0,60.8,13.4,22.1
1772,21.6,3.8,17.9,104.0,60.6,13.1,22.2
1773,22.2,3.9,18.6,104.0,60.4,12.9,22.3
1774,22.8,3.9,19.4,104.0,60.1,12.7,22.4
1775,23.5,3.9,20.2,104.0,59.9,12.5,22.5
1776,24.1,3.9,21.0,105.0,59.7,12.2,22.5
1777,24.7,3.9,21.9,105.0,59.5,12.0,22.6
1778,25.4,3.9,22.8,105.0,59.4,11.8,22.7
1779,26.0,3.9,23.7,105.0,59.3,11.6,22.7
1780,26.7,3.9,24.6,105.0,59.2,11.3,22.8
1781,27.4,3.9,25.6,105.0,59.2,11.1,22.8
1782,28.1,3.9,26.6,105.0,59.2,10.9,22.9
1783,22.94117647058824,3.9,27.6,105.0,59.1,12.676470588235292,22.323529411764707
1784,22.94117647058824,4.0,28.6,105.0,59.1,12.676470588235292,22.323529411764707
1785,22.94117647058824,3.8684210526315783,29.6,105.0,59.0,12.676470588235292,22.323529411764707
1786,60.3,5.5,42.8,119.0,21.0,0.7,27.1
1787,60.7,5.5,44.1,119.0,20.6,0.7,27.1
1788,61.2,5.5,45.6,119.0,20.2,0.7,27.2
1789,61.6,5.5,47.1,119.0,19.9,0.6,27.3
1790,62.0,5.5,48.6,119.0,19.6,0.6,27.4
1791,62.4,5.4,50.1,119.0,19.4,0.6,27.4
1792,62.8,5.4,51.5,119.0,19.2,0.6,27.5
1793,63.2,5.4,52.9,119.0,19.0,0.6,27.5
1794,63.6,5.4,54.2,119.0,18.8,0.5,27.6
1795,64.0,5.4,55.5,119.0,18.7,0.5,27.6
1796,64.4,5.4,56.8,119.0,18.7,0.5,27.6
1797,64.7,5.3,58.0,119.0,18.6,0.5,27.7
1798,65.1,5.3,59.1,119.0,18.5,0.5,27.7
1799,65.4,5.3,60.2,119.0,18.6,0.4,27.7
1800,65.7,5.3,61.1,119.0,18.5,0.4,27.7
1801,66.1,5.3,62.0,119.0,18.6,0.4,27.7
1802,66.4,5.2,62.9,119.0,18.6,0.4,27.7
1803,63.50588235294117,5.2,63.6,119.0,18.7,0.5411764705882353,27.5
1804,63.50588235294117,5.2,64.4,119.0,18.9,0.5411764705882353,27.5
1805,63.50588235294117,5.368421052631579,65.1,119.0,19.0,0.5411764705882353,27.5
1806,24.1,4.1,9.1,107.0,54.0,13.5,22.2
1807,24.7,4.1,9.5,107.0,54.0,13.3,22.3
1808,25.3,4.1,9.9,108.0,53.9,13.0,22.4
1809,26.0,4.1,10.4,108.0,53.8,12.8,22.5
1810,26.6,4.1,10.9,108.0,53.6,12.6,22.6
1811,27.3,4.1,11.4,108.0,53.5,12.3,22.7
1812,27.9,4.1,11.9,108.0,53.2,12.1,22.8
1813,28.6,4.1,12.4,108.0,53.0,11.8,22.8
1814,29.2,4.1,13.0,108.0,52.7,11.6,22.9
1815,29.9,4.2,13.6,108.0,52.4,11.4,23.0
1816,30.5,4.2,14.2,108.0,52.1,11.1,23.0
1817,31.1,4.2,14.9,109.0,51.7,10.9,23.1
1818,31.8,4.2,15.5,109.0,51.4,10.7,23.1
1819,32.4,4.2,16.3,109.0,51.1,10.5,23.1
1820,33.1,4.2,17.0,109.0,50.8,10.2,23.2
1821,33.7,4.2,17.7,109.0,50.5,10.0,23.2
1822,34.4,4.2,18.5,109.0,50.1,9.8,23.2
1823,29.21176470588236,4.2,19.4,109.0,49.8,11.623529411764704,22.829411764705885
1824,29.21176470588236,4.2,20.2,110.0,49.5,11.623529411764704,22.829411764705885
1825,29.21176470588236,4.152631578947369,21.1,110.0,49.1,11.623529411764704,22.829411764705885
1826,26.0,4.8,33.0,115.0,35.8,11.1,23.9
1827,26.4,4.8,33.9,115.0,35.2,10.9,24.0
1828,26.7,4.8,34.7,115.0,34.6,10.8,24.0
1829,27.1,4.8,35.6,115.0,33.9,10.7,24.1
1830,27.5,4.8,36.5,116.0,33.3,10.5,24.1
1831,27.9,4.8,37.4,116.0,32.7,10.4,24.2
1832,28.2,4.8,38.3,116.0,32.0,10.3,24.2
1833,28.6,4.8,39.3,116.0,31.3,10.2,24.3
1834,29.0,4.8,40.3,117.0,30.6,10.0,24.3
1835,29.4,4.8,41.4,117.0,29.9,9.9,24.3
1836,29.8,4.8,42.6,117.0,29.4,9.8,24.4
1837,30.2,4.8,43.8,118.0,29.0,9.7,24.4
1838,30.6,4.7,45.1,118.0,28.6,9.5,24.4
1839,31.0,4.7,46.4,118.0,28.3,9.4,24.5
1840,31.4,4.7,47.7,118.0,28.1,9.3,24.5
1841,31.9,4.7,49.1,118.0,28.0,9.2,24.5
1842,32.3,4.7,50.5,118.0,27.9,9.1,24.6
1843,29.058823529411764,4.7,51.8,118.0,27.9,10.047058823529412,24.27647058823529
1844,29.058823529411764,4.7,53.1,118.0,27.8,10.047058823529412,24.27647058823529
1845,29.058823529411764,4.7631578947368425,54.4,118.0,27.7,10.047058823529412,24.27647058823529
1846,55.9,4.7,21.1,118.0,27.6,2.0,26.3
1847,56.5,4.7,21.8,118.0,27.0,1.9,26.4
1848,57.1,4.7,22.6,119.0,26.5,1.8,26.5
1849,57.7,4.7,23.5,119.0,26.1,1.7,26.6
1850,58.3,4.7,24.4,119.0,25.6,1.7,26.7
1851,58.9,4.8,25.4,119.0,25.0,1.6,26.7
1852,59.5,4.8,26.4,119.0,24.5,1.5,26.8
1853,60.1,4.8,27.4,120.0,24.0,1.5,26.9
1854,60.6,4.8,28.5,120.0,23.4,1.4,26.9
1855,61.2,4.8,29.5,120.0,22.8,1.3,27.0
1856,61.7,4.8,30.6,120.0,22.3,1.3,27.1
1857,62.3,4.8,31.7,120.0,21.9,1.2,27.1
1858,62.8,4.8,32.8,120.0,21.4,1.2,27.2
1859,63.3,4.8,33.8,120.0,21.1,1.1,27.3
1860,63.9,4.8,34.8,120.0,20.8,1.1,27.3
1861,64.4,4.8,35.8,121.0,20.6,1.0,27.4
1862,64.9,4.8,36.7,121.0,20.4,1.0,27.5
1863,60.535294117647055,4.8,37.6,121.0,20.3,1.4294117647058824,26.923529411764704
1864,60.535294117647055,4.7,38.5,121.0,20.2,1.4294117647058824,26.923529411764704
1865,60.535294117647055,4.768421052631578,39.3,120.0,20.2,1.4294117647058824,26.923529411764704
1866,45.3,5.1,19.3,115.0,33.0,1.8,25.2
1867,45.7,5.0,20.1,115.0,32.9,1.8,25.2
1868,46.0,5.0,20.8,115.0,32.7,1.7,25.3
1869,46.4,5.0,21.5,116.0,32.3,1.7,25.4
1870,46.8,5.0,22.2,116.0,31.9,1.7,25.5
1871,47.2,4.9,22.9,116.0,31.4,1.6,25.6
1872,47.6,4.9,23.6,116.0,31.0,1.6,25.7
1873,48.0,4.9,24.2,116.0,30.4,1.5,25.8
1874,48.4,4.9,24.8,116.0,29.8,1.5,25.9
1875,48.8,4.9,25.4,117.0,29.3,1.5,26.0
1876,49.2,4.8,26.0,117.0,28.9,1.4,26.1
1877,49.6,4.8,26.6,117.0,28.5,1.4,26.2
1878,50.0,4.8,27.2,117.0,28.2,1.4,26.3
1879,50.5,4.8,27.8,117.0,27.9,1.3,26.3
1880,50.9,4.8,28.4,117.0,27.8,1.3,26.4
1881,51.3,4.8,28.9,117.0,27.7,1.3,26.5
1882,51.8,4.7,29.5,117.0,27.7,1.2,26.6
1883,48.44117647058823,4.7,30.0,117.0,27.6,1.511764705882353,25.88235294117647
1884,48.44117647058823,4.7,30.6,117.0,27.6,1.511764705882353,25.88235294117647
1885,48.44117647058823,4.868421052631579,31.2,117.0,27.6,1.511764705882353,25.88235294117647
1886,43.0,4.5,29.2,117.0,26.9,3.5,23.8
1887,43.5,4.5,30.2,117.0,27.0,3.4,23.9
1888,44.2,4.5,31.2,117.0,27.2,3.3,24.0
1889,44.9,4.5,32.2,117.0,27.6,3.2,24.1
1890,45.6,4.5,33.3,117.0,27.7,3.1,24.2
1891,46.4,4.5,34.3,117.0,27.6,2.9,24.3
1892,47.2,4.5,35.3,117.0,27.2,2.8,24.4
1893,48.1,4.6,36.2,117.0,26.9,2.7,24.6
1894,48.9,4.6,37.2,117.0,26.6,2.6,24.7
1895,49.8,4.6,38.1,117.0,26.3,2.5,24.8
1896,50.6,4.6,39.0,117.0,26.0,2.4,25.0
1897,51.5,4.6,39.9,117.0,25.7,2.3,25.1
1898,52.3,4.7,40.7,117.0,25.5,2.2,25.3
1899,53.2,4.7,41.5,117.0,25.5,2.1,25.4
1900,54.0,4.7,42.3,117.0,25.3,2.0,25.6
1901,54.8,4.7,43.0,117.0,25.1,1.9,25.7
1902,55.6,4.8,43.7,117.0,25.0,1.8,25.9
1903,49.03529411764706,4.8,44.4,117.0,24.9,2.6294117647058823,24.75294117647059
1904,49.03529411764706,4.8,45.1,117.0,24.8,2.6294117647058823,24.75294117647059
1905,49.03529411764706,4.61578947368421,45.7,117.0,24.9,2.6294117647058823,24.75294117647059
1906,57.0,5.2,38.0,121.0,20.4,0.7,26.5
1907,57.5,5.2,38.9,121.0,20.3,0.6,26.6
1908,58.0,5.2,39.8,121.0,20.2,0.6,26.7
1909,58.5,5.2,40.7,121.0,20.2,0.6,26.8
1910,58.9,5.1,41.6,121.0,20.2,0.6,26.9
1911,59.4,5.1,42.5,121.0,20.3,0.6,27.0
1912,55.21176470588235,5.1,43.4,121.0,20.4,0.7588235294117647,26.2
1913,55.21176470588235,5.1,44.2,121.0,20.5,0.7588235294117647,26.2
1914,55.21176470588235,5.15,45.0,121.0,20.6,0.7588235294117647,26.2
1915,48.9,4.4,12.5,115.0,36.8,5.1,23.9
1916,49.6,4.4,13.0,115.0,36.5,4.9,24.0
1917,50.3,4.4,13.6,115.0,36.2,4.8,24.1
1918,51.0,4.4,14.2,115.0,36.0,4.6,24.2
1919,51.7,4.4,14.8,115.0,35.9,4.5,24.3
1920,52.4,4.4,15.5,115.0,35.6,4.3,24.4
1921,53.1,4.4,16.1,115.0,35.3,4.2,24.4
1922,53.8,4.4,16.7,115.0,35.0,4.0,24.5
1923,54.5,4.3,17.3,115.0,34.6,3.9,24.6
1924,55.2,4.3,17.9,115.0,34.2,3.8,24.7
1925,56.0,4.3,18.4,115.0,33.9,3.6,24.8
1926,56.7,4.3,18.9,116.0,33.6,3.5,24.9
1927,57.5,4.2,19.3,116.0,33.4,3.4,25.0
1928,58.2,4.2,19.6,116.0,33.2,3.3,25.1
1929,58.9,4.2,19.9,116.0,33.1,3.2,25.2
1930,59.7,4.2,20.0,116.0,33.0,3.0,25.3
1931,60.4,4.1,20.2,116.0,32.9,2.9,25.4
1932,54.58235294117647,4.1,20.2,116.0,32.8,3.941176470588236,24.63529411764706
1933,54.58235294117647,4.1,20.3,116.0,32.7,3.941176470588236,24.63529411764706
1934,54.58235294117647,4.289473684210527,20.3,116.0,32.6,3.941176470588236,24.63529411764706
1935,18.8,3.9,4.4,108.0,51.8,15.5,21.1
1936,19.3,3.9,4.6,108.0,51.8,15.3,21.1
1937,19.7,3.9,4.8,108.0,51.8,15.2,21.2
1938,20.2,3.9,5.0,108.0,51.8,15.0,21.3
1939,20.6,3.9,5.2,108.0,51.7,14.8,21.3
1940,21.1,3.9,5.4,108.0,51.5,14.6,21.4
1941,21.5,4.0,5.7,108.0,51.3,14.4,21.5
1942,22.0,4.0,5.9,108.0,51.0,14.2,21.5
1943,22.5,4.0,6.1,109.0,50.7,14.1,21.6
1944,22.9,4.0,6.4,109.0,50.3,13.9,21.6
1945,23.4,4.0,6.7,109.0,49.9,13.7,21.7
1946,23.9,4.0,6.9,109.0,49.5,13.5,21.7
1947,24.4,4.0,7.3,109.0,49.1,13.3,21.8
1948,24.9,4.0,7.6,109.0,48.7,13.1,21.9
1949,25.4,4.0,8.0,110.0,48.3,12.9,21.9
1950,25.9,4.0,8.4,110.0,47.8,12.8,22.0
1951,26.4,4.0,8.8,110.0,47.3,12.6,22.0
1952,22.523529411764702,4.0,9.2,110.0,46.8,14.052941176470588,21.564705882352943
1953,22.523529411764702,4.0,9.7,110.0,46.3,14.052941176470588,21.564705882352943
1954,22.523529411764702,3.9684210526315793,10.1,110.0,45.8,14.052941176470588,21.564705882352943
1955,15.0,4.4,14.6,108.0,51.1,20.5,20.9
1956,15.4,4.4,15.3,109.0,50.7,20.2,20.9
1957,15.9,4.4,16.0,109.0,50.2,19.9,21.0
1958,16.5,4.4,16.9,109.0,49.8,19.6,21.1
1959,17.0,4.4,17.7,109.0,49.4,19.2,21.2
1960,17.5,4.5,18.6,109.0,48.9,18.9,21.2
1961,18.1,4.5,19.5,110.0,48.5,18.6,21.3
1962,18.7,4.5,20.3,110.0,48.1,18.2,21.4
1963,19.3,4.5,21.1,110.0,47.7,17.9,21.5
1964,19.9,4.6,21.9,110.0,47.4,17.5,21.6
1965,20.6,4.6,22.5,110.0,47.2,17.2,21.7
1966,21.2,4.6,23.2,110.0,47.1,16.8,21.7
1967,21.9,4.6,23.7,110.0,47.2,16.4,21.8
1968,22.6,4.7,24.3,110.0,47.2,16.0,21.9
1969,23.3,4.7,24.8,110.0,47.4,15.7,22.0
1970,24.0,4.7,25.2,110.0,47.5,15.3,22.1
1971,24.8,4.7,25.7,110.0,47.6,14.9,22.2
1972,19.511764705882356,4.8,26.2,110.0,47.7,17.811764705882354,21.5
1973,19.511764705882356,4.8,26.6,110.0,47.8,17.811764705882354,21.5
1974,19.511764705882356,4.568421052631579,27.1,110.0,47.8,17.811764705882354,21.5
1975,28.2,4.0,17.2,117.0,31.8,15.4,21.6
1976,28.9,4.0,18.2,117.0,31.4,15.2,21.7
1977,29.6,4.0,19.2,117.0,31.1,15.0,21.8
1978,30.3,4.0,20.3,117.0,31.0,14.7,21.9
1979,31.1,4.0,21.4,117.0,30.9,14.5,22.0
1980,31.8,4.0,22.5,117.0,30.7,14.2,22.0
1981,32.6,4.0,23.7,117.0,30.5,14.0,22.1
1982,33.4,4.0,24.8,117.0,30.2,13.7,22.2
1983,34.2,4.0,26.0,118.0,29.9,13.4,22.3
1984,35.0,4.0,27.2,118.0,29.7,13.1,22.4
1985,35.8,4.0,28.4,118.0,29.5,12.9,22.5
1986,36.6,4.0,29.6,118.0,29.4,12.6,22.5
1987,37.4,4.0,30.8,118.0,29.3,12.3,22.6
1988,38.2,4.0,32.0,118.0,29.2,12.0,22.7
1989,39.0,4.0,33.2,118.0,29.1,11.7,22.8
1990,39.8,4.0,34.3,117.0,29.1,11.5,22.8
1991,40.6,4.0,35.5,117.0,29.0,11.2,22.9
1992,34.26470588235294,4.0,36.6,117.0,29.0,13.376470588235296,22.28235294117647
1993,34.26470588235294,4.0,37.8,117.0,28.9,13.376470588235296,22.28235294117647
1994,34.26470588235294,4.0,38.9,117.0,29.0,13.376470588235296,22.28235294117647
1995,12.7,4.1,8.3,109.0,51.2,21.2,21.0
1996,13.1,4.1,8.6,109.0,50.5,20.9,21.1
1997,13.6,4.1,9.0,109.0,49.8,20.6,21.2
1998,14.1,4.1,9.4,110.0,49.2,20.3,21.3
1999,14.5,4.1,9.8,110.0,48.5,19.9,21.4
2000,15.0,4.1,10.2,110.0,47.9,19.6,21.5
2001,15.5,4.1,10.6,110.0,47.3,19.3,21.6
2002,16.0,4.1,11.1,111.0,46.7,18.9,21.6
2003,16.5,4.1,11.5,111.0,46.2,18.6,21.7
2004,17.0,4.1,11.9,111.0,45.7,18.3,21.8
2005,17.6,4.1,12.3,111.0,45.2,17.9,21.9
2006,18.1,4.1,12.7,111.0,44.8,17.6,22.0
2007,18.7,4.1,13.1,111.0,44.4,17.3,22.1
2008,19.2,4.1,13.5,112.0,44.1,17.0,22.2
2009,19.8,4.1,13.9,112.0,43.7,16.6,22.3
2010,20.4,4.1,14.3,112.0,43.5,16.3,22.4
2011,21.0,4.1,14.7,112.0,43.2,16.0,22.5
2012,16.63529411764706,4.1,15.1,112.0,43.0,18.605882352941176,21.74117647058824
2013,16.63529411764706,4.1,15.5,112.0,42.7,18.605882352941176,21.74117647058824
2014,16.63529411764706,4.1,15.9,112.0,42.5,18.605882352941176,21.74117647058824
2015,48.9,5.4,22.1,120.0,16.2,1.0,25.2
2016,49.6,5.4,22.7,120.0,16.2,0.9,25.2
2017,50.2,5.3,23.4,120.0,16.2,0.9,25.3
2018,50.9,5.3,24.2,120.0,16.2,0.9,25.4
2019,51.5,5.2,25.1,120.0,16.2,0.8,25.5
2020,52.1,5.2,26.0,120.0,16.3,0.8,25.6
2021,52.8,5.2,26.9,120.0,16.2,0.7,25.6
2022,53.3,5.2,27.9,120.0,16.1,0.7,25.7
2023,53.9,5.1,28.8,120.0,16.1,0.7,25.8
2024,54.5,5.1,29.8,120.0,16.0,0.6,25.8
2025,55.0,5.1,30.8,120.0,15.9,0.6,25.8
2026,55.5,5.1,31.9,120.0,15.9,0.6,25.9
2027,56.0,5.0,32.9,120.0,16.1,0.6,25.9
2028,56.5,5.0,33.9,120.0,16.2,0.5,25.9
2029,56.9,5.0,34.9,120.0,16.4,0.5,25.9
2030,57.4,5.0,35.9,120.0,16.5,0.5,26.0
2031,57.8,4.9,36.9,120.0,16.7,0.5,26.0
2032,53.69411764705882,4.9,37.8,120.0,16.9,0.6941176470588236,25.676470588235293
2033,53.69411764705882,4.9,38.7,120.0,17.1,0.6941176470588236,25.676470588235293
2034,53.69411764705882,5.121052631578947,39.6,120.0,17.2,0.6941176470588236,25.676470588235293
2035,57.3,5.5,32.9,121.0,15.2,0.6,26.8
2036,57.9,5.5,34.2,121.0,15.0,0.6,26.9
2037,58.5,5.4,35.5,121.0,14.9,0.6,27.0
2038,59.0,5.4,36.8,121.0,14.8,0.6,27.1
2039,59.6,5.4,38.2,121.0,14.7,0.6,27.2
2040,60.1,5.3,39.4,121.0,14.6,0.6,27.3
2041,60.7,5.3,40.6,121.0,14.6,0.5,27.4
2042,61.2,5.2,41.7,121.0,14.7,0.5,27.5
2043,61.7,5.2,42.6,121.0,14.7,0.5,27.6
2044,62.2,5.2,43.5,121.0,14.6,0.5,27.7
2045,62.7,5.1,44.3,121.0,14.7,0.5,27.8
2046,63.2,5.1,44.9,121.0,14.8,0.5,27.8
2047,63.7,5.1,45.5,121.0,15.0,0.5,27.9
2048,64.2,5.0,45.9,121.0,15.0,0.5,28.0
2049,64.6,5.0,46.3,121.0,15.2,0.5,28.0
2050,65.1,5.0,46.5,121.0,15.4,0.4,28.1
2051,65.6,4.9,46.7,120.0,15.6,0.4,28.1
2052,61.60588235294117,4.9,46.9,120.0,15.8,0.5235294117647059,27.541176470588237
2053,61.60588235294117,4.9,47.0,120.0,15.9,0.5235294117647059,27.541176470588237
2054,61.60588235294117,5.178947368421053,47.0,120.0,16.1,0.5235294117647059,27.541176470588237
2055,48.0,4.4,28.5,117.0,28.6,3.7,25.3
2056,48.6,4.4,29.5,118.0,27.9,3.6,25.3
2057,49.3,4.4,30.6,118.0,27.2,3.4,25.4
2058,49.9,4.4,31.7,118.0,26.5,3.3,25.5
2059,50.6,4.4,32.9,119.0,25.8,3.2,25.6
2060,51.2,4.4,34.1,119.0,25.2,3.1,25.7
2061,51.9,4.4,35.4,119.0,24.7,3.0,25.8
2062,52.5,4.4,36.6,119.0,24.3,2.9,25.8
2063,53.2,4.4,37.9,119.0,23.9,2.8,25.9
2064,53.8,4.4,39.1,119.0,23.6,2.7,26.0
2065,54.4,4.4,40.4,120.0,23.2,2.6,26.1
2066,55.1,4.4,41.6,120.0,22.9,2.5,26.1
2067,55.7,4.4,42.8,120.0,22.9,2.4,26.2
2068,56.3,4.4,44.0,119.0,22.9,2.3,26.3
2069,56.9,4.4,45.0,119.0,23.0,2.2,26.4
2070,57.6,4.4,46.1,119.0,23.0,2.1,26.4
2071,58.2,4.4,47.0,119.0,23.2,2.1,26.5
2072,53.129411764705885,4.4,47.9,119.0,23.4,2.817647058823529,25.9
2073,53.129411764705885,4.4,48.8,119.0,23.7,2.817647058823529,25.9
2074,53.129411764705885,4.4,49.7,119.0,23.9,2.817647058823529,25.9
2075,15.0,3.8,4.0,106.0,57.6,16.5,20.6
2076,15.4,3.8,4.2,106.0,57.6,16.3,20.6
2077,15.7,3.8,4.4,106.0,57.5,16.1,20.7
2078,16.1,3.8,4.7,106.0,57.4,16.0,20.8
2079,16.5,3.8,4.9,106.0,57.2,15.8,20.8
2080,16.9,3.8,5.2,106.0,57.1,15.7,20.9
2081,17.3,3.8,5.4,106.0,57.0,15.5,21.0
2082,17.7,3.8,5.7,106.0,56.8,15.3,21.0
2083,18.2,3.8,6.1,106.0,56.7,15.2,21.1
2084,18.6,3.8,6.4,106.0,56.5,15.0,21.1
2085,19.1,3.8,6.8,106.0,56.3,14.8,21.2
2086,19.5,3.8,7.2,107.0,56.1,14.6,21.2
2087,20.0,3.8,7.7,107.0,56.0,14.5,21.2
2088,20.5,3.8,8.2,107.0,55.9,14.3,21.3
2089,21.0,3.9,8.7,107.0,55.7,14.1,21.3
