,Mean hemoglobin level of non-pregnant women (aged 15-49 years),per_capita-Maternal Disorders,Stillbirth rate (per 1000 total births),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of women of reproductive age (aged 15-49 years)
1830,132.0,4.869896652676536e-06,10.11043,18.2,131.0
1831,132.0,4.827726599405707e-06,9.79465,18.3,131.0
1832,132.0,4.786883938009853e-06,9.55682,18.3,131.0
1833,132.0,5.538417231123689e-06,9.52252,18.3,131.0
1834,132.0,6.278503424531212e-06,9.38094,18.3,131.0
1835,131.0,7.007904916746089e-06,9.0874,18.3,131.0
1836,131.0,5.409147951014756e-06,8.95488,18.4,131.0
1837,131.0,5.369263421432719e-06,9.21545,18.6,131.0
1838,131.0,6.854035694294777e-06,9.44546,19.0,131.0
1839,131.0,6.050347970637661e-06,9.56772,19.4,130.0
1840,131.0,6.0098185410414265e-06,9.77152,20.0,130.0
1841,130.0,4.478190094691329e-06,9.81735,20.5,130.0
1842,130.0,5.191946252972389e-06,9.83653,21.2,130.0
1843,130.0,6.635269554139376e-06,9.93174,21.9,129.0
1844,129.0,5.160765208775071e-06,10.10203,22.6,129.0
1845,129.0,5.1022416334170585e-06,10.28633,23.4,129.0
1846,130.0,1.532124211461402e-05,9.59209,23.2,129.0
1847,130.0,1.441030920829623e-05,9.25947,22.3,130.0
1848,131.0,1.452967453294854e-05,8.90991,21.5,130.0
1849,131.0,1.4336943273449457e-05,8.57341,20.8,130.0
1850,131.0,1.3405158815785031e-05,8.25361,20.2,131.0
1851,132.0,1.3304720933054713e-05,7.95307,19.5,131.0
1852,132.0,1.2359291145513454e-05,7.76641,18.9,131.0
1853,132.0,1.1895027021306397e-05,7.60042,18.2,132.0
1854,132.0,1.195939444538422e-05,7.5115,17.6,132.0
1855,133.0,1.2453715339826554e-05,7.42397,17.0,132.0
1856,133.0,1.082077335258038e-05,7.30384,16.5,132.0
1857,133.0,1.0217699968653996e-05,7.17017,16.0,132.0
1858,133.0,1.0080416500892086e-05,7.01106,15.6,132.0
1859,133.0,9.80029898913917e-06,6.87761,15.3,133.0
1860,133.0,9.654402363206997e-06,6.7669,15.1,133.0
1861,133.0,9.015145106764594e-06,6.73251,14.9,133.0
1862,133.0,8.581517376396794e-06,6.74404,14.8,133.0
1863,133.0,8.74361443682206e-06,6.79353,14.8,133.0
1864,133.0,8.760127400819836e-06,6.84154,14.9,132.0
1865,133.0,8.251595303026759e-06,6.8139,15.1,132.0
1866,126.0,3.109887888541618e-06,11.73106,28.9,126.0
1867,126.0,4.111152007668992e-06,11.24959,28.5,126.0
1868,126.0,3.179346962133978e-06,10.65646,28.1,126.0
1869,126.0,2.4746649984125026e-06,10.01645,27.6,126.0
1870,127.0,2.5033726688280785e-06,9.52184,27.1,126.0
1871,127.0,2.532760625500695e-06,9.095,26.8,126.0
1872,127.0,2.3070534313574704e-06,8.7877,26.6,126.0
1873,127.0,2.5937363342516888e-06,8.58726,26.3,127.0
1874,127.0,3.9351869463028e-06,8.41201,26.1,127.0
1875,127.0,2.3868259934898e-06,8.22992,26.0,127.0
1876,127.0,4.019509089315904e-06,8.07786,25.9,127.0
1877,127.0,2.165603129946204e-06,7.90605,26.0,127.0
1878,127.0,2.7345992157716367e-06,7.73991,25.9,127.0
1879,127.0,2.209990538478007e-06,7.5619,25.8,127.0
1880,127.0,2.232586384348676e-06,7.41654,25.9,127.0
1881,127.0,2.819405517069104e-06,7.30364,25.9,127.0
1882,127.0,2.2788873902039178e-06,7.2,25.9,127.0
1883,127.0,1.7270555631194194e-06,7.06757,26.0,127.0
1884,127.0,1.7270555631194194e-06,6.98674,26.0,127.0
1885,127.0,1.7640848207263502e-06,6.88052,26.0,127.0
1886,132.0,3.303604645618951e-05,12.10091,14.9,132.0
1887,132.0,2.847138256294209e-05,11.73951,15.0,132.0
1888,132.0,2.477634791530716e-05,11.40868,15.3,131.0
1889,132.0,2.2269443019679003e-05,10.96567,15.7,131.0
1890,131.0,2.088815737066956e-05,10.2914,16.0,131.0
1891,131.0,1.9190549596405296e-05,9.56326,16.0,131.0
1892,131.0,1.7535396573308444e-05,8.86518,15.5,131.0
1893,132.0,1.6600119385348396e-05,8.17043,15.2,131.0
1894,132.0,1.60209286731567e-05,7.5092,14.9,131.0
1895,132.0,1.6441192157419812e-05,7.02292,14.6,131.0
1896,132.0,1.6197385223708565e-05,6.73792,14.2,131.0
1897,132.0,1.6276675396496622e-05,6.48283,13.9,131.0
1898,132.0,1.5723285273539568e-05,6.25698,13.7,131.0
1899,132.0,1.518665954236706e-05,6.02956,13.7,131.0
1900,132.0,1.405629546333064e-05,5.8325,13.5,131.0
1901,132.0,1.3260600946324704e-05,5.71081,13.4,131.0
1902,132.0,1.3082762746476276e-05,5.60296,13.4,131.0
1903,132.0,1.2618496485602002e-05,5.48266,13.5,131.0
1904,132.0,1.2325043078960095e-05,5.35318,13.6,131.0
1905,132.0,1.1734583190467169e-05,5.23039,13.9,131.0
1906,131.0,1.5110145404929232e-06,4.40302,15.9,131.0
1907,131.0,1.521157783612263e-06,4.36231,15.9,131.0
1908,131.0,1.5302827656494367e-06,4.30134,16.0,131.0
1909,131.0,1.538376336079848e-06,4.20475,16.1,131.0
1910,131.0,0.0,4.09346,16.2,131.0
1911,131.0,0.0,3.95124,16.4,131.0
1912,131.0,0.0,3.8346,16.5,131.0
1913,131.0,0.0,3.6994,16.8,131.0
1914,131.0,0.0,3.57469,17.1,131.0
1915,124.0,5.396073195367445e-05,21.02033,35.2,124.0
1916,124.0,4.5158496490349074e-05,20.53531,34.7,124.0
1917,125.0,3.9495270554046174e-05,20.17561,34.2,124.0
1918,125.0,3.438702389898161e-05,19.68652,33.8,124.0
1919,125.0,3.1436635991638736e-05,19.28065,33.5,124.0
1920,125.0,3.07013554079869e-05,18.80044,33.1,124.0
1921,125.0,2.9423654740587176e-05,18.29089,32.6,125.0
1922,125.0,2.810967899923267e-05,17.8042,32.0,125.0
1923,125.0,2.621163695842104e-05,17.3877,31.4,125.0
1924,126.0,2.653013852504065e-05,17.0803,30.8,125.0
1925,126.0,2.599009947947712e-05,16.7737,30.3,125.0
1926,126.0,2.518114785994652e-05,16.47046,29.9,125.0
1927,126.0,2.442025872474871e-05,16.2335,29.6,126.0
1928,126.0,2.3522832001955337e-05,15.96722,29.4,126.0
1929,126.0,2.2463254390202068e-05,15.68661,29.3,126.0
1930,126.0,2.1246777722093343e-05,15.40345,29.3,126.0
1931,126.0,1.993713769971901e-05,15.01942,29.3,126.0
1932,126.0,1.856611018159597e-05,14.61495,29.4,126.0
1933,126.0,1.744802430695153e-05,14.24924,29.6,126.0
1934,126.0,1.6369639982248035e-05,13.97765,29.8,126.0
1935,119.0,7.895851660673746e-05,27.82764,49.1,118.0
1936,119.0,7.392998308742916e-05,27.0534,49.3,118.0
1937,119.0,7.291822457791996e-05,26.64884,49.6,118.0
1938,119.0,7.176560136815733e-05,26.27596,49.8,118.0
1939,119.0,7.226123797199217e-05,26.05208,50.1,117.0
1940,119.0,7.539133233874577e-05,25.82322,50.2,117.0
1941,119.0,7.790688479424343e-05,25.73926,50.2,118.0
1942,119.0,8.255114021675993e-05,25.64456,50.0,118.0
1943,119.0,8.652361367015257e-05,25.64752,49.8,118.0
1944,119.0,9.01390111422036e-05,25.54009,49.5,118.0
1945,119.0,9.345397505479212e-05,25.50108,49.2,118.0
1946,119.0,9.29458014860696e-05,25.43051,48.9,118.0
1947,119.0,9.129979698020924e-05,25.47783,48.8,118.0
1948,119.0,8.968044876577956e-05,25.33918,48.6,118.0
1949,119.0,8.828718964217931e-05,24.69556,48.5,118.0
1950,119.0,8.516738968708671e-05,24.06604,48.4,118.0
1951,120.0,8.22594547274119e-05,23.36662,48.3,119.0
1952,120.0,7.936416546491484e-05,22.71809,48.2,119.0
1953,120.0,7.831049233403877e-05,22.09357,48.1,119.0
1954,120.0,7.423782617886587e-05,21.70609,48.1,119.0
1955,119.0,4.995903359245419e-05,19.98934,47.4,119.0
1956,119.0,4.910457873470999e-05,19.53918,46.4,119.0
1957,120.0,4.774637127578304e-05,19.02734,45.4,119.0
1958,120.0,4.616505771240182e-05,18.46619,44.5,120.0
1959,121.0,4.37931040832386e-05,18.05581,43.6,120.0
1960,121.0,4.0714155151026775e-05,17.62356,42.7,120.0
1961,121.0,4.044042970292292e-05,17.27674,41.8,121.0
1962,122.0,3.8700949589530345e-05,16.99251,40.9,121.0
1963,122.0,3.727874576148128e-05,16.83342,40.2,121.0
1964,122.0,3.617528601381287e-05,16.54761,39.6,122.0
1965,122.0,3.4709756789071164e-05,16.31484,39.2,122.0
1966,122.0,3.446308805120848e-05,16.10384,39.1,122.0
1967,122.0,3.2609901597240306e-05,15.83744,39.1,122.0
1968,122.0,3.338932782823921e-05,15.53488,39.3,122.0
1969,122.0,3.322196441116795e-05,15.30393,39.7,122.0
1970,122.0,3.2794623201675674e-05,15.00681,40.1,122.0
1971,122.0,3.243077006151616e-05,14.77063,40.6,122.0
1972,122.0,3.111856409616653e-05,14.55502,41.0,121.0
1973,122.0,3.003950874160147e-05,14.3497,41.4,121.0
1974,122.0,2.8219297779590247e-05,14.12696,41.9,121.0
1975,127.0,5.967967331452455e-05,17.52143,30.2,126.0
1976,127.0,5.9428514731553646e-05,17.23758,29.4,126.0
1977,127.0,6.171353495128201e-05,17.00091,28.6,127.0
1978,128.0,5.94928986654432e-05,16.69992,28.1,127.0
1979,128.0,5.531618431950628e-05,16.39155,27.8,127.0
1980,128.0,5.423111130393284e-05,16.17298,27.3,127.0
1981,128.0,5.1240783369096144e-05,15.97435,26.7,127.0
1982,128.0,5.074846739628464e-05,15.87809,26.2,128.0
1983,129.0,4.835615408664561e-05,15.78047,25.6,128.0
1984,129.0,4.694913606476135e-05,15.74011,25.2,128.0
1985,129.0,4.510279914548989e-05,15.84254,24.8,128.0
1986,129.0,4.190753800198828e-05,15.84241,24.5,128.0
1987,129.0,3.924596043637814e-05,15.79164,24.3,128.0
1988,129.0,3.619118474362898e-05,15.68686,24.2,128.0
1989,129.0,3.639000257459268e-05,15.50209,24.1,128.0
1990,129.0,3.661336333519715e-05,15.37198,24.1,128.0
1991,129.0,3.640799609490531e-05,15.23757,24.1,128.0
1992,129.0,3.532872032666992e-05,15.09643,24.2,128.0
1993,129.0,3.532872032666992e-05,14.9131,24.5,128.0
1994,129.0,3.4144963551360015e-05,14.73131,24.9,128.0
1995,121.0,0.0001106447769983,31.0821,45.4,120.0
1996,121.0,0.0001031354519373,30.3915,43.9,120.0
1997,122.0,9.467345598788304e-05,29.62475,42.6,121.0
1998,122.0,8.65829599102247e-05,28.90608,41.5,121.0
1999,123.0,8.375668462212294e-05,28.21802,40.4,122.0
2000,123.0,8.116227627594554e-05,27.42985,39.5,122.0
2001,123.0,8.019242686319565e-05,26.56904,38.7,122.0
2002,123.0,8.110567627616205e-05,25.66403,37.9,123.0
2003,124.0,7.94766528022879e-05,24.75389,37.2,123.0
2004,124.0,7.863216168845027e-05,23.911,36.6,123.0
2005,124.0,7.916592002473624e-05,23.04937,36.1,123.0
2006,124.0,7.923956150616272e-05,22.20938,35.7,124.0
2007,124.0,7.463863492460494e-05,21.38531,35.4,124.0
2008,124.0,7.08505097621881e-05,20.61247,35.2,124.0
2009,124.0,6.689907398514783e-05,19.87206,35.0,124.0
2010,124.0,6.430796014009436e-05,19.23901,34.9,124.0
2011,124.0,6.085076974666648e-05,18.68327,34.9,124.0
2012,124.0,5.732003835053506e-05,18.22483,35.0,124.0
2013,124.0,5.459488695459616e-05,17.80003,35.1,124.0
2014,124.0,5.084709359318314e-05,17.45543,35.4,124.0
2015,132.0,1.443800293292336e-06,5.16363,10.4,132.0
2016,132.0,1.1840363237417044e-06,5.13921,10.4,132.0
2017,132.0,1.4245484506580083e-06,4.91679,10.5,132.0
2018,132.0,8.016472494342066e-07,4.58487,10.6,132.0
2019,132.0,8.606731275349129e-07,4.33459,10.7,131.0
2020,132.0,9.81649474200933e-07,4.10793,10.7,131.0
2021,132.0,9.803659056433351e-07,3.82962,10.7,131.0
2022,132.0,6.727408231730102e-07,3.57719,10.7,131.0
2023,132.0,6.093824792177723e-07,3.37756,10.6,131.0
2024,132.0,6.064130606819357e-07,3.15072,10.6,131.0
2025,132.0,3.62016285905982e-07,2.97494,10.5,131.0
2026,132.0,3.6027956252934026e-07,2.84444,10.6,131.0
2027,132.0,4.183942363922654e-07,2.64379,10.8,131.0
2028,132.0,4.165418033022958e-07,2.4533,11.0,131.0
2029,132.0,3.55506005918464e-07,2.38648,11.2,131.0
2030,132.0,3.5402607897708174e-07,2.35628,11.4,131.0
2031,131.0,4.113541260699321e-07,2.34221,11.7,131.0
2032,131.0,4.097228400582509e-07,2.3289,12.1,131.0
2033,131.0,4.097228400582509e-07,2.32579,12.4,131.0
2034,131.0,4.065872714021152e-07,2.31055,12.7,131.0
2035,134.0,1.5779507679360404e-06,3.63105,7.8,133.0
2036,133.0,1.0422426142779945e-06,3.63166,7.8,133.0
2037,133.0,1.7955826614434022e-06,3.6335,7.9,133.0
2038,133.0,1.5150440082408291e-06,3.64158,7.9,133.0
2039,133.0,1.2474533240389743e-06,3.61424,7.9,133.0
2040,133.0,1.4821314235575896e-06,3.51004,7.9,133.0
2041,133.0,1.9560074367402745e-06,3.41164,8.0,133.0
2042,133.0,2.661929400308445e-06,3.36292,8.1,132.0
2043,133.0,1.6772653865138278e-06,3.36383,8.1,132.0
2044,133.0,2.373370028798472e-06,3.38042,8.2,132.0
2045,133.0,1.6461768600681471e-06,3.32603,8.2,132.0
2046,133.0,1.631569660915539e-06,3.23115,8.4,132.0
2047,132.0,1.6173961585454894e-06,3.12595,8.5,132.0
2048,132.0,1.6036240069844698e-06,3.04546,8.6,132.0
2049,132.0,1.1358690170371265e-06,2.98822,8.8,132.0
2050,132.0,1.3518406324090724e-06,2.92384,9.1,132.0
2051,132.0,1.3409172633934726e-06,2.85707,9.3,132.0
2052,132.0,1.3302804874236391e-06,2.7929,9.6,132.0
2053,132.0,1.3302804874236391e-06,2.73743,9.9,132.0
2054,132.0,1.3099275479073252e-06,2.67728,10.2,131.0
2055,129.0,1.9317031950370845e-05,15.38629,18.8,128.0
2056,130.0,1.9587151313368977e-05,14.96753,17.7,129.0
2057,130.0,1.9064061800922343e-05,14.66618,16.8,129.0
2058,131.0,1.7395937599012693e-05,14.38184,15.9,130.0
2059,131.0,1.7329721049256845e-05,14.12221,15.2,130.0
2060,131.0,1.708705245687133e-05,13.88761,14.6,130.0
2061,131.0,1.4236776703837769e-05,13.65198,14.1,131.0
2062,132.0,1.4793490272540472e-05,13.39881,13.7,131.0
2063,132.0,1.4427900857309522e-05,13.10525,13.4,131.0
2064,132.0,1.4076462260192576e-05,12.86845,13.2,131.0
2065,132.0,1.2668499971094409e-05,12.60218,13.0,132.0
2066,132.0,1.2706702308966643e-05,12.40041,12.8,132.0
2067,132.0,1.222129553763836e-05,12.18435,12.8,132.0
2068,133.0,1.1747367337239792e-05,11.95535,13.0,132.0
2069,133.0,1.1797612470999672e-05,11.76697,13.1,132.0
2070,132.0,1.0325191045655794e-05,11.53455,13.4,132.0
2071,132.0,1.0558426814515928e-05,11.34271,13.7,132.0
2072,132.0,9.625036778427174e-06,11.18097,14.1,132.0
2073,132.0,8.961241138535644e-06,10.99411,14.7,131.0
2074,132.0,8.625681550904053e-06,10.82985,15.3,131.0
2075,118.0,0.0002151317618122,27.29145,50.7,116.0
2076,118.0,0.0002180924497238,26.86436,50.3,116.0
2077,119.0,0.000214890066855,26.42289,49.8,117.0
2078,119.0,0.0002153715653811,25.8762,49.4,117.0
2079,119.0,0.0002077978177608,25.31485,49.0,117.0
2080,119.0,0.0002056278648199,24.74041,48.7,117.0
2081,119.0,0.0001983502169583,24.17232,48.4,117.0
2082,119.0,0.000194235353592,23.57572,48.3,117.0
2083,119.0,0.0001847197141013,22.90187,48.1,117.0
2084,119.0,0.0001836504455826,22.34228,47.9,117.0
2085,119.0,0.0001817578248916,21.85993,47.7,117.0
2086,119.0,0.0001813723162574,21.48172,47.7,118.0
2087,119.0,0.0001770612055619,21.18373,47.9,118.0
2088,119.0,0.0001739784287076,20.92801,48.0,118.0
2089,119.0,0.0001720531259095,20.62026,48.1,118.0
2090,119.0,0.0001685895011137,20.41196,48.3,117.0
2091,119.0,0.0001676574403716,20.18545,48.4,117.0
2092,119.0,0.000165968253608,19.95391,48.5,117.0
2093,119.0,0.0001693912877131,19.76881,48.6,118.0
2094,119.0,0.0001595745843592,19.5504,48.6,118.0
2095,115.0,0.0001389854031753,27.4757,58.7,114.0
2096,115.0,0.0001409172286721,26.99381,58.4,114.0
2097,116.0,0.0001430885735463,26.65843,58.1,114.0
2098,116.0,0.0001435097277505,26.25794,57.8,114.0
2099,116.0,0.0001441600039658,25.88536,57.4,115.0
2100,116.0,0.0001429238039743,25.43534,56.9,115.0
2101,116.0,0.0001396988701036,25.0829,56.5,115.0
2102,117.0,0.0001361247261852,24.6899,56.0,115.0
2103,117.0,0.0001298934980203,24.32572,55.6,115.0
2104,117.0,0.0001270119464511,23.98924,55.3,116.0
2105,117.0,0.0001237030578113,23.69173,55.1,116.0
2106,117.0,0.0001221425965545,23.36886,54.8,116.0
2107,117.0,0.0001182198294436,23.2469,54.6,116.0
2108,117.0,0.0001128031513779,23.01676,54.6,116.0
2109,117.0,0.0001075009755545,22.93393,54.7,116.0
2110,117.0,0.0001015862360566,22.86275,54.7,116.0
2111,117.0,9.80006319316276e-05,22.74875,54.7,116.0
2112,117.0,9.411701280605137e-05,22.68839,54.8,116.0
2113,117.0,9.221455941875124e-05,22.4313,54.9,116.0
2114,117.0,8.708712904928999e-05,22.24612,55.0,116.0
2115,132.0,6.677944973733417e-07,3.66789,11.4,131.0
2116,132.0,6.644231312268906e-07,3.57851,11.2,131.0
2117,132.0,6.614353013752783e-07,3.40704,11.0,131.0
2118,132.0,1.097598454581376e-06,3.26779,10.8,131.0
2119,132.0,2.1860025882270645e-07,3.17111,10.7,131.0
2120,132.0,6.531620336069284e-07,3.10506,10.7,131.0
2121,132.0,8.675246485440768e-07,3.10063,10.6,131.0
2122,132.0,8.643180552152303e-07,3.10336,10.6,131.0
2123,132.0,6.459312681762367e-07,3.04753,10.5,131.0
2124,132.0,4.291349133651709e-07,2.96945,10.5,131.0
2125,132.0,6.415321498490796e-07,2.89233,10.5,131.0
2126,132.0,4.262711779513791e-07,2.82632,10.5,131.0
2127,132.0,4.248747150683943e-07,2.75625,10.6,131.0
2128,132.0,4.234864752183126e-07,2.71571,10.6,131.0
2129,132.0,4.2209578577457003e-07,2.70081,10.7,131.0
2130,132.0,2.1034718855206465e-07,2.6215,10.9,131.0
2131,132.0,2.0963987014906445e-07,2.55531,11.0,131.0
2132,132.0,2.089262049662177e-07,2.50632,11.3,131.0
2133,132.0,2.089262049662177e-07,2.47745,11.6,131.0
2134,131.0,2.074845916755107e-07,2.44082,11.9,131.0
2135,123.0,1.1100257525974602e-05,8.02281,37.7,122.0
2136,123.0,1.045309755433701e-05,7.76423,36.8,123.0
2137,124.0,9.838344198800666e-06,7.55417,36.1,123.0
2138,124.0,9.252869353340091e-06,7.34073,35.4,123.0
2139,124.0,8.693634067554829e-06,7.17159,34.5,124.0
2140,124.0,8.157547455605329e-06,7.00336,33.7,124.0
2141,125.0,8.005231054620055e-06,6.84644,33.0,124.0
2142,125.0,6.78502851318956e-06,6.70655,32.1,124.0
2143,125.0,6.307193985459815e-06,6.55361,31.2,125.0
2144,126.0,6.530030924851717e-06,6.39569,30.3,125.0
2145,126.0,6.739187058604307e-06,6.18993,29.5,125.0
2146,126.0,6.274853787650361e-06,6.0014,29.0,125.0
2147,126.0,6.148568839700338e-06,5.82283,28.8,125.0
2148,126.0,5.706796223622712e-06,5.63553,28.7,125.0
2149,126.0,5.279872040748189e-06,5.50455,28.7,125.0
2150,126.0,5.171989962688656e-06,5.45322,28.7,125.0
2151,126.0,5.066668415164002e-06,5.46351,28.8,125.0
2152,126.0,4.672370462909263e-06,5.47587,29.0,125.0
2153,126.0,4.380347308977434e-06,5.53449,29.0,125.0
2154,126.0,3.927866416629913e-06,5.56309,29.1,125.0
2155,121.0,0.0001141973996556,39.88439,39.8,120.0
2156,121.0,0.0001140403062742,39.31384,39.8,120.0
2157,121.0,0.0001140081584717,38.92901,40.0,120.0
2158,121.0,0.0001135717109838,38.62369,40.4,120.0
2159,121.0,0.0001118974574587,38.54374,40.8,120.0
2160,121.0,0.0001091454893541,38.57723,41.2,120.0
2161,121.0,0.0001070878264972,38.26382,41.5,120.0
2162,121.0,0.0001031197046946,37.98163,41.8,120.0
2163,121.0,0.0001017428387474,37.66842,42.0,120.0
2164,121.0,9.923547845531464e-05,37.26067,42.1,120.0
2165,121.0,9.70744880458199e-05,36.49655,42.2,120.0
2166,120.0,9.448992733744872e-05,35.62989,42.4,120.0
2167,121.0,9.167006076415455e-05,34.82981,42.4,120.0
2168,121.0,9.104276249522974e-05,34.24593,42.0,120.0
2169,121.0,8.950709894926955e-05,33.65653,41.8,120.0
2170,121.0,8.679673049574998e-05,32.87443,41.7,120.0
2171,121.0,8.487316274157663e-05,32.41625,41.5,120.0
2172,121.0,8.2230138749781e-05,31.89944,41.4,120.0
2173,121.0,7.967798382923412e-05,31.29862,41.2,120.0
2174,121.0,7.66706148412147e-05,30.6252,41.1,120.0
2175,126.0,1.310564912107654e-05,11.49833,28.6,126.0
2176,127.0,1.4226268805349076e-05,11.31844,27.9,126.0
2177,127.0,1.398405351763872e-05,11.12904,27.5,126.0
2178,127.0,1.4081716528496646e-05,10.96909,27.0,126.0
2179,127.0,1.1597276830541556e-05,10.7873,26.6,127.0
2180,127.0,1.5530745805430816e-05,10.5697,26.1,127.0
2181,127.0,1.4969681716498554e-05,10.35502,25.6,127.0
2182,128.0,1.5345288950256405e-05,10.11015,25.0,127.0
2183,128.0,1.5107205260691444e-05,9.90163,24.3,127.0
2184,128.0,1.2200659787875164e-05,9.72368,23.6,128.0
2185,128.0,1.4659850422614168e-05,9.51175,22.9,128.0
2186,129.0,1.7916682801313814e-05,9.27014,22.4,128.0
2187,129.0,1.680890131038206e-05,9.03229,22.0,128.0
2188,129.0,1.5732953345050636e-05,8.82372,21.6,128.0
2189,129.0,1.551921042691408e-05,8.61749,21.4,129.0
2190,129.0,1.449265851140162e-05,8.40485,21.2,129.0
2191,129.0,1.3764268283401426e-05,8.22826,21.1,129.0
2192,129.0,1.412150139802864e-05,8.06597,21.1,129.0
2193,129.0,1.4387944820632952e-05,7.89089,21.1,128.0
2194,129.0,1.3774652404443547e-05,7.7144,21.2,128.0
2195,129.0,2.952987879276688e-05,17.05079,23.9,128.0
2196,129.0,2.9510803217075856e-05,16.8099,23.8,128.0
2197,129.0,2.9856624225238374e-05,16.54199,23.7,128.0
2198,129.0,3.054874803375165e-05,16.29602,23.6,128.0
2199,129.0,3.208558168328511e-05,15.98843,23.7,128.0
2200,129.0,2.868936355347132e-05,15.60991,23.6,128.0
2201,128.0,2.6576011462233744e-05,15.16507,23.6,128.0
2202,129.0,2.4210718314017924e-05,14.62186,23.5,128.0
2203,129.0,2.4019872333572512e-05,14.1489,23.0,128.0
2204,129.0,2.2731326215513955e-05,13.74223,22.5,128.0
2205,129.0,2.054634455435606e-05,13.36143,22.0,129.0
2206,129.0,1.888820320238648e-05,13.0263,22.0,128.0
2207,129.0,1.7732689188302967e-05,12.65922,22.0,128.0
2208,129.0,1.7212088563140884e-05,12.26199,22.1,128.0
2209,129.0,1.5513450459884304e-05,11.92534,22.1,128.0
2210,129.0,1.5036990997854722e-05,11.50817,22.3,128.0
2211,129.0,1.6465553770087246e-05,11.24188,22.5,128.0
2212,128.0,1.6129638513198726e-05,10.97448,22.9,128.0
2213,128.0,1.6129638513198726e-05,10.72705,22.9,128.0
2214,128.0,1.6037084491801673e-05,10.53607,22.9,128.0
2215,125.0,4.682723031353002e-05,13.60428,32.4,125.0
2216,125.0,4.0279577756798565e-05,13.10325,31.4,125.0
2217,126.0,3.829308028178269e-05,12.63412,30.4,125.0
2218,126.0,3.737502585851964e-05,12.22321,29.4,126.0
2219,127.0,3.269482707385279e-05,11.78947,28.3,126.0
2220,127.0,3.144770054267872e-05,11.15113,27.2,126.0
2221,127.0,2.8685569544055124e-05,10.54035,26.0,127.0
2222,128.0,2.388614962683417e-05,10.00585,24.8,127.0
2223,128.0,2.402296044713044e-05,9.55582,23.7,128.0
2224,129.0,2.7332350066875243e-05,9.23958,22.6,128.0
2225,129.0,2.697943745420232e-05,8.99154,21.6,128.0
2226,129.0,2.615479040884348e-05,8.75688,20.8,129.0
2227,129.0,2.4568930333748952e-05,8.49365,20.3,129.0
2228,129.0,2.274759907299681e-05,8.2559,19.9,129.0
2229,129.0,2.102963201195597e-05,8.04372,19.7,129.0
2230,129.0,1.6751519132862538e-05,7.85725,19.7,129.0
2231,129.0,1.659018806832373e-05,7.64842,19.8,129.0
2232,129.0,1.614220294866818e-05,7.39998,19.9,129.0
2233,129.0,1.5852223254979533e-05,7.20322,20.1,129.0
2234,129.0,1.5367973800324107e-05,7.05049,20.4,128.0
2235,127.0,2.447610304981109e-05,14.02695,23.6,126.0
2236,127.0,2.451402775223816e-05,13.98959,23.0,126.0
2237,128.0,2.397087477492573e-05,13.98767,22.4,126.0
2238,128.0,2.3273320212667656e-05,13.91404,21.9,127.0
2239,128.0,2.3143293978374435e-05,13.82969,21.4,127.0
2240,128.0,2.284493934392165e-05,13.68454,20.9,127.0
2241,128.0,2.2109760132512897e-05,13.44764,20.5,127.0
2242,129.0,2.1442803514759065e-05,13.13526,19.8,128.0
2243,129.0,2.126758557626725e-05,12.90376,19.0,128.0
2244,129.0,2.090295029629524e-05,12.59297,18.3,128.0
2245,130.0,2.0250214574196547e-05,12.28655,17.5,129.0
2246,130.0,1.9502339573715383e-05,11.98855,16.7,129.0
2247,130.0,1.8983377499397736e-05,11.71564,15.8,129.0
2248,131.0,1.86623917524525e-05,11.47314,14.9,130.0
2249,131.0,1.8111191795180588e-05,11.24615,14.2,130.0
2250,131.0,1.8026579936679262e-05,11.07568,13.7,130.0
2251,131.0,1.7505752427894587e-05,10.94018,13.1,130.0
2252,131.0,1.71438627684706e-05,10.7709,12.6,131.0
2253,132.0,1.6720992566576157e-05,10.59426,12.1,131.0
2254,132.0,1.5835492150740937e-05,10.41557,11.6,131.0
2255,130.0,9.313356253158132e-07,4.28561,19.8,130.0
2256,130.0,5.951820273659521e-07,4.07612,19.5,130.0
2257,130.0,6.472328362654189e-07,3.90965,19.3,130.0
2258,130.0,5.180964349473453e-07,3.7991,19.2,130.0
2259,130.0,5.70237086955246e-07,3.70371,19.1,130.0
2260,130.0,4.408944202062017e-07,3.58448,19.0,130.0
2261,130.0,4.67085181909438e-07,3.52985,18.9,130.0
2262,130.0,4.673110713262081e-07,3.4456,18.9,130.0
2263,130.0,5.973917978002267e-07,3.27584,18.7,130.0
2264,130.0,4.417544198828987e-07,2.99853,18.6,130.0
2265,130.0,4.159767518912903e-07,2.95721,18.6,130.0
2266,130.0,3.902024026686931e-07,2.98215,18.5,130.0
2267,130.0,3.123756679763191e-07,2.92747,18.3,130.0
2268,130.0,3.3868447862181885e-07,2.73086,18.2,130.0
2269,130.0,3.65094084745639e-07,2.51943,18.1,130.0
2270,130.0,3.133005154524514e-07,2.38472,18.1,130.0
2271,130.0,3.660164019270033e-07,2.32633,18.1,130.0
2272,130.0,3.927862655107369e-07,2.30955,18.1,130.0
2273,130.0,3.666005144766877e-07,2.33756,18.2,130.0
2274,130.0,3.680455299661093e-07,2.33555,18.5,130.0
2275,131.0,6.772709887972606e-07,4.00076,12.8,131.0
2276,132.0,8.664883048629345e-07,3.83624,12.5,131.0
