,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Domestic general government health expenditure (GGHE-D) per capita in PPP int$,per_capita-Parkinson's Disease,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%)
547,17.36,2986.78,9.523176479063348e-05,7.48
548,17.57,3025.22,9.644264742060878e-05,7.3
549,18.08,3111.41,9.819217935442955e-05,7.4
550,18.41,3239.86,9.97737458911673e-05,7.36
551,18.85,3287.77,0.0001019381745402,7.23
552,18.94,3355.85,0.0001030489145305,7.58
553,18.84,3541.25,0.0001042617993137,7.68
554,18.69,3635.53,0.0001059969099205,7.56
555,18.56,3808.62,0.0001120041500485,7.58
556,18.58,3873.7,0.0001140955584478,7.61
557,7.5,97.65,2.789841258032418e-05,3.16
558,11.17,110.07,2.73688916055048e-05,3.47
559,9.5,115.58,2.6863426340484973e-05,3.46
560,11.37,115.23,2.858242181058649e-05,3.3
561,9.63,122.83,2.809019112133882e-05,3.12
562,8.8,128.04,2.762448549395768e-05,2.95
563,8.92,140.91,2.717908297774033e-05,2.97
564,10.09,158.28,2.674930143170492e-05,2.98
565,8.11,140.07,2.633610132511107e-05,2.45
566,8.31,155.88,2.7933964108846687e-05,2.78
567,7.23,161.15,2.948930422935601e-05,2.83
568,8.61,170.95,3.1001743848091457e-05,2.87
569,8.86,178.93,3.055954527396632e-05,3.07
570,9.03,177.02,3.2012292720404635e-05,3.06
571,9.98,174.94,3.342401143843947e-05,3.04
572,10.09,190.28,3.479898093931607e-05,3.17
573,10.39,194.77,3.794504112519696e-05,3.08
574,10.39,217.97,3.743989559617685e-05,3.28
575,10.39,225.65,4.635415645240944e-05,3.21
576,10.39,243.12,4.341491284890394e-05,3.25
577,11.4,17.27,1.66190861391156e-05,2.08
578,11.87,16.87,1.6382603728778416e-05,1.85
579,11.72,20.31,1.6358089484202175e-05,2.1
580,8.98,18.93,1.6122134890815415e-05,1.74
581,15.03,27.61,1.5938173078666974e-05,1.92
582,12.42,22.18,1.563720326811166e-05,1.43
583,7.14,15.45,1.554572489974303e-05,1.0
584,5.99,16.29,1.5476962036226004e-05,1.02
585,4.23,12.87,1.5724923420117438e-05,0.8
586,3.84,15.22,1.5877306372376274e-05,0.93
587,3.5,15.54,1.602888765969135e-05,0.85
588,3.74,15.07,1.6079643496643954e-05,0.84
589,4.0,16.58,1.612661047438839e-05,0.96
590,4.98,17.88,1.6080830113891585e-05,1.14
591,5.62,20.79,1.629848020177168e-05,1.23
592,5.25,17.51,1.6249040532844726e-05,0.96
593,5.73,13.83,1.62835367031761e-05,0.82
594,4.68,11.14,1.6313369054366993e-05,0.7
595,5.23,11.06,1.681022293419543e-05,0.7
596,5.23,12.02,1.6682172839443106e-05,0.75
597,10.96,240.58,4.1766351114076174e-05,2.52
598,11.13,259.33,4.311276231034053e-05,2.6
599,11.66,281.87,4.41178149478252e-05,2.73
600,12.48,304.08,4.632492737961453e-05,2.8
601,13.1,321.73,4.837192783792449e-05,2.72
602,12.87,330.41,4.9452821102137705e-05,2.59
603,13.41,393.14,5.0461787269822274e-05,2.5
604,13.6,442.12,5.2134921988676174e-05,2.61
605,13.46,484.13,5.269189650290508e-05,2.93
606,13.6,545.92,5.571716209664464e-05,3.38
607,13.68,579.59,5.899743414904053e-05,3.19
608,14.01,649.62,6.039519775282495e-05,3.19
609,14.57,723.85,6.2306415552433e-05,3.37
610,15.39,796.01,6.407879968058466e-05,3.55
611,15.69,849.23,6.536928385782118e-05,3.73
612,16.02,904.92,6.699289760571514e-05,3.99
613,16.75,991.35,6.774732955967424e-05,4.23
614,17.97,1118.43,7.047914970155725e-05,4.57
615,18.32,1151.55,7.302250313906334e-05,4.65
616,18.09,1234.31,7.43602924511148e-05,4.75
617,6.09,28.17,3.431126399996434e-05,0.99
618,5.59,30.5,3.56011857341623e-05,0.97
619,6.03,38.4,3.680353251795449e-05,1.11
620,6.88,48.25,3.788824472124717e-05,1.25
621,7.27,56.13,3.9350834209799926e-05,1.3
622,7.49,67.85,4.017521268805988e-05,1.37
623,7.56,79.36,3.9792621771372346e-05,1.39
624,7.9,95.78,4.026145446391197e-05,1.43
625,7.71,128.23,4.162890191004955e-05,1.74
626,8.38,174.15,4.343107200490805e-05,2.15
627,8.75,196.85,4.528917300480026e-05,2.2
628,8.6,232.8,4.621842618898261e-05,2.33
629,9.04,278.29,4.663351522032174e-05,2.54
630,9.42,314.57,4.731303513900656e-05,2.69
631,9.63,343.05,4.835535925172131e-05,2.79
632,9.4,377.71,4.903443506643012e-05,2.97
633,9.06,382.64,5.074199598488339e-05,2.89
634,9.07,400.32,5.210306481523893e-05,2.87
635,8.85,442.41,5.377861308786775e-05,2.92
636,8.78,492.72,5.575292175145286e-05,3.0
637,14.88,278.53,2.1562389682291167e-05,4.2
638,15.38,302.53,2.2766325821276763e-05,4.46
639,14.86,303.84,2.544909743381652e-05,4.37
640,15.6,324.21,2.5030348678209243e-05,4.47
641,15.74,329.92,2.5658474656953523e-05,4.26
642,16.83,359.13,2.567021187156429e-05,4.36
643,16.06,408.54,2.697030184476865e-05,4.57
644,16.28,444.14,2.7443041017603923e-05,4.59
645,16.69,478.26,2.878924667396118e-05,4.75
646,17.04,535.06,3.054213060254633e-05,5.27
647,16.83,542.63,3.1398955582060176e-05,5.11
648,16.48,572.57,3.1413815782766106e-05,4.98
649,16.2,560.78,3.220666733275743e-05,4.71
650,16.34,617.71,3.296478643802454e-05,4.9
651,16.18,666.51,3.3689913023802466e-05,5.06
652,17.04,699.88,3.530414024704511e-05,5.33
653,17.66,731.58,3.653046865562962e-05,5.3
654,18.6,773.04,3.761122671217248e-05,5.45
655,15.76,811.81,3.9435182522629e-05,5.46
656,16.87,865.7,4.028256274579766e-05,5.54
657,9.14,15.51,1.834381070654856e-05,0.89
658,4.06,9.54,1.966062191909118e-05,0.53
659,6.67,17.8,1.914808432120041e-05,0.95
660,6.67,16.13,1.8642140388875047e-05,0.85
661,6.74,15.03,1.8144030613928016e-05,0.79
662,5.89,13.9,1.765482883643443e-05,0.69
663,5.17,13.14,1.874765654293213e-05,0.64
664,4.32,11.8,1.82665917736404e-05,0.56
665,2.86,9.38,1.929931606193002e-05,0.43
666,2.74,8.22,1.884022474938878e-05,0.37
667,2.72,8.12,1.8410416330322524e-05,0.36
668,7.24,22.36,1.9393643871747062e-05,0.96
669,5.35,19.97,1.898861225796301e-05,0.8
670,4.45,17.4,1.9939172231911184e-05,0.66
671,3.82,15.08,1.95601572636644e-05,0.55
672,2.45,12.63,2.048731643044364e-05,0.47
673,3.04,16.44,2.013394104278714e-05,0.57
674,3.59,20.49,2.103752103752104e-05,0.68
675,3.96,24.05,2.103752103752104e-05,0.77
676,4.14,27.1,2.158508902050464e-05,0.83
677,25.26,335.46,2.601362341184897e-05,4.26
678,24.56,346.89,2.729886800693997e-05,4.24
679,24.76,387.65,2.7108055444677805e-05,4.59
680,26.33,408.29,2.8159936686667567e-05,4.63
681,25.74,407.95,2.9421013742024976e-05,4.38
682,25.71,419.6,2.8512428211051843e-05,4.26
683,29.51,491.97,3.044663337522478e-05,4.58
684,31.21,544.84,2.8629941839658472e-05,4.63
685,32.38,627.8,3.0046154991269544e-05,5.07
686,33.1,680.75,3.0302717413018856e-05,5.58
687,31.74,746.61,3.454216136503536e-05,5.81
688,32.77,772.26,3.386821810782854e-05,5.7
689,31.29,788.18,3.450992030796653e-05,5.5
690,29.15,818.49,3.556261981089204e-05,5.45
691,29.14,874.53,3.638096463812296e-05,5.44
692,29.49,943.38,3.78052671461427e-05,5.52
693,28.55,1027.91,4.022540180763925e-05,5.37
694,26.91,1058.36,4.1377144968883984e-05,5.18
695,27.81,1107.79,4.2999778104918645e-05,5.28
696,24.1,1186.82,4.342580849337429e-05,5.28
697,13.8,689.91,7.254870398541771e-05,6.56
698,11.93,687.63,7.388868489404407e-05,5.95
699,9.66,619.56,7.676823580345546e-05,4.9
700,10.33,700.29,7.981717198644041e-05,5.17
701,10.71,762.0,8.027807792488507e-05,5.24
702,12.52,898.14,8.407652832444821e-05,5.87
703,12.68,1028.99,8.587798784759728e-05,5.91
704,14.01,1247.19,9.080161804922516e-05,6.46
705,14.02,1344.91,9.37317086800683e-05,6.48
706,13.74,1353.61,9.35535167323806e-05,6.77
707,13.81,1334.53,9.650356227410534e-05,6.75
708,12.89,1321.96,9.790793709983754e-05,6.37
709,13.17,1359.21,9.95526159012313e-05,6.43
710,11.35,1207.83,9.942776528165652e-05,5.54
711,11.44,1239.73,0.0001026722982086,5.63
712,11.55,1290.76,0.000108402443624,5.64
713,11.91,1400.56,0.0001042943945912,5.65
714,12.36,1494.6,0.0001067035913508,5.6
715,12.25,1655.67,0.0001085007044683,5.65
716,12.07,1767.7,0.0001109126056008,5.69
717,6.33,466.72,7.06767571329158e-05,2.18
718,6.33,513.77,6.862299384966418e-05,2.23
719,6.74,590.48,6.75951137182171e-05,2.49
720,6.11,604.67,6.530852576887831e-05,2.48
721,5.79,582.63,6.483041275700447e-05,2.23
722,5.74,630.54,6.52986920474108e-05,2.25
723,6.05,708.01,6.692336789424168e-05,2.34
724,6.15,768.67,6.768957370822552e-05,2.31
725,6.52,883.25,6.655312016962609e-05,2.5
726,6.53,945.39,6.637486310184485e-05,2.75
727,7.13,1009.85,6.710940737858865e-05,2.98
728,7.25,1031.94,6.604259390319762e-05,3.06
729,7.13,960.26,6.59009850879251e-05,3.01
730,7.37,956.69,6.664341359681427e-05,3.16
731,5.98,883.47,6.82327213426835e-05,2.96
732,7.03,908.53,6.979499611923003e-05,2.85
733,7.46,1002.29,6.967629554362026e-05,2.8
734,7.51,1059.26,6.876514982207018e-05,2.76
735,6.71,1214.47,7.28583135019553e-05,2.89
736,9.89,1689.86,7.507105795086359e-05,3.93
737,12.78,1934.54,7.025871695217312e-05,6.74
738,13.34,2078.88,7.337803729994216e-05,7.05
739,13.71,2237.82,7.553919823885755e-05,7.29
740,13.93,2303.24,7.600843730731397e-05,7.47
741,14.2,2479.95,7.629227663542562e-05,7.53
742,14.86,2603.64,7.713073659853452e-05,7.61
743,15.43,2872.32,7.925644247550894e-05,7.69
744,15.74,3049.11,8.174656006086186e-05,7.81
745,15.85,3309.46,8.368699750197048e-05,7.99
746,15.95,3646.4,8.617382751781198e-05,9.02
747,15.29,3738.83,8.775150369635079e-05,8.67
748,15.04,3776.24,8.897106053504158e-05,8.49
749,14.84,3861.07,9.1098454338839e-05,8.6
750,15.35,4012.82,9.304498626101692e-05,8.57
751,15.51,4113.96,9.391143272035922e-05,8.56
752,15.79,4240.32,9.585231791508489e-05,8.61
753,16.26,4451.69,9.832340713845812e-05,8.53
754,16.69,4682.89,0.000100964190178,8.44
755,16.71,4864.55,0.0001039966835225,8.45
756,16.84,5010.26,0.000106568188188,8.29
757,6.08,34.0,7.469197031442332e-06,1.41
758,5.97,30.72,7.215111329167809e-06,1.25
759,5.5,32.49,6.979818552636905e-06,1.29
760,5.82,39.26,8.685871127730078e-06,1.5
761,5.39,39.03,9.126682922303028e-06,1.44
762,5.33,39.7,1.050420168067227e-05,1.4
763,7.23,52.21,1.0307137987546033e-05,1.73
764,6.53,55.83,1.1521085747120808e-05,1.74
765,6.35,62.71,1.1280379471965436e-05,1.83
766,6.14,65.86,1.1040238910770027e-05,1.91
767,6.97,66.67,1.2153490482466564e-05,1.86
768,8.47,82.94,1.3208748418252376e-05,2.14
769,7.13,74.81,1.291340656956646e-05,1.89
770,6.74,74.17,1.3885417534505265e-05,1.81
771,6.07,75.7,1.3577246509721926e-05,1.76
772,4.07,77.93,1.4487084763932954e-05,1.69
773,4.07,62.41,1.4172887973950232e-05,1.32
774,4.07,56.22,1.5024264186661458e-05,1.14
775,4.31,60.07,1.6179976816404648e-05,1.12
776,4.28,55.89,1.6613282651745723e-05,0.97
777,4.14,56.11,2.3300962136900703e-05,0.96
778,6.21,76.49,2.3992176175103928e-05,1.26
779,6.55,89.46,2.736355855361063e-05,1.41
780,8.21,108.65,2.9523837860283563e-05,1.67
781,8.46,123.31,3.126777045387188e-05,1.73
782,7.87,127.87,3.3230085846340275e-05,1.68
783,8.57,146.09,3.4849321950754384e-05,1.82
784,8.48,169.67,3.579777680241806e-05,2.05
785,5.96,185.68,3.6713305103797294e-05,2.1
786,7.22,209.98,3.698595103403181e-05,2.38
787,8.17,257.69,3.806469619098823e-05,2.83
788,7.77,302.18,3.8781015400261057e-05,3.07
789,8.54,354.48,4.092308824147644e-05,3.44
790,8.75,426.66,4.3071541052457314e-05,3.83
791,9.44,481.96,4.33104765168105e-05,4.11
792,10.87,476.98,4.203323385678049e-05,4.31
793,11.45,487.28,4.309492985973689e-05,4.42
794,12.45,528.01,4.401226622473523e-05,4.54
795,12.8,583.87,4.5178560587733786e-05,4.93
796,13.28,577.26,4.418300769418941e-05,4.83
797,6.66,105.52,2.019688959305846e-05,1.73
798,6.63,116.88,2.1299579578143352e-05,1.85
799,6.14,122.6,2.237474552769705e-05,1.9
800,5.44,111.08,2.3668432681855288e-05,1.67
801,5.24,110.39,2.3503909281726165e-05,1.58
802,5.24,117.55,2.2772539603541664e-05,1.59
803,5.05,139.51,2.2361494763766528e-05,1.74
804,5.02,135.56,2.206760626569905e-05,1.57
805,4.7,142.47,2.241586956593765e-05,1.54
806,4.72,147.35,2.2772622013324976e-05,1.53
807,4.36,136.94,2.2952119219992795e-05,1.37
808,4.83,150.18,2.312388535075304e-05,1.47
809,4.39,150.01,2.376680285478854e-05,1.35
810,4.16,161.48,2.3026134991490177e-05,1.44
811,4.16,161.76,2.362618944571969e-05,1.48
812,5.06,191.95,2.502051365690606e-05,1.67
813,5.06,185.31,2.5491909471923102e-05,1.66
814,5.42,192.17,2.50558649756024e-05,1.74
815,4.72,165.51,2.58197632980293e-05,1.42
816,4.66,161.77,2.5746326794040783e-05,1.32
817,18.81,175.38,2.906071330033632e-05,3.94
818,17.69,174.61,2.974319892013492e-05,3.83
819,17.78,187.04,2.982125882988836e-05,4.0
820,17.4,186.98,3.192651158940817e-05,3.89
821,18.69,199.08,3.4034689435986226e-05,4.02
822,18.94,221.96,3.508936286951072e-05,4.25
823,19.48,254.99,3.617549334747751e-05,4.56
824,18.19,241.73,3.677852241283156e-05,4.15
825,16.86,250.9,3.6627298425409086e-05,4.14
826,16.06,248.4,3.880213497969355e-05,4.17
827,17.36,272.26,3.767309797120454e-05,4.44
828,19.26,314.75,3.903307336537888e-05,4.87
829,16.55,295.45,3.792701135478897e-05,4.52
830,17.04,332.63,4.059856693606872e-05,4.84
831,17.36,345.61,4.440445141565309e-05,4.78
832,18.15,372.76,4.542975078769326e-05,4.91
833,18.15,399.32,4.564155623088455e-05,4.97
834,16.62,388.7,4.666226291560401e-05,4.6
835,16.76,399.7,4.779641513924716e-05,4.53
836,16.9,416.88,4.917506807925409e-05,4.55
837,1.41,27.19,1.220795022411762e-05,0.32
838,1.41,26.85,1.3836206981750042e-05,0.19
839,1.41,26.03,1.3441789371001068e-05,0.16
840,1.45,48.37,1.3061480388187196e-05,0.2
841,1.49,46.97,1.4508129086078544e-05,0.16
842,1.46,57.57,1.4103576667042762e-05,0.21
843,1.44,77.45,1.542799838863128e-05,0.26
844,1.47,97.09,1.5005927341299814e-05,0.29
845,1.5,114.38,1.6221678976217395e-05,0.3
846,1.48,220.19,1.578678992992244e-05,0.59
847,1.46,149.57,1.690481971778172e-05,0.45
848,1.47,138.82,1.6461521194208536e-05,0.4
849,1.49,196.96,1.7492940869486624e-05,0.52
850,1.46,148.53,1.8465882860961845e-05,0.43
851,1.49,158.69,1.7999208034846465e-05,0.47
852,1.33,133.29,1.8899942355175816e-05,0.55
853,2.5,142.08,1.8434369037633765e-05,0.69
854,2.94,133.24,1.9271337867665007e-05,0.59
855,3.23,128.43,2.0556093725509343e-05,0.62
856,3.85,129.11,1.959017356893782e-05,0.67
857,2.14,25.93,7.147434904736605e-06,2.05
858,2.01,24.29,7.376686581415222e-06,1.79
859,2.62,28.77,7.546456206360952e-06,2.12
860,1.93,21.43,7.659538614925632e-06,1.67
861,2.2,19.94,7.743507323829605e-06,1.56
862,1.15,11.1,7.69297229228087e-06,0.85
863,1.54,10.53,7.86294691743714e-06,0.82
864,2.35,15.85,8.025867932290046e-06,1.21
865,2.35,15.56,8.178805407317232e-06,1.48
866,2.35,12.0,8.322755760055306e-06,1.03
867,2.35,13.19,8.285885132774404e-06,1.03
868,2.35,12.53,8.41823969893681e-06,0.77
869,2.35,13.24,8.707803095213256e-06,0.79
870,2.35,11.75,8.823035887939103e-06,0.78
871,2.35,10.24,8.933044947477613e-06,0.51
872,2.35,11.77,9.191614367657527e-06,0.74
873,2.35,12.48,9.289100633771365e-06,0.73
874,2.35,15.49,9.52898659081007e-06,1.01
875,2.35,11.33,9.96878597192438e-06,0.64
876,2.35,14.41,9.980009057912446e-06,0.78
877,10.8,369.07,6.37757413024021e-05,3.92
878,10.7,384.77,6.715411797080694e-05,3.74
879,9.99,416.81,6.764099102874595e-05,3.58
880,10.56,483.61,6.959241057745414e-05,3.7
881,11.12,548.44,7.080759415173993e-05,3.79
882,11.1,620.52,7.277403362460453e-05,3.74
883,10.65,686.0,7.550970941598525e-05,3.56
884,11.09,827.83,7.903264048051846e-05,3.74
885,11.05,993.11,7.953472187701944e-05,4.35
886,11.02,1034.87,8.080832956869131e-05,5.03
887,11.65,1013.85,7.977260933881673e-05,4.65
888,11.66,1069.89,8.418013613798683e-05,4.32
889,11.32,1152.46,8.707869796165242e-05,4.41
890,11.82,1245.05,8.923107294442799e-05,4.51
891,12.22,1334.36,9.22156478824982e-05,4.58
892,12.19,1406.1,9.365154581081429e-05,4.78
893,12.41,1531.34,9.915308753041098e-05,4.85
894,12.37,1647.92,0.0001006929951781,4.85
895,12.53,1791.9,0.0001023170757454,4.92
896,12.86,1947.35,0.0001047351849194,5.01
897,7.03,8.69,1.086262590282136e-05,1.8
898,8.98,10.47,1.0677139337273288e-05,2.02
899,8.37,10.83,1.0603151860951413e-05,2.08
900,8.42,11.47,1.051643303510624e-05,2.28
901,5.72,7.58,1.0421656074666309e-05,1.33
902,7.55,11.08,1.0322711982892143e-05,1.73
903,5.08,7.97,1.0192297258543316e-05,1.12
904,6.5,10.56,1.0045561563154431e-05,1.33
905,2.74,4.48,9.933994662779648e-06,0.51
906,5.3,8.41,9.890032227192084e-06,0.91
907,5.11,9.71,9.918934243351428e-06,0.94
908,2.09,4.33,9.980881604779625e-06,0.38
909,6.41,12.94,1.0019613713619316e-05,1.07
910,6.19,14.12,1.0078640659037356e-05,1.1
911,4.09,10.82,1.006569799031836e-05,0.71
912,5.57,16.0,1.0035468350944691e-05,0.97
913,5.02,16.91,1.0102214488112991e-05,0.9
914,4.79,17.41,1.0184272291659483e-05,0.86
915,4.79,16.61,1.0694396842941176e-05,0.77
916,4.79,17.05,1.0532954480372876e-05,0.74
917,10.59,166.36,3.478550388665889e-05,2.63
918,7.9,137.02,3.453686069803929e-05,2.09
919,8.04,151.32,3.42856163268105e-05,2.2
920,8.61,157.04,3.401451447924993e-05,2.22
921,9.25,169.01,3.2537098317470495e-05,2.22
922,10.36,190.41,3.34704826204519e-05,2.42
923,9.97,203.1,3.43624288312627e-05,2.48
924,10.59,204.12,3.638010876478969e-05,2.47
925,9.78,186.31,3.718616906924181e-05,2.21
926,8.37,181.78,3.68452201386762e-05,2.19
927,8.79,187.16,3.767196395363837e-05,2.18
928,7.47,169.17,3.9631988676574665e-05,1.89
929,7.51,183.27,4.044684778615302e-05,1.91
930,7.47,193.34,4.125973785569797e-05,1.87
931,7.1,234.44,4.207230457691316e-05,2.07
932,7.04,260.47,4.288593770102784e-05,2.1
933,7.66,264.74,4.479390977632544e-05,2.1
934,7.18,283.46,4.560567595212707e-05,2.11
935,7.17,329.04,4.669152537955867e-05,2.32
936,8.33,356.57,4.724603911757284e-05,2.5
937,11.2,1436.0,7.85513277786323e-05,5.37
938,11.69,1533.09,8.088320600180413e-05,5.53
939,12.09,1672.06,8.395854527570465e-05,5.86
940,12.44,1776.33,8.627307060076992e-05,6.14
941,12.77,1950.47,8.744825977963039e-05,6.27
942,13.16,2061.88,8.978753856173765e-05,6.45
943,13.57,2239.81,9.30922136678485e-05,6.52
944,13.65,2397.79,9.678416939329498e-05,6.36
945,13.74,2633.17,0.0001004814529732,6.58
946,13.38,2749.38,0.0001047564175209,7.24
947,13.32,2798.12,0.0001096084769978,7.18
948,13.61,2986.57,0.0001135142843561,7.3
949,13.8,3126.28,0.0001174250845061,7.65
950,13.71,3232.92,0.0001211519537936,7.79
951,13.59,3249.41,0.0001246963492059,7.78
952,13.41,3219.38,0.0001269217065714,7.58
953,13.12,3278.41,0.0001302976077017,7.3
954,13.28,3385.04,0.0001323607912444,7.12
955,13.3,3527.34,0.0001352052208557,7.1
956,13.8,3776.04,0.0001378662962418,7.34
957,13.5,1830.53,8.420498358722521e-05,6.97
958,13.65,1954.13,8.637052885309176e-05,7.06
959,13.86,2099.87,8.958580466587585e-05,7.32
960,13.75,2073.85,9.243801393412584e-05,7.32
961,13.94,2158.22,9.204569150685002e-05,7.38
962,13.91,2274.78,9.452958093973373e-05,7.41
963,14.0,2415.06,9.672549594963172e-05,7.4
964,13.95,2514.03,9.947905949309428e-05,7.33
965,13.92,2617.76,0.0001030787948482,7.42
966,13.96,2784.03,0.0001057744859397,7.98
967,13.9,2857.45,0.0001072282360956,7.91
968,13.95,2956.49,0.0001086436941497,7.85
969,13.91,3009.67,0.0001113063804571,7.94
970,14.05,3197.52,0.000112187363303,8.04
971,14.22,3274.32,0.0001119934062935,8.14
972,14.59,3388.73,0.000115081282981,8.28
973,15.2,3704.33,0.0001134035857706,8.62
974,15.21,3838.27,0.0001149022639367,8.6
975,15.27,3964.39,0.0001172817195197,8.49
976,15.06,4136.52,0.0001188322679788,8.33
977,5.24,147.36,2.507220390333776e-05,1.06
978,4.54,178.31,2.442571981020428e-05,1.26
979,4.66,167.57,2.460737775323876e-05,1.2
980,6.75,203.8,2.401279281537239e-05,1.44
981,6.51,194.62,2.4186242865058354e-05,1.36
982,5.08,153.62,2.364421898845732e-05,1.05
983,5.76,172.1,2.383636475807492e-05,1.22
984,6.36,187.34,2.403101786465868e-05,1.23
985,5.61,154.25,2.4228849560380984e-05,1.06
986,6.82,220.0,2.37624860312886e-05,1.54
987,6.81,233.43,2.329712571711465e-05,1.57
988,7.29,247.96,2.3467255250798363e-05,1.59
989,6.19,227.71,2.362712418727356e-05,1.48
990,5.26,275.54,2.316669166230767e-05,1.82
991,6.38,233.13,2.271916068245967e-05,1.52
992,7.03,230.12,2.286939348022912e-05,1.57
993,9.2,287.23,2.300779791790933e-05,2.01
994,9.72,264.09,2.3134368361212127e-05,1.76
995,9.42,243.02,2.369862124807096e-05,1.61
996,9.59,260.66,2.3352761382570367e-05,1.67
997,4.85,24.49,5.295979305071224e-05,0.82
998,6.75,36.83,5.499177862374752e-05,1.14
999,7.02,39.34,6.006314667018586e-05,1.12
1000,7.13,45.71,6.453090595236049e-05,1.15
1001,6.25,51.17,6.753457471965695e-05,1.18
1002,5.58,59.37,6.713129791523113e-05,1.21
1003,5.23,66.12,6.585901066036423e-05,1.19
1004,3.95,70.91,6.284972265407491e-05,1.09
1005,4.83,104.55,6.327144464687948e-05,1.53
1006,5.88,136.31,6.62939330002316e-05,2.05
1007,6.15,135.13,6.933539093532139e-05,1.93
1008,5.04,107.83,7.021562301973407e-05,1.4
1009,5.51,141.06,6.935125293867731e-05,1.56
1010,6.85,180.96,6.80434714374359e-05,1.86
1011,7.78,232.76,6.805214071332739e-05,2.18
1012,9.61,295.49,6.872985894688176e-05,2.64
1013,10.33,349.74,7.008510460867227e-05,2.93
1014,9.52,331.97,6.98992315759316e-05,2.63
1015,10.32,381.64,6.878618648714288e-05,2.81
1016,9.39,395.99,6.819652713672169e-05,2.72
1017,16.19,2105.45,8.794934351436621e-05,7.73
1018,16.36,2203.47,8.998956470900815e-05,7.76
1019,16.56,2313.85,9.363507540576572e-05,7.93
1020,16.67,2405.78,9.720675775562056e-05,8.05
1021,16.46,2410.39,9.887593722410874e-05,7.7
1022,16.67,2480.09,0.0001027663757346,7.8
1023,16.93,2611.03,0.000106477070124,7.66
1024,17.41,2736.74,0.0001110815704256,7.56
1025,17.46,2913.64,0.0001166874679706,7.72
1026,17.64,3128.61,0.0001226574120561,8.5
1027,17.45,3273.12,0.0001276755399043,8.4
1028,17.97,3460.06,0.000130720026033,8.13
1029,18.23,3554.65,0.0001354883958173,8.19
1030,18.7,3787.76,0.0001402265392459,8.41
1031,19.16,4001.68,0.0001424626152615,8.49
1032,19.5,4122.77,0.000148761215344,8.61
1033,19.58,4400.76,0.0001518406350464,8.68
1034,19.92,4685.22,0.000153547379994,8.81
1035,19.98,5041.9,0.0001559172829903,8.88
1036,20.13,5237.68,0.000160309743077,9.09
1037,6.01,19.74,1.2454674603905907e-05,0.78
1038,7.19,28.05,1.2725106893373606e-05,1.06
1039,6.1,19.07,1.3164608228519014e-05,0.7
1040,6.33,23.47,1.3199475200220426e-05,0.82
1041,4.91,21.7,1.347161350487126e-05,0.72
1042,10.6,46.97,1.3779109274863495e-05,1.47
1043,9.56,49.82,1.420683085737869e-05,1.48
1044,9.13,56.5,1.4316358628525915e-05,1.65
1045,9.9,64.29,1.472183916992382e-05,1.76
1046,12.36,81.58,1.4944859746886822e-05,2.18
1047,11.92,94.87,1.520141588452643e-05,2.38
1048,12.07,108.44,1.552978427072456e-05,2.37
1049,8.97,101.1,1.5727756574578605e-05,1.98
1050,8.62,98.39,1.5880493989233024e-05,1.87
1051,6.72,78.45,1.5876162565477693e-05,1.44
1052,8.56,82.97,1.6174737722866256e-05,1.62
1053,6.54,64.93,1.631659613161255e-05,1.33
1054,6.04,54.32,1.6636228799183173e-05,1.09
1055,6.42,73.24,1.721867882278696e-05,1.38
1056,6.53,77.75,1.728419448598922e-05,1.38
1057,9.61,873.98,7.936274932262283e-05,4.46
1058,10.98,1060.98,8.089578855201736e-05,5.05
1059,10.87,1127.23,8.31772345606502e-05,4.98
1060,10.86,1208.8,8.563944195081003e-05,5.06
1061,9.97,1208.75,8.809555719453781e-05,4.75
1062,11.44,1334.76,9.111058744394872e-05,5.21
1063,11.28,1452.73,9.505936438593428e-05,5.09
1064,11.3,1559.41,0.0001015291011171,5.32
1065,11.34,1782.37,0.0001055692832927,5.77
1066,11.88,1954.74,0.0001097096995667,6.43
1067,12.49,1847.5,0.0001134889738485,6.61
1068,10.96,1548.05,0.0001192364111382,6.04
1069,10.02,1408.7,0.0001250020082974,5.68
1070,8.14,1320.32,0.0001260562665791,5.11
1071,8.9,1196.76,0.0001283460335275,4.51
1072,8.51,1221.8,0.0001325210941008,4.59
1073,8.72,1190.59,0.0001353351675673,4.34
1074,8.73,1211.78,0.0001370667365496,4.22
1075,8.48,1219.44,0.0001426385551085,4.11
1076,7.88,1164.06,0.0001457318426215,3.77
1077,7.14,142.15,3.936659154208781e-05,1.86
1078,7.17,163.77,3.910297769175123e-05,2.15
1079,7.46,216.32,3.889726260514416e-05,2.71
1080,7.32,191.58,3.871467286101432e-05,2.16
1081,10.32,233.91,3.847300637690081e-05,2.59
1082,8.99,254.08,3.824384274131865e-05,2.42
1083,6.24,211.6,3.802209083477501e-05,2.04
1084,7.14,226.05,3.7776119825852086e-05,2.01
1085,6.93,226.79,3.753929895359204e-05,1.96
1086,7.75,235.15,3.731378091213537e-05,2.17
1087,7.28,223.45,3.709955666029791e-05,2.06
1088,8.39,268.52,3.689390236028741e-05,2.42
1089,8.95,266.53,3.669354468815074e-05,2.39
1090,8.1,270.82,3.6499680627794506e-05,2.28
1091,7.17,272.98,3.631345776744862e-05,2.09
1092,7.54,273.85,3.6135653242271486e-05,1.93
