,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,Stillbirth rate (per 1000 total births),per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Diarrheal Diseases
1707,23.86356,0.0012087889618216,75.3,0.0003568405038376,21.61173,0.000828697759721,98.0,0.0013831691987941
1708,22.8425,0.0011366695221846,74.0,0.0003642831999714,21.05054,0.0007881165507204,99.0,0.0012640362193326
1709,21.8904,0.0010730028772043,72.5,0.0002954645603896,20.66445,0.0007505784455282,99.0,0.001135127797995
1710,21.00801,0.0009916943033627,71.2,0.000260347341862,20.40094,0.000712549594228,100.0,0.0010139923949048
1711,20.17332,0.0009123848197547,69.9,0.0002340626531913,20.28554,0.0006653516268836,101.0,0.0009317294532198
1712,19.40376,0.0008592143540256,68.9,0.0002168063771098,20.26725,0.0006299221236401,101.0,0.0008652768492577
1713,18.68236,0.0007956273937237,68.0,0.0001949722728349,20.28641,0.0005959476822293,102.0,0.000777500241871
1714,17.99519,0.0007384597626274,67.0,0.0001756055811118,20.36334,0.0005662732932973,102.0,0.000694831896292
1715,17.35344,0.0007188884616339,65.9,0.0001695416327511,20.29417,0.0005458867955613,102.0,0.000654278993266
1716,16.7276,0.0007043858229486,64.8,0.0001661110212008,19.96726,0.0005258456060851,103.0,0.0006094189998381
1717,16.11055,0.0006886974273095,63.4,0.000168584767091,19.48185,0.0005053134744634,104.0,0.000588314865209
1718,15.51243,0.0006564951978319,61.7,0.0001608768560569,18.94035,0.0004832431990013,104.0,0.0005413818648041
1719,14.9351,0.000622081367313,60.0,0.0001505583533422,18.324,0.0004680064095182,105.0,0.0005012651431544
1720,14.36053,0.0005923411272426,58.6,0.0001412269308563,17.72306,0.0004591180224471,106.0,0.0004772136291934
1721,13.82661,0.0005684423820705,57.6,0.0001340665995449,17.28656,0.0004519314509291,106.0,0.000463729311689
1722,13.32063,0.0005371194963935,56.8,0.0001243606937117,16.91678,0.0004410600652808,106.0,0.0004453464701016
1723,12.87111,0.0005022124639661,56.2,0.0001154259227251,16.80616,0.0004251013120668,107.0,0.0004317903432864
1724,12.44677,0.000499376314729,55.6,0.0001138740674821,16.56855,0.0004218370648316,107.0,0.000418679842096
1725,12.04442,0.0004675184854148,55.1,0.0001047168278215,16.28914,0.0003992138620297,107.0,0.0003857560737791
1726,3.35388,0.0002865499814178,20.2,7.429393548971193e-06,4.92703,0.0001022405495954,120.0,3.839959805253134e-05
1727,3.25159,0.0002895436206121,19.8,7.288090552292344e-06,4.75604,9.845241399252722e-05,120.0,3.917875267995307e-05
1728,3.16445,0.0002986911455309,19.6,7.330349359508665e-06,4.62062,9.274127391917704e-05,120.0,3.879319717223125e-05
1729,3.09221,0.0003071092598365,19.4,7.0738423938268506e-06,4.52246,9.00307213759781e-05,120.0,3.621324998203405e-05
1730,3.02742,0.0003110443837254,19.4,6.633834029480288e-06,4.46156,8.466970415141408e-05,120.0,3.5092589481392764e-05
1731,2.96336,0.0003269778482231,19.5,6.546488540564354e-06,4.4177,8.086838785403025e-05,120.0,3.546656438741041e-05
1732,2.89957,0.0003499146759034,19.6,6.431559617644538e-06,4.38143,7.733004622626726e-05,120.0,3.541141060067816e-05
1733,2.8371,0.0003789844866587,19.7,6.395107593967183e-06,4.35687,7.480788650617426e-05,120.0,3.5396176915446266e-05
1734,2.77894,0.0004288728630467,19.8,6.542933817895458e-06,4.35139,7.581030580064346e-05,120.0,3.611407045855146e-05
1735,2.72643,0.0004828911031493,19.9,6.722298540082118e-06,4.42053,7.531131252124084e-05,119.0,3.7529837838747226e-05
1736,2.68176,0.0005133913224558,20.1,6.507578074667951e-06,4.47373,7.098211519488357e-05,119.0,4.20163193081822e-05
1737,2.64574,0.0005478859261123,20.2,6.369957082501178e-06,4.44644,6.815505993189785e-05,119.0,4.413718896509013e-05
1738,2.62117,0.0005831400956382,20.4,6.408509513655129e-06,4.35121,6.518173847578639e-05,119.0,3.947916021246368e-05
1739,2.60862,0.0005840681465264,20.8,6.142756582942469e-06,4.31726,6.105630032166443e-05,119.0,3.6957793727043976e-05
1740,2.6052,0.0006170246668878,21.3,6.351137711552739e-06,4.34151,6.18155235904531e-05,119.0,3.764129785066859e-05
1741,2.60815,0.0006302712132537,21.8,6.554401136166111e-06,4.56839,6.131642262883397e-05,119.0,3.831047464089092e-05
1742,2.61373,0.0006496615407799,22.5,6.817455866343228e-06,5.05108,6.197099692723371e-05,118.0,3.94184651987618e-05
1743,2.61974,0.0006549934752389,23.1,7.042255316361052e-06,5.3537,6.140464250962781e-05,118.0,4.040533819522993e-05
1744,2.62214,0.0006649354827443,23.8,7.233447768388954e-06,5.4521,6.143650791829913e-05,118.0,4.136130045536944e-05
1745,2.61632,0.0006735638997795,24.6,7.414756208710434e-06,5.47353,6.179997643410537e-05,118.0,4.2223779079727616e-05
1746,4.9471,8.333861144539155e-05,44.9,2.333481120470963e-05,13.66718,9.333924481883852e-05,110.0,7.00044336141289e-05
1747,4.7194,8.172258125676254e-05,42.5,1.961341950162301e-05,13.03605,8.826038775730355e-05,111.0,5.884025850486903e-05
1748,4.51132,7.375222459155698e-05,40.3,1.6033092302512385e-05,12.36644,7.695884305205945e-05,112.0,5.130589536803964e-05
1749,4.31977,6.907595214920406e-05,38.5,1.5699080033910014e-05,11.66885,7.221576815598606e-05,113.0,4.395742409494804e-05
1750,6.89274,6.736089210316015e-05,37.0,1.22474349278473e-05,10.99357,6.429903337119832e-05,113.0,3.980416351550372e-05
1751,3.97384,6.542789845590159e-05,35.8,1.1895981537436654e-05,10.37631,5.947990768718327e-05,114.0,3.866193999666913e-05
1752,3.81187,6.606936133908232e-05,34.8,1.1490323711144751e-05,9.80328,5.457903762793757e-05,114.0,3.7343552061220446e-05
1753,3.65235,6.301922360316521e-05,34.1,1.0959864974463514e-05,9.14263,4.657942614146994e-05,114.0,3.287959492339054e-05
1754,3.496,5.959707196994235e-05,33.6,1.0364708168685623e-05,8.54902,4.14588326747425e-05,114.0,3.109412450605688e-05
1755,3.33768,6.055498645082178e-05,33.4,1.009249774180363e-05,8.0506,3.5323742096312705e-05,114.0,2.7754368789959985e-05
1756,3.1784,6.0659673954252496e-05,33.4,1.0109945659042083e-05,7.61619,3.538480980664729e-05,114.0,2.780235056236573e-05
1757,3.02154,6.329129947164423e-05,33.6,1.0126607915463075e-05,7.24099,3.2911475725255e-05,114.0,2.784817176752346e-05
1758,2.86236,6.59143974790278e-05,33.9,1.0140676535235048e-05,6.96546,3.29571987395139e-05,114.0,2.535169133808762e-05
1759,2.70055,6.853000599003015e-05,34.4,1.0152593480004466e-05,6.73683,3.299592881001452e-05,114.0,2.538148370001117e-05
1760,2.54408,7.367979776165856e-05,35.0,1.0162730725746009e-05,6.54177,3.302887485867453e-05,114.0,2.540682681436502e-05
1761,2.39068,7.628676704309948e-05,35.6,1.0171568939079931e-05,6.39338,3.305759905200977e-05,114.0,2.797181458246981e-05
1762,2.24253,8.143322475570033e-05,36.3,1.017915309446254e-05,6.27615,3.308224755700326e-05,113.0,2.7992671009771987e-05
1763,2.10046,8.403168758546405e-05,36.8,1.018565910126837e-05,6.15998,3.564980685443929e-05,113.0,2.801056252848801e-05
1764,1.96849,8.657810236078114e-05,37.3,1.2732073876585462e-05,5.99219,3.564980685443929e-05,113.0,2.801056252848801e-05
1765,1.85108,8.923631561100105e-05,37.8,1.2748045087285865e-05,5.78872,3.569452624440042e-05,113.0,2.8045699192028904e-05
1766,32.71536,0.0012431242368174,85.0,0.0009874942812801,28.2206,0.0005640806864177,92.0,0.0021949338944701
1767,32.00219,0.0011873454964726,84.5,0.0009535035576857,27.62242,0.000530518021721,92.0,0.0020573144485282
1768,31.2964,0.0012085896498557,84.0,0.0009968190740402,27.01865,0.000515789697914,92.0,0.0020328549213797
1769,30.60709,0.0011588325202789,83.6,0.0009405696738398,26.43967,0.0004812196753498,93.0,0.0018955455633889
1770,29.9541,0.0011039689870701,83.1,0.0008762759119242,25.87758,0.0004506513518483,93.0,0.0017430822269617
1771,29.30632,0.0010623196776218,82.7,0.0008213404117284,25.3637,0.00042682339879,93.0,0.0016179565485703
1772,28.68607,0.0010400486625472,82.3,0.0007721829042673,24.91634,0.0004191528677102,93.0,0.0015109428464938
1773,28.08282,0.0010114503383365,82.0,0.0007052350210391,24.53299,0.0004196951113546,94.0,0.0013871318925759
1774,27.52108,0.0010320733530048,81.9,0.0006865222791898,24.02323,0.0004301259776778,94.0,0.0013270168805554
1775,26.96883,0.0010310769923139,81.8,0.0006566132754603,23.48594,0.0004353122111695,94.0,0.0012389884123787
1776,26.43625,0.0010001193068835,81.8,0.0006166121860891,22.97,0.0004258371450892,94.0,0.0011291389014807
1777,25.93434,0.0009539612697939,81.7,0.0005889870439799,22.4933,0.0004133502600017,94.0,0.0010363770827824
1778,25.44742,0.000938038991404,81.8,0.0005654518030777,22.0754,0.0004097426974115,94.0,0.0009707908845976
1779,24.96652,0.0009141591977708,81.8,0.0006086797327681,21.68421,0.0003927593121463,94.0,0.0009107404019149
1780,24.4856,0.0008977085118388,81.7,0.0006569873147896,21.31918,0.0003796942592631,94.0,0.0008634877014064
1781,24.00032,0.0008981376288873,81.4,0.0007311961301128,20.9214,0.0003686836834598,95.0,0.0008418330456497
1782,23.52478,0.0009534408722245,81.0,0.0008893533820158,20.48376,0.0003651251497285,95.0,0.0008752219044843
1783,23.06378,0.0009500694511457,80.4,0.0010130531438645,20.13378,0.0003455346977344,96.0,0.0008731363499724
1784,22.60071,0.0009321948844681,79.8,0.0009421587476498,20.02698,0.000343843860346,96.0,0.0008545371386997
1785,22.12376,0.0008707358658534,79.0,0.0008524426136664,19.70362,0.0003233145950791,97.0,0.0007960718710338
1786,1.20029,0.000384667659964,15.1,2.564451066426976e-06,3.87961,5.128902132853952e-06,121.0,2.564451066426976e-06
1787,1.18946,0.0003955363089572,14.9,2.55184715456283e-06,3.82374,5.10369430912566e-06,121.0,2.55184715456283e-06
1788,1.17487,0.0004015094723199,14.7,2.541199191898657e-06,3.76859,5.082398383797314e-06,121.0,2.541199191898657e-06
1789,1.16129,0.0003972893227861,14.7,2.5305052406763534e-06,3.69662,2.5305052406763534e-06,121.0,2.5305052406763534e-06
1790,1.14513,0.0003804954504335,14.6,2.519837420089656e-06,3.62999,2.519837420089656e-06,121.0,2.519837420089656e-06
1791,1.12795,0.0003688518420009,14.6,2.5091962040879824e-06,3.5631,2.5091962040879824e-06,121.0,5.018392408175965e-06
1792,1.10794,0.000362306166201,14.6,2.498663215179879e-06,3.54498,2.498663215179879e-06,121.0,4.997326430359758e-06
1793,1.0873,0.0003632925251318,14.7,2.488304966656713e-06,3.57739,2.488304966656713e-06,121.0,4.976609933313427e-06
1794,1.0649,0.0003692396142065,14.8,2.4781182161513835e-06,3.6241,2.4781182161513835e-06,121.0,4.956236432302767e-06
1795,1.04197,0.0003726876704552,14.9,2.4681302679155405e-06,3.63364,2.4681302679155405e-06,121.0,4.936260535831081e-06
1796,1.01703,0.0003712162371457,15.0,2.4583856764616945e-06,3.61587,2.4583856764616945e-06,121.0,4.916771352923389e-06
1797,0.99396,0.0003795921466058,15.0,2.4489815910053804e-06,3.57553,2.4489815910053804e-06,121.0,4.897963182010761e-06
1798,0.97065,0.000390400062464,15.2,2.4400003904000624e-06,3.50209,2.4400003904000624e-06,121.0,4.880000780800125e-06
1799,0.94725,0.0004011894659803,15.3,2.431451308971812e-06,3.43813,2.431451308971812e-06,121.0,4.8629026179436245e-06
1800,0.92531,0.0004022730852649,15.5,2.423331838945366e-06,3.36829,2.423331838945366e-06,121.0,7.269995516836098e-06
1801,0.90287,0.0004082470740279,15.8,2.4156631599289795e-06,3.29016,2.4156631599289795e-06,121.0,7.246989479786938e-06
1802,0.88056,0.0004214876829256,16.1,2.408501045289454e-06,3.21372,2.408501045289454e-06,121.0,7.225503135868361e-06
1803,0.85833,0.0004347429252194,16.4,2.401894614471896e-06,3.14634,2.401894614471896e-06,121.0,7.205683843415686e-06
1804,0.83513,0.0004443505036773,16.9,2.401894614471896e-06,3.09455,2.401894614471896e-06,120.0,7.205683843415686e-06
1805,0.81027,0.0004589864527279,17.4,2.390554441291569e-06,3.03994,2.390554441291569e-06,120.0,7.171663323874706e-06
1806,12.94391,0.0009180816092978,73.8,0.0002283208183401,30.02636,0.0002811025136482,98.0,0.0013871189471491
1807,12.51372,0.0009034251036035,73.6,0.0001991588558849,29.63491,0.0002771075274642,99.0,0.0013804709736685
1808,12.09199,0.0008818908408359,73.3,0.0001789619069512,29.25312,0.0002682528796338,99.0,0.0013534231689176
1809,11.70833,0.0008391244653128,73.0,0.0001500421229367,28.83637,0.0002530339999155,99.0,0.0012692452177314
1810,11.34991,0.0008114296697127,72.6,0.0001343952970316,28.35293,0.00024386243413,99.0,0.001196551676798
1811,11.03855,0.0007984673373651,72.2,0.0001226242865856,27.89575,0.0002332680394244,100.0,0.0012054531161192
1812,10.69846,0.0007796222956851,71.7,0.0001099996184388,27.21445,0.0002241242225691,100.0,0.0011422772877256
1813,10.38211,0.0007321935754793,71.2,8.955368055564873e-05,26.86727,0.0002096294020497,100.0,0.0010276871806086
1814,10.07013,0.0006952689306115,70.7,7.561540629532628e-05,26.42599,0.0002000043863482,100.0,0.0009250612042882
1815,9.79859,0.000689250567026,70.3,6.902091909022759e-05,25.9505,0.0001987546836764,101.0,0.0008832121313212
1816,9.52676,0.0006511578566391,69.9,5.990527478424741e-05,25.44345,0.0001881400036192,101.0,0.0007806406120322
1817,9.2758,0.0006307833231859,69.5,6.0945248616999946e-05,24.93728,0.0001816168408786,101.0,0.0007161066712497
1818,8.98059,0.0006311054615926,69.2,6.162208988192077e-05,24.48027,0.0001792101357918,101.0,0.0007043375104377
1819,8.70228,0.0006079805446225,68.9,6.254345315495358e-05,24.03364,0.0001727944705769,101.0,0.0006661605010457
1820,8.46143,0.0005644326130016,68.6,6.284111207726556e-05,23.66039,0.0001598040949657,102.0,0.0005806405016369
1821,8.20757,0.0005446656409121,68.2,6.617173176982692e-05,23.25406,0.0001523618025624,102.0,0.0005524505505321
1822,7.97391,0.0005104298188912,67.7,7.124806209350194e-05,22.87597,0.0001430400025235,102.0,0.000504719096357
1823,7.74472,0.0004943368104526,67.1,8.354238884937919e-05,22.5587,0.0001383504528715,102.0,0.0004762448281541
1824,7.51357,0.0004815659994183,66.3,7.742304189544377e-05,22.26399,0.0001319650473544,103.0,0.0004304827552811
1825,7.29604,0.0004580960640447,65.5,7.11234289752261e-05,21.97294,0.0001228727339285,103.0,0.0003923260114439
1826,2.79093,0.0002251393840456,30.7,5.9025306678629125e-06,12.52034,1.0118624002050708e-05,115.0,1.939402933726385e-05
1827,2.72772,0.0002095371982789,29.6,5.843666884273691e-06,11.71978,1.0017714658754898e-05,116.0,1.836581020771732e-05
1828,2.66554,0.0002033746972114,28.8,7.4405377028579935e-06,10.95937,1.0747443348572656e-05,116.0,1.818798105143065e-05
1829,2.60534,0.0001900075675427,28.3,7.370983223642183e-06,10.5226,1.0646975767483152e-05,116.0,1.883695712708558e-05
1830,2.54584,0.0001818094750332,28.1,8.116494421127559e-06,10.11043,1.0551442747465829e-05,116.0,1.9479586610706144e-05
1831,2.48806,0.0001770166419782,27.9,8.046210999009511e-06,9.79465,1.0460074298712365e-05,116.0,1.9310906397622827e-05
1832,2.43182,0.0001675409378303,27.6,8.775953886351397e-06,9.55682,9.573767876019708e-06,117.0,2.154097772104433e-05
1833,2.37651,0.0001574492898562,27.3,1.028563200065828e-05,9.52252,1.028563200065828e-05,117.0,2.0571264001316563e-05
1834,2.32139,0.0001585322114694,27.0,1.177219392099602e-05,9.38094,1.098738099292962e-05,117.0,2.118994905779284e-05
1835,2.26762,0.0001720829985112,26.6,1.3237153731631502e-05,9.0874,1.1679841527910149e-05,117.0,2.1802370852098944e-05
1836,2.21513,0.0001761836761187,26.5,1.2363766745176584e-05,8.95488,1.1591031323603048e-05,117.0,2.3182062647206097e-05
1837,2.16311,0.0001779527305389,26.5,1.1505564474498684e-05,9.21545,1.1505564474498684e-05,117.0,2.3011128948997368e-05
1838,2.11353,0.0001827742851811,26.7,1.2184952345412936e-05,9.44546,1.1423392823824629e-05,117.0,2.436990469082587e-05
1839,2.06601,0.0001852919066007,27.0,1.2100695941275324e-05,9.56772,1.1344402444945614e-05,117.0,2.3445098386220937e-05
1840,2.01951,0.0001938166479485,27.1,1.2019637082082851e-05,9.77152,1.1268409764452676e-05,117.0,2.253681952890535e-05
1841,1.97519,0.0001977867291822,27.4,1.1941840252510212e-05,9.81735,1.1941840252510212e-05,117.0,2.089822044189287e-05
1842,1.93455,0.0002002607840432,27.9,1.1125599113512262e-05,9.83653,1.1867305721079749e-05,117.0,2.150949161945704e-05
1843,1.89509,0.0002071678605236,28.7,1.1796034762914446e-05,9.93174,1.1796034762914446e-05,116.0,2.1380313007782435e-05
1844,1.85709,0.0002101168692144,29.6,1.1796034762914446e-05,10.10203,1.1058782590232294e-05,116.0,2.211756518046459e-05
1845,1.82085,0.0002106496902939,30.7,1.1662266590667562e-05,10.28633,1.093337492875084e-05,116.0,2.186674985750168e-05
1846,3.26992,0.0001896591643084,30.7,9.232774640720374e-05,9.59209,3.7957851953449366e-05,116.0,7.966845752739531e-05
1847,3.19272,0.0001781386818922,30.0,8.702483511603706e-05,9.25947,3.5181303221351044e-05,117.0,7.201203868244538e-05
1848,3.12642,0.000172921667158,29.4,8.399693645374146e-05,8.90991,3.335287276938758e-05,117.0,6.634469922734528e-05
1849,3.07393,0.0001694208252865,28.9,8.101770970194738e-05,8.57341,3.169168294541248e-05,117.0,6.182143932034829e-05
1850,3.03418,0.0001650444677795,28.4,7.604831390731778e-05,8.25361,2.8849197508313484e-05,117.0,5.71362739291136e-05
1851,3.00685,0.000164355204449,28.0,7.361380626654051e-05,7.95307,2.771110665674453e-05,118.0,5.401923849464606e-05
1852,2.9876,0.0001606893982819,27.5,6.935349218099869e-05,7.76641,2.602151961058405e-05,118.0,4.9139350337583615e-05
1853,2.97,0.0001581495819978,26.9,6.708316863060034e-05,7.60042,2.497679687768512e-05,118.0,4.647616126190248e-05
1854,2.94835,0.0001617019264174,26.3,6.693623050800598e-05,7.5115,2.528297837123052e-05,118.0,4.49000231002752e-05
1855,2.91813,0.0001673203863129,25.7,6.676450281459362e-05,7.42397,2.491642253188403e-05,118.0,4.352056479766102e-05
1856,2.87535,0.0001659037058223,25.1,6.498687956779786e-05,7.30384,2.372212268256734e-05,119.0,4.158484549713923e-05
1857,2.82193,0.000164652695278,24.5,6.25900072090182e-05,7.17017,2.267766628154789e-05,119.0,4.023768937741883e-05
1858,2.76542,0.0001664877762382,23.9,6.136094772544751e-05,7.01106,2.183075532117268e-05,119.0,3.959107498883588e-05
1859,2.71115,0.0001738585086694,23.4,6.218328427963896e-05,6.87761,2.2104449607636983e-05,119.0,4.001000026294745e-05
1860,2.66348,0.0001770654853174,22.9,6.056562470181178e-05,6.7669,2.1658553449734208e-05,119.0,3.967329366185591e-05
1861,2.62586,0.0001760396652904,22.5,5.8758525209884375e-05,6.73251,2.1240355901078075e-05,119.0,3.942230276126312e-05
1862,2.59792,0.0001780101928077,22.2,5.7276833178904936e-05,6.74404,2.0982602253658246e-05,120.0,3.91463970503465e-05
1863,2.57541,0.0001819893762194,21.9,5.775409158221937e-05,6.79353,2.1384288377119107e-05,120.0,3.921828949471651e-05
1864,2.55491,0.0001831617966633,21.7,6.006590654190792e-05,6.84154,2.1466853197107983e-05,120.0,3.9928346946620855e-05
1865,2.52919,0.0001829441031265,21.7,6.120270588839671e-05,6.8139,2.102172856394256e-05,120.0,3.993804517618055e-05
1866,4.27334,0.0002595560276205,38.6,1.674555016907025e-06,11.73106,0.0001054969660651,113.0,8.133552939262694e-06
1867,4.09195,0.00025827707907,37.0,1.4509948262361145e-06,11.24959,0.0001093082769097,113.0,7.738639073259277e-06
1868,3.916,0.0002638857978571,35.5,1.4673909056002974e-06,10.65646,0.0001151901860896,114.0,6.847824226134721e-06
1869,3.74779,0.0002724606163252,34.0,1.2373324992062513e-06,10.01645,0.0001212585849222,114.0,6.434128995872506e-06
1870,3.5903,0.0002758716681048,32.7,1.0013490675312314e-06,9.52184,0.0001249182961745,115.0,5.757757138304581e-06
1871,3.44398,0.0002991190298716,31.7,1.013104250200278e-06,9.095,0.0001375289019646,115.0,5.06552125100139e-06
1872,3.30998,0.0002947901606734,30.8,1.02535708060332e-06,8.7877,0.0001335527597485,115.0,4.357767592564111e-06
1873,3.18935,0.0002967234366383,29.9,1.0374945337006756e-06,8.58726,0.0001309836848797,116.0,3.890604501377533e-06
