,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,Stillbirth rate (per 1000 total births),per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Diarrheal Diseases
2569,4.93599,0.0008362259646522,41.7,4.591044511816201e-05,10.96284,7.706396144834337e-05,112.0,0.000432869911114
2570,4.81386,0.000820924415513,41.0,4.658866545964538e-05,10.76518,7.550576815873561e-05,112.0,0.0004209044948423
2571,4.69831,0.0007968165133136,40.2,4.409261338494269e-05,10.58542,7.243786484669156e-05,112.0,0.0003999829928491
2572,4.57963,0.0007551178925879,39.5,4.169362597111404e-05,10.42215,6.94893766185234e-05,112.0,0.0003860520923251
2573,4.46142,0.000735043183787,38.7,4.169362597111404e-05,10.24593,6.794516824922288e-05,113.0,0.0003767868421093
2574,4.35439,0.0007121289384521,38.1,3.865418037527263e-05,10.06249,6.54147667889229e-05,113.0,0.0003538344203582
2575,10.37668,0.0007635568679775,41.3,7.010015245840058e-05,20.75887,0.0006407983863694,112.0,0.0005083426060516
2576,10.92025,0.0007736271918669,41.0,6.55605107716709e-05,20.49708,0.0006473332494299,112.0,0.0004908261800409
2577,11.52192,0.0008039594285663,40.7,6.291648805242152e-05,20.10117,0.0006947508159827,112.0,0.0004829312494454
2578,12.12615,0.0008358776448986,40.6,6.094493773050844e-05,19.73239,0.0007484115661895,112.0,0.0004756196197516
2579,12.61029,0.0008446009156491,40.8,5.885246537399891e-05,19.26517,0.0007757766994584,112.0,0.0004699267303815
2580,12.87944,0.0008456631034881,40.8,5.6756619696193926e-05,18.80483,0.0007894961629576,112.0,0.0004642670431178
2581,12.88724,0.0008509844870602,40.9,5.546088580340706e-05,18.379,0.0008018667574962,112.0,0.0004557891608313
2582,12.65146,0.0008200196778258,40.1,5.2969855644945e-05,18.00471,0.0007542725502103,112.0,0.0004401542766687
2583,12.18873,0.0007954245143509,38.9,5.141160946298319e-05,17.71703,0.0007137358127121,113.0,0.0004236128028518
2584,11.56458,0.0007623670383447,37.2,4.941645365674418e-05,17.51127,0.000672606045997,113.0,0.000403771568121
2585,10.86759,0.0007224321810121,35.6,4.856532926641632e-05,17.25568,0.0006318583510007,114.0,0.0003889502533827
2586,10.12006,0.000680515431873,34.6,4.9057187784058256e-05,17.08845,0.0005730752930697,114.0,0.0003702960605364
2587,9.33592,0.0006588346244372,34.5,4.982541845361405e-05,16.97405,0.0005318740495371,114.0,0.0003555592669664
2588,8.5589,0.0006438537929268,35.3,4.958735909988532e-05,16.81824,0.0005007500242381,114.0,0.0003427083208164
2589,7.83583,0.0006465236927905,36.6,5.002517382507611e-05,16.72063,0.0004863191071936,114.0,0.0003317165142028
2590,7.20157,0.0006419008167041,38.0,4.978640307651806e-05,16.70938,0.0004695951288519,113.0,0.0003136916170549
2591,6.66344,0.0006317014847219,39.6,4.853195189800892e-05,16.66431,0.0004456209615665,113.0,0.0002953911940117
2592,6.19816,0.0006254949837649,41.2,4.7261366058891424e-05,16.61113,0.0004316138572391,112.0,0.0002893751241463
2593,5.80872,0.0006027632379561,42.9,4.5091517595321854e-05,16.50818,0.0004161356048657,111.0,0.0002826589265209
2594,5.46481,0.0005968871041284,44.4,4.3331598969413296e-05,16.3789,0.0004080512544549,111.0,0.0002784276944726
2595,1.56998,0.0002574835292829,12.0,7.686810940224106e-06,3.25858,1.7196775757296237e-05,122.0,1.019980682452814e-05
2596,1.50767,0.0002539047045116,11.8,7.6497867219972e-06,3.20273,1.6298430945911232e-05,122.0,1.1011794899180684e-05
2597,1.44602,0.0002604971188975,11.8,7.781051583184629e-06,3.05744,1.570619671420601e-05,122.0,1.2151889200899452e-05
2598,1.38584,0.0002650928044564,11.8,7.868428904893332e-06,2.94216,1.5027990340877353e-05,122.0,1.3326708415495012e-05
2599,1.32713,0.0002600223124771,11.8,7.674390762675372e-06,2.84267,1.4092972127822048e-05,122.0,1.3883670561567266e-05
2600,1.27051,0.0002634976897503,11.9,7.688018735335562e-06,2.82564,1.3545556819400751e-05,122.0,1.4552321177599457e-05
2601,1.21571,0.0002540750587552,12.0,7.472133891996877e-06,2.80111,1.262610576328388e-05,122.0,1.5079306348306947e-05
2602,1.16318,0.0002537621067284,12.2,7.475951544863362e-06,2.71559,1.1988064311585628e-05,122.0,1.5991458482059796e-05
2603,1.11312,0.0002522741923806,12.3,7.536424673086887e-06,2.69934,1.115216599023262e-05,122.0,1.6793593707947947e-05
2604,1.06526,0.0002464184222827,12.4,7.71137594275351e-06,2.70361,1.0454638533032767e-05,122.0,1.760440166202832e-05
2605,1.0198,0.0002409368398427,12.5,7.826953119389161e-06,2.70915,9.848199254616033e-06,122.0,1.898681210005668e-05
2606,0.97675,0.000245686088508,12.7,7.999181431358982e-06,2.73919,9.346637127015708e-06,122.0,2.0211835434850904e-05
2607,0.93614,0.0002529176295449,12.9,8.226518964018098e-06,2.74508,9.055548006903643e-06,122.0,2.159726942491573e-05
2608,0.89773,0.00025144317532,13.0,8.19074402016578e-06,2.64239,8.486286330171763e-06,122.0,2.222900374544992e-05
2609,0.86144,0.0002586412400702,13.2,8.504765811009022e-06,2.39975,8.19055032538061e-06,122.0,2.310531204320924e-05
2610,0.82729,0.0002726075463252,13.4,9.014222865153704e-06,2.31184,8.03802822307485e-06,122.0,2.4571026842112523e-05
2611,0.79506,0.0002716444761902,13.6,8.998532147904734e-06,2.29542,7.742444136412311e-06,121.0,2.48128861286618e-05
2612,0.76409,0.0002749899097515,13.9,9.109819486680057e-06,2.28297,7.639175982103902e-06,121.0,2.4326894638197187e-05
2613,0.73447,0.0002827720649632,14.2,9.334501133212522e-06,2.26385,7.700452794794576e-06,121.0,2.463327870165056e-05
2614,0.70691,0.0002854885356144,14.6,9.399544989563484e-06,2.24311,7.608197015107062e-06,121.0,2.4414663966467897e-05
2615,4.53217,0.0002238308070177,32.6,1.565030044375429e-05,10.26178,8.917520185736505e-05,115.0,9.01730398051212e-05
2616,4.34045,0.000211129532095,31.8,1.4327944641805535e-05,9.64569,8.269715874781239e-05,115.0,8.498132383563647e-05
2617,4.14967,0.0002042227389339,31.1,1.3553243609491624e-05,9.00309,7.700706596302058e-05,115.0,8.019002468949211e-05
2618,3.98101,0.0002064061403086,30.5,1.3090654916332449e-05,8.57234,7.565180806299102e-05,115.0,7.692028237658911e-05
2619,24.88472,0.0002025726424592,29.9,1.2240645061928131e-05,8.54378,7.158770698103051e-05,116.0,7.424653562153129e-05
2620,3.77297,0.0002138488069534,29.3,1.1839036067673125e-05,8.36258,7.003933942556201e-05,116.0,7.347166500820673e-05
2621,3.74633,0.0002009251319774,28.6,1.0486903482282155e-05,8.39114,6.597394678994408e-05,116.0,6.961728414998576e-05
2622,3.75433,0.0001953910151145,27.9,9.898771167522512e-06,8.36094,6.270847153415739e-05,116.0,6.412258170094632e-05
2623,7.7226,0.0001974150704519,27.1,9.276479081443042e-06,8.15751,6.136004392412845e-05,117.0,6.082857897675411e-05
2624,8.58267,0.000195984558026,26.5,8.621021614050657e-06,7.80793,5.742558286248187e-05,117.0,5.871873610458947e-05
2625,3.64038,0.000196027039874,26.0,8.157912136061074e-06,7.44756,5.459160970119939e-05,117.0,5.601450135283795e-05
2626,3.43491,0.0002016546582226,25.5,8.081221158967393e-06,7.12814,5.379650131987014e-05,117.0,5.370253363197517e-05
2627,3.14925,0.000204084159764,25.1,7.960399479846084e-06,6.86973,5.153311242216149e-05,117.0,5.162621650964507e-05
2628,2.83082,0.0002037309334419,24.9,7.796768059713833e-06,6.62158,4.821078474793464e-05,117.0,4.991776947106726e-05
2629,2.52224,0.000206755154153,24.7,7.683005064746697e-06,6.48437,4.605229821547573e-05,117.0,4.833890686569797e-05
2630,2.25441,0.0002040493549138,24.6,7.391121077990021e-06,6.33276,4.353052904828479e-05,117.0,4.688600732909007e-05
2631,2.04606,0.0002055318192039,24.6,7.330784798740724e-06,6.14451,4.218574319766135e-05,117.0,4.609849336631437e-05
2632,1.88769,0.0002065652865005,24.7,7.229115664958156e-06,6.10194,4.0786492085010833e-05,117.0,4.5829023382173e-05
2633,1.76325,0.0002053604338897,24.9,7.139867323415462e-06,6.04993,3.9447766961870434e-05,117.0,4.5248909162145495e-05
2634,1.6646,0.0002066720547714,25.1,7.169088088476575e-06,5.83276,3.83964043020862e-05,117.0,4.481779608685663e-05
2635,4.11698,0.0002607556310286,33.1,3.879009387202717e-05,14.43679,2.5860062581351447e-05,115.0,0.0001206802920463
2636,4.06245,0.0002670334491184,32.9,3.81476355883531e-05,14.37363,2.543175705890207e-05,115.0,0.0001102042805885
2637,4.01105,0.0002666622222962,32.7,3.749937501041649e-05,14.26531,2.4999583340277665e-05,115.0,0.0001041649305844
2638,3.95982,0.0002622246896837,32.5,3.482671659861799e-05,14.16883,2.4583564657848e-05,115.0,9.628562824323798e-05
2639,3.90909,0.0002581181172703,32.2,3.4281312449964406e-05,14.09358,2.4198573494092524e-05,115.0,9.276119839402132e-05
2640,3.85274,0.0002501791958128,31.9,3.176878676988875e-05,13.96584,2.184104090429852e-05,115.0,8.736416361719407e-05
2641,3.79797,0.0002461442287969,31.6,3.1256410005958255e-05,13.75598,2.14887818790963e-05,115.0,8.40016018910128e-05
2642,3.74024,0.0002418774295723,31.0,2.879493209195181e-05,13.52898,2.1116283534098e-05,116.0,8.062580985746509e-05
2643,3.6798,0.0002415896599625,30.4,2.831128827686175e-05,13.34658,2.076161140303195e-05,116.0,7.738418795675546e-05
2644,3.61783,0.0002397212543554,29.7,2.6016260162601622e-05,13.12931,1.858304297328688e-05,116.0,7.433217189314751e-05
2645,3.55217,0.0002363247651866,29.0,2.5647648934981377e-05,12.92058,1.831974923927241e-05,116.0,7.144702203316241e-05
2646,3.48589,0.0002332060040603,28.4,2.350138025414031e-05,12.7128,1.807798481087716e-05,117.0,6.869634228133322e-05
2647,3.42037,0.0002338630062643,27.8,2.32077792476038e-05,12.45614,1.6066924094494937e-05,117.0,6.783812395453417e-05
2648,3.35518,0.0002452165138326,27.3,2.2933918559891045e-05,12.2214,1.5877328233770724e-05,117.0,6.880175567967314e-05
2649,3.2908,0.0002564053367195,27.0,2.441955587804874e-05,12.00494,1.7442539912891956e-05,117.0,6.802590566027862e-05
2650,3.22598,0.0002639601264938,26.7,2.41532141889782e-05,11.85617,1.725229584927014e-05,117.0,6.728395381215355e-05
2651,3.15719,0.0002679985797782,26.4,2.3897962527994755e-05,11.6593,1.7069973234281968e-05,117.0,6.657289561369968e-05
2652,3.08264,0.0002686178345347,26.2,2.3651884801805653e-05,11.50833,1.689420342986118e-05,117.0,6.58873933764586e-05
2653,3.01136,0.0002719966752207,26.0,2.3651884801805653e-05,11.36816,1.689420342986118e-05,117.0,6.58873933764586e-05
2654,2.93336,0.0002699466565533,25.9,2.484171686073568e-05,11.20393,1.6561144573823785e-05,118.0,6.293234938053039e-05
2655,1.15385,0.000387401049961,12.4,1.0309776278975372e-05,3.73191,1.7369731774360684e-05,122.0,1.6361166703591355e-05
2656,1.12824,0.0003666701529041,12.3,1.0738357132030898e-05,3.6235,1.733797245275822e-05,122.0,2.0581851169725887e-05
2657,1.10292,0.0003584919883741,12.2,1.1056294968548192e-05,3.47466,1.731036080934313e-05,122.0,2.479290386886564e-05
2658,1.07721,0.0003406795710202,12.2,1.0701976052990836e-05,3.32251,1.583000624504894e-05,122.0,2.8873039559631524e-05
2659,1.05136,0.0003249354580254,12.1,1.057153031247218e-05,3.15992,1.4911421703908128e-05,122.0,3.104691533873409e-05
2660,1.02489,0.0003164931712349,12.1,1.0775653776688906e-05,3.03529,1.4663776273432326e-05,122.0,3.6659440683580816e-05
2661,0.99829,0.0003074330933758,12.1,1.1423379732218232e-05,2.98853,1.44178579144502e-05,122.0,4.247722754795712e-05
2662,0.97203,0.0003029535311802,12.1,1.1405048871188057e-05,2.98053,1.384107872716997e-05,122.0,4.9938612047629255e-05
2663,0.94567,0.0002970574289287,12.1,1.1497570751241323e-05,2.96221,1.304532066006227e-05,122.0,5.616121097721723e-05
2664,0.92038,0.00028897360395,12.1,1.1479470897940771e-05,2.92176,1.2031368537264844e-05,122.0,6.545506002383535e-05
2665,0.896,0.0002813516118207,12.1,1.1791861521668097e-05,2.88398,1.0910227015375156e-05,122.0,7.284505108245432e-05
2666,0.87229,0.0002891493727175,12.2,1.1992877331129284e-05,2.89674,1.0562534163196434e-05,122.0,7.855884783877347e-05
2667,0.84987,0.0002929549765438,12.4,1.2302571193441677e-05,2.89501,1.0105683480327093e-05,122.0,8.15045341565511e-05
2668,0.82807,0.0002922334011702,12.6,1.261044695481282e-05,2.89742,9.540077261467091e-06,122.0,8.344826202271789e-05
2669,0.80695,0.0002878789288495,12.9,1.324461992045566e-05,2.89663,8.866233169891804e-06,122.0,8.307988859194914e-05
2670,0.78651,0.0002980461154255,13.2,1.3656805142300632e-05,2.81473,8.521846408795594e-06,122.0,8.499995520567914e-05
2671,0.7666,0.0003022636406281,13.5,1.4284464979180665e-05,2.72025,8.396212239671078e-06,121.0,8.766954078825385e-05
2672,0.74681,0.000308842023061,13.9,1.4364745258654653e-05,2.64399,8.270610906498132e-06,121.0,8.760318131224994e-05
2673,0.72752,0.0003093861421996,14.2,1.4147097603220487e-05,2.54644,8.488258561932294e-06,121.0,8.357669968671796e-05
2674,0.70873,0.0003084579584049,14.6,1.376463834063058e-05,2.44919,8.56225534574658e-06,121.0,8.04201704625818e-05
2675,1.3155,0.0002939347068634,11.1,6.605274311537763e-06,2.74505,9.632691704325904e-06,123.0,8.531812652402945e-06
2676,1.26294,0.0002701321267522,11.0,6.428460737902492e-06,2.7298,8.753648664377861e-06,123.0,9.163975945520574e-06
2677,1.21308,0.0002665124643478,11.0,6.520182614014562e-06,2.72185,8.150228267518203e-06,123.0,1.0051948196605784e-05
2678,1.16583,0.0002598430224184,11.0,6.479202636927486e-06,2.70052,7.289102966543423e-06,123.0,1.1608571391161746e-05
2679,1.12157,0.0002477564020401,11.0,6.307990734501099e-06,2.63553,6.710628440958616e-06,123.0,1.2347556331363853e-05
2680,1.0791,0.0002424770040737,11.0,6.142038649445814e-06,2.56497,6.54260638745315e-06,123.0,1.321873535424208e-05
2681,1.03837,0.0002300658139744,11.1,6.24673209520445e-06,2.50961,6.512550482234427e-06,123.0,1.488582967367869e-05
2682,0.99912,0.0002229087446809,11.1,6.618430661547884e-06,2.44594,6.088956208624053e-06,122.0,1.6413708040638754e-05
2683,0.96186,0.0002160516624634,11.1,6.858782935348057e-06,2.382,5.935485232512741e-06,122.0,1.912545241587439e-05
2684,0.92608,0.0002146107018414,11.2,7.627096021325361e-06,2.31237,5.654571188223974e-06,122.0,2.169777316411525e-05
2685,0.89241,0.0002077802692171,11.3,8.263987980226244e-06,2.25479,5.50932532015083e-06,122.0,2.466078952829419e-05
2686,0.86079,0.000207985354899,11.4,9.031459715566611e-06,2.23519,5.235628820618325e-06,122.0,2.748705130824621e-05
2687,0.83128,0.0002131765023065,11.6,1.0057959974021726e-05,2.23149,5.0942914154136015e-06,122.0,2.965138849484327e-05
2688,0.80339,0.0002175874828139,11.8,1.1081447596877274e-05,2.25642,4.823688953934814e-06,122.0,3.128879321471231e-05
2689,0.7775,0.0002205728491609,12.1,1.1711832698812264e-05,2.27457,4.554601605093658e-06,122.0,3.292326303110559e-05
2690,0.75349,0.0002357812843441,12.4,1.2860797327864074e-05,2.26796,4.676653573768754e-06,122.0,3.4944994759549855e-05
2691,0.73092,0.0002333256465999,12.8,1.2710346507391326e-05,2.26488,4.7988042936069295e-06,122.0,3.4758906775315054e-05
2692,0.70957,0.0002382864099044,13.2,1.2302830946152452e-05,2.25844,4.791628894817271e-06,122.0,3.328239529643348e-05
2693,0.68818,0.0002451500945375,13.6,1.2302830946152452e-05,2.24401,4.9211323784609804e-06,122.0,3.289388484550234e-05
2694,0.66671,0.000251353154411,14.0,1.2270580508247444e-05,2.224,5.037396208648951e-06,121.0,3.2549329348193225e-05
2695,6.08401,0.0001179024558134,33.3,1.0806713251695698e-05,12.74301,8.317526491473655e-06,115.0,2.458830824121774e-05
2696,5.59432,0.0001098011438507,32.6,9.712722541274627e-06,12.44991,7.4029897418251745e-06,115.0,2.055069952330669e-05
2697,5.12422,0.0001067063248873,32.1,9.075239982293456e-06,12.19497,6.820881005800177e-06,115.0,1.7225614743461463e-05
2698,4.71824,9.472010491239462e-05,31.8,7.338267961031765e-06,11.94784,5.983510798995132e-06,115.0,1.4168501986299791e-05
2699,4.42202,9.621311784535549e-05,31.6,6.781784237810156e-06,11.69474,5.679055093450782e-06,115.0,1.2736521617350782e-05
2700,4.24617,0.0001018711209109,31.4,6.57233038135139e-06,11.47062,5.279412929282264e-06,115.0,1.1690128629125012e-05
2701,4.15874,0.0001089392945743,31.1,6.3138213482513405e-06,11.24646,4.968252864197776e-06,115.0,1.0661042604424397e-05
2702,4.13225,0.0001126528366599,31.0,5.905976272032586e-06,11.05736,4.685733240620895e-06,115.0,9.810753972549998e-06
2703,4.1391,0.0001259094082511,30.8,6.049278832175936e-06,10.88884,4.642469801437346e-06,116.0,9.660088677738317e-06
2704,4.15579,0.000130864443276,30.6,5.559900855480348e-06,10.77446,4.319261821612832e-06,116.0,9.052069987848173e-06
2705,4.16337,0.0001358223740669,30.5,5.09052347249383e-06,10.67257,4.189545866742709e-06,116.0,8.559287254635643e-06
2706,6.78176,0.0001382464944321,30.5,5.240310421778375e-06,10.62413,3.952437521510808e-06,116.0,8.082512684437833e-06
2707,27.45521,0.0001343941296928,30.6,5.148520159962746e-06,10.64482,3.817006325489622e-06,116.0,7.412093678567057e-06
2708,4.77426,0.0009319875428933,46.1,3.531471915889328e-05,13.82136,0.0001295408107328,110.0,0.0005048399625214
2709,4.22729,0.000868892512254,44.1,3.61249791768679e-05,13.49157,0.0001381898766765,111.0,0.0004306602321085
2710,3.78819,0.0008092050680012,42.2,3.5337819479848994e-05,13.13538,0.000141661258792,111.0,0.0003631425922863
2711,3.43843,0.0007536715222398,40.4,3.4105539592268273e-05,12.73745,0.0001377924702276,112.0,0.0003087769388085
2712,3.15459,0.0007061444736009,38.5,3.2294559876730466e-05,12.39452,0.000124991907671,113.0,0.0002601506212292
2713,2.92064,0.0006591544773713,37.0,2.788053221294681e-05,12.11887,0.000122087383164,113.0,0.0002272997073571
2714,2.72246,0.0006327708479561,36.0,2.3329284790371976e-05,11.88287,0.0001244228522153,114.0,0.0002128437217294
2715,2.54987,0.0006041038363349,35.0,1.96422066083166e-05,11.68117,0.0001189837263611,114.0,0.0001959981335664
2716,2.39835,0.000577103014968,34.1,1.6361882692511414e-05,11.42165,0.0001120372984368,114.0,0.0001826152500511
2717,2.25983,0.0005543501999212,33.4,1.347095478453616e-05,11.16194,0.0001098086920315,114.0,0.0001724010071919
2718,2.13305,0.0005322211491729,32.7,1.0951602065792684e-05,10.85782,0.0001043073318705,115.0,0.0001616029085318
2719,2.01711,0.0005138189637088,32.5,9.046570169918188e-06,10.4989,9.675896790434237e-05,115.0,0.0001499895112229
2720,1.91283,0.0004954697791111,32.6,7.208705541756748e-06,10.13892,9.371317204283771e-05,115.0,0.0001415995731416
2721,1.82536,0.0004755980405158,32.9,5.688971776505331e-06,9.83534,9.329913713468742e-05,115.0,0.0001336276259503
2722,1.74879,0.0004621492211649,33.3,4.595410154018277e-06,9.59343,9.377120719685942e-05,114.0,0.0001261874788238
2723,1.67873,0.0004443382156012,33.8,3.6621281505593656e-06,9.41362,9.216355845574404e-05,114.0,0.0001130376889139
2724,1.61724,0.0004246816628027,34.6,2.760790911380292e-06,9.26965,9.170627201280623e-05,114.0,0.0001052701577948
2725,1.55894,0.0004101053839763,35.6,2.952097494791024e-06,9.17774,8.974376384164713e-05,114.0,0.0001023787411193
2726,1.50763,0.0003951087287028,36.3,2.952097494791024e-06,9.13219,8.82086731443558e-05,113.0,9.91904758249784e-05
2727,1.46139,0.0003751684911556,37.0,2.860388008200846e-06,9.01908,8.501073160372916e-05,113.0,9.382072666898778e-05
2728,19.50543,0.001254385663079,72.1,0.0003442382146242,25.28329,0.0006629069901269,100.0,0.0007777321627948
2729,18.65018,0.001184415953506,71.3,0.0003145463011692,24.63166,0.0006373663301168,100.0,0.0007310388145449
2730,17.81069,0.0011497012811538,70.4,0.0002982779577506,24.01176,0.0006129196579248,101.0,0.0007037539725175
2731,17.01011,0.0011290158255039,69.5,0.0002914462541062,23.55208,0.0005935558498318,101.0,0.0006654643426696
2732,16.26144,0.0010914580948001,68.6,0.0002798055948575,23.15185,0.0005768320751183,102.0,0.0006343341524383
2733,15.56256,0.0010354358451797,67.8,0.0002692837449518,22.78958,0.0005629780309366,102.0,0.0005813786014549
2734,14.94499,0.0010146353493946,66.8,0.0002524856012164,22.49385,0.0005553231266024,103.0,0.0005534822478094
2735,14.39803,0.0009875527825557,65.7,0.0002469262819549,22.26561,0.0005433901655647,103.0,0.0005333607690226
2736,13.93301,0.0009440939234817,64.6,0.0002319141296033,22.12311,0.000527613348466,104.0,0.0005102558465935
2737,13.55348,0.0009346497458179,63.4,0.0002306294412672,21.97888,0.0005165105538975,104.0,0.0004882756830378
2738,13.26278,0.0009032318987925,62.2,0.0002197031210255,21.77114,0.0004961461723725,105.0,0.0004569987236022
2739,13.04192,0.0008785022067241,61.0,0.0002112447721012,21.63634,0.0004808567320644,105.0,0.000428688864757
2740,12.90054,0.0008727392789049,60.1,0.000208477650783,21.46186,0.0004748428252817,105.0,0.000413996707842
2741,12.79125,0.000840148805922,59.3,0.0002008313084492,21.03843,0.0004737351429146,106.0,0.0003956115839714
2742,12.63891,0.0007896235661871,58.7,0.0001807774157372,20.57381,0.0004713149134193,106.0,0.0003780453345342
2743,12.45147,0.0007962864738968,58.3,0.0001819055059219,20.13904,0.000476531718076,106.0,0.0003838011043897
2744,12.2365,0.0007688485954247,57.7,0.0001738762967314,19.74383,0.0004640110585324,106.0,0.0003776056194091
2745,11.96321,0.0007351225996409,57.2,0.000164890249603,19.38951,0.0004434791260133,106.0,0.0003676660718687
2746,11.69007,0.0007103754418342,56.6,0.0001535748683874,19.08475,0.0004311579331341,107.0,0.0003441971330511
2747,11.45547,0.0006697862993923,56.1,0.0001398247421617,18.81076,0.0004095055974156,107.0,0.0003196052114287
2748,5.89988,0.0001781460252048,26.5,1.848014624903432e-05,10.50626,0.0001849791562042,117.0,8.579375588166193e-05
2749,6.03953,0.0001781017501871,26.2,1.5453653211557692e-05,10.14421,0.0001664794487572,117.0,8.212558651743781e-05
2750,6.1209,0.0001884437779857,26.0,1.4079589997248357e-05,9.80937,0.0001558300384441,117.0,8.094571062824817e-05
2751,6.10731,0.0001944128608426,25.7,1.2743983323858254e-05,9.447,0.0001443370601983,117.0,7.914850609563515e-05
2752,7.71462,0.0002030291255706,25.4,1.2558017728346466e-05,9.15372,0.0001409602214676,117.0,7.911080831115639e-05
2753,5.86551,0.000209962500358,25.2,1.2251834194542314e-05,8.84945,0.0001355329968204,117.0,7.867950447168597e-05
2754,5.68858,0.0002225967712289,25.1,1.1889762941937389e-05,8.54752,0.0001331993598761,117.0,7.868270950782752e-05
2755,5.50847,0.0002374907802033,24.9,1.1641855486914e-05,8.26475,0.0001304410008579,117.0,7.882058358686366e-05
2756,5.33984,0.0002526130973893,24.7,1.1444957293828555e-05,8.00855,0.0001269627262462,117.0,7.851240703566389e-05
2757,5.17787,0.0002657571032245,24.5,1.119200765691043e-05,7.74779,0.0001230210922938,118.0,7.776777136129633e-05
2758,5.01711,0.0002853040123337,24.4,1.1230660952586772e-05,7.49307,0.0001226629371425,118.0,7.823775885090651e-05
2759,4.86017,0.0002998344488184,24.3,1.1001173978140817e-05,7.21025,0.0001200386953554,118.0,7.814730398096216e-05
2760,4.71255,0.0003154219231025,24.3,1.1029780885353954e-05,6.95842,0.0001166771956358,118.0,7.826672895809948e-05
2761,4.57825,0.0003347313461072,24.2,1.1342050749524226e-05,6.71974,0.000113287071604,118.0,7.890509031237638e-05
2762,4.46625,0.0003605071238768,24.3,1.1712535552118304e-05,6.51107,0.0001114018494831,118.0,8.080764452708322e-05
2763,4.3826,0.0003866777109102,24.4,1.2096523682233483e-05,6.33801,0.0001101899353869,118.0,8.314892006816803e-05
2764,4.32297,0.0004128988091633,24.5,1.2640057684254924e-05,6.17807,0.0001112763459717,117.0,8.54701703990833e-05
2765,4.27679,0.0004261611625941,24.6,1.3224788228803677e-05,6.04174,0.000111414112493,117.0,8.749601365019286e-05
2766,4.2341,0.0004413500282827,24.7,1.386493199345424e-05,5.88823,0.0001124761691934,117.0,8.8892690954885e-05
2767,4.18684,0.0004478811614865,24.9,1.43151113894605e-05,5.75912,0.000112197571626,117.0,8.962818229832577e-05
2768,25.30118,0.0008910552714693,79.8,0.000128610045927,28.49156,0.0004242929552545,95.0,0.0014631896813876
2769,24.52301,0.0008627800018112,79.1,0.0001106228083586,28.15402,0.000414446014414,96.0,0.0014743215832305
2770,23.75334,0.0008581010785851,78.3,0.0001023127804009,27.72415,0.0004029986739126,96.0,0.0015242709598625
2771,22.99895,0.000826549263737,77.5,9.106051210662411e-05,27.46224,0.0003878366750452,97.0,0.0014925444666545
2772,22.23586,0.0007907560244279,76.7,8.156744300945501e-05,27.12707,0.0003664260516732,97.0,0.0014583541733668
2773,21.48627,0.0007701439631982,76.0,7.507197459942364e-05,26.79069,0.0003571606064275,98.0,0.0014242676020156
2774,20.75429,0.0007525485891674,75.3,6.921946696918643e-05,26.42793,0.0003532579693599,98.0,0.0013908680087059
2775,20.00161,0.0007316657004354,74.6,6.288915769406642e-05,26.0845,0.0003531722697872,99.0,0.0013200103204417
2776,19.27304,0.000727612024279,74.1,5.899991447423842e-05,25.82724,0.0003607515206544,99.0,0.0012952651523676
2777,18.56758,0.0007222473414553,73.6,5.5737635300377455e-05,25.35047,0.0003614359263876,99.0,0.0012805604614389
2778,17.88421,0.000704088617401,73.3,5.161494823552023e-05,24.98048,0.0003541696300984,100.0,0.0012360262015694
2779,17.19227,0.0006851749551424,73.2,4.8287114295599535e-05,24.56366,0.0003428828116036,100.0,0.0011899008164952
2780,16.54768,0.0006572285297804,73.1,4.4533517864908e-05,24.30244,0.0003291170626725,100.0,0.0011185095809553
2781,15.92536,0.0006294172250653,73.2,4.081497439908686e-05,23.98406,0.0003161762742833,100.0,0.0010423193975821
2782,15.32122,0.0006080495972589,73.3,3.8768262912484114e-05,23.6177,0.0003093299293438,100.0,0.0009845778489844
2783,14.75315,0.0005905471671081,73.3,3.641266164904603e-05,23.3667,0.0003003051513455,100.0,0.0009291187156049
2784,14.23858,0.0005757427190655,73.3,3.4291886088542425e-05,23.09928,0.0002926412835375,100.0,0.0008846275275923
2785,13.73607,0.0005589415264552,73.1,3.239149007759519e-05,22.85013,0.0002828605703287,100.0,0.0008429320324843
2786,13.27751,0.000548144363096,72.8,3.0633812321446616e-05,22.64025,0.0002726911490253,100.0,0.000774759245228
2787,12.83764,0.0005191305445281,72.4,2.8244705935070785e-05,22.39126,0.0002531297696459,100.0,0.0006969410983472
2788,3.53649,0.0002069061932056,30.8,2.796029637914162e-05,11.88264,2.156937149248068e-05,116.0,2.7161430768309e-05
2789,3.49724,0.0002033540610366,30.5,2.7220622343487427e-05,11.81004,1.841395040882973e-05,116.0,2.7220622343487427e-05
2790,3.45605,0.0002078911966506,30.4,2.648806752691348e-05,11.71161,1.846138039754576e-05,116.0,2.648806752691348e-05
2791,3.41231,0.0002181216426571,30.2,2.5756061125572068e-05,11.57819,1.931704584417905e-05,116.0,2.5756061125572068e-05
2792,3.36492,0.0002146324459707,29.9,2.501355573342973e-05,11.49742,1.936533347104237e-05,116.0,2.33997779441762e-05
