,per_capita-Meningitis,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),Maternal mortality ratio (per 100 000 live births),Mean hemoglobin level of children aged 6-59 months,per_capita-Malaria
378,8.518041620551585e-05,12.17722,43.6,271.0,111.0,1.8669680264222648e-05
379,8.704730391019925e-05,11.62592,42.9,278.0,111.0,9.7355537267986e-06
380,8.609571142068053e-05,11.10118,42.3,278.0,112.0,6.752604817308276e-06
381,8.352546033038469e-05,10.5953,41.5,264.0,112.0,4.978338695188491e-06
382,8.097315604016268e-05,10.11277,40.0,239.0,112.0,2.173776001078193e-06
383,8.156615548321816e-05,9.65569,38.4,221.0,113.0,4.798009146071657e-06
384,7.996145126375677e-05,9.22611,37.7,209.0,113.0,4.180990915751988e-06
385,7.889150266796719e-05,8.81293,37.6,203.0,113.0,6.659672303140087e-06
386,7.735288385615176e-05,8.42725,37.5,189.0,113.0,6.027497443336501e-06
387,7.884464992236267e-05,8.06282,37.5,179.0,113.0,5.420569682162433e-06
388,6.681520946568167e-05,7.71709,38.3,176.0,113.0,1.4525045536017756e-06
389,5.767348039911955e-05,7.4094,38.7,170.0,113.0,4.766403338770211e-07
390,5.592565178057406e-05,7.11894,39.1,164.0,113.0,1.4098903810228754e-06
391,5.520033546960178e-05,6.85923,40.0,160.0,112.0,3.2470785570353986e-06
392,5.543544542380398e-05,6.62644,41.3,156.0,112.0,4.5814417705623124e-07
393,5.477075947579404e-05,6.41231,42.5,151.0,112.0,1.8106036190345136e-06
394,5.546775645897421e-05,6.20108,43.1,144.0,111.0,4.9205267826509386e-06
395,5.546775645897421e-05,6.00765,43.2,206.33333333333331,111.0,5.367847399255569e-06
396,5.3778532134640455e-05,5.8162,43.3,206.33333333333331,111.0,6.121133738902166e-06
397,2.8187447958144374e-05,3.35617,25.9,69.0,118.0,1.0089631774152685e-05
398,2.624257179797688e-05,3.29959,25.0,68.0,119.0,5.2999484585603065e-06
399,2.445738666655378e-05,3.24846,24.3,69.0,119.0,4.608153088401839e-06
400,2.292890755768974e-05,3.20197,23.7,70.0,119.0,4.240054029160265e-06
401,2.219974935517772e-05,3.15782,23.0,71.0,120.0,4.568644070195994e-06
402,2.120712657657631e-05,3.11767,22.2,71.0,120.0,5.613962399637591e-06
403,1.942873177678969e-05,3.08047,21.4,72.0,120.0,5.0974307027276185e-06
404,1.930707246942655e-05,3.04684,20.6,71.0,120.0,3.7644665872546415e-06
405,1.880896020767618e-05,3.01343,19.7,70.0,121.0,2.062721062580248e-06
406,1.862742130312005e-05,2.97675,18.7,69.0,121.0,1.942243280120027e-06
407,1.5787903818279926e-05,2.93433,17.7,65.0,122.0,1.8497953450079155e-06
408,1.4073652620056958e-05,2.88451,16.7,61.0,122.0,1.5091202774563346e-06
409,1.30616398178592e-05,2.82635,15.9,60.0,122.0,1.3951211863511688e-06
410,1.1824131853870772e-05,2.76139,15.1,61.0,123.0,1.0290216416138044e-06
411,1.1128872476500808e-05,2.69249,14.3,62.0,123.0,7.184522205864138e-07
412,1.0567655259199907e-05,2.62185,13.7,63.0,123.0,5.368594917775354e-07
413,1.0229419489675616e-05,2.55255,13.0,62.0,123.0,4.522578352317843e-07
414,9.72887405704262e-06,2.48576,12.5,60.0,124.0,5.633235097101089e-07
415,9.470299331274044e-06,2.42188,11.9,66.33333333333333,124.0,5.587061038928129e-07
416,9.10108806952506e-06,2.35665,11.6,66.33333333333333,124.0,5.348248965159149e-07
417,6.148227619682936e-06,3.44442,17.0,28.0,120.0,0.0
418,6.012252971556031e-06,3.36143,16.7,28.0,120.0,0.0
419,5.882543258752489e-06,3.28478,16.6,29.0,120.0,0.0
420,5.759373380176237e-06,3.21254,16.7,30.0,120.0,0.0
421,5.644854009963167e-06,3.14601,16.6,30.0,120.0,0.0
422,2.769239289967046e-06,3.08434,16.7,29.0,120.0,0.0
423,2.718728505052757e-06,3.02522,16.9,28.0,120.0,0.0
424,2.66967806352232e-06,2.9684,17.0,27.0,120.0,0.0
425,2.6221186194021045e-06,2.9158,17.0,27.0,120.0,0.0
426,2.576058115871094e-06,2.86415,16.9,27.0,120.0,0.0
427,2.531472532257289e-06,2.81596,16.9,28.0,120.0,0.0
428,2.4882430515812782e-06,2.76859,17.0,28.0,120.0,0.0
429,2.446267729325368e-06,2.72449,17.1,29.0,120.0,0.0
430,2.4054825758869618e-06,2.68345,17.2,28.0,120.0,0.0
431,2.3658839533920863e-06,2.64213,17.4,29.0,120.0,0.0
432,2.32749752121514e-06,2.59926,17.8,30.0,120.0,0.0
433,2.290321103018643e-06,2.55879,18.2,31.0,120.0,0.0
434,2.2543187110707336e-06,2.51486,18.8,31.0,120.0,0.0
435,4.508637422141467e-06,2.47302,19.3,28.72222222222222,120.0,0.0
436,4.371269394775896e-06,2.42883,20.0,28.72222222222222,119.0,0.0
437,1.0104246405478292e-05,3.13214,28.8,19.0,116.0,0.0
438,1.033803300313656e-05,2.94456,28.4,18.0,116.0,0.0
439,9.658306097562729e-06,2.83294,28.3,17.0,116.0,0.0
440,1.0015287809721127e-05,2.79591,28.1,16.0,117.0,0.0
441,9.84307871283922e-06,2.81544,27.8,16.0,117.0,0.0
442,9.529754914836877e-06,2.84639,27.3,15.0,117.0,0.0
443,9.613604848614835e-06,2.85972,26.8,14.0,117.0,0.0
444,9.285991890051671e-06,2.8358,26.3,13.0,117.0,0.0
445,9.225251026653402e-06,2.75654,25.9,13.0,117.0,0.0
446,9.160703303280211e-06,2.62669,25.6,12.0,117.0,0.0
447,6.854311606797519e-06,2.47242,25.2,12.0,117.0,0.0
448,6.484686623994609e-06,2.31658,24.8,12.0,118.0,0.0
449,6.251833812048562e-06,2.1666,24.4,11.0,118.0,0.0
450,6.30224236648055e-06,2.03453,24.1,10.0,118.0,0.0
451,6.498461453148403e-06,1.92475,23.8,11.0,118.0,0.0
452,6.261709761306536e-06,1.84087,23.7,10.0,118.0,0.0
453,6.168445259527788e-06,1.78064,23.6,10.0,118.0,0.0
454,6.074232454061024e-06,1.74112,23.7,10.0,118.0,0.0
455,5.9260804429863655e-06,1.71554,23.9,13.27777777777778,118.0,0.0
456,5.882527731216147e-06,1.69872,24.1,13.27777777777778,118.0,0.0
457,0.0005099350607322,34.48074,88.2,516.0,90.0,0.0026591012060149
458,0.0005797649410325,33.51459,88.3,501.0,89.0,0.0027934204486915
459,0.0005278524193606,32.42333,88.4,486.0,89.0,0.0028592072265324
460,0.0005058400841183,31.2321,88.4,471.0,89.0,0.0028799743811782
461,0.0004631218971407,30.01324,88.3,454.0,90.0,0.0027736861587169
462,0.0004787150872784,28.77847,88.1,437.0,90.0,0.0026645068867797
463,0.0004375492251593,27.57103,88.0,422.0,90.0,0.0025700090960878
464,0.0004669811231497,26.41454,87.7,410.0,90.0,0.0025306186884899
465,0.0003834327946079,25.26628,87.4,401.0,90.0,0.002596507571209
466,0.0003896170207577,24.21777,87.1,393.0,91.0,0.0025926202535311
467,0.0004093139613556,23.29681,86.6,385.0,91.0,0.0025582122584729
468,0.0003883244768887,22.45996,86.2,377.0,91.0,0.00247930702139
469,0.000398781692696,21.70274,85.6,369.0,92.0,0.0024266696675148
470,0.0002778314216166,21.02107,84.9,362.0,92.0,0.0022768254125086
471,0.0002773735695985,20.31357,84.0,353.0,93.0,0.0020310235857922
472,0.0002619418048661,19.72662,82.9,343.0,94.0,0.0018540345534993
473,0.0002639329431977,19.0872,81.6,331.0,95.0,0.0015756540463328
474,0.000261593828534,18.50751,80.1,320.0,96.0,0.001329801783493
475,0.0002639312638841,17.9654,78.4,407.27777777777777,97.0,0.001261071237669
476,0.0002463910598189,17.39161,76.6,407.27777777777777,98.0,0.0012326582024605
477,0.0002255705219341,61.26608,67.7,1010.0,101.0,0.0019959839946062
478,0.0002207859383068,57.95938,65.8,956.0,102.0,0.0018960613634404
479,0.0002330243222224,53.65866,63.8,925.0,103.0,0.0018112220286757
480,0.000229455977487,48.7283,62.0,890.0,103.0,0.0016778223581745
481,0.0002055040473481,43.59694,60.3,844.0,104.0,0.0014460359096372
482,0.0002041181885968,38.75246,58.6,814.0,105.0,0.0011940791512996
483,0.0001969399059201,34.35279,57.0,785.0,106.0,0.0010620814362459
484,0.0001884335716439,30.73714,55.5,756.0,106.0,0.0009801961439773
485,0.0001774750271191,27.92212,54.2,733.0,107.0,0.0009335492795192
486,0.0001703231829828,25.87649,53.1,698.0,107.0,0.0009350953021291
487,0.0001710412641358,24.53681,52.4,665.0,108.0,0.0008315829569901
488,0.0001284236099759,23.64551,52.0,635.0,108.0,0.0007813088832529
489,0.0001222855288479,23.11272,52.0,608.0,108.0,0.0006258253207579
490,0.0001205879216823,22.8023,52.3,591.0,107.0,0.0005662948401319
491,0.0001158808516823,22.66115,52.9,576.0,107.0,0.0005172329790312
492,0.0001084303893316,22.54392,53.7,568.0,107.0,0.0005485454516864
493,9.983453118005924e-05,22.42273,54.7,558.0,107.0,0.0006616238073922
494,9.550169137237396e-05,22.17224,55.9,548.0,106.0,0.0006793310261079
495,0.0001004638746549,21.76009,56.9,731.1111111111111,106.0,0.0005948925630376
496,9.499890931437852e-05,21.32265,58.0,731.1111111111111,105.0,0.0005581856818471
497,5.246474175040514e-05,17.73166,65.9,488.0,103.0,7.829229208741014e-05
498,4.920406640906171e-05,16.46107,64.8,456.0,104.0,4.856608823844179e-05
499,4.713570463636218e-05,15.2779,63.6,430.0,104.0,4.97281683913621e-05
500,4.38830543689373e-05,14.13564,62.4,404.0,105.0,7.08939643773308e-05
501,4.050363331320865e-05,13.0694,61.3,378.0,105.0,5.697968754231047e-05
502,3.715012236603564e-05,12.06796,60.3,351.0,105.0,3.662370362805538e-05
503,3.363284094310931e-05,11.13369,59.3,326.0,106.0,6.089470320536531e-05
504,3.061516137142219e-05,10.27984,58.3,303.0,106.0,3.221881268135383e-05
505,2.7871293091150665e-05,9.48737,57.2,284.0,107.0,3.510779849527976e-05
506,2.5129819804409755e-05,8.74666,56.2,265.0,107.0,4.244616622425513e-05
507,2.158619811701933e-05,8.07636,55.3,248.0,107.0,2.3177488362825245e-05
508,1.965756788815892e-05,7.45092,54.3,232.0,108.0,2.176616513567769e-05
509,1.865888120947001e-05,6.89655,53.5,215.0,108.0,9.897901143374777e-06
510,1.72305631520198e-05,6.4247,52.8,202.0,108.0,5.524302689960547e-06
511,1.662533836121517e-05,6.03612,52.2,189.0,108.0,7.633423839001516e-06
512,1.1076625036380983e-05,5.70843,51.6,178.0,109.0,8.784909511612504e-06
513,9.96413975038138e-06,5.43661,50.9,168.0,109.0,5.890749286388991e-06
514,9.071562035352432e-06,5.19517,50.3,160.0,109.0,9.380118567167142e-06
515,8.516160278085957e-06,4.99623,49.6,293.1666666666667,109.0,4.0729462199541534e-06
516,7.728780438588518e-06,4.80905,49.0,293.1666666666667,109.0,3.415042519376322e-06
517,0.0002071949775781,30.25295,70.7,886.0,100.0,0.001289053874344
518,0.000208189354266,29.96323,70.0,844.0,100.0,0.0013531034697907
519,0.0002310736599327,29.66563,69.3,803.0,101.0,0.001488340535098
520,0.0002311843138168,29.32496,68.6,771.0,101.0,0.001597791692502
521,0.0002224889244491,28.99232,67.9,732.0,101.0,0.0016879287608718
522,0.0002210124886249,28.62954,67.2,692.0,102.0,0.0016745389210234
523,0.0002208648660403,28.24874,66.5,658.0,102.0,0.001575389447054
524,0.0002158315366751,27.87962,65.8,635.0,103.0,0.0015093257717361
525,0.0002141036356898,27.51473,65.1,618.0,103.0,0.0013908072540954
526,0.0002044567330356,27.1137,64.6,606.0,103.0,0.0012841048132081
527,0.0002062283341042,26.69589,64.0,597.0,104.0,0.0012262267294725
528,0.0001697504151427,26.25209,63.6,589.0,104.0,0.0011477177650252
529,0.0001589180023843,25.8096,63.3,580.0,104.0,0.0010350286275952
530,0.0001567456088357,25.35951,62.9,567.0,104.0,0.0010025684673189
531,0.0001527999153782,24.894,62.6,564.0,104.0,0.0009864751091131
532,0.0001404104304891,24.44481,62.1,554.0,104.0,0.0009801143669373
533,0.0001397355416593,24.02883,61.5,538.0,105.0,0.0010460675107482
534,0.0001330576365903,23.60972,60.8,529.0,105.0,0.0010263931994003
535,0.0001287828731557,23.15696,60.0,653.5,105.0,0.0010036244594224
536,0.0001210481529639,22.63844,59.2,653.5,105.0,0.0009824373919522
537,3.6334919207860177e-06,1.42156,10.7,9.0,123.0,0.0
538,3.697006597499498e-06,1.35817,10.5,10.0,123.0,0.0
539,3.444901580426032e-06,1.30366,10.4,10.0,123.0,0.0
540,3.44943201652416e-06,1.25987,10.4,10.0,123.0,0.0
541,3.111894644690716e-06,1.22929,10.3,10.0,123.0,0.0
542,3.056840749527471e-06,1.21015,10.3,11.0,123.0,0.0
543,3.06216063604751e-06,1.19311,10.3,11.0,123.0,0.0
544,3.0058331380047826e-06,1.16771,10.3,11.0,123.0,0.0
545,2.950678860878984e-06,1.1307,10.3,12.0,123.0,0.0
546,2.866766318649199e-06,1.0921,10.4,12.0,123.0,0.0
547,2.814002381060709e-06,1.06236,10.4,11.0,123.0,0.0
548,2.58590888879146e-06,1.05088,10.5,11.0,123.0,0.0
549,2.4781280419021714e-06,1.05553,10.7,11.0,123.0,0.0
550,2.516763088585548e-06,1.0739,10.9,11.0,123.0,0.0
551,2.55491341427146e-06,1.08745,11.2,11.0,122.0,0.0
552,2.535624382974325e-06,1.0711,11.5,11.0,122.0,0.0
553,2.5167616324722653e-06,1.02885,11.8,10.0,122.0,0.0
554,2.470266968488376e-06,0.981,12.2,10.0,122.0,0.0
555,2.498338184039381e-06,0.93593,12.7,10.666666666666666,122.0,0.0
556,2.462892239111083e-06,0.89998,13.2,10.666666666666666,122.0,0.0
557,6.509629602075643e-05,4.59768,58.4,118.0,106.0,2.324867715027015e-06
558,6.158000611238579e-05,4.45131,56.3,109.0,106.0,2.2807409671253995e-06
559,6.0442709266091193e-05,4.3014,54.6,101.0,107.0,0.0
560,6.156213928434013e-05,4.1534,53.4,96.0,108.0,0.0
561,5.401959831026696e-05,4.00269,52.5,91.0,108.0,0.0
562,5.099905014269109e-05,3.85231,52.0,86.0,108.0,0.0
563,4.808606988369443e-05,3.69864,51.7,82.0,108.0,0.0
564,4.52680485767314e-05,3.54127,51.4,78.0,108.0,0.0
565,4.456878685788027e-05,3.38012,51.2,75.0,109.0,0.0
566,4.190094616327003e-05,3.21807,50.9,72.0,109.0,0.0
567,3.342121145993681e-05,3.05891,50.5,70.0,109.0,0.0
568,3.293935283859717e-05,2.90359,50.1,67.0,109.0,0.0
569,3.246951685358922e-05,2.75334,49.6,65.0,109.0,0.0
570,3.2012292720404635e-05,2.60826,49.0,63.0,109.0,0.0
571,3.156712191408172e-05,2.47048,48.3,62.0,110.0,0.0
572,3.113593031412491e-05,2.33971,47.6,61.0,110.0,0.0
573,3.0717414244207056e-05,2.21727,46.7,59.0,110.0,0.0
574,3.0308486911190785e-05,2.10655,45.8,58.0,111.0,1.7828521712465168e-06
575,3.20913390824373e-05,2.00857,44.9,78.5,111.0,3.5657043424930336e-06
576,3.1258737251210843e-05,1.9276,44.1,78.5,111.0,1.5629368625605422e-05
577,0.0004684819660882,38.81791,79.1,1420.0,95.0,0.0008936535864806
578,0.000507371682645,37.97506,78.9,1410.0,95.0,0.000839791828455
579,0.0004664426240604,37.18362,78.6,1400.0,96.0,0.000721296916749
580,0.0004647977186607,36.42049,78.2,1370.0,96.0,0.0006991975521796
581,0.0004471481936828,35.69226,77.8,1350.0,96.0,0.0006458807242086
582,0.0004317782861582,34.96013,77.3,1330.0,97.0,0.0006521883893659
583,0.0004381821658407,34.26513,76.9,1340.0,97.0,0.0006999721731524
584,0.000440537056652,33.5553,76.4,1300.0,97.0,0.0007427930211242
585,0.0004349573157338,32.89522,75.9,1310.0,98.0,0.0007579610886275
586,0.0004224912500551,32.21314,75.4,1270.0,98.0,0.0007698557333727
587,0.0004191222163797,31.55504,74.9,1240.0,98.0,0.0007354319225635
588,0.0004108209494518,30.92297,74.4,1210.0,98.0,0.0006716271902124
589,0.0003966052847175,30.32831,73.9,1190.0,99.0,0.0006170934053278
590,0.0003933549721748,29.72517,73.4,1170.0,99.0,0.0005830194295736
591,0.0003837152946427,29.11503,72.7,1170.0,99.0,0.0005449475719076
592,0.0003826692032364,28.48228,71.9,1160.0,100.0,0.0005516076405223
593,0.0003776430584632,27.78634,70.9,1140.0,100.0,0.0005582806340151
594,0.0003753731062103,27.06125,69.5,1140.0,101.0,0.0005578840980673
595,0.0003788510833691,26.36816,68.0,1273.3333333333333,101.0,0.0005555654466281
596,0.0003690032776877,25.68752,66.3,1273.3333333333333,102.0,0.0005742179493155
597,1.2602485091293129e-05,2.17289,20.9,31.0,119.0,0.0
598,1.245769682492442e-05,2.10078,20.4,32.0,119.0,0.0
599,1.10294537369563e-05,2.03348,20.1,28.0,119.0,0.0
600,1.0336967266525557e-05,1.97023,19.8,27.0,120.0,0.0
601,9.788053283130934e-06,1.91107,19.7,27.0,120.0,0.0
602,9.252866653750164e-06,1.85627,19.5,25.0,120.0,0.0
603,8.606366172399136e-06,1.80523,19.5,25.0,120.0,0.0
604,8.648263529886282e-06,1.75852,19.5,23.0,120.0,0.0
605,8.508495398392976e-06,1.71599,19.5,21.0,120.0,0.0
606,8.673806856126301e-06,1.67769,19.4,21.0,120.0,0.0
607,8.598816313220483e-06,2.07793,19.3,20.0,120.0,0.0
608,7.460583251819553e-06,1.61327,19.3,18.0,120.0,0.0
609,7.810323532962854e-06,1.58749,19.3,17.0,120.0,0.0
610,7.165174873374467e-06,1.56423,19.3,16.0,120.0,0.0
611,7.571508563549579e-06,1.54292,19.3,15.0,120.0,0.0
612,6.710761147147834e-06,1.52161,19.3,14.0,120.0,0.0
613,6.547010839800451e-06,1.49768,19.4,13.0,120.0,0.0
614,6.443162041682058e-06,1.47011,19.5,13.0,120.0,0.0
615,6.443162041682058e-06,1.44122,19.7,21.444444444444443,120.0,0.0
616,6.298885342560699e-06,1.40876,20.1,21.444444444444443,120.0,0.0
617,1.3411282861069624e-05,4.17756,28.5,59.0,117.0,9.496394307714374e-08
618,1.159950216006968e-05,3.96312,27.0,55.0,118.0,2.75429155768276e-08
619,1.0040742559343262e-05,3.76025,25.8,51.0,118.0,4.69632486405204e-08
620,8.771292165738786e-06,3.56954,24.6,48.0,119.0,3.581708296706473e-08
621,7.975976139882482e-06,3.39129,23.6,46.0,119.0,3.95042034703318e-08
622,7.321816543824945e-06,3.22622,22.6,44.0,119.0,3.3904433585381776e-08
623,6.765512418315792e-06,3.07434,21.7,42.0,120.0,2.7601818569738044e-08
624,6.414699762690139e-06,2.93658,20.8,40.0,120.0,1.6023396576245144e-08
625,6.36566560177018e-06,3.78559,20.1,40.0,120.0,1.1388953247441876e-08
626,6.341835581616042e-06,2.68975,19.5,37.0,120.0,6.799680752268809e-09
627,6.270762305291064e-06,2.57378,19.0,36.0,120.0,9.021597849597502e-09
628,6.129191268615506e-06,2.46568,18.6,34.0,121.0,8.229110698739235e-09
629,5.998183782409519e-06,2.36825,18.3,33.0,121.0,0.0
630,5.906256606471447e-06,2.28168,18.2,32.0,121.0,0.0
631,5.709259104695644e-06,2.20659,18.1,31.0,121.0,0.0
632,5.547506599013596e-06,2.13701,18.2,30.0,121.0,0.0
633,5.523067725129312e-06,2.07005,18.3,29.0,120.0,0.0
634,5.267882955441978e-06,2.00838,18.4,29.0,120.0,0.0
635,4.954492021457466e-06,1.9495,18.5,39.77777777777778,120.0,0.0
636,4.681681245916908e-06,1.89477,18.8,39.77777777777778,120.0,0.0
637,2.0046083375669976e-05,3.52824,30.2,94.0,116.0,2.1896491071885665e-05
638,1.910336390142888e-05,3.46267,30.0,93.0,116.0,3.627349790071583e-05
639,1.9042858691839014e-05,3.38837,29.8,92.0,116.0,2.4117604675680017e-05
640,1.814080716084076e-05,3.31079,29.5,88.0,117.0,1.7645156691965326e-05
641,1.7472199409258828e-05,3.23358,29.3,85.0,117.0,1.0800995998450912e-05
642,1.66073013892092e-05,3.15783,28.9,83.0,117.0,7.689011818806581e-06
643,1.593483442327601e-05,3.08496,28.5,82.0,117.0,7.610667187236302e-06
644,1.4789662823858405e-05,3.01469,28.0,83.0,117.0,8.146052380760104e-06
645,1.4371443589255983e-05,2.94565,27.5,84.0,118.0,3.036546951923441e-06
646,1.323339691774496e-05,2.87745,26.9,87.0,118.0,2.9534743985970586e-06
647,1.212524509508952e-05,2.81037,26.3,85.0,118.0,4.456480006963872e-06
648,1.0597970591481236e-05,2.74469,25.6,84.0,119.0,2.302934537811323e-06
649,9.703999285573446e-06,2.68341,24.9,85.0,119.0,3.382031641669105e-06
650,9.159314003668622e-06,2.63044,24.3,85.0,119.0,2.492032927012465e-06
651,8.779271301453017e-06,2.58776,23.8,85.0,119.0,2.594858512744734e-06
652,8.601372351098262e-06,2.5544,23.3,85.0,120.0,2.845727668398181e-06
653,8.280239561942715e-06,2.52893,22.9,84.0,120.0,3.875406239988534e-06
654,8.13442361444979e-06,2.50907,22.5,83.0,120.0,2.6625561830802146e-06
655,8.029598567871828e-06,2.49343,22.3,85.94444444444444,120.0,1.1950055309887576e-06
656,7.752182825505726e-06,2.47901,22.2,85.94444444444444,120.0,1.1309550541188725e-06
657,0.0001724318206415,13.11569,61.3,444.0,104.0,0.0003411948791418
658,0.0001662216216795,12.85452,60.5,437.0,104.0,0.0003717644871973
659,0.000161888349261,12.59907,59.9,429.0,104.0,0.0003864431563005
660,0.000154221343217,12.37028,59.4,423.0,105.0,0.0004711377298279
661,0.000150100616897,12.16293,58.8,414.0,105.0,0.0005344241744466
662,0.0001524735217692,11.96968,58.2,404.0,105.0,0.000351491592289
663,0.00013904511936,11.76367,57.5,393.0,106.0,0.0007280339957505
664,0.0001491771661513,11.54583,56.8,382.0,106.0,0.0003227097880009
665,0.0001484562773994,11.30493,56.2,370.0,106.0,0.000270190424867
666,0.0001202875887845,11.0471,55.5,356.0,106.0,0.0005695544866545
667,0.0001047977544956,10.78453,55.0,341.0,107.0,0.0008114745044057
668,0.000105279781018,10.49215,54.4,326.0,107.0,0.0006746217546814
669,9.901204963080712e-05,10.22472,54.1,313.0,107.0,0.0006564634523467
670,9.43787485643796e-05,9.94696,53.9,302.0,107.0,0.0005436747628567
671,0.0001082328701922,9.69207,53.8,293.0,107.0,3.260026210610733e-05
672,0.0001037170394291,9.4405,53.8,285.0,107.0,1.6645944599735457e-05
673,9.94113338987615e-05,9.17471,53.9,279.0,107.0,1.2583713151741965e-05
674,9.528759528759528e-05,8.94214,53.9,273.0,107.0,2.598752598752599e-05
675,8.91000891000891e-05,8.68514,53.9,359.1111111111111,107.0,0.0001658251658251
676,8.394201285751803e-05,8.42441,53.9,359.1111111111111,107.0,0.0002086558605315
677,1.081754636928373e-05,2.42774,20.1,40.0,119.0,0.0
678,1.1374528336224993e-05,2.38257,19.9,37.0,119.0,0.0
679,1.0694003524047209e-05,2.33836,19.8,38.0,119.0,0.0
680,1.0039629601333655e-05,2.29533,19.7,37.0,119.0,0.0
681,9.887389864123148e-06,2.2532,19.7,36.0,120.0,0.0
682,1.0216953442293578e-05,2.21202,19.6,33.0,120.0,0.0
683,9.60239975680166e-06,2.17143,19.5,35.0,120.0,0.0
684,9.23546510956725e-06,2.13125,19.4,29.0,120.0,0.0
685,7.966783520412379e-06,2.09194,19.3,29.0,120.0,0.0
686,7.407330923182387e-06,2.05289,19.1,29.0,120.0,0.0
687,8.192692118630181e-06,2.01444,18.9,32.0,120.0,0.0
688,7.866166786334371e-06,1.97609,18.8,30.0,120.0,0.0
689,7.5490450673676785e-06,1.93882,18.7,29.0,120.0,0.0
690,7.240293853714547e-06,1.90259,18.6,29.0,120.0,0.0
691,7.150016171654223e-06,1.86707,18.6,29.0,120.0,0.0
692,7.270243681950519e-06,1.83257,18.6,28.0,120.0,0.0
693,7.183107465649867e-06,1.79906,18.6,28.0,120.0,0.0
694,7.301849112155997e-06,1.76642,18.7,27.0,120.0,0.0
695,7.099019970151663e-06,1.73392,18.8,31.944444444444443,120.0,0.0
696,6.940197704420549e-06,1.70165,19.0,31.944444444444443,120.0,0.0
697,7.028155698587341e-06,1.65806,20.5,11.0,119.0,0.0
698,6.758111423235739e-06,1.59338,20.2,10.0,119.0,0.0
699,5.802250380493727e-06,1.53431,20.0,10.0,119.0,0.0
700,5.335966929455627e-06,1.48084,19.8,10.0,119.0,0.0
701,5.337046731848315e-06,1.43236,19.7,10.0,119.0,0.0
702,5.5606169526751465e-06,1.38813,19.5,10.0,119.0,0.0
703,5.117082177447506e-06,1.34839,19.4,9.0,120.0,0.0
704,5.341271649954421e-06,1.31302,19.2,9.0,120.0,0.0
705,5.343375316678478e-06,1.28133,19.0,9.0,120.0,0.0
706,5.345915241850319e-06,1.25158,18.8,9.0,120.0,0.0
707,4.903183302610433e-06,1.22484,18.7,9.0,120.0,0.0
708,4.460498273341119e-06,1.19964,18.7,9.0,120.0,0.0
709,4.241030722249764e-06,1.17771,18.7,8.0,120.0,0.0
710,3.798364066939687e-06,1.15893,18.7,9.0,120.0,0.0
711,3.57899078723034e-06,1.14084,18.8,8.0,120.0,0.0
712,4.031495837256576e-06,1.12413,19.0,8.0,120.0,0.0
713,3.812913350646952e-06,1.1077,19.2,7.0,120.0,0.0
