,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),"Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Nursing and midwifery personnel (per 10,000)",Out-of-pocket expenditure (OOP) per capita in PPP int$,per_capita-Parkinson's Disease
2332,4.05,29.807,62.1,73.891,286.54,9.40085001519742e-05
2333,4.43,23.517933333333332,63.0,59.0884375,325.45,9.489099101308465e-05
2334,4.6,23.517933333333332,63.9,59.0884375,359.91,9.700039604597576e-05
2335,2.98,46.46,51.0,74.27,111.04,4.984664709353628e-05
2336,3.04,46.479,52.0,74.605,127.46,5.075679546499198e-05
2337,3.22,46.992,53.0,76.237,148.52,5.264440521549128e-05
2338,3.0,47.438,54.0,76.775,170.45,5.427285954549834e-05
2339,2.8,47.765,54.9,77.199,176.32,5.4324715632830254e-05
2340,2.92,48.047,55.8,77.325,192.81,5.704756914179388e-05
2341,2.94,48.967,56.7,78.562,236.47,5.625416204780016e-05
2342,2.95,49.37,57.6,78.493,265.48,5.711647998949764e-05
2343,3.07,49.131,58.5,76.953,333.05,5.979299697141683e-05
2344,3.5,49.628,59.4,77.276,403.96,6.0096579544906655e-05
2345,3.05,49.889,60.3,76.71,383.84,6.247928118451477e-05
2346,3.0,42.296,61.3,91.455,371.88,6.169098248082772e-05
2347,3.14,40.116,62.2,123.778,398.47,6.325943183282396e-05
2348,3.17,39.95,63.0,127.787,458.85,6.451495524343207e-05
2349,3.2,41.272,63.9,132.158,482.98,6.697685060029749e-05
2350,3.11,39.332,64.7,89.663,497.79,6.820087560630842e-05
2351,3.01,39.777,65.4,85.434,521.68,6.926806912762592e-05
2352,3.06,40.762,66.2,85.429,569.41,6.858535204769046e-05
2353,3.18,41.165,66.9,85.225,601.79,6.882318595162697e-05
2354,3.45,41.834,67.7,85.332,623.23,7.058748816250079e-05
2355,0.77,1.169,8.6,8.943125,6.09,9.406539068750251e-06
2356,0.82,1.169,8.8,8.943125,6.19,9.05819822682286e-06
2357,0.89,1.169,8.9,8.943125,6.75,9.032021338150411e-06
2358,2.67,1.169,9.1,8.943125,9.22,8.902599625035692e-06
2359,2.19,1.169,9.3,8.943125,13.46,8.652686915663222e-06
2360,1.84,1.169,9.5,8.943125,17.2,8.531832840585305e-06
2361,1.48,1.169,9.7,8.943125,11.18,8.521673303596074e-06
2362,1.74,1.169,9.9,8.943125,10.9,8.67757845862146e-06
2363,1.81,1.169,10.2,6.88,10.91,8.811609793951041e-06
2364,1.87,1.169,10.5,6.786,11.33,8.840242944764952e-06
2365,2.03,1.169,10.8,8.943125,12.1,9.04488215242146e-06
2366,2.19,1.169,11.2,6.58,12.43,9.322430779852116e-06
2367,2.05,1.169,11.5,8.943125,12.28,9.581087480803607e-06
2368,2.16,1.021,12.0,8.943125,12.87,9.739782156868932e-06
2369,2.18,0.909,12.4,9.308,14.41,9.888841317978286e-06
2370,2.1,1.129,12.9,9.882,14.63,1.0188178821966943e-05
2371,2.22,1.226,13.5,10.585,14.89,1.0393871526974444e-05
2372,2.23,1.376,14.1,8.943125,14.92,1.0586219805060394e-05
2373,2.35,1.34,14.7,12.044,16.69,1.1261935962830204e-05
2374,2.56,1.182,15.3,9.48,17.01,1.1294088045279286e-05
2375,1.67,17.551166666666667,43.5,25.7934,265.16,3.913843263623437e-05
2376,1.79,17.551166666666667,44.1,23.451,263.77,3.8860103626943e-05
2377,1.83,17.551166666666667,44.8,25.7934,281.09,4.507492095790646e-05
2378,1.64,17.551166666666667,45.4,30.841,302.12,4.486949387210912e-05
2379,1.57,17.551166666666667,46.0,23.177,289.33,4.468360813752338e-05
2380,1.6,17.551166666666667,46.7,19.951,292.22,4.4480876400353305e-05
2381,1.56,17.551166666666667,47.6,25.7934,349.38,4.426793483759992e-05
2382,1.55,17.551166666666667,48.5,25.7934,422.46,4.4059795436664045e-05
2383,1.59,17.551166666666667,49.4,25.7934,380.18,4.386377165773726e-05
2384,1.81,17.551166666666667,50.4,25.7934,367.11,4.99167015043646e-05
2385,1.81,16.485,51.3,25.7934,342.46,4.9713525807534086e-05
2386,1.81,18.063,52.1,25.7934,378.91,4.951812672926583e-05
2387,2.03,21.392,52.9,25.7934,338.01,4.932851558164486e-05
2388,2.07,24.394,53.7,25.7934,361.33,5.528900793090103e-05
2389,1.91,18.564,54.5,25.7934,340.0,5.509237154295368e-05
2390,1.99,17.551166666666667,55.2,25.7934,307.68,6.100462415051061e-05
2391,1.96,17.551166666666667,55.9,25.7934,359.56,6.688393812627687e-05
2392,2.04,6.409,56.5,31.547,346.63,6.666909099724839e-05
2393,1.98,17.551166666666667,57.2,25.7934,339.31,7.272991745154369e-05
2394,2.05,17.551166666666667,57.8,25.7934,322.71,7.228567297961544e-05
2395,3.0,8.256,35.4,41.466,72.91,3.708476650503889e-05
2396,2.94,5.746,36.0,44.115,79.49,3.717299381998978e-05
2397,2.95,7.8738,36.6,65.10889999999999,85.35,3.729186477969831e-05
2398,2.78,7.8738,37.2,65.10889999999999,97.05,3.742444939278831e-05
2399,2.6,9.309,37.9,46.452,108.59,3.7566092844598464e-05
2400,2.53,7.8738,38.6,65.10889999999999,116.36,3.771094560196097e-05
2401,2.29,7.8738,39.5,65.10889999999999,128.21,3.784832284619388e-05
2402,2.22,7.8738,40.4,65.10889999999999,144.41,3.7984179589201096e-05
2403,2.43,7.8738,41.3,65.10889999999999,147.86,4.764718214564791e-05
2404,2.65,7.8738,42.3,65.10889999999999,149.9,4.781303191998011e-05
2405,2.7,6.648,43.3,26.039,148.74,4.797681760173484e-05
2406,2.53,7.8738,44.1,65.10889999999999,150.27,4.813755788541336e-05
2407,2.91,9.41,44.9,65.10889999999999,156.19,5.795029796111535e-05
2408,2.84,7.8738,45.7,90.239,164.61,5.812826971517148e-05
2409,2.68,7.8738,46.4,90.358,163.07,5.829883985308692e-05
2410,2.63,7.8738,47.2,95.05,146.32,5.846414686193692e-05
2411,2.72,7.8738,47.9,84.11,160.75,5.862237420615535e-05
2412,2.86,7.8738,48.5,63.115,156.22,5.877224774461499e-05
2413,3.05,7.8738,49.2,70.145,166.73,6.85676223687175e-05
2414,3.15,7.8738,49.9,65.10889999999999,180.59,6.888950124001103e-05
2415,3.67,3.658,19.3,21.081,17.63,4.540063220380344e-05
2416,3.2,3.658,19.7,21.081,20.34,4.499791884625336e-05
2417,3.51,3.658,20.0,21.081,23.96,4.458588076620836e-05
2418,2.89,2.817,20.4,17.465,25.64,4.417741650468281e-05
2419,3.1,3.658,20.9,21.081,26.4,4.377038058345917e-05
2420,3.26,2.782,21.3,21.081,30.63,4.336254885062144e-05
2421,3.53,3.658,21.8,21.081,31.94,4.295255889869639e-05
2422,3.36,3.658,22.3,21.081,34.94,4.788354721317755e-05
2423,3.56,4.637,22.9,18.985,38.35,4.7492651831369424e-05
2424,4.09,3.658,23.4,21.081,37.71,4.714584304625008e-05
2425,3.99,3.443,24.0,15.385,35.79,4.687475586064656e-05
2426,3.7,3.658,24.5,21.081,37.79,4.659325640268999e-05
2427,3.98,3.658,25.0,17.874,38.69,4.631535611362701e-05
2428,4.17,4.824,25.5,21.081,39.29,4.60414577748675e-05
2429,4.66,3.658,26.0,18.574,40.45,4.5771711048273896e-05
2430,4.58,3.658,26.6,21.081,38.79,5.05630192190036e-05
2431,4.16,3.445,27.3,21.081,40.22,5.026994962951048e-05
2432,4.17,3.658,28.0,21.081,40.82,4.997301457213105e-05
2433,3.95,3.658,28.7,24.885,41.81,4.997301457213105e-05
2434,4.62,3.658,29.4,34.399,43.92,4.937271959751359e-05
2435,3.03,7.235,25.4,17.661,310.11,1.8299631980324235e-05
2436,3.24,6.822,26.0,46.08563636363636,315.74,1.8214281060763024e-05
2437,3.07,21.42458333333333,26.7,46.08563636363636,295.34,1.8137706495992645e-05
2438,2.88,21.42458333333333,27.4,46.08563636363636,295.98,1.811555171748181e-05
2439,2.56,21.42458333333333,28.1,46.08563636363636,290.15,1.806031368911433e-05
2440,2.48,21.42458333333333,28.9,46.08563636363636,265.89,1.801862161097644e-05
2441,2.64,21.42458333333333,29.7,46.08563636363636,270.51,1.8152969800935448e-05
2442,2.51,21.42458333333333,30.6,46.08563636363636,294.53,1.836845654349732e-05
2443,1.89,20.626,31.5,39.129,299.51,1.858138397358441e-05
2444,2.79,20.76,32.4,41.629,393.14,1.859538000744763e-05
2445,2.26,24.074,33.4,47.332,356.12,1.8615116189414983e-05
2446,2.49,24.607,34.3,47.628,325.47,1.844502754202328e-05
2447,2.74,24.53,35.2,47.917,349.48,1.835346159099111e-05
2448,3.11,21.42458333333333,36.1,46.08563636363636,358.52,1.8374448543823097e-05
2449,3.73,25.654,37.0,52.014,382.69,1.84670613083763e-05
2450,4.11,21.42458333333333,37.9,46.08563636363636,419.4,1.8340811628117813e-05
2451,3.89,23.776,38.7,56.705,416.88,1.846573072873728e-05
2452,4.5,25.366,39.4,43.99,424.35,1.851477874839396e-05
2453,4.04,26.117,40.2,54.763,445.55,1.9039772474718928e-05
2454,3.93,27.528,40.9,58.174,460.28,1.911441097344049e-05
2455,1.25,1.2515714285714286,14.8,3.4773333333333336,37.55,1.679113757422554e-05
2456,1.42,1.2515714285714286,15.0,3.4773333333333336,40.21,1.821700591466043e-05
2457,1.34,1.2515714285714286,15.4,3.4773333333333336,44.31,1.8952234252824208e-05
2458,1.54,1.2515714285714286,15.7,3.4773333333333336,49.46,1.874973633183284e-05
2459,1.63,0.549,16.1,3.041,54.9,1.939325723064287e-05
2460,1.6,1.2515714285714286,16.5,3.4773333333333336,33.93,1.971469777923648e-05
2461,1.76,1.2515714285714286,16.9,3.4773333333333336,33.46,2.0007009663115302e-05
2462,1.32,1.2515714285714286,17.3,3.4773333333333336,37.37,2.0010008514785204e-05
2463,1.39,0.617,17.9,4.377,37.72,2.0344761647012743e-05
2464,1.41,1.2515714285714286,18.5,3.4773333333333336,45.3,2.090261314309679e-05
2465,1.16,1.2515714285714286,19.1,3.4773333333333336,51.85,2.0692589910520373e-05
2466,1.31,1.2515714285714286,19.8,3.4773333333333336,57.15,2.111707090566688e-05
2467,1.22,1.2515714285714286,20.5,3.4773333333333336,61.69,2.10492130601346e-05
2468,1.17,3.179,21.3,3.4773333333333336,66.44,2.112716826022657e-05
2469,1.08,1.2515714285714286,22.2,3.4773333333333336,62.78,2.119401196559648e-05
2470,1.08,2.074,23.0,1.919,66.27,2.1537176242934767e-05
2471,1.07,0.77,24.0,2.996,67.1,2.1717793681658345e-05
2472,0.96,0.691,24.9,3.127,68.57,2.1474556195913942e-05
2473,0.96,1.2515714285714286,25.9,3.4773333333333336,71.35,2.181542216727765e-05
2474,1.03,0.881,26.9,5.404,73.84,2.1720739059201955e-05
2475,4.25,24.462642857142857,46.5,65.87416666666667,110.13,7.298468570887527e-05
2476,4.58,24.462642857142857,47.3,65.87416666666667,120.01,7.551293152328394e-05
2477,5.82,24.462642857142857,48.1,65.87416666666667,130.63,7.87347406704303e-05
2478,5.68,22.114,48.8,65.87416666666667,146.07,8.334184888848781e-05
2479,5.59,22.693,49.6,65.87416666666667,181.34,8.813489025012761e-05
2480,5.42,22.609,50.3,65.87416666666667,226.33,9.423906090442573e-05
2481,5.3,22.858,51.1,65.87416666666667,283.86,9.644063176238098e-05
2482,5.72,23.447,51.8,65.87416666666667,364.49,9.829338776889184e-05
2483,5.86,24.215,52.6,65.87416666666667,420.13,0.0001022406345285
2484,5.76,24.467,53.5,65.87416666666667,411.45,0.000103261281261
2485,5.81,24.82,54.4,65.87416666666667,443.28,0.0001022485560284
2486,5.57,25.003,55.3,67.923,455.01,0.0001014970819588
2487,5.79,24.961,56.2,64.352,459.4,0.0001033449119946
2488,5.57,24.945,57.1,65.453,514.61,0.0001071378227302
2489,5.38,24.611,58.1,66.858,540.2,0.0001101284313883
2490,5.08,24.603,59.0,69.804,532.57,0.0001111917103932
2491,4.87,31.131,59.8,60.855,541.27,0.000109463696477
2492,4.72,24.462642857142857,60.6,65.87416666666667,555.16,0.0001122201246965
2493,5.07,24.462642857142857,61.4,65.87416666666667,596.4,0.0001164389263768
2494,5.06,24.462642857142857,62.1,65.87416666666667,624.52,0.0001192307572203
2495,2.08,0.3334,14.1,6.0558,88.12,2.2315228594576403e-05
2496,2.51,0.3334,14.4,6.0558,49.94,2.151648162492469e-05
2497,2.8,0.3334,14.7,6.0558,61.6,2.1227816931306783e-05
2498,2.2,0.3334,15.0,6.0558,64.13,2.10494117025324e-05
2499,2.1,0.309,15.3,2.229,64.36,2.085957982722184e-05
2500,1.72,0.3334,15.7,6.0558,66.94,2.1027796197749645e-05
2501,1.08,0.3334,16.1,6.0558,67.41,2.0964704363419205e-05
2502,1.07,0.3334,16.6,6.0558,74.67,2.094208902421048e-05
2503,0.63,0.155,17.1,1.435,79.85,2.0903863133449265e-05
2504,0.93,0.3334,17.7,6.0558,84.44,2.08490106852154e-05
2505,1.27,0.212,18.4,1.437,79.45,2.077894349557113e-05
2506,0.89,0.251,19.1,2.669,111.78,2.088122887523447e-05
2507,0.95,0.3334,19.9,6.0558,108.94,2.0962457514567085e-05
2508,0.81,0.3334,20.8,12.082,127.08,2.102380589682122e-05
2509,1.34,0.3334,21.7,9.538,123.32,2.054415906053998e-05
2510,1.64,0.3334,22.6,8.189,119.8,2.109167086515653e-05
2511,1.85,0.3334,23.6,7.468,115.24,2.076795580844834e-05
2512,0.85,0.3334,24.7,7.986,83.69,2.0768448832139825e-05
2513,0.77,0.74,25.8,7.525,86.14,2.1579716364645285e-05
2514,1.23,0.3334,26.9,6.0558,86.64,2.1032888013480845e-05
2515,1.21,13.842,44.3,53.18173333333333,705.89,2.3379821442151063e-05
2516,0.88,14.525,45.5,42.671,769.8,2.3504124374232668e-05
2517,1.05,14.689,46.7,53.18173333333333,818.48,2.4058613322258587e-05
2518,1.34,15.238,47.9,53.18173333333333,849.23,2.459787037104521e-05
2519,1.02,15.542,49.1,46.273,870.34,2.5343324234931727e-05
2520,1.0,15.819,50.3,47.277,890.56,2.47517174760804e-05
2521,1.0,15.744,51.5,47.537,915.74,2.5458459114032893e-05
2522,0.95,16.127,52.7,48.775,945.89,2.633806713428142e-05
2523,1.19,16.418,53.9,50.691,1016.38,2.7177148155817544e-05
2524,1.19,16.758,55.1,53.944,977.25,2.780040973832467e-05
2525,1.15,17.598,56.2,57.18,989.14,2.879318613141172e-05
2526,1.17,18.326,57.5,51.218,983.65,2.954188915997543e-05
2527,1.31,19.043,58.6,54.778,1017.4,3.082099279461227e-05
2528,1.54,20.084,59.8,55.727,1095.29,3.186636929605725e-05
2529,1.74,21.234,60.9,57.453,1077.33,3.32297463348937e-05
2530,1.97,22.28,62.0,60.092,1190.74,3.401197503485787e-05
2531,2.08,22.936,63.1,61.678,1272.18,3.528356920284039e-05
2532,2.11,23.451,64.3,62.432,1313.7,3.61695833841349e-05
2533,2.04,23.91,65.4,53.18173333333333,1173.18,3.8377116642321536e-05
2534,2.05,24.601,66.5,53.18173333333333,1236.88,3.8833761515152456e-05
2535,5.57,21.527,43.6,68.587,186.66,6.515607366515846e-05
2536,5.56,21.761,44.5,71.416,192.84,6.861646825071264e-05
2537,5.81,22.342,45.3,71.861,203.9,6.910276276822685e-05
2538,5.83,22.561,46.1,73.973,213.36,7.108755003469867e-05
2539,5.72,23.058,46.9,74.47,219.79,7.357792026042607e-05
2540,5.77,23.519,47.7,75.268,248.67,7.408991233522453e-05
2541,5.61,23.672,48.5,76.513,247.16,7.511141111459863e-05
2542,5.28,23.925,49.3,77.829,283.03,7.813880338136962e-05
2543,5.67,23.994,50.1,79.135,295.53,7.969274462310562e-05
2544,6.15,24.167,50.9,80.932,301.88,8.276445236855908e-05
2545,6.2,24.367,51.8,82.567,301.73,8.536614588325506e-05
2546,6.17,24.965,52.7,83.918,301.61,8.849592918725738e-05
2547,6.17,25.406,53.7,82.175,315.63,9.165503449084126e-05
2548,6.14,26.252,54.6,83.646,326.47,9.283932774290032e-05
2549,6.0,27.628,55.6,86.046,340.91,9.052996239988896e-05
2550,6.06,28.148,56.5,88.244,336.05,9.57945197467798e-05
2551,6.12,30.007,57.5,96.972,344.85,9.605521455954388e-05
2552,5.88,30.861,58.4,99.745,369.64,9.938513056467994e-05
2553,6.0,31.721,59.3,102.353,399.58,0.000101920465528
2554,6.17,32.77,60.2,104.57,423.19,0.0001051676096014
2555,4.44,1.7675714285714286,17.6,18.09057142857143,4.16,2.9972563576418508e-05
2556,6.03,1.7675714285714286,17.9,18.09057142857143,4.42,2.9154126654496687e-05
2557,5.74,1.7675714285714286,18.2,18.09057142857143,3.66,2.837046590852052e-05
2558,5.24,1.342,18.5,14.094,3.15,2.762113994569259e-05
2559,4.89,1.7675714285714286,18.8,18.09057142857143,3.33,2.897512899106532e-05
2560,6.4,1.894,19.1,14.769,3.38,2.823998337875264e-05
2561,5.25,1.7675714285714286,19.3,18.09057142857143,3.87,2.950537194471873e-05
2562,4.96,1.7675714285714286,19.5,18.09057142857143,3.93,2.878719545546141e-05
2563,3.14,1.768,19.7,18.09057142857143,3.96,2.8101675609244328e-05
2564,2.99,1.7675714285714286,19.9,20.963,3.45,2.744769384476316e-05
2565,3.06,1.7675714285714286,20.1,18.09057142857143,3.84,2.8612405623768325e-05
2566,2.95,2.013,20.3,17.858,3.4,2.7977408242843905e-05
2567,3.1,1.546,20.6,17.371,3.01,2.908080700950087e-05
2568,2.78,1.873,20.8,19.937,3.57,2.846388769824261e-05
2569,2.97,1.7675714285714286,21.1,18.09057142857143,3.48,2.951385757596129e-05
2570,3.21,1.7675714285714286,21.4,18.09057142857143,3.37,2.891710269909024e-05
2571,3.17,1.937,21.8,18.09057142857143,3.45,2.834525146174887e-05
2572,3.12,1.7675714285714286,22.1,18.09057142857143,3.46,2.779575064740936e-05
2573,3.11,1.7675714285714286,22.5,21.642,3.91,2.933995901670988e-05
2574,3.57,1.7675714285714286,22.9,18.09057142857143,4.51,2.824728565885307e-05
2575,2.99,7.6646,25.6,38.171,91.09,2.0260031400607702e-05
2576,2.68,7.6646,26.1,37.817,89.6,2.038343858998737e-05
2577,2.58,7.6646,26.6,37.457,84.11,2.066108886716292e-05
2578,3.14,7.6646,27.0,38.04,83.99,2.0851844445498133e-05
2579,3.06,7.365,27.5,39.005,83.99,2.0623876955483724e-05
2580,3.08,7.6646,28.0,40.03833333333333,85.17,2.0891490441048003e-05
2581,3.61,7.6646,28.5,40.03833333333333,85.63,2.170027134520065e-05
2582,3.67,7.6646,29.1,40.03833333333333,83.73,2.1936384402531868e-05
2583,3.73,7.6646,29.7,40.03833333333333,81.26,2.2343961050499072e-05
2584,4.24,7.6646,30.3,40.03833333333333,78.87,2.2914230160965537e-05
2585,4.45,7.6646,31.0,40.03833333333333,81.21,2.36208729346092e-05
2586,4.53,7.6646,31.8,40.03833333333333,82.47,2.403883827355268e-05
2587,4.54,7.6646,32.6,40.03833333333333,81.69,2.44414984437342e-05
2588,4.53,7.6646,33.4,40.03833333333333,83.91,2.508173889741088e-05
2589,4.75,7.6646,34.3,40.03833333333333,60.64,2.637690983504013e-05
2590,5.02,7.6646,35.2,40.03833333333333,63.3,2.760618772920073e-05
2591,4.99,7.675,36.0,40.03833333333333,64.27,2.821721329449453e-05
2592,4.98,7.833,36.8,40.03833333333333,64.77,2.827002569679207e-05
2593,5.08,7.527,37.6,49.74,66.74,2.7009447065575462e-05
2594,5.35,7.923,38.5,40.03833333333333,67.59,2.681155576403488e-05
2595,4.92,31.158,45.5,36.744,357.99,9.108378219874524e-05
2596,4.87,31.002,46.0,39.875,387.98,9.350280713065368e-05
2597,4.9,30.932,46.6,41.837,411.65,9.733519156372624e-05
2598,5.38,31.928,47.3,44.04,428.62,0.0001013916769696
2599,5.46,34.135,48.0,44.171,447.19,0.0001028368362198
2600,5.53,35.159,48.9,44.793,468.4,0.0001051611134154
2601,5.64,35.98,49.8,45.773,509.43,0.0001055776508655
2602,5.73,35.447,50.8,47.398,537.69,0.0001080031698034
2603,6.14,35.36,51.8,49.669,579.1,0.0001098662602631
2604,6.84,35.807,52.8,50.888,557.73,0.0001108969302243
2605,6.79,37.296,53.9,52.726,587.8,0.0001119211290835
2606,6.74,38.074,55.1,53.453,596.75,0.000115004274215
2607,6.6,37.999,56.2,53.802,632.79,0.000117615838315
2608,6.44,37.857,57.4,52.854,668.2,0.0001173514072373
2609,6.39,37.767,58.6,52.982,704.53,0.0001188362966646
2610,6.51,38.267,59.8,54.44,710.18,0.000122003560161
2611,6.41,38.112,60.9,56.851,733.68,0.0001215316630135
2612,6.32,38.723,62.1,59.227,790.61,0.0001213485147317
2613,6.32,40.299,63.2,60.795,842.89,0.0001235340543843
2614,6.45,44.411,64.3,61.444,868.95,0.0001235225002161
2615,2.28,4.241,24.5,11.918,70.6,2.431573525321556e-05
2616,2.2,4.433,25.2,8.353,77.26,2.419138479377312e-05
2617,2.23,7.231611111111111,25.9,10.622,79.31,2.4847613284067977e-05
2618,2.08,7.231611111111111,26.6,17.10142105263158,68.9,2.6232048805208825e-05
2619,2.2,5.405,27.4,17.142,89.4,2.6889285873743768e-05
2620,2.11,5.218,28.1,14.077,92.1,2.7607836208229344e-05
2621,2.03,5.219,28.9,16.715,101.73,2.890052743708744e-05
2622,1.92,5.555,29.6,20.501,120.43,2.95500262439342e-05
2623,1.72,6.244,30.3,15.044,147.05,3.048676198120083e-05
2624,1.7,6.826,31.1,15.552,168.71,3.0844099552492346e-05
2625,1.56,7.239,31.8,17.455,168.91,3.135104605776959e-05
2626,1.58,7.391,32.7,18.234,171.49,3.241885232376454e-05
2627,1.44,7.645,33.6,18.325,181.38,3.3377815362863404e-05
2628,1.74,7.983,34.5,18.401,202.46,3.381675140692449e-05
2629,1.61,8.364,35.4,19.132,197.54,3.4802183656382355e-05
2630,1.71,8.624,36.3,19.606,220.64,3.47337346364439e-05
2631,1.67,8.925,37.3,19.477,238.81,3.5709467056442546e-05
2632,1.47,9.277,38.2,19.966,226.19,3.645794752019021e-05
2633,1.79,10.041,39.2,21.803,245.11,3.668106837404694e-05
2634,1.93,11.539,40.1,22.604,259.93,3.77366722694043e-05
2635,3.04,4.056,39.8,14.61,76.12,2.5860062581351447e-05
2636,1.99,8.718571428571428,40.5,26.7344,90.36,2.7551070147143903e-05
2637,2.63,8.718571428571428,41.1,26.7344,111.17,2.7082881951967467e-05
2638,2.29,8.718571428571428,41.8,26.7344,112.59,2.6632195046001995e-05
2639,2.6,8.102,42.5,52.258,120.87,2.823166907644128e-05
2640,2.53,8.718571428571428,43.3,26.7344,123.42,2.7797688423652657e-05
2641,2.91,8.718571428571428,44.0,26.7344,127.12,2.7349358755213472e-05
2642,2.77,8.718571428571428,44.8,26.7344,130.39,2.879493209195181e-05
2643,2.25,8.718571428571428,45.6,26.7344,154.93,2.831128827686175e-05
2644,2.45,7.054,46.4,30.625,150.84,2.9732868757259e-05
2645,2.13,8.718571428571428,47.2,26.7344,160.71,2.931159878283586e-05
2646,1.92,8.718571428571428,48.0,26.7344,185.9,3.0732574178491174e-05
2647,1.88,8.718571428571428,48.8,26.7344,204.75,3.2133848188989874e-05
2648,2.02,8.718571428571428,49.5,22.967,225.19,3.351880404907153e-05
2649,2.01,8.718571428571428,50.3,20.351,242.2,3.662933381707311e-05
2650,3.39,10.463,51.0,20.873,219.89,3.795505086839432e-05
2651,3.93,11.312,51.7,19.543,197.11,3.926093843884853e-05
2652,3.46,11.849,52.4,19.281,256.73,4.054608823166683e-05
2653,5.26,8.194,53.1,27.569,266.91,4.054608823166683e-05
2654,7.01,8.718571428571428,53.8,39.267,270.39,4.140286143455946e-05
2655,6.19,30.232,36.9,103.035,314.37,0.0001173297365661
2656,6.49,31.22,37.6,104.679,399.87,0.0001181219284523
2657,6.78,32.149,38.4,106.906,419.94,0.0001201674079409
2658,6.91,32.865,39.2,108.071,420.64,0.0001200627938444
2659,6.72,33.746,40.1,110.019,448.69,0.0001200703284963
2660,6.71,34.518,41.1,111.841,465.27,0.0001209761542558
2661,6.63,35.377,42.2,113.339,503.7,0.0001227736054715
2662,6.6,36.209,43.3,114.471,535.74,0.000124237522655
2663,6.77,36.757,44.5,114.822,567.2,0.0001249255283548
2664,7.24,37.446,45.7,115.026,582.54,0.0001259430412937
2665,6.86,38.033,47.0,115.845,578.11,0.0001270655732194
2666,8.8,38.821,48.3,116.076,678.72,0.0001285108323188
2667,9.04,39.586,49.5,116.473,725.1,0.0001293966863024
2668,9.16,40.365,50.8,116.812,757.58,0.0001289555271205
2669,9.2,41.115,52.0,116.99,774.77,0.0001283961914602
2670,9.07,41.899,53.2,117.49,794.83,0.000129466512749
2671,9.14,42.707,54.4,117.866,798.93,0.0001312862277475
2672,9.14,43.338,55.6,118.27,796.7,0.0001328738936425
2673,9.28,44.055,56.7,118.549,848.28,0.0001350503701968
2674,9.22,70.921,57.8,113.5042105263158,863.48,0.0001363457876575
2675,2.6,35.298,53.8,119.413,1043.65,8.930881308725016e-05
2676,2.83,35.373,54.9,119.857,1081.76,8.972489880987307e-05
2677,3.09,35.9,56.1,124.19,1115.33,9.196174228516372e-05
2678,3.17,36.905,57.2,129.689,1126.59,9.394843823544856e-05
2679,3.15,37.264,58.4,128.353,1184.53,9.381458560460144e-05
2680,3.11,37.623,59.6,130.032,1137.08,9.546864422508168e-05
2681,2.92,38.003,60.8,133.815,1214.89,9.715662045945644e-05
2682,2.88,37.918,62.1,136.211,1316.41,9.91440913099873e-05
2683,3.0,38.298,63.3,139.219,1368.74,0.0001012989479682
2684,3.24,38.476,64.5,142.103,1416.31,0.0001041493111877
2685,3.22,38.166,65.7,149.586,1436.52,0.0001063824484438
2686,3.3,38.355,66.9,154.692,1497.96,0.0001082466258662
2687,3.46,39.102,68.0,158.58,1597.2,0.000111421296855
2688,3.43,40.303,69.1,161.789,1648.37,0.0001136826153467
2689,3.41,41.171,70.1,164.21,1782.58,0.0001151663548716
2690,3.5,41.898,71.1,168.618,1889.44,0.0001178256886502
2691,3.5,42.473,72.1,173.278,2056.32,0.0001186731332067
2692,3.62,42.957,73.0,175.357,2109.74,0.0001200497293377
2693,3.55,43.328,73.9,178.949,2363.79,0.0001225102955269
2694,3.63,43.416,74.8,182.605,2158.14,0.0001249015931734
2695,1.55,13.654,28.5,19.544,93.18,1.3903018733923117e-05
2696,1.86,14.466454545454546,29.2,18.967181818181817,89.19,1.356227720702372e-05
2697,2.05,14.676,29.9,19.606,93.19,1.3815174240561375e-05
2698,2.45,14.053,30.8,18.506,96.35,1.3265330544942037e-05
2699,2.14,14.522,31.7,19.132,91.03,1.328788618953047e-05
2700,2.07,15.384,32.7,18.846,84.63,1.357563324672582e-05
2701,1.77,14.466454545454546,33.5,18.967181818181817,85.52,1.3766200644548006e-05
2702,1.76,14.882,34.3,18.904,87.71,1.3861960836836816e-05
2703,1.57,14.858,35.2,18.423,83.94,1.444323938224952e-05
2704,1.59,14.113,36.0,18.429,92.95,1.4933618000257132e-05
2705,1.47,14.602,36.8,18.749,90.04,1.581215698093216e-05
2706,1.5,14.466454545454546,37.7,18.967181818181817,97.66,1.6431481830999987e-05
2707,1.61,14.466454545454546,38.6,18.967181818181817,85.68,1.6732690519878925e-05
2708,0.89,21.717,26.8,41.816,35.8,2.504134631266978e-05
2709,0.88,21.241,27.4,38.946,39.65,2.508240912280348e-05
2710,0.81,20.41,28.0,38.6,43.94,2.5108450683050603e-05
2711,0.77,19.396,28.6,35.649,48.89,2.542689782102144e-05
2712,0.89,19.512,29.2,35.267,54.3,2.6314085825484085e-05
2713,0.99,19.548,29.8,34.64,58.66,2.70000943535906e-05
2714,0.94,19.166,30.3,35.069,63.4,2.73615068529054e-05
2715,1.08,18.962,30.9,35.224,78.09,2.7696924426115487e-05
