,Mean BMI (kg/m²) (age-standardized estimate),Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),Maternal mortality ratio (per 100 000 live births),per_capita-Tuberculosis,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),"Mean Non-HDL cholesterol, age-standardized"
1116,25.052941176470583,1.57865,126.61111111111111,2.618955915408849e-05,12.74328,9.8,3.494736842105264
1117,21.5,21.09656,1020.0,0.0005945813698076,30.90532,80.9,2.7
1118,21.6,20.47128,1070.0,0.0005814475692069,30.23126,80.2,2.7
1119,21.7,19.84814,1090.0,0.0005627733470542,29.78478,79.6,2.7
1120,21.7,19.27904,1080.0,0.0005368031067879,29.41427,78.9,2.7
1121,21.8,18.72965,1020.0,0.0005206209243244,29.14039,78.3,2.7
1122,21.9,18.20724,920.0,0.0004992500325004,28.52574,77.7,2.7
1123,22.0,17.69832,831.0,0.0004919894424501,28.09705,77.2,2.7
1124,22.0,17.22332,772.0,0.0004836341869595,27.72599,76.8,2.7
1125,22.1,16.77623,754.0,0.0004707077717462,27.36395,76.5,2.8
1126,22.1,16.34941,750.0,0.0004594364173702,27.05482,76.3,2.8
1127,22.2,15.95278,747.0,0.0004536990175827,26.7871,76.2,2.8
1128,22.2,15.57921,748.0,0.0004454292982866,26.50315,76.1,2.8
1129,22.3,15.21115,744.0,0.0004363820237064,26.27419,76.1,2.8
1130,22.3,14.86798,731.0,0.0004355752214606,26.02431,76.1,2.8
1131,22.3,14.53519,767.0,0.0004340102644299,25.71992,76.1,2.8
1132,22.4,14.19835,699.0,0.0004250365996664,25.60056,75.9,2.9
1133,22.4,13.84667,621.0,0.0004091505173628,25.52346,75.6,2.9
1134,22.029411764705884,13.5038,576.0,0.0003861004794074,25.40344,75.1,2.9
1135,22.029411764705884,13.16071,830.0,0.0003707144598858,25.31545,74.4,2.9
1136,22.029411764705884,12.82113,830.0,0.0003361584612445,25.2023,73.8,2.7789473684210524
1137,21.7,24.17198,1210.0,0.0007193912698741,44.79614,79.7,2.7
1138,21.8,23.595,1180.0,0.0006973068341427,44.2212,79.2,2.7
1139,21.9,22.94518,1150.0,0.0006758581373019,43.7772,78.6,2.7
1140,22.0,22.29117,1110.0,0.0006573930614883,43.24031,78.0,2.7
1141,22.1,21.56598,1050.0,0.0006445909875508,42.4623,77.3,2.7
1142,22.1,20.80631,979.0,0.0006166209033071,41.84933,76.6,2.7
1143,22.2,20.06576,912.0,0.0005953919848733,41.22575,75.9,2.7
1144,22.3,19.26003,860.0,0.0005873246513396,40.42266,75.2,2.7
1145,22.4,18.44256,827.0,0.000560810334344,39.66908,74.5,2.7
1146,22.4,17.57023,800.0,0.0005365184580602,38.8715,73.8,2.7
1147,22.5,16.70223,779.0,0.0005130577346488,38.16615,73.2,2.8
1148,22.5,15.88661,762.0,0.0004922723882162,37.3833,72.6,2.8
1149,22.6,15.06353,744.0,0.0004740258982698,36.52433,72.2,2.8
1150,22.6,14.25379,726.0,0.000467827102663,35.93077,71.8,2.8
1151,22.7,13.5708,711.0,0.0004606123309464,35.12434,71.3,2.8
1152,22.7,12.94748,694.0,0.0004495501601812,34.50002,70.9,2.8
1153,22.8,12.38572,679.0,0.0004399829691346,33.77039,70.4,2.8
1154,22.311764705882357,11.88825,667.0,0.0004240271645191,33.27191,69.7,2.8
1155,22.311764705882357,11.4309,880.0,0.0004089630415691,32.69818,68.9,2.8
1156,22.311764705882357,11.02539,880.0,0.0003851336268453,32.18564,68.0,2.747368421052632
1157,23.6,2.09735,231.0,0.0001336619295181,18.12711,39.7,3.4
1158,23.7,2.08498,216.0,0.0001182813340608,17.86591,39.4,3.4
1159,23.8,2.07535,227.0,0.0001162603516428,17.64485,39.2,3.4
1160,23.9,2.07039,226.0,0.0001154128767428,17.43131,39.1,3.4
1161,24.0,2.07119,220.0,0.0001167446461033,17.2756,39.1,3.4
1162,24.1,2.07469,223.0,0.0001120416434319,17.02452,38.9,3.5
1163,24.2,2.08217,221.0,0.0001129556201263,16.94958,38.6,3.5
1164,24.2,2.0924,208.0,0.000111284365594,16.75414,38.2,3.5
1165,24.3,2.10478,192.0,0.0001094901584177,16.56729,37.6,3.5
1166,24.4,2.11896,185.0,0.0001035939118654,16.33952,36.9,3.6
1167,24.5,2.1326,179.0,0.0001068824266586,16.09464,36.0,3.6
1168,24.6,2.14719,180.0,0.000102045200653,15.93105,35.1,3.6
1169,24.7,2.16064,185.0,9.974282525596164e-05,15.60489,34.1,3.7
1170,24.8,2.17351,175.0,9.460699578187952e-05,15.29759,33.4,3.7
1171,24.9,2.18287,174.0,9.47483686361243e-05,14.98673,32.5,3.7
1172,25.0,2.17978,172.0,9.206544770208704e-05,14.7182,31.7,3.8
1173,25.1,2.16358,170.0,8.925697624412054e-05,14.4474,31.0,3.8
1174,24.34117647058824,2.13265,169.0,8.63228230800253e-05,14.2304,30.3,3.9
1175,24.34117647058824,2.08429,197.38888888888889,8.362523485877452e-05,14.01505,29.8,3.9
1176,24.34117647058824,2.03613,197.38888888888889,8.146117306760075e-05,13.82662,29.3,3.594736842105263
1177,24.3,12.49331,437.0,0.0001843600400623,23.80285,64.4,3.3
1178,24.5,12.02522,437.0,0.0001775090335876,23.53099,64.1,3.3
1179,24.6,11.59085,441.0,0.0001686310096721,23.40045,63.8,3.3
1180,24.7,11.16895,446.0,0.0001625455259737,23.28831,63.7,3.3
1181,24.9,13.02783,513.0,0.0001578652200257,23.2156,63.6,3.3
1182,25.0,10.36941,459.0,0.0001529658480929,23.11682,63.5,3.3
1183,25.1,9.99066,467.0,0.000149184173098,22.8674,63.5,3.4
1184,25.3,9.62692,473.0,0.0001469397430217,22.64714,63.4,3.4
1185,25.4,9.28229,484.0,0.0001443084079203,22.39902,63.2,3.4
1186,25.6,8.96446,484.0,0.0001413380871475,22.19342,63.1,3.4
1187,25.7,100.66414,506.0,0.000141466551089,22.59277,62.9,3.4
1188,25.8,8.37278,496.0,0.0001412561322445,21.73252,62.7,3.4
1189,26.0,8.09045,500.0,0.0001398742091138,21.49951,62.5,3.5
1190,26.1,7.81746,496.0,0.0001384686819216,21.23354,62.4,3.5
1191,26.2,7.55799,492.0,0.0001358444075368,20.96569,62.2,3.5
1192,26.3,7.30136,488.0,0.0001336298181041,20.77184,62.0,3.5
1193,26.5,7.05996,489.0,0.0001307143534527,20.5493,61.7,3.5
1194,25.41176470588235,6.83668,480.0,0.0001273886089067,20.37803,61.3,3.5
1195,25.41176470588235,6.61705,477.1111111111111,0.0001256488555225,20.09817,60.7,3.5
1196,25.41176470588235,6.43449,477.1111111111111,0.0001215635262535,19.8617,60.1,3.405263157894737
1197,24.5,3.2474,85.0,8.051079064741368e-05,13.89427,35.5,3.8
1198,24.6,3.1307,83.0,7.798398677734776e-05,13.64749,35.6,3.9
1199,24.7,3.0289,80.0,7.604179878742463e-05,13.37731,35.7,3.9
1200,24.8,2.93683,78.0,7.403035536027863e-05,13.0423,35.8,3.9
1201,24.9,2.84763,77.0,7.24097612910504e-05,12.66561,35.9,3.9
1202,24.9,2.77107,77.0,7.048455700038857e-05,12.28131,35.8,3.9
1203,25.0,2.69536,77.0,6.797951423742552e-05,11.82792,35.6,3.9
1204,25.1,2.62836,77.0,6.585762459663868e-05,11.40193,35.3,3.9
1205,25.2,2.56582,76.0,6.370630792763119e-05,10.99021,34.7,3.9
1206,25.3,2.51458,75.0,6.191202722188862e-05,10.53073,34.1,3.9
1207,25.4,2.4734,74.0,6.095565194698235e-05,10.05598,33.3,3.9
1208,25.5,2.43849,72.0,6.11525862632135e-05,9.59543,32.5,3.8
1209,25.5,2.40567,70.0,6.074709525831557e-05,9.23339,31.7,3.8
1210,25.6,2.37143,69.0,6.0721089570709e-05,9.17836,30.9,3.8
1211,25.7,2.33995,68.0,6.082413092144139e-05,9.18445,30.0,3.8
1212,25.8,2.30534,67.0,6.04801391340456e-05,9.06555,29.2,3.8
1213,25.9,2.26617,65.0,6.027036882654604e-05,8.93494,28.4,3.8
1214,25.2,2.22222,65.0,5.985346853062833e-05,8.80509,27.6,3.7
1215,25.2,2.17061,74.16666666666667,6.051727779344491e-05,8.64237,26.9,3.7
1216,25.2,2.1114,74.16666666666667,5.983911000583914e-05,8.51092,26.2,3.842105263157895
1217,26.4,0.87654,16.0,2.5425169439537618e-05,4.2957,20.6,4.1
1218,26.5,0.84322,15.0,2.290243100420546e-05,4.22446,19.9,4.0
1219,26.6,0.81112,16.0,2.0963579044608617e-05,4.16755,19.4,4.0
1220,26.7,0.78019,15.0,1.922317180947617e-05,4.009,19.1,4.0
1221,26.8,0.75007,15.0,1.7473131089783302e-05,3.91554,18.9,3.9
1222,26.9,0.72073,15.0,1.6107183963130855e-05,3.83421,18.7,3.9
1223,27.0,0.69239,14.0,1.3935521734486704e-05,3.76524,18.7,3.9
1224,27.2,0.66546,15.0,1.3254632045434886e-05,3.68785,18.6,3.9
1225,27.3,0.63999,14.0,1.1875677425065723e-05,3.69287,18.4,3.8
1226,27.4,0.61581,13.0,1.0692335733746051e-05,3.57413,18.3,3.8
1227,27.5,0.59304,13.0,9.707436867384104e-06,3.50086,18.3,3.8
1228,27.6,0.57166,13.0,8.620636078645061e-06,3.4901,18.4,3.8
1229,27.7,0.552,12.0,8.334627878446582e-06,3.57172,18.4,3.7
1230,27.8,0.53412,12.0,7.64628295070059e-06,3.75204,18.4,3.7
1231,28.0,0.51791,12.0,7.15788726589676e-06,3.90628,18.4,3.7
1232,28.1,0.50319,12.0,7.173498952921741e-06,3.80768,18.3,3.7
1233,28.2,0.48912,12.0,6.278618347500057e-06,3.67088,18.1,3.6
1234,27.27647058823529,0.47534,12.0,6.090848044000286e-06,3.5344,17.9,3.6
1235,27.27647058823529,0.46177,13.666666666666666,6.3953904462003005e-06,3.40631,17.9,3.6
1236,27.27647058823529,0.44797,13.666666666666666,6.224902036879789e-06,3.29874,18.1,3.8157894736842106
1237,26.0,0.72871,6.0,1.0674523115679808e-05,2.6949,10.2,4.1
1238,26.1,0.68438,6.0,1.0533264047863151e-05,2.6095,9.9,4.0
1239,26.2,0.64359,6.0,6.943721140159011e-06,2.52614,9.7,3.9
1240,26.3,0.60437,6.0,6.87134101091169e-06,2.47201,9.6,3.9
1241,26.4,0.56773,6.0,6.803507888667397e-06,2.41089,9.5,3.8
1242,26.4,0.53278,5.0,6.739975129491772e-06,2.35739,9.4,3.7
1243,26.5,0.49955,5.0,6.680294467380122e-06,2.30053,9.4,3.7
1244,26.6,0.46798,5.0,6.624029993607811e-06,2.2359,9.4,3.6
1245,26.6,0.43867,5.0,6.5710145975089285e-06,2.17385,9.4,3.6
1246,26.7,0.41014,5.0,6.521157896796155e-06,2.11965,9.4,3.5
1247,26.7,0.38409,5.0,6.474377650448351e-06,2.07542,9.4,3.5
1248,26.8,0.36009,5.0,6.429669064933228e-06,2.04501,9.6,3.4
1249,26.8,0.33726,4.0,6.386042665151046e-06,2.01445,9.7,3.4
1250,26.9,0.31631,4.0,6.343547502069582e-06,1.99124,9.8,3.3
1251,26.9,0.29622,5.0,3.1510850761459707e-06,1.98308,9.9,3.3
1252,27.0,0.27642,4.0,3.130919394480189e-06,1.9742,10.0,3.3
1253,27.0,0.25849,4.0,3.111290874583865e-06,1.95511,10.1,3.2
1254,26.58235294117647,0.24286,4.0,3.092222442113596e-06,1.93785,10.4,3.2
1255,26.58235294117647,0.22858,5.0,3.092222442113596e-06,1.92005,10.6,3.1
1256,26.58235294117647,0.21591,5.0,3.0557490863310232e-06,1.90289,11.0,3.5526315789473686
1257,20.6,8.99788,370.0,0.0005919525285875,29.63789,69.5,3.4
1258,20.7,8.56019,354.0,0.0005641041354967,28.94958,68.3,3.4
1259,20.8,8.12869,336.0,0.0005349131314809,28.28987,67.3,3.4
1260,20.8,7.70947,319.0,0.0005050682679048,27.6962,66.3,3.4
1261,20.9,7.29935,303.0,0.0004671636240183,26.88168,65.3,3.4
1262,21.0,6.89863,286.0,0.0004573064359895,25.85684,64.4,3.4
1263,21.0,6.50624,270.0,0.0004439754446706,24.82704,63.4,3.4
1264,21.1,6.12506,255.0,0.0004366469279185,23.67104,62.5,3.4
1265,21.2,5.75487,240.0,0.0004316654034812,22.45882,61.5,3.4
1266,21.2,5.40114,225.0,0.000410139947782,21.27075,60.6,3.4
1267,21.3,5.0562,210.0,0.0003920466082794,20.16935,59.7,3.4
1268,21.4,4.72781,197.0,0.0003812801433047,19.3146,58.8,3.3
1269,21.4,4.42023,185.0,0.0003830404844031,18.80296,58.0,3.3
1270,21.5,4.12711,175.0,0.0003823082021573,18.28673,57.2,3.3
1271,21.6,3.85284,166.0,0.0003742071660125,17.77421,56.4,3.3
1272,21.6,3.59874,158.0,0.0003561928269947,16.95295,55.7,3.3
1273,21.7,3.3653,150.0,0.0003474865453777,16.05746,55.0,3.2
1274,21.16470588235294,3.15929,145.0,0.0003439532426158,15.1706,54.5,3.2
1275,21.16470588235294,2.98724,241.33333333333331,0.0003386729472845,14.43921,53.9,3.2
1276,21.16470588235294,2.83221,241.33333333333331,0.0003222378450866,13.92757,53.4,3.3421052631578947
1277,21.1,5.97574,272.0,0.0005497979249558,15.2092,43.9,3.0
1278,21.2,5.72734,269.0,0.0005394479109768,14.82287,43.0,3.0
1279,21.2,5.48595,265.0,0.0005298141241394,14.51757,42.1,3.1
1280,21.3,5.25898,261.0,0.0005186854990735,14.17005,41.2,3.1
1281,21.4,9.03443,264.0,0.0005053049296515,13.75427,40.5,3.1
1282,21.5,4.84524,252.0,0.0004894542731209,13.36507,39.8,3.2
1283,21.6,4.65272,249.0,0.0004755969539156,13.10164,39.1,3.2
1284,21.7,4.47179,243.0,0.0004646816706008,12.83874,38.5,3.2
1285,21.8,4.2991,239.0,0.0004500986963406,12.55872,37.9,3.3
1286,21.8,4.1403,234.0,0.0004353782753777,12.23098,37.5,3.3
1287,21.9,3.99297,228.0,0.0004182890728609,11.85718,37.1,3.4
1288,22.0,3.85865,221.0,0.0003969007508721,11.54789,36.9,3.4
1289,22.1,3.72917,214.0,0.0003739200059921,11.25764,36.9,3.4
1290,22.2,3.60485,207.0,0.0003572276455023,10.94835,37.0,3.5
1291,22.3,3.49304,199.0,0.0003432942693857,10.67452,37.2,3.5
1292,22.4,3.37703,192.0,0.0003280778629265,10.39072,37.5,3.5
1293,22.5,3.26815,184.0,0.0003196619212946,10.12712,37.8,3.6
1294,21.764705882352946,3.16077,177.0,0.0003099613828872,9.86634,38.0,3.6
1295,21.764705882352946,3.06321,231.66666666666663,0.0003012270495028,9.64727,38.2,3.6
1296,21.764705882352946,2.96667,231.66666666666663,0.00028858843029,9.46173,38.4,3.3157894736842106
1297,24.2,2.775,48.0,1.45705578681945e-05,11.30108,40.9,4.0
1298,24.3,2.73664,44.0,1.3130734017523676e-05,11.06073,39.6,3.9
1299,24.4,2.71231,41.0,1.2734098255676108e-05,10.78217,38.5,3.9
1300,24.5,4.44684,39.0,1.2610888260694991e-05,10.52943,37.5,3.9
1301,24.5,2.70548,36.0,1.2010161772679722e-05,10.22778,36.5,3.9
1302,24.6,2.72061,34.0,1.1247502722366034e-05,9.96355,35.5,3.8
1303,24.7,2.74643,32.0,1.093129136810577e-05,9.66747,34.5,3.8
1304,24.7,2.77471,30.0,1.101314570100238e-05,9.36176,33.5,3.8
1305,24.8,2.78553,28.0,1.110291240188651e-05,9.07074,32.5,3.7
1306,24.9,2.76156,25.0,1.1491740005819325e-05,8.75403,31.6,3.7
1307,24.9,2.6974,22.0,1.141396749302058e-05,8.4392,30.7,3.6
1308,25.0,2.59487,19.0,1.1079554849933272e-05,8.19318,29.8,3.6
1309,25.0,2.46416,18.0,1.1195821227561064e-05,7.94815,29.0,3.5
1310,25.1,2.32185,17.0,1.1495993984213972e-05,7.73809,28.3,3.5
1311,25.1,2.18284,17.0,1.1516474520907235e-05,7.56433,27.7,3.4
1312,25.2,2.05413,17.0,1.1292492770360364e-05,7.35387,27.2,3.3
1313,25.2,1.93859,16.0,1.0845196867617294e-05,7.1844,26.8,3.3
1314,24.77058823529412,1.83628,16.0,1.0433521658797197e-05,7.02163,26.5,3.2
1315,24.77058823529412,1.74727,27.72222222222222,1.0039578621336893e-05,6.88783,26.4,3.2
1316,24.77058823529412,1.66816,27.72222222222222,9.55106536646387e-06,6.75437,26.5,3.631578947368421
1317,26.3,3.68924,136.0,6.33983629043823e-05,15.84483,34.7,3.8
1318,26.4,3.63785,122.0,5.950445321870227e-05,15.63005,34.1,3.8
1319,26.5,3.58935,127.0,5.552980186291747e-05,15.39829,33.5,3.7
1320,26.6,3.55082,158.0,5.0925583684100094e-05,15.20356,32.8,3.7
1321,26.7,3.51776,138.0,4.738154939921068e-05,15.02126,32.0,3.7
1322,26.8,3.49528,90.0,4.461147901899818e-05,14.79868,31.1,3.7
1323,26.9,3.47264,75.0,4.266629005172744e-05,14.60116,30.3,3.7
1324,27.0,3.45521,70.0,4.010568488309563e-05,14.35292,29.5,3.7
1325,27.2,3.42681,67.0,3.746763276798766e-05,14.08911,29.0,3.6
1326,27.3,3.39413,66.0,3.4983204207082064e-05,13.9003,28.4,3.6
1327,27.4,3.34477,75.0,3.327214606597678e-05,13.65496,28.2,3.6
1328,27.5,3.2783,92.0,3.274443274060284e-05,13.2784,28.0,3.6
1329,27.6,3.19744,83.0,3.179241110643715e-05,13.00127,28.1,3.6
1330,27.8,3.11519,78.0,3.055983262614746e-05,12.63169,28.3,3.5
1331,26.852941176470587,3.03938,79.0,2.912102837516172e-05,12.29245,28.6,3.5
1332,26.852941176470587,2.96612,93.61111111111111,2.7854896706676422e-05,11.96902,28.9,3.5
1333,26.852941176470587,2.88712,93.61111111111111,2.603548830525665e-05,11.6649,29.4,3.64375
1334,26.7,0.66321,7.0,1.360474449766574e-05,4.95389,12.7,3.8
1335,26.8,0.64034,7.0,1.1878017920313993e-05,4.87926,12.5,3.8
1336,26.9,0.61683,6.0,1.1187030367193933e-05,4.8035,12.3,3.7
1337,27.0,0.5929,6.0,1.0244442390003423e-05,4.67075,12.1,3.7
1338,27.1,0.56875,6.0,9.532743997915506e-06,4.46502,12.0,3.7
1339,27.2,0.54494,7.0,8.811233608426397e-06,4.27436,11.9,3.6
1340,27.3,0.52122,6.0,8.818702332593182e-06,4.17212,11.9,3.6
1341,27.4,0.49833,6.0,8.59731618937987e-06,4.11714,12.0,3.6
1342,27.4,0.4756,7.0,7.968646034071275e-06,3.97399,12.1,3.6
1343,27.5,0.45352,7.0,7.6419280715529e-06,3.83931,12.2,3.5
1344,27.6,0.43218,6.0,7.138350093674621e-06,3.68661,12.4,3.5
1345,27.6,0.4118,7.0,6.850816617340787e-06,3.50827,12.5,3.5
1346,27.7,0.39232,6.0,6.564975895949791e-06,3.38807,12.6,3.4
1347,27.7,0.37346,6.0,6.072049685279383e-06,3.33037,12.7,3.4
1348,27.8,0.35553,6.0,5.793784717444362e-06,3.28239,12.9,3.4
1349,27.8,0.33823,6.0,5.518870961642825e-06,3.21137,13.0,3.3
1350,27.9,0.32217,6.0,5.653741070370298e-06,3.0787,13.2,3.3
1351,27.376470588235293,0.30687,5.0,5.587593307819318e-06,2.95029,13.5,3.3
1352,27.376470588235293,0.29252,6.277777777777778,5.787150211670008e-06,2.88268,13.8,3.2
1353,27.376470588235293,0.27917,6.277777777777778,5.855693461474124e-06,2.83111,14.1,3.521052631578948
1354,26.0,0.75672,7.0,1.1448065849274765e-05,4.1279,14.0,3.8
1355,26.2,0.73583,7.0,1.0077836087035392e-05,3.9069,13.5,3.8
1356,26.3,0.71545,7.0,9.262835306788243e-06,3.56323,13.2,3.7
1357,26.4,0.69536,6.0,8.163995884729923e-06,3.29563,12.8,3.7
1358,26.5,0.67546,6.0,7.253244618092494e-06,3.0533,12.6,3.7
1359,26.6,0.65563,5.0,6.67367155006403e-06,3.02337,12.5,3.6
1360,26.7,0.63595,5.0,5.970691767260688e-06,3.08673,12.4,3.6
1361,26.8,0.6164,5.0,5.579349653837119e-06,3.08736,12.4,3.6
1362,26.9,0.59689,4.0,4.921011439383192e-06,2.99624,12.4,3.6
1363,27.0,0.57756,4.0,4.423738277266368e-06,2.84549,12.4,3.5
1364,27.1,0.55833,4.0,4.079420885411107e-06,2.74482,12.5,3.5
1365,27.2,0.53956,4.0,3.746795820502788e-06,2.75209,12.5,3.5
1366,27.3,0.52115,4.0,3.556957025899126e-06,2.79744,12.6,3.5
1367,27.4,0.50285,4.0,3.1140351901546662e-06,2.81204,12.7,3.5
1368,27.4,0.48467,4.0,2.9404808325396167e-06,2.78829,12.8,3.5
1369,27.5,0.46671,3.0,2.8984962979271088e-06,2.7714,13.0,3.4
1370,27.6,0.44869,3.0,2.858242836808501e-06,2.84,13.3,3.4
1371,26.876470588235293,0.43047,3.0,2.9422203097790207e-06,2.83261,13.5,3.4
1372,26.876470588235293,0.41305,4.722222222222222,3.06481282268648e-06,2.79831,13.9,3.4
1373,26.876470588235293,0.39641,4.722222222222222,3.105239183436749e-06,2.76621,14.3,3.5631578947368423
1374,26.0,0.62847,4.0,1.1075659003441276e-05,2.81285,12.3,3.9
1375,26.1,0.59506,3.0,1.0374401624883318e-05,2.73605,12.1,3.9
1376,26.1,0.56652,3.0,9.883480990932268e-06,2.66566,12.0,3.9
1377,26.2,0.54036,3.0,9.37671099262514e-06,2.60211,12.0,3.9
1378,26.3,0.51572,3.0,8.447441923836774e-06,2.52146,12.0,3.8
1379,26.3,0.49413,3.0,8.113444862316027e-06,2.46478,12.0,3.8
1380,26.4,0.4769,2.0,7.91255629893469e-06,2.40793,12.1,3.8
1381,26.4,0.46283,2.0,7.71466215146498e-06,2.36118,12.1,3.8
1382,26.5,0.44995,2.0,7.521887027114606e-06,2.34075,12.2,3.8
1383,26.5,0.43677,2.0,7.393124202634189e-06,2.34287,12.2,3.8
1384,26.5,0.42255,2.0,7.144154754639108e-06,2.36059,12.3,3.7
1385,26.5,0.40703,2.0,7.063627914697072e-06,2.40293,12.5,3.7
1386,26.5,0.39138,2.0,6.921177064995207e-06,2.45488,12.7,3.7
1387,26.5,0.37809,2.0,6.587262128271852e-06,2.52662,13.0,3.7
1388,26.5,0.36766,2.0,6.501284368448051e-06,2.60726,13.3,3.6
1389,26.5,0.35893,2.0,6.693059523609363e-06,2.65721,13.6,3.6
1390,26.5,0.35043,2.0,6.579844967241081e-06,2.59174,13.9,3.6
1391,26.37058823529412,0.34059,2.0,6.5982381094921285e-06,2.4713,14.2,3.6
1392,26.37058823529412,0.32745,2.388888888888889,6.75917074630901e-06,2.41993,14.5,3.5
1393,26.37058823529412,0.31099,2.388888888888889,6.834063797429365e-06,2.38916,14.9,3.742105263157895
1394,23.9,1.76414,77.0,8.028652348648434e-06,18.88916,27.7,3.3
1395,24.0,1.72644,79.0,6.816854597248869e-06,18.60599,27.4,3.3
1396,24.1,1.69348,78.0,6.379025164879039e-06,18.31093,27.3,3.3
1397,24.2,1.66451,79.0,6.321700165479798e-06,17.95633,27.3,3.3
1398,24.3,1.6394,80.0,4.791741691212056e-06,17.65046,27.3,3.3
1399,24.5,1.61566,80.0,4.019714139856087e-06,17.40895,27.2,3.3
1400,24.6,1.59277,79.0,3.6236951979515966e-06,17.06357,27.2,3.3
1401,24.7,1.57225,79.0,3.953675858244187e-06,16.73284,27.1,3.3
1402,24.8,1.54871,79.0,4.635685075804149e-06,16.42998,26.9,3.4
1403,25.0,1.52099,79.0,4.600258746861208e-06,16.06605,26.6,3.4
1404,25.1,1.49058,79.0,3.512183060600612e-06,15.60538,26.3,3.4
1405,25.2,1.45931,79.0,3.4862884276141934e-06,15.19787,25.9,3.4
1406,25.3,1.42583,79.0,3.1150631648280296e-06,14.83827,25.5,3.4
1407,25.5,1.3898,79.0,2.749411110507768e-06,14.48239,25.1,3.5
1408,25.6,1.3565,78.0,3.0716199382263103e-06,14.14403,24.9,3.5
1409,25.7,1.32412,78.0,3.389589215682952e-06,13.80292,24.5,3.5
1410,25.8,1.2938,80.0,3.366617962926803e-06,13.47793,24.3,3.5
1411,24.84117647058824,1.26068,80.0,3.3438542133064664e-06,13.17943,24.0,3.5
1412,24.84117647058824,1.23082,78.94444444444444,3.3438542133064664e-06,12.94662,23.7,3.6
1413,24.84117647058824,1.19769,78.94444444444444,3.2993434966310405e-06,12.68044,23.6,3.3947368421052637
1414,23.0,0.64906,9.0,4.001558154527129e-05,2.53899,15.1,3.5
1415,23.0,0.61969,8.0,3.8376632265637415e-05,2.47843,14.9,3.5
1416,23.1,0.59251,8.0,3.661733229607255e-05,2.44494,14.9,3.5
1417,23.1,0.5678,7.0,3.572653615638354e-05,2.37304,14.9,3.5
1418,23.2,0.54543,7.0,3.4958640732868434e-05,2.27573,14.9,3.5
1419,23.2,0.52525,7.0,3.5179793565942264e-05,2.23255,15.0,3.5
1420,23.3,0.5068,7.0,3.4589241715508635e-05,2.15979,15.1,3.5
1421,23.3,0.49028,6.0,3.3377931153653995e-05,2.07602,15.1,3.5
1422,23.3,0.47582,6.0,3.223314011917388e-05,2.03996,15.2,3.5
1423,23.4,0.46352,6.0,3.096215531932647e-05,2.05357,15.2,3.5
1424,23.4,0.45247,6.0,3.063196598967618e-05,2.03997,15.3,3.5
1425,23.5,1.08353,6.0,3.059554366963139e-05,1.99786,15.4,3.5
1426,23.5,0.43277,5.0,2.995255766106813e-05,1.91109,15.4,3.4
1427,23.5,0.42301,5.0,2.9248802732243668e-05,1.84435,15.5,3.4
1428,23.5,0.41285,5.0,2.849648575861768e-05,1.80465,15.7,3.4
1429,23.6,0.40243,5.0,2.8072877852741736e-05,1.79001,15.8,3.4
1430,23.6,0.3921,5.0,2.837363373258364e-05,1.74162,16.0,3.4
1431,23.323529411764707,0.38206,5.0,2.915744705080371e-05,1.67058,16.2,3.4
1432,23.323529411764707,0.3727,6.277777777777778,2.979800935379126e-05,1.56416,16.5,3.4
1433,23.323529411764707,0.36403,6.277777777777778,3.0607129115490835e-05,1.51709,16.7,3.4631578947368418
1434,26.6,2.33295,70.0,8.319787013452456e-06,12.1909,32.6,4.0
1435,26.7,2.28573,68.0,8.136272127009294e-06,11.91591,32.0,4.0
1436,26.8,2.23891,65.0,7.7518510094236e-06,11.62484,31.5,3.9
1437,26.9,2.19322,63.0,7.579119525706678e-06,11.36282,31.3,3.9
1438,27.0,2.14619,62.0,7.214918579643829e-06,11.10375,31.2,3.9
1439,27.1,2.10051,62.0,6.672507970787379e-06,10.86889,31.1,3.9
1440,27.2,2.0575,58.0,6.05282154946891e-06,10.63855,31.1,3.9
1441,27.3,2.01438,56.0,5.3358296122869486e-06,10.46126,30.9,3.8
1442,27.4,1.96524,55.0,4.728806995373107e-06,10.29722,30.8,3.8
1443,27.5,1.91924,54.0,4.306711211884609e-06,10.11892,30.6,3.8
1444,27.6,1.87368,53.0,3.901930441066413e-06,9.97131,30.4,3.8
1445,27.7,1.82971,52.0,3.841265982931565e-06,9.81766,30.5,3.8
1446,27.8,1.78861,52.0,3.687266348301945e-06,9.69104,30.5,3.7
1447,27.9,1.74781,51.0,3.7025146708287046e-06,9.58476,30.6,3.7
1448,28.0,1.70087,49.0,3.676436234281512e-06,9.44291,30.9,3.7
1449,28.2,1.65181,48.0,3.623582820533455e-06,9.29884,31.3,3.7
1450,28.3,1.60317,47.0,3.707213198865296e-06,9.20479,31.7,3.6
1451,27.41176470588235,1.55394,46.0,3.926242481245648e-06,9.07975,32.1,3.6
1452,27.41176470588235,1.50686,56.16666666666666,4.071658869439932e-06,8.96542,32.4,3.6
1453,27.41176470588235,1.46248,56.16666666666666,4.059426646580437e-06,8.83711,32.7,3.794736842105263
1454,25.0,2.50489,61.0,0.0003004350475427,11.16879,41.9,3.2
1455,25.1,2.44856,57.0,0.0002820751862862,10.80131,39.6,3.2
