,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,per_capita-Malaria,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition,Mean hemoglobin level of children aged 6-59 months,per_capita-Meningitis
2260,1.66434,0.0002203953401713,0.0,4.0,1.8673175444027364e-06,120.0,5.005448417635113e-06
2261,1.61085,0.0002278078228879,0.0,4.0,1.920239081183245e-06,120.0,4.956292763594592e-06
2262,1.55682,0.0002358622823888,0.0,4.0,1.9730911900439896e-06,120.0,4.880804522740395e-06
2263,1.50191,0.0002424631492376,0.0,4.0,2.0519109576616484e-06,120.0,4.805107938827911e-06
2264,1.44627,0.0002508645393852,0.0,3.0,2.130815437082217e-06,120.0,4.807327510490368e-06
2265,1.39096,0.0002541357968585,0.0,3.0,2.105882306449657e-06,120.0,4.627741364790605e-06
2266,1.337,0.0002633866218013,0.0,3.0,2.185133454944681e-06,120.0,4.630401845001825e-06
2267,1.28507,0.0002784048140838,0.0,3.0,2.3428175098223925e-06,120.0,4.581509796986012e-06
2268,1.23629,0.0002908778618317,0.0,3.0,2.475001959159445e-06,120.0,4.533161483092037e-06
2269,1.19026,0.0002931444719018,0.0,2.0,2.5295804443090697e-06,120.0,4.40720716585807e-06
2270,1.14787,0.0003113162788545,0.0,2.0,2.584729252482724e-06,120.0,4.438423968909728e-06
2271,1.10885,0.0003133100400495,0.0,2.0,2.797411071870667e-06,121.0,4.418340851833109e-06
2272,1.07344,0.0003082586611728,0.0,2.0,2.69713235650706e-06,120.0,3.666005144766877e-06
2273,1.04063,0.0003106415645169,0.0,3.7222222222222223,2.6709466054730104e-06,120.0,3.6136336426987775e-06
2274,1.00831,0.0003131015901354,0.0,3.7222222222222223,2.6551856090412173e-06,120.0,3.54901046753034e-06
2275,2.42959,0.0004992454717419,0.0,10.0,9.481793843161648e-06,121.0,7.933745868767909e-06
2276,2.26115,0.0004853297272015,0.0,10.0,8.857436005265553e-06,122.0,7.124459395539684e-06
2277,2.09981,0.0004796879239499,0.0,10.0,9.7758577907884e-06,122.0,6.804763756333102e-06
2278,1.94734,0.0004874066730248,0.0,10.0,1.011454724757883e-05,122.0,5.8206356802104585e-06
2279,1.80496,0.0004845049170265,0.0,10.0,9.501959541606467e-06,122.0,5.036038557051428e-06
2280,1.67423,0.0005131451081996,0.0,9.0,8.990923142560456e-06,122.0,4.164217034449053e-06
2281,1.5555,0.0005393239781366,0.0,9.0,9.051591241454025e-06,122.0,3.86578375937099e-06
2282,1.44838,0.000559343393058,0.0,9.0,9.1141120656186e-06,122.0,4.228196319101412e-06
2283,1.35282,0.0005846260762711,0.0,9.0,8.991365479338123e-06,122.0,4.027382454286868e-06
2284,1.26701,0.0006069337062907,0.0,9.0,8.965323250333118e-06,122.0,4.109106489736013e-06
2285,1.19154,0.0006239890683151,0.0,9.0,9.03522012637199e-06,122.0,4.191596965842676e-06
2286,1.12367,0.0006453348673666,0.0,9.0,9.107548531384566e-06,122.0,4.182037590941892e-06
2287,1.06388,0.0006757897980226,0.0,9.0,9.367934339869956e-06,122.0,4.173832131625228e-06
2288,1.01056,0.0006889354558224,0.0,8.0,9.722879416849473e-06,122.0,4.259547173095959e-06
2289,0.96291,0.0006979948092415,0.0,8.0,9.80225884732464e-06,122.0,4.161336303109517e-06
2290,0.92023,0.000712035102185,0.0,9.0,1.02537488768219e-05,122.0,3.69504464029618e-06
2291,0.88201,0.0007319673880376,0.0,9.0,1.0799518839899071e-05,122.0,3.5998396132996907e-06
2292,1.06488,0.0007406236109847,0.0,8.0,1.1070607040131136e-05,122.0,3.4134371707071e-06
2293,0.81466,0.0007505871573208,0.0,9.11111111111111,1.1347372216134411e-05,121.0,3.4134371707071e-06
2294,0.7848,0.000763503728663,0.0,9.11111111111111,1.1619938375593482e-05,121.0,3.319982393026709e-06
2295,2.91547,4.375649510474211e-05,0.0,14.0,0.0,117.0,6.250927872106016e-06
2296,2.86054,4.170154206345188e-05,0.0,14.0,0.0,118.0,5.957363151921696e-06
2297,2.80309,4.265077404046421e-05,0.0,13.0,0.0,118.0,5.686769872061895e-06
2298,2.74226,4.214000541023295e-05,0.0,13.0,0.0,118.0,5.437420052933284e-06
2299,2.68154,3.876687419059007e-05,0.0,13.0,0.0,118.0,3.6343944553678175e-06
2300,2.62214,3.496036111996545e-05,0.0,12.0,0.0,118.0,3.0847377458793044e-06
2301,2.56112,3.4824102565018386e-05,0.0,11.0,0.0,118.0,3.571702827181373e-06
2302,2.49664,3.39047198523962e-05,0.0,11.0,0.0,118.0,3.153927428129879e-06
2303,2.42382,3.244104017258634e-05,0.0,11.0,0.0,118.0,2.820960015007508e-06
2304,2.34361,3.187708197191629e-05,0.0,10.0,0.0,118.0,2.550166557753303e-06
2305,2.25426,3.082339763404252e-05,0.0,10.0,0.0,118.0,2.907867701324766e-06
2306,2.15785,3.0282432349857263e-05,0.0,10.0,0.0,118.0,2.7037886026658274e-06
2307,2.05745,2.9719341808811376e-05,0.0,10.0,0.0,119.0,2.5620122248975323e-06
2308,1.95281,2.98661799295354e-05,0.0,10.0,4.896095070415639e-07,119.0,2.44804753520782e-06
2309,1.84325,3.0143747998266736e-05,0.0,10.0,4.709960624729178e-07,119.0,2.3549803123645884e-06
2310,1.73212,2.915960647288589e-05,0.0,9.0,4.556188511388421e-07,119.0,2.2780942556942107e-06
2311,1.62659,2.878292933170909e-05,0.0,9.0,4.428142974109091e-07,119.0,2.214071487054545e-06
2312,1.53264,2.851825622097673e-05,0.0,9.0,4.320947912269202e-07,118.0,2.160473956134601e-06
2313,1.45022,2.9382445803430573e-05,0.0,11.055555555555555,0.0,118.0,2.160473956134601e-06
2314,1.38152,2.9085759778216928e-05,0.0,11.055555555555555,0.0,118.0,2.0775542698726377e-06
2315,5.23706,0.0003158056237546,0.0,54.0,1.871044745055007e-06,114.0,9.266126356462891e-06
2316,4.6598,0.0003051906047154,0.0,49.0,2.007539425843724e-06,114.0,8.833173473712386e-06
2317,4.14133,0.0002980896864098,0.0,47.0,2.0120047830271928e-06,114.0,8.13744156690998e-06
2318,3.66445,0.0002852764787727,0.0,43.0,2.1071812827784377e-06,114.0,7.442384956196185e-06
2319,3.2482,0.000274141560247,0.0,39.0,2.02268736040648e-06,114.0,6.922085633391063e-06
2320,2.95789,0.0002652591114792,0.0,35.0,2.162438408798529e-06,114.0,6.487315226395588e-06
2321,2.82968,0.0002559764173035,0.0,32.0,2.1669961253206363e-06,114.0,6.004385097242597e-06
2322,2.80105,0.0002477590853442,0.0,30.0,2.171341262830365e-06,115.0,5.56406198600281e-06
2323,2.76469,0.0002508067700874,0.0,28.0,2.1758042588467293e-06,115.0,5.258193625546263e-06
2324,2.66415,0.0002545905113335,0.0,28.0,2.407797484060608e-06,115.0,5.08817581537336e-06
2325,2.51974,0.0002568845842745,0.0,27.0,2.55017491923004e-06,115.0,4.32618959512239e-06
2326,2.36315,0.000249811089494,0.0,24.0,2.64785146028095e-06,115.0,3.92612457903727e-06
2327,2.22301,0.0002598804934195,0.0,23.0,2.837722893979377e-06,116.0,3.79888710000465e-06
2328,2.12975,0.0002581402520733,0.0,21.0,2.891170823221884e-06,116.0,3.395978427276498e-06
2329,2.08279,0.0002773601243486,0.0,21.0,3.175352344459277e-06,116.0,3.405450340434587e-06
2330,2.0425,0.0002888811451859,0.0,21.0,3.276970971114193e-06,116.0,3.461589053993866e-06
2331,1.9712,0.0002973647455691,0.0,21.0,3.42596779886569e-06,116.0,3.472264661012524e-06
2332,1.86917,0.0003028801529105,0.0,19.0,3.3441758947342608e-06,117.0,3.0190476827462074e-06
2333,1.75788,0.0002980032297307,0.0,31.22222222222222,3.2048352324536663e-06,117.0,2.8797070204656134e-06
2334,1.64835,0.0002975489487196,0.0,31.22222222222222,3.1335711355257355e-06,117.0,2.806183106440957e-06
2335,4.63397,0.0002693477514765,0.0,56.0,2.194806558747256e-06,116.0,1.577943224689409e-05
2336,4.59559,0.0002889506963421,0.0,53.0,2.2124756997560604e-06,116.0,1.6179156665089212e-05
2337,4.50423,0.0003112646957938,0.0,51.0,2.238868319161825e-06,116.0,1.639540492186198e-05
2338,4.36396,0.0003308274498929,0.0,49.0,2.2937074195045903e-06,117.0,1.664497045815718e-05
2339,4.18411,0.0003314880768816,0.0,45.0,2.195008392039704e-06,117.0,1.6096728208291163e-05
2340,3.97531,0.0003546965004884,0.0,42.0,2.241279573403811e-06,117.0,1.6368344884514708e-05
2341,3.75142,0.0003241160410178,0.0,36.0,2.013099392601457e-06,117.0,1.4929314026949969e-05
2342,3.5329,0.000308853386841,0.0,32.0,1.8248980603455592e-06,118.0,1.4019178122499608e-05
2343,3.34253,0.000313513453275,0.0,30.0,1.7696964514302615e-06,118.0,1.3709817087586244e-05
2344,3.18779,0.0003005328829974,0.0,27.0,1.6423732527719262e-06,118.0,1.299617095671698e-05
2345,3.05738,0.0003032207255189,0.0,25.0,1.59982543393579e-06,118.0,1.2934911468099682e-05
2346,2.94093,0.0002867524298419,0.0,23.0,1.4775851628192177e-06,118.0,1.2332430310164298e-05
2347,2.83261,0.0002828026116853,0.0,22.0,1.470139056904781e-06,118.0,1.2412898244013769e-05
2348,2.72833,0.0002793683138053,0.0,20.0,1.4773306164034642e-06,118.0,1.2087912087912089e-05
2349,2.62437,0.0002831430450571,0.0,19.0,1.6018270483198809e-06,118.0,1.1541931882414484e-05
2350,2.51376,0.0002710095164778,0.0,18.0,1.720461933147496e-06,119.0,1.0778620487154825e-05
2351,2.38944,0.0002611208846443,0.0,18.0,1.958813180964771e-06,119.0,1.0163653297458717e-05
2352,2.25072,0.0002416615433279,0.0,17.0,1.947265088480158e-06,119.0,9.1789022300496e-06
2353,2.10081,0.0002427912543716,0.0,32.388888888888886,1.843212755507936e-06,119.0,8.770125207658727e-06
2354,1.94443,0.0002478605601378,0.0,32.388888888888886,1.849256878378615e-06,119.0,8.592278910515272e-06
2355,57.54996,0.0012003458272414,0.0012744074386434,1160.0,0.0003967416224946,104.0,0.0002680268284019
2356,51.80416,0.0011255391950559,0.0012112436859713,1100.0,0.0003710377350602,105.0,0.0002563005575204
2357,46.5769,0.0010686010245699,0.0009675552858493,961.0,0.0003477328215187,106.0,0.0002348325547919
2358,41.89752,0.0010184134336491,0.0007358383270322,870.0,0.0003240106628963,107.0,0.0002217956301644
2359,37.66618,0.0010162100077617,0.0005031377206515,758.0,0.0003206835323558,108.0,0.0002289223217316
2360,33.75951,0.0009584785869203,0.0003169263760051,643.0,0.0002930996720966,109.0,0.0002208912331775
2361,30.04838,0.0008790511806626,0.0002359691917162,541.0,0.0002565632355332,110.0,0.0002072592685624
2362,26.66102,0.0008168756812638,0.0002343932272289,469.0,0.0002280822610771,111.0,0.0001939636003194
2363,23.61388,0.0007498488377917,0.0002987327276884,427.0,0.0001986443338332,111.0,0.0001778604281235
2364,22.70777,0.0006376141542897,0.0003548194352461,424.0,0.000160613256028,112.0,0.0001152953790375
2365,18.62325,0.0006041981277817,0.0003863069167299,373.0,0.0001482456184781,112.0,0.0001070914046846
2366,16.68262,0.0005658539588449,0.0003520536831296,349.0,0.0001344716666263,113.0,0.0001004359995338
2367,15.07713,0.0005397060796106,0.0002849518071299,329.0,0.0001242975009786,113.0,9.598196565590756e-05
2368,13.7709,0.000478331523704,0.0002159401274779,308.0,0.0001048899616893,113.0,8.566013537964214e-05
2369,12.67682,0.0004755560001031,0.0002152038827805,291.0,0.0001054539553663,113.0,8.616260918861408e-05
2370,11.78816,0.0004636806035951,0.0002378821287733,275.0,0.000101170985046,113.0,8.403273074862659e-05
2371,11.04999,0.0004436258350994,0.0002997284581815,260.0,9.416077687029442e-05,113.0,8.030228150099515e-05
2372,10.42909,0.0004226979964715,0.0003172111962863,248.0,8.716738435230579e-05,113.0,7.605560753564666e-05
2373,9.91386,0.0004258513385411,0.0002555708667831,543.6666666666666,8.574087246368064e-05,113.0,7.61306871087322e-05
2374,9.49138,0.0004032275358444,0.0002420365957045,543.6666666666666,7.827231904797986e-05,113.0,7.112416205729677e-05
2375,3.7062,0.0002348305958174,0.0,86.0,3.26153605301953e-05,119.0,1.9569216318117185e-05
2376,3.64928,0.0002525906735751,0.0,86.0,3.238341968911917e-05,119.0,1.2953367875647668e-05
2377,3.58718,0.0002511317024797,0.0,90.0,3.219637211279033e-05,119.0,1.2878548845116132e-05
2378,3.52335,0.0002563971078406,0.0,92.0,3.204963848007794e-05,119.0,1.2819855392031176e-05
2379,3.45919,0.0002553349036429,0.0,89.0,3.1916862955373844e-05,119.0,1.2766745182149537e-05
2380,3.3988,0.0002541764365734,0.0,83.0,3.1772054571680935e-05,119.0,1.2708821828672372e-05
2381,3.34354,0.0002466356369523,0.0,82.0,2.529596276434281e-05,119.0,1.2647981382171406e-05
2382,3.29616,0.0002391817466561,0.0,87.0,2.5177025963808024e-05,119.0,1.2588512981904012e-05
2383,3.25479,0.0002381176175705,0.0,93.0,2.506501237584986e-05,119.0,1.253250618792493e-05
2384,3.22072,0.0002308647444576,0.0,100.0,2.4958350752182297e-05,119.0,1.2479175376091149e-05
2385,3.19082,0.0002237108661339,0.0,109.0,2.4856762903767043e-05,119.0,6.214190725941761e-06
2386,3.16748,0.0002290213361228,0.0,116.0,2.4759063364632915e-05,120.0,6.189765841158229e-06
2387,3.14433,0.0002404765134605,0.0,116.0,2.466425779082243e-05,120.0,1.2332128895411215e-05
2388,3.13311,0.0002518721472407,0.0,108.0,2.457289241373379e-05,120.0,6.143223103433448e-06
2389,3.12292,0.0002693404830988,0.0,104.0,2.448549846353497e-05,120.0,6.121374615883743e-06
2390,3.11429,0.0002806212710923,0.0,115.0,2.4401849660204243e-05,120.0,1.2200924830102122e-05
2391,3.10944,0.0003040179005739,0.0,117.0,3.040179005739857e-05,120.0,1.2160716022959432e-05
2392,3.10892,0.0003151629756233,0.0,117.0,3.0304132271476537e-05,120.0,1.2121652908590616e-05
2393,3.09978,0.0003212238020776,0.0,99.44444444444444,3.0304132271476537e-05,120.0,1.2121652908590616e-05
2394,3.08002,0.0003252855284082,0.0,99.44444444444444,3.01190304081731e-05,120.0,1.204761216326924e-05
2395,3.8358,0.0002966781320403,0.0,80.0,7.416953301007778e-05,117.0,2.781357487877917e-05
2396,3.87612,0.0002880907021049,0.0,75.0,6.50527391849821e-05,117.0,1.858649690999489e-05
2397,3.91623,0.0002983349182375,0.0,72.0,6.526076336447204e-05,117.0,1.8645932389849155e-05
2398,3.96004,0.0002900394827941,0.0,69.0,6.549278643737954e-05,117.0,1.871222469639416e-05
2399,4.01146,0.0002911372195456,0.0,64.0,5.6349139266897695e-05,118.0,1.8783046422299232e-05
2400,4.06966,0.0002922598284151,0.0,59.0,5.656641840294145e-05,118.0,1.8855472800980484e-05
2401,4.12802,0.000293324502058,0.0,62.0,5.677248426929082e-05,118.0,1.892416142309694e-05
2402,4.18927,0.0002943773918163,0.0,67.0,5.697626938380165e-05,118.0,1.8992089794600548e-05
2403,4.2552,0.0003049419657321,0.0,70.0,5.717661857477749e-05,118.0,9.52943642912958e-06
2404,4.3205,0.0003060034042878,0.0,67.0,5.737563830397613e-05,118.0,9.562606383996022e-06
2405,4.38371,0.0003166469961714,0.0,63.0,5.757218112208181e-05,119.0,9.595363520346968e-06
2406,4.45197,0.0003273353936208,0.0,64.0,5.776506946249603e-05,119.0,9.627511577082672e-06
2407,4.52288,0.0003283850217796,0.0,71.0,5.795029796111535e-05,119.0,9.658382993519225e-06
2408,4.5892,0.0003390815733385,0.0,73.0,5.812826971517148e-05,119.0,9.68804495252858e-06
2409,4.65863,0.0003595095124273,0.0,69.0,5.829883985308692e-05,119.0,9.71647330884782e-06
2410,4.73076,0.0003702729301256,0.0,64.0,6.82081713389264e-05,120.0,9.744024476989488e-06
2411,4.78969,0.0003712750366389,0.0,67.0,6.839276990718124e-05,120.0,9.770395701025892e-06
2412,4.82225,0.0003820196103399,0.0,68.0,6.85676223687175e-05,120.0,9.795374624102498e-06
2413,4.80837,0.0003820196103399,0.0,68.0,6.85676223687175e-05,120.0,9.795374624102498e-06
2414,4.76957,0.00038381293548,0.0,68.0,6.888950124001103e-05,120.0,9.841357320001574e-06
2415,4.54156,0.000323479504452,0.0,88.0,2.270031610190172e-05,115.0,1.702523707642629e-05
2416,4.4251,0.0003206101717795,0.0,85.0,2.249895942312668e-05,115.0,1.687421956734501e-05
2417,4.32769,0.0003176744004592,0.0,84.0,2.229294038310418e-05,115.0,1.6719705287328137e-05
2418,4.25436,0.0003147640925958,0.0,80.0,2.2088708252341404e-05,115.0,1.6566531189256054e-05
2419,4.20748,0.0003118639616571,0.0,74.0,2.1885190291729583e-05,114.0,1.641389271879719e-05
2420,4.1808,0.000314378479167,0.0,72.0,2.168127442531072e-05,114.0,1.626095581898304e-05
2421,4.16726,0.0003167751218778,0.0,66.0,2.14762794493482e-05,114.0,1.6107209587011148e-05
2422,4.16284,0.000313903253953,0.0,62.0,2.1281576539190024e-05,114.0,1.5961182404392516e-05
2423,4.15946,0.0003113407175611,0.0,60.0,2.110784525838641e-05,114.0,1.5830883943789807e-05
2424,10.28149,0.0003143056203083,0.0,58.0,2.0953708020555583e-05,114.0,1.571528101541669e-05
2425,4.13453,0.000317706678611,0.0,58.0,2.0833224826954022e-05,114.0,1.562491862021552e-05
2426,4.1029,0.0003157987378404,0.0,54.0,2.0708113956751105e-05,114.0,1.553108546756333e-05
2427,4.05903,0.000319061342116,0.0,52.0,2.058460271716756e-05,114.0,1.5438452037875668e-05
2428,4.00343,0.0003171744868935,0.0,48.0,2.046287012216333e-05,114.0,1.53471525916225e-05
2429,3.93447,0.0003204019773379,0.0,47.0,2.034298268812173e-05,114.0,1.52572370160913e-05
2430,3.85444,0.0003185470210797,0.0,45.0,2.022520768760144e-05,114.0,1.011260384380072e-05
2431,3.77289,0.0003167006826659,0.0,44.0,2.010797985180419e-05,114.0,1.0053989925902096e-05
2432,3.6876,0.0003198272932616,0.0,43.0,1.998920582885242e-05,114.0,9.99460291442621e-06
2433,3.59975,0.0003198272932616,0.0,62.22222222222222,1.998920582885242e-05,114.0,9.99460291442621e-06
2434,3.51247,0.0003110481334643,0.0,62.22222222222222,1.9749087839005435e-05,114.0,9.874543919502716e-06
2435,3.96198,0.0001498223715722,1.0322869322234184e-06,24.0,5.067590394551327e-06,116.0,1.4639705584259388e-05
2436,3.80407,0.0001458518878895,2.752788069636729e-07,24.0,4.725619519543052e-06,116.0,1.280046452381079e-05
2437,3.65308,0.0001435752113222,2.2447656554446345e-07,23.0,4.444635997780376e-06,117.0,8.979062621778538e-06
2438,3.51081,0.0001424621057394,1.3190935716612973e-07,23.0,4.045220286427978e-06,117.0,8.662047787242519e-06
2439,3.37459,0.0001414221699617,8.620674791940014e-08,22.0,3.577580038655106e-06,117.0,8.232744426302713e-06
2440,3.2408,0.0001441489728878,4.229723382858318e-08,22.0,3.2991842386294885e-06,117.0,8.078771661259388e-06
2441,3.10784,0.0001478407769371,4.153997666117951e-08,21.0,3.073958272927284e-06,117.0,7.851055588962929e-06
2442,2.97957,0.0001531929275727,8.163758463776589e-08,21.0,2.938953046959572e-06,118.0,7.79638933290664e-06
2443,2.85256,0.0001584434210101,0.0,20.0,2.7691479355881744e-06,118.0,7.74558770389156e-06
2444,2.72802,0.0001593438507644,0.0,20.0,2.605722039260177e-06,118.0,6.6722276459843925e-06
2445,2.60546,0.000161318052823,0.0,19.0,2.5260596081669606e-06,118.0,6.723204803275141e-06
2446,2.48882,0.0001598824171588,0.0,18.0,2.449132287737532e-06,119.0,6.505507639302818e-06
2447,2.37412,0.0001579829794444,0.0,18.0,2.3365803257524616e-06,119.0,6.44443928554308e-06
2448,2.26575,0.0001576490564961,0.0,17.0,2.264325982168099e-06,119.0,6.384656867752672e-06
2449,2.15967,0.0001576099687903,0.0,17.0,2.2306747322989195e-06,119.0,6.3263398145526734e-06
2450,2.05556,0.0001564554107844,0.0,17.0,2.161981724336088e-06,119.0,6.161647914357851e-06
2451,1.95876,0.0001570297332355,3.551102063218708e-08,17.0,2.1306612379312247e-06,119.0,6.178917590000551e-06
2452,1.87713,0.0001575331174792,3.499958175499803e-08,17.0,2.0999749052998816e-06,119.0,6.159926388879653e-06
2453,1.80577,0.0001607180794189,3.499958175499803e-08,20.0,2.0999749052998816e-06,119.0,6.194925970634651e-06
2454,1.74638,0.000159819603495,3.40114074260507e-08,20.0,2.0746958529890927e-06,119.0,6.122053336689125e-06
2455,32.71293,0.0008188583695002,0.0021437741682816,553.0,9.87403373075527e-05,94.0,0.0002610546671917
2456,31.52151,0.0009479018331865,0.0007885802221363,545.0,0.0001149626870433,94.0,0.0003338755208314
2457,30.03761,0.0009100080732506,0.0007666128617081,537.0,0.0001040868738329,94.0,0.0003000269041505
2458,28.40001,0.000823035301066,0.0011067227179617,532.0,8.632691102781367e-05,94.0,0.0002680626366191
2459,26.7021,0.0008503563035691,0.0009374358311341,526.0,8.898082729353787e-05,94.0,0.0002822479446949
2460,25.08354,0.0008126528004774,0.0009090974722425,519.0,8.108016551460636e-05,95.0,0.0002514780932684
2461,23.55702,0.0007615280705104,0.0009553797722463,514.0,7.218745378448359e-05,95.0,0.0002305312194515
2462,22.15189,0.0007277324149324,0.0008638531307501,504.0,6.670002838261734e-05,96.0,0.0002199345672721
2463,20.81041,0.0006986459535337,0.0007319840083334,492.0,6.180362466718577e-05,96.0,0.000210542638389
2464,19.55795,0.0006758789174078,0.0004940011998599,472.0,5.746136680771628e-05,97.0,0.0002039462134957
2465,18.39194,0.000595378557543,0.000919319023907,447.0,4.6822056385765706e-05,98.0,0.0001748726715967
2466,17.2626,0.0005767253971689,0.000786867934234,423.0,4.365776456901917e-05,98.0,0.0001689365672453
2467,16.18409,0.0005397234117983,0.000786222804301,400.0,3.824325889313831e-05,99.0,0.0001576763395896
2468,15.14862,0.0005229913965058,0.0006587766843277,381.0,3.646504130323802e-05,99.0,0.0001227781699962
2469,14.16979,0.0005409973227342,0.000501982740154,364.0,3.872123985410013e-05,100.0,0.0001286307854244
2470,13.22253,0.0005281974585559,0.00047982825211,346.0,3.6777769398234126e-05,101.0,0.0001237850993364
2471,12.35832,0.0005223443625041,0.0003753477203823,330.0,3.5614388352558704e-05,101.0,0.0001227648916152
2472,11.5808,0.0004973234522196,0.0004228783240738,315.0,3.2654960056643745e-05,102.0,0.0001165079890121
2473,10.92642,0.0004712131188131,0.0004896198812668,455.55555555555554,2.897360756591564e-05,102.0,0.0001096224963905
2474,10.3929,0.0004417634144585,0.0004383167103563,455.55555555555554,2.575273253725741e-05,103.0,0.0001016452549387
2475,2.43355,0.0001480734344291,0.0,13.0,7.89023629285138e-07,119.0,6.7067008489236735e-06
2476,2.32261,0.000143342091067,0.0,13.0,7.948729634029889e-07,119.0,6.491462534457743e-06
2477,2.18076,0.0001401054223714,0.0,13.0,7.953004108124272e-07,120.0,6.22985321803068e-06
2478,2.03443,0.0001422650668924,0.0,13.0,9.289696532156284e-07,120.0,6.104657721131273e-06
2479,1.90063,0.0001437010804832,0.0,13.0,1.0634677556576483e-06,120.0,5.982006125574273e-06
2480,1.78511,0.0001476900699888,0.0,12.0,1.1996485829417702e-06,120.0,5.731654340721791e-06
2481,1.69056,0.0001479380564898,0.0,12.0,1.2038359027204284e-06,120.0,5.082862700375142e-06
2482,1.61599,0.0001497228515878,0.0,12.0,1.3428058438373202e-06,120.0,4.565539869046889e-06
2483,1.55603,0.0001559237117612,0.0,12.0,1.348821035997066e-06,120.0,4.1813452115909045e-06
2484,1.50548,0.0001641068393795,0.0,12.0,1.3551349246863438e-06,120.0,4.3364317589963e-06
2485,1.46071,0.0001696427440898,0.0,12.0,1.4976486235860324e-06,120.0,4.084496246143725e-06
2486,1.41959,0.0001776882876881,0.0,12.0,1.5046737217625747e-06,120.0,4.240444124967256e-06
2487,1.37896,0.0001866255192669,0.0,12.0,1.5116941914112682e-06,120.0,3.847948850865047e-06
2488,1.34185,0.0002011595460283,0.0,12.0,1.6567704545915804e-06,120.0,4.141926136478952e-06
2489,1.30988,0.0002126283190406,0.0,12.0,1.6644095423927884e-06,120.0,4.161023855981972e-06
2490,1.28294,0.0002198753370934,0.0,13.0,1.6720557953871882e-06,120.0,4.040801505519038e-06
2491,1.26078,0.0002168277056815,0.0,12.0,1.539770666556923e-06,120.0,3.919416242144895e-06
2492,1.24004,0.0002195183140993,0.0,12.0,1.5468939494508809e-06,120.0,3.937548234965879e-06
2493,1.21847,0.0002220495951075,0.0,12.333333333333334,1.5468939494508809e-06,120.0,3.796921512288525e-06
2494,1.19461,0.0002229899042775,0.0,12.333333333333334,1.561355154075946e-06,120.0,3.832417196368232e-06
2495,44.38249,0.0023483496444527,0.0032543479253925,2480.0,0.0005901721633012,94.0,0.0006004109152446
2496,43.3236,0.0022523057259561,0.0034077655208027,2250.0,0.000561407049294,95.0,0.0005898483755798
2497,42.20528,0.002159405509155,0.0034757634316095,2080.0,0.0005327948777044,95.0,0.0005743174207129
2498,41.04254,0.0020854592679328,0.0034942023426203,1960.0,0.0005101123389188,96.0,0.0005687819757918
2499,39.8349,0.0020850888335627,0.0035198368085538,1850.0,0.0005110597057669,96.0,0.0005845028097419
2500,38.56259,0.0020577503996343,0.0033869620017102,1760.0,0.0004951090195651,96.0,0.0005862294697554
2501,37.2254,0.0020115737622365,0.0033095172907956,1680.0,0.0004695263492084,97.0,0.0005780861549715
2502,35.85347,0.0019447677817143,0.0032883146193063,1610.0,0.0004344975169392,97.0,0.0005272120081531
2503,34.40238,0.0018369518584032,0.0034107141257357,1530.0,0.0003848301660662,97.0,0.0004957201828789
2504,32.93728,0.0017542396560653,0.0032512765634906,1450.0,0.0003483928140669,98.0,0.0004746559815811
2505,31.48466,0.0017189333348583,0.0030028432838737,1360.0,0.0003313193008743,98.0,0.0004708622975601
2506,30.06596,0.0016378713899012,0.0028542029718836,1270.0,0.0003119133563238,98.0,0.0003538622536178
2507,28.7343,0.0015617942259548,0.0026635080800248,1210.0,0.0002890996314617,98.0,0.0003326650866442
2508,27.48995,0.0014898395331289,0.0024877576418416,1180.0,0.0002692116161872,98.0,0.0003164260955318
2509,31.99023,0.0014234664786353,0.0022910219413359,1190.0,0.0002510565878415,98.0,0.0003071177676507
2510,25.29271,0.0013517379706887,0.0022700761239224,1180.0,0.000230137344198,98.0,0.0002918815097145
2511,24.28171,0.0012861179673055,0.0022233342770292,1120.0,0.0002139930166502,99.0,0.0002804504752372
2512,23.31154,0.0012420505922658,0.0020695434754214,1120.0,0.0002021678691003,99.0,0.0002716123698828
2513,22.40518,0.0012305305933042,0.0019449327824285,1571.111111111111,0.0001942174472818,100.0,0.0002691785672853
2514,21.56988,0.0011537157689747,0.0018120760945143,1571.111111111111,0.0001767690514662,100.0,0.0002520853489851
2515,1.40141,0.0003900738630085,0.0,13.0,0.0,122.0,4.183757521227032e-06
2516,1.33557,0.0003837408061099,0.0,13.0,0.0,122.0,3.5975700572805104e-06
2517,1.27535,0.0004031569572254,0.0,14.0,0.0,122.0,3.0365240115472003e-06
2518,1.22125,0.0004167972479538,0.0,13.0,0.0,122.0,2.505338648902753e-06
2519,1.17286,0.0004241672161425,0.0,14.0,0.0,122.0,2.445408478809202e-06
2520,1.12971,0.0004162196701898,0.0,13.0,0.0,122.0,2.171203287375473e-06
2521,1.08933,0.0004173065756441,0.0,13.0,0.0,122.0,1.909384433552467e-06
2522,1.05201,0.0004253494149008,0.0,12.0,2.073863553880427e-07,122.0,1.866477198492384e-06
2523,1.01694,0.0004332118541852,0.0,11.0,2.028145384762503e-07,122.0,1.8253308462862529e-06
2524,0.9835,0.000439643622576,0.0,10.0,1.985743552737477e-07,122.0,1.5885948421899813e-06
