,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,per_capita-Malaria,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition,Mean hemoglobin level of children aged 6-59 months,per_capita-Meningitis
2525,0.95017,0.0004511580989104,0.0,10.0,1.9454855494197105e-07,122.0,1.3618398845937973e-06
2526,0.91816,0.0004597099138958,0.0,10.0,1.9059283329016405e-07,122.0,1.3341498330311485e-06
2527,0.88643,0.0004763244340985,0.0,10.0,1.867938957249229e-07,122.0,1.1207633743495369e-06
2528,0.855,0.0004920973235546,0.0,9.0,1.831400534256164e-07,122.0,9.15700267128082e-07
2529,0.82497,0.0005054513847913,0.0,8.0,1.796202504588849e-07,122.0,8.981012522944242e-07
2530,0.79524,0.0005161713724202,0.0,9.0,1.762278499215434e-07,122.0,8.811392496077168e-07
2531,0.76665,0.0005266591579541,0.0,8.0,1.729586725629431e-07,122.0,8.647933628147156e-07
2532,0.73969,0.0005376192534937,0.0,8.0,1.6981025062974133e-07,122.0,6.792410025189653e-07
2533,0.71298,0.0005656379448476,0.0,11.0,1.6981025062974133e-07,122.0,8.490512531487065e-07
2534,0.68693,0.0005687425578864,0.0,11.0,1.638555338192087e-07,122.0,8.192776690960434e-07
2535,1.56829,0.0003446806034347,0.0,12.0,4.973746081309806e-07,120.0,5.471120689440787e-06
2536,1.50213,0.0003391045749781,0.0,10.0,4.972207844254539e-07,120.0,5.469428628679994e-06
2537,1.43856,0.0003340795437427,0.0,11.0,4.971421781886824e-07,120.0,5.4685639600755055e-06
2538,1.37821,0.0003335646578551,0.0,10.0,4.971157345083824e-07,120.0,4.971157345083824e-06
2539,1.32119,0.0003301063449521,0.0,11.0,4.971481098677436e-07,120.0,4.971481098677437e-06
2540,1.26576,0.0003112770813547,0.0,10.0,4.972477337934533e-07,120.0,4.972477337934532e-06
2541,1.21279,0.0002989533647673,0.0,8.0,0.0,120.0,4.476839073055547e-06
2542,1.16272,0.0002846840479881,0.0,8.0,4.976993845947109e-07,120.0,4.479294461352399e-06
2543,1.11425,0.0002774303672191,0.0,8.0,0.0,120.0,3.984637231155281e-06
2544,1.06839,0.0002787068004459,0.0,8.0,0.0,120.0,3.98864830691851e-06
2545,1.02404,0.0002785632128822,0.0,8.0,0.0,120.0,3.993737819099651e-06
2546,0.98189,0.0002864868216062,0.0,8.0,0.0,120.0,3.999816008463611e-06
2547,0.94272,0.0002970023795249,0.0,7.0,0.0,120.0,3.5059302810704306e-06
2548,0.90492,0.0002980895171853,0.0,7.0,0.0,120.0,3.512839428109741e-06
2549,0.86934,0.000284666437324,0.0,7.0,0.0,120.0,3.0176654133296315e-06
2550,0.83484,0.0003030131914095,0.0,7.0,0.0,120.0,3.0250900972667303e-06
2551,0.80184,0.0003139488854814,0.0,7.0,5.055537608397046e-07,120.0,3.033322565038228e-06
2552,0.76988,0.0003290864782473,0.0,7.0,5.070669926769385e-07,120.0,3.042401956061631e-06
2553,0.73933,0.0003407490190789,0.0,8.555555555555555,5.070669926769385e-07,120.0,3.042401956061631e-06
2554,0.71043,0.0003537920070574,0.0,8.555555555555555,5.105223767062934e-07,120.0,3.063134260237761e-06
2555,6.16904,0.0012588476702095,0.000246697254052,245.0,8.991769072925553e-05,111.0,5.763954533926636e-05
2556,6.10132,0.0011818634420707,0.0002915412665449,233.0,8.521975483622109e-05,111.0,5.60656281817244e-05
2557,6.04612,0.0011304539492779,0.0003666337132793,222.0,8.292905419413692e-05,111.0,5.455858828561639e-05
2558,5.99813,0.0010814738640275,0.0003909453653851,210.0,7.436460754609543e-05,110.0,5.311757681863959e-05
2559,5.95158,0.0010348260353951,0.0004263483265828,199.0,6.829851833608253e-05,110.0,4.967164969896911e-05
2560,5.8978,0.0010146222599651,0.0004437711673803,188.0,6.65656751070598e-05,110.0,4.841140007786167e-05
2561,5.83209,0.0009933475221388,0.0004366795047818,177.0,6.294479348206663e-05,110.0,4.720859511154998e-05
2562,6.54856,0.0009787646454856,0.0005028163472887,172.0,6.333183000201511e-05,110.0,4.7978659092435685e-05
2563,5.65509,0.0009329756302269,0.0008186954827493,159.0,6.182368634033752e-05,110.0,4.1215790893558345e-05
2564,5.54458,0.0009185828206714,0.0006441058822237,152.0,5.855508020216142e-05,111.0,3.842677138266843e-05
2565,5.42366,0.0008977142264457,0.00067417980751,141.0,5.722481124753665e-05,111.0,3.7553782381195926e-05
2566,5.3009,0.0008882827117102,0.0004266554757033,134.0,5.4206228470510064e-05,111.0,3.672034831873262e-05
2567,5.17562,0.0008638710317528,0.0003369952341689,127.0,4.96084354867956e-05,111.0,3.592334983526578e-05
2568,5.05278,0.000852242284612,0.0002762671453064,122.0,4.85560437205315e-05,111.0,3.5161273039005574e-05
2569,4.93599,0.0008362259646522,0.000186921097981,120.0,4.591044511816201e-05,112.0,4.0991468855501794e-05
2570,4.81386,0.000820924415513,0.0001799286390165,112.0,4.658866545964538e-05,112.0,3.052360840459525e-05
2571,4.69831,0.0007968165133136,0.0002456588460018,108.0,4.409261338494269e-05,112.0,2.834525146174887e-05
2572,4.57963,0.0007551178925879,0.0002239102135485,104.0,4.169362597111404e-05,112.0,2.625154227810884e-05
2573,4.46142,0.000735043183787,0.0001482440034528,162.5,4.014941760181352e-05,113.0,2.625154227810884e-05
2574,4.35439,0.0007121289384521,0.0001293428343326,162.5,3.716748113006983e-05,113.0,2.5273887168447484e-05
2575,10.37668,0.0007635568679775,5.547653724153259e-07,160.0,6.634993854087299e-05,112.0,5.536558416704953e-05
2576,10.92025,0.0007736271918669,6.494615524904481e-06,168.0,6.220349666589258e-05,112.0,5.8254068306153365e-05
2577,11.52192,0.0008039594285663,3.5375603837684403e-06,177.0,5.985638980633962e-05,112.0,6.215688919701113e-05
2578,12.12615,0.0008358776448986,2.7058006180564e-06,186.0,5.823913711245205e-05,112.0,6.670013269589825e-05
2579,12.61029,0.0008446009156491,2.59393091605053e-06,195.0,5.659872211906976e-05,112.0,7.007865819100448e-05
2580,12.87944,0.0008456631034881,1.4110180035788472e-06,201.0,5.479804246734567e-05,112.0,7.139329898704913e-05
2581,12.88724,0.0008509844870602,2.107430197947372e-06,201.0,5.370817157937162e-05,112.0,7.313408756243106e-05
2582,12.65146,0.0008200196778258,8.8903348662476e-07,199.0,5.139854064532915e-05,112.0,7.089525175898377e-05
2583,12.18873,0.0007954245143509,9.83954248095372e-07,191.0,4.995617713767545e-05,113.0,6.891779546034668e-05
2584,11.56458,0.0007623670383447,7.339077275754086e-07,179.0,4.80301835046573e-05,113.0,6.535856040574333e-05
2585,10.86759,0.0007224321810121,9.16326967290874e-07,171.0,4.722138304772304e-05,114.0,6.131245552250715e-05
2586,10.12006,0.000680515431873,1.0407306892624672e-06,161.0,4.77307663173512e-05,114.0,5.703612306840384e-05
2587,9.33592,0.0006588346244372,5.736479098277934e-07,143.0,4.853471065650152e-05,114.0,5.5479947850488014e-05
2588,8.5589,0.0006438537929268,1.2756913959306596e-06,133.0,4.831166770395466e-05,114.0,5.3393857620001e-05
2589,7.83583,0.0006465236927905,1.1989504470472786e-06,128.0,4.870219402143773e-05,114.0,5.271247655121656e-05
2590,7.20157,0.0006419008167041,8.28392730058537e-08,125.0,4.839884525367001e-05,113.0,5.049053689706781e-05
2591,6.66344,0.0006317014847219,1.2412263912534253e-07,122.0,4.714591576110927e-05,113.0,4.716660286763016e-05
2592,6.19816,0.0006254949837649,2.5418224858957785e-06,119.0,4.587679608689941e-05,112.0,4.668273980193954e-05
2593,5.80872,0.0006027632379561,2.934461731684557e-06,164.38888888888889,4.374827807025498e-05,111.0,4.618677443883792e-05
2594,5.46481,0.0005968871041284,9.569662980393987e-06,164.38888888888889,4.2011645454876194e-05,111.0,4.580651180917037e-05
2595,1.56998,0.0002574835292829,0.0,5.0,4.286875332048059e-06,122.0,6.652047929040092e-06
2596,1.50767,0.0002539047045116,0.0,5.0,4.336503301004782e-06,122.0,6.382943061029511e-06
2597,1.44602,0.0002604971188975,0.0,5.0,4.466899982939324e-06,122.0,6.340116104817105e-06
2598,1.38584,0.0002650928044564,0.0,5.0,4.536751801019579e-06,122.0,6.261662642032231e-06
2599,1.32713,0.0002600223124771,0.0,5.0,4.3953328913504405e-06,122.0,6.069745421388704e-06
2600,1.27051,0.0002634976897503,0.0,5.0,4.301629530485374e-06,122.0,5.880419092206069e-06
2601,1.21571,0.0002540750587552,0.0,4.0,4.32123405802229e-06,122.0,5.604100418997657e-06
2602,1.16318,0.0002537621067284,0.0,4.0,4.313048968190401e-06,122.0,5.4853135595447154e-06
2603,1.11312,0.0002522741923806,0.0,4.0,4.31275169153527e-06,122.0,5.227577807921541e-06
2604,1.06526,0.0002464184222827,0.0,4.0,4.363299553042602e-06,122.0,4.924912366800561e-06
2605,1.0198,0.0002409368398427,0.0,4.0,4.4940472581108095e-06,122.0,4.623062968869971e-06
2606,0.97675,0.000245686088508,0.0,4.0,4.577071728103802e-06,122.0,4.512907171167768e-06
2607,0.93614,0.0002529176295449,0.0,4.0,4.78285986280122e-06,122.0,4.293945299048207e-06
2608,0.89773,0.00025144317532,0.0,4.0,4.918668445099554e-06,122.0,4.032041515081609e-06
2609,0.86144,0.0002586412400702,0.0,4.0,5.278820158557324e-06,122.0,3.9172197208342045e-06
2610,0.82729,0.0002726075463252,0.0,4.0,5.670236963564428e-06,122.0,3.904778568315431e-06
2611,0.79506,0.0002716444761902,0.0,4.0,5.889199529292343e-06,121.0,3.377023506307497e-06
2612,0.76409,0.0002749899097515,0.0,4.0,5.88257401830461e-06,121.0,3.24767107260567e-06
2613,0.73447,0.0002827720649632,0.0,4.333333333333333,6.02555324791618e-06,121.0,3.2068198641452213e-06
2614,0.70691,0.0002854885356144,0.0,4.333333333333333,6.078506609953261e-06,121.0,3.1197633263005145e-06
2615,4.53217,0.0002238308070177,2.7991980323896096e-05,56.0,1.475749806944616e-05,115.0,2.142725698339513e-05
2616,4.34045,0.000211129532095,5.918064091180548e-06,53.0,1.3445426312418964e-05,115.0,1.9674967461030066e-05
2617,4.14967,0.0002042227389339,3.0802826385208235e-06,50.0,1.2629158817935376e-05,115.0,1.84303577871496e-05
2618,3.98101,0.0002064061403086,9.13301505790636e-07,50.0,1.2177353410541814e-05,115.0,1.846898600598841e-05
2619,24.88472,0.0002025726424592,4.514992031039066e-07,48.0,1.133764665572032e-05,116.0,1.826063443664689e-05
2620,3.77297,0.0002138488069534,9.948769804767333e-08,45.0,1.09933906342679e-05,116.0,2.0593953495868376e-05
2621,3.74633,0.0002009251319774,4.9234288649212e-08,47.0,9.649920575245552e-06,116.0,1.9644481171035586e-05
2622,3.75433,0.0001953910151145,0.0,43.0,9.118572454811378e-06,116.0,1.857848184643388e-05
2623,7.7226,0.0001974150704519,4.8314995215849176e-08,42.0,8.503439157989455e-06,117.0,1.6572043359036268e-05
2624,8.58267,0.000195984558026,0.0,41.0,7.950497710735605e-06,117.0,1.7242043228101314e-05
2625,3.64038,0.000196027039874,0.0,38.0,7.493896031963079e-06,117.0,1.7027270097941427e-05
2626,3.43491,0.0002016546582226,0.0,38.0,7.423447343702605e-06,117.0,1.620942616188227e-05
2627,3.14925,0.000204084159764,0.0,37.0,7.262118823719235e-06,117.0,1.522251830356532e-05
2628,2.83082,0.0002037309334419,0.0,37.0,7.1047472260114205e-06,117.0,1.407109028528236e-05
2629,2.52224,0.000206755154153,0.0,36.0,7.042754642684471e-06,117.0,1.3994044939360054e-05
2630,2.25441,0.0002040493549138,0.0,36.0,6.756300862702535e-06,117.0,1.3603290327588996e-05
2631,2.04606,0.0002055318192039,0.0,36.0,6.701146840566674e-06,117.0,1.3447267821002924e-05
2632,1.88769,0.0002065652865005,0.0,36.0,6.604377274159303e-06,117.0,1.32980028898613e-05
2633,1.76325,0.0002053604338897,0.0,42.72222222222222,6.5151289326166095e-06,117.0,1.316413037754726e-05
2634,1.6646,0.0002066720547714,0.0,42.72222222222222,6.5093560557946815e-06,117.0,1.306269424710149e-05
2635,4.11698,0.0002607556310286,0.0001982604797903,221.0,3.663508865691455e-05,115.0,2.5860062581351447e-05
2636,4.06245,0.0002670334491184,0.0002416016920595,218.0,3.6028322500111266e-05,115.0,2.331244397066023e-05
2637,4.01105,0.0002666622222962,0.000154164097265,207.0,3.541607639872669e-05,115.0,2.2916284728587857e-05
2638,3.95982,0.0002622246896837,0.000106528780184,189.0,3.482671659861799e-05,115.0,2.2534934269694e-05
2639,3.90909,0.0002581181172703,7.259572048227756e-05,176.0,3.226476465879003e-05,115.0,2.2182025702918145e-05
2640,3.85274,0.0002501791958128,6.155202436665946e-05,164.0,2.9783237596770704e-05,115.0,1.786994255806242e-05
2641,3.79797,0.0002461442287969,1.9535256253723907e-05,165.0,2.9302884380585866e-05,115.0,1.7581730628351517e-05
2642,3.74024,0.0002418774295723,7.678648557853818e-06,167.0,2.687526995248836e-05,116.0,1.5357297115707636e-05
2643,3.6798,0.0002415896599625,1.321193452920215e-05,169.0,2.64238690584043e-05,116.0,1.50993537476596e-05
2644,3.61783,0.0002397212543554,1.1149825783972123e-05,159.0,2.6016260162601622e-05,116.0,1.48664343786295e-05
2645,3.55217,0.0002363247651866,7.327899695708965e-06,148.0,2.3815674011054138e-05,116.0,1.465579939141793e-05
2646,3.48589,0.0002332060040603,3.615596962175432e-06,139.0,2.1693581773052595e-05,117.0,1.446238784870173e-05
2647,3.42037,0.0002338630062643,1.7852137882772152e-06,134.0,2.1422565459326585e-05,117.0,1.2496496517940504e-05
2648,3.35518,0.0002452165138326,1.7641475815300803e-06,129.0,2.1169770978360967e-05,117.0,1.2349033070710565e-05
2649,3.2908,0.0002564053367195,3.488507982578391e-06,124.0,2.2675301886759544e-05,117.0,1.220977793902437e-05
2650,3.22598,0.0002639601264938,0.0,122.0,2.2427984604051184e-05,117.0,1.20766070944891e-05
2651,3.15719,0.0002679985797782,0.0,121.0,2.219096520456656e-05,117.0,1.1948981263997378e-05
2652,3.08264,0.0002686178345347,0.0,120.0,2.1962464458819533e-05,117.0,1.1825942400902826e-05
2653,3.01136,0.0002719966752207,0.0,159.55555555555554,2.1962464458819533e-05,117.0,1.1825942400902826e-05
2654,2.93336,0.0002699466565533,0.0,159.55555555555554,2.152948794597092e-05,118.0,1.159280120167665e-05
2655,1.15385,0.000387401049961,0.0,5.0,8.06852056615464e-06,122.0,4.818699782564577e-06
2656,1.12824,0.0003666701529041,0.0,5.0,8.501199396191128e-06,122.0,4.586173358471529e-06
2657,1.10292,0.0003584919883741,0.0,5.0,8.71102027825009e-06,122.0,4.355510139125045e-06
2658,1.07721,0.0003406795710202,0.0,5.0,8.472397708617744e-06,122.0,4.347677771527527e-06
2659,1.05136,0.0003249354580254,0.0,5.0,8.457224249977744e-06,122.0,4.339891391435948e-06
2660,1.02489,0.0003164931712349,0.0,5.0,8.664958707028192e-06,122.0,4.110300925128758e-06
2661,0.99829,0.0003074330933758,0.0,5.0,9.094341146037815e-06,122.0,3.881730976967361e-06
2662,0.97203,0.0003029535311802,0.0,5.0,9.0797476450235e-06,122.0,3.654044783972872e-06
2663,0.94567,0.0002970574289287,0.0,5.0,9.06539232309412e-06,122.0,3.648267642220805e-06
2664,0.92038,0.00028897360395,0.0,5.0,9.161500812779652e-06,122.0,3.311385835944453e-06
2665,0.896,0.0002813516118207,0.0,4.0,9.477570942649123e-06,122.0,3.195925085311914e-06
2666,0.87229,0.0002891493727175,0.0,5.0,9.682322982930064e-06,122.0,3.080739130932293e-06
2667,0.84987,0.0002929549765438,0.0,5.0,1.0105683480327093e-05,122.0,3.185487184016148e-06
2668,0.82807,0.0002922334011702,0.0,5.0,1.052698180575679e-05,122.0,3.180025753822364e-06
2669,0.80695,0.0002878789288495,0.0,5.0,1.105542654517373e-05,122.0,3.064870725394698e-06
2670,0.78651,0.0002980461154255,0.0,4.0,1.1580970760670936e-05,122.0,3.2776332341521515e-06
2671,0.7666,0.0003022636406281,0.0,4.0,1.210363063121415e-05,121.0,3.3802932393480964e-06
2672,0.74681,0.000308842023061,0.0,4.0,1.2079444876595956e-05,121.0,3.4823624869465817e-06
2673,0.72752,0.0003093861421996,0.0,4.777777777777778,1.1861797221161794e-05,121.0,3.373538659229501e-06
2674,0.70873,0.0003084579584049,0.0,4.777777777777778,1.1596978759428913e-05,121.0,3.359872350862582e-06
2675,1.3155,0.0002939347068634,0.0,7.0,4.4035162076918416e-06,123.0,7.155713837499243e-06
2676,1.26294,0.0002701321267522,0.0,7.0,4.376824332188931e-06,123.0,6.291684977521588e-06
2677,1.21308,0.0002665124643478,0.0,7.0,4.6184626849269815e-06,123.0,5.569322649470772e-06
2678,1.16583,0.0002598430224184,0.0,7.0,4.589435201156969e-06,123.0,4.859401977695615e-06
2679,1.12157,0.0002477564020401,0.0,7.0,4.563227339851858e-06,123.0,4.697439908671031e-06
2680,1.0791,0.0002424770040737,0.0,7.0,4.539767697416472e-06,123.0,4.272722538744915e-06
2681,1.03837,0.0002300658139744,0.0,7.0,4.65182177302459e-06,123.0,3.987275805449649e-06
2682,0.99912,0.0002229087446809,0.0,6.0,4.8976386895454346e-06,122.0,3.838689783697773e-06
2683,0.96186,0.0002160516624634,0.0,6.0,5.144087201511043e-06,122.0,3.825090483174878e-06
2684,0.92608,0.0002146107018414,0.0,6.0,5.654571188223974e-06,122.0,3.682046355122588e-06
2685,0.89241,0.0002077802692171,0.0,6.0,6.427546206842634e-06,122.0,3.541709134382676e-06
2686,0.86079,0.000207985354899,0.0,6.0,6.937208187319281e-06,122.0,3.403158733401911e-06
2687,0.83128,0.0002131765023065,0.0,6.0,7.967994265134095e-06,122.0,3.265571420136924e-06
2688,0.80339,0.0002175874828139,0.0,6.0,8.734788105773851e-06,122.0,3.1288793214712303e-06
2689,0.7775,0.0002205728491609,0.0,5.0,9.369466159049812e-06,122.0,3.383418335212432e-06
2690,0.75349,0.0002357812843441,0.0,5.0,1.0262656453548098e-05,122.0,3.5074901803265653e-06
2691,0.73092,0.0002333256465999,0.0,5.0,1.0116398240576767e-05,122.0,3.501830160199651e-06
2692,0.70957,0.0002382864099044,0.0,5.0,9.84226475692196e-06,122.0,3.4965940583801704e-06
2693,0.68818,0.0002451500945375,0.0,6.166666666666667,9.84226475692196e-06,122.0,3.4965940583801704e-06
2694,0.66671,0.000251353154411,0.0,6.166666666666667,9.816464406597956e-06,121.0,3.4874281444492738e-06
2695,6.08401,0.0001179024558134,0.0,26.0,8.863933341278494e-06,115.0,3.290583473269139e-05
2696,5.59432,0.0001098011438507,5.92239179346014e-08,26.0,7.876781085301986e-06,115.0,2.682843482437443e-05
2697,5.12422,0.0001067063248873,0.0,26.0,7.22550954004256e-06,115.0,2.4624536512465043e-05
2698,4.71824,9.472010491239462e-05,0.0,25.0,5.701269723570833e-06,115.0,1.9869771709870627e-05
2699,4.42202,9.621311784535549e-05,0.0,26.0,5.237963435707031e-06,115.0,1.8801531911327343e-05
2700,4.24617,0.0001018711209109,0.0,25.0,5.063926687270743e-06,115.0,1.810084432896776e-05
2701,4.15874,0.0001089392945743,0.0,26.0,4.812994962191596e-06,115.0,1.7388885024692218e-05
2702,4.13225,0.0001126528366599,0.0,26.0,4.490494355595024e-06,115.0,1.6058398293377857e-05
2703,4.1391,0.0001259094082511,0.0,26.0,4.6893634357953e-06,116.0,1.631898475656764e-05
2704,4.15579,0.000130864443276,0.0,26.0,4.273312227765888e-06,116.0,1.5485013126420474e-05
2705,4.16337,0.0001358223740669,0.0,27.0,3.874203704729817e-06,116.0,1.558691257949438e-05
2706,6.78176,0.0001382464944321,0.0,28.0,3.996846931864862e-06,116.0,1.567652185498107e-05
2707,27.45521,0.0001343941296928,0.0,28.0,3.905773914454497e-06,116.0,1.5001722535063865e-05
2708,4.77426,0.0009319875428933,1.5891623621501977e-05,53.0,6.420858028889687e-06,110.0,7.464247458584262e-05
2709,4.22729,0.000868892512254,1.829911608959248e-05,52.0,7.098795034755701e-06,111.0,7.31964643583699e-05
2710,3.78819,0.0008092050680012,1.2244244468895048e-05,43.0,7.439540943126104e-06,111.0,7.083062939601312e-05
2711,3.43843,0.0007536715222398,6.54704554673007e-06,35.0,7.308329912628916e-06,112.0,6.729753794545793e-05
2712,3.15459,0.0007061444736009,4.186331835872468e-06,33.0,6.877545158933341e-06,113.0,6.503765530730441e-05
2713,2.92064,0.0006591544773713,1.834245540325448e-05,32.0,5.722846085815398e-06,113.0,6.148391051170902e-05
2714,2.72246,0.0006327708479561,7.92043619426209e-06,29.0,4.608253785752489e-06,114.0,5.6883132667882286e-05
2715,2.54987,0.0006041038363349,3.39146013381006e-06,27.0,3.532770972718812e-06,114.0,5.200238871842091e-05
2716,2.39835,0.000577103014968,2.0799003422684e-06,26.0,2.773200456357867e-06,114.0,4.340058714200062e-05
2717,2.25983,0.0005543501999212,0.0,26.0,2.1771240055816016e-06,114.0,3.850788084872458e-05
2718,2.13305,0.0005322211491729,0.0,23.0,1.602673473042832e-06,115.0,3.405681130216018e-05
2719,2.01711,0.0005138189637088,0.0,22.0,1.0488777008600796e-06,115.0,3.0155233899727293e-05
2720,1.91283,0.0004954697791111,0.0,21.0,7.72361308045366e-07,115.0,2.626028447354244e-05
2721,1.82536,0.0004755980405158,0.0,20.0,5.056863801338072e-07,115.0,2.2376622320920965e-05
2722,1.74879,0.0004621492211649,0.0,19.0,3.726008232987792e-07,114.0,1.937524281153652e-05
2723,1.67873,0.0004443382156012,0.0,18.0,2.441418767039577e-07,114.0,1.6723718554221104e-05
2724,1.61724,0.0004246816628027,0.0,17.0,1.2003438745131705e-07,114.0,1.4044023331804096e-05
2725,1.55894,0.0004101053839763,0.0,17.0,2.361677995832819e-07,114.0,1.4524319674371838e-05
2726,1.50763,0.0003951087287028,0.0,28.5,2.361677995832819e-07,113.0,1.4524319674371838e-05
2727,1.46139,0.0003751684911556,0.0,28.5,2.2883104065606773e-07,113.0,1.4301940041004234e-05
2728,19.50543,0.001254385663079,0.0011631721766533,854.0,0.0003321060793566,100.0,0.0001442507917033
2729,18.65018,0.001184415953506,0.0011533460806599,819.0,0.0003037557401156,100.0,0.0001518778700578
2730,17.81069,0.0011497012811538,0.0010752589710614,788.0,0.0002884427550505,101.0,0.0001504390344046
