,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",Out-of-pocket expenditure (OOP) per capita in US$,"Nursing and midwifery personnel (per 10,000)",per_capita-Alzheimer's Disease and Other Dementias
1185,1.2,1.7182499999999998,36.7,15.42,6.220666666666666,5.695565488732429e-05
1186,1.2,1.7182499999999998,37.3,16.08,6.220666666666666,5.79874785909104e-05
1187,1.2,1.7182499999999998,37.8,18.29,6.220666666666666,5.948849840666172e-05
1188,1.2,1.378,38.2,19.75,11.863,6.0288487614933934e-05
1189,1.2,1.7182499999999998,38.6,20.98,6.220666666666666,6.192826034436601e-05
1190,1.2,2.3,39.0,21.15,6.220666666666666,6.347323521664891e-05
1191,1.2,1.7182499999999998,39.3,19.86,6.220666666666666,6.482119004702637e-05
1192,1.2,0.852,39.7,22.89,2.822,6.636980603102724e-05
1193,1.2,1.7182499999999998,40.0,20.87,6.220666666666666,6.785023283188688e-05
1194,1.2,1.7182499999999998,40.3,25.08,6.220666666666666,6.939682943477153e-05
1195,1.2,2.343,40.7,28.0,3.977,7.181315357943628e-05
1196,1.2,1.7182499999999998,41.0,24.68,6.220666666666666,7.250328509832514e-05
1197,1.2,5.591,37.2,31.48,12.971,8.255500994119568e-05
1198,1.2,4.2410000000000005,37.7,35.29,8.257222222222222,8.303992305171411e-05
1199,1.2,4.2410000000000005,38.3,36.72,8.257222222222222,8.351152361919522e-05
1200,1.2,4.2410000000000005,39.0,38.56,8.257222222222222,8.408565953322986e-05
1201,1.2,4.2410000000000005,39.7,41.79,8.257222222222222,8.521305896530292e-05
1202,1.2,3.593,40.4,48.14,10.452,8.633315561586056e-05
1203,1.2,4.2410000000000005,41.2,56.07,8.257222222222222,8.810145045170347e-05
1204,1.2,4.2410000000000005,42.1,63.74,8.257222222222222,8.98058517226891e-05
1205,1.2,4.2410000000000005,43.0,76.94,8.257222222222222,9.1716238816058e-05
1206,1.2,4.2410000000000005,44.0,72.3,8.257222222222222,9.395309698002068e-05
1207,1.2,2.95,45.0,76.87,8.598,9.612718828600092e-05
1208,1.2,4.2410000000000005,45.9,84.08,8.257222222222222,9.823708636660804e-05
1209,1.2,4.2410000000000005,46.9,92.55,8.257222222222222,9.943720950021896e-05
1210,1.1,4.2410000000000005,47.9,87.8,6.985,0.000100254898375
1211,1.1,4.2410000000000005,48.9,85.01,6.767,0.0001017612133006
1212,1.1,4.2410000000000005,49.9,87.29,6.626,0.0001032392545142
1213,1.1,5.982,50.8,89.88,7.324,0.0001051358112925
1214,1.1,3.089,51.8,85.45,7.305,0.0001076477354534
1215,1.1,4.2410000000000005,52.7,94.62,7.287,0.0001122944002931
1216,1.1684210526315788,4.2410000000000005,53.6,98.67,8.257222222222222,0.0001134583842046
1217,1.3,26.799,39.7,85.68,54.776,0.0002885461089882
1218,1.4,28.889,40.4,103.83,57.167,0.0002951649513041
1219,1.4,31.918,41.1,130.41,58.813,0.0003011042367492
1220,1.4,32.431,41.7,180.24,59.646,0.000308066191524
1221,1.4,33.345,42.4,206.58,59.681,0.0003140199638465
1222,1.4,27.816,43.0,230.98,61.465,0.0003268167511531
1223,1.4,30.406,43.6,223.72,64.031,0.0003377373231793
1224,1.4,28.121,44.2,271.02,61.28,0.0003479091764707
1225,1.4,31.049,44.9,301.1,63.486,0.000356769300795
1226,1.4,30.399,45.7,247.9,64.241,0.0003668370512016
1227,1.4,28.896,46.6,269.82,64.305,0.0003794907278466
1228,1.4,29.811,47.5,300.35,64.332,0.0003933415810767
1229,1.4,31.062,48.4,282.55,65.344,0.0004063884219767
1230,1.4,32.284,49.4,281.19,66.362,0.0004184327735784
1231,1.4,33.443,50.3,285.36,66.248,0.0004315903575394
1232,1.4,31.178,51.3,239.29,66.852,0.0004477879909767
1233,1.4,32.313,52.3,253.13,66.427,0.0004595543558218
1234,1.4,33.447,53.2,269.82,68.037,0.0004733604071528
1235,1.4,34.075,54.1,283.85,69.157,0.000484323933632
1236,1.394736842105263,35.248,55.0,299.17,69.2,0.0004949307357191
1237,1.4,34.522,66.0,558.3,140.3,0.0002846539497514
1238,1.4,34.995,67.2,497.99,140.12,0.0002879092173082
1239,1.4,36.067,68.4,573.95,141.045,0.0002916362878866
1240,1.4,36.354,69.5,671.47,144.583,0.0002954676634692
1241,1.4,36.276,70.7,784.37,145.07,0.00030615785499
1242,1.4,36.339,71.8,899.07,148.407,0.0003100388559566
1243,1.4,36.537,72.9,845.01,147.047,0.0003173139872005
1244,1.4,36.894,74.0,976.17,150.917,0.0003278894846835
1245,1.4,37.182,75.1,789.4,160.051,0.0003351217444729
1246,1.4,36.761,76.2,616.3,162.006,0.0003456213685301
1247,1.4,35.654,77.2,669.85,152.201,0.0003528535819494
1248,1.4,34.56,78.3,714.23,154.745,0.0003632763021687
1249,1.4,35.074,79.3,688.11,157.217,0.0003767765172439
1250,1.4,35.697,80.2,735.58,160.972,0.0003901281713772
1251,1.4,36.306,81.1,804.54,160.956,0.0004001878046705
1252,1.4,37.826,81.9,755.12,163.144,0.0004101504406769
1253,1.4,38.892,82.6,854.88,151.565,0.0004231355589434
1254,1.5,39.773,83.3,1004.94,157.087,0.0004390955867801
1255,1.5,40.778,84.0,1041.4,162.132,0.0004514644765485
1256,1.4105263157894736,41.416,84.6,970.25,171.888,0.0004614181120359
1257,1.0,6.857,16.5,13.27,11.654,3.612341210022589e-05
1258,1.0,6.857,17.0,14.67,11.817,3.756687572307588e-05
1259,1.0,6.857,17.6,14.85,14.251571428571427,3.891530473193495e-05
1260,1.0,6.857,18.2,16.15,12.441,3.996874400142522e-05
1261,1.0,6.857,18.8,18.17,12.592,4.127508217182184e-05
1262,1.0,6.857,19.5,20.24,12.907,4.351894828097386e-05
1263,1.0,6.857,20.1,21.36,14.251571428571427,4.566169150204286e-05
1264,1.0,6.857,20.8,25.39,14.251571428571427,4.750942748160705e-05
1265,1.0,6.857,21.5,26.19,14.251571428571427,4.952627601458655e-05
1266,1.0,6.857,22.2,25.57,14.251571428571427,5.135976610110083e-05
1267,1.0,6.857,22.9,29.42,14.251571428571427,5.341707814570056e-05
1268,1.0,6.857,23.6,30.24,14.251571428571427,5.687482623215997e-05
1269,1.0,6.857,24.4,30.84,14.251571428571427,6.251070142049009e-05
1270,1.0,6.857,25.2,38.76,14.251571428571427,6.945934905603699e-05
1271,1.0,6.857,26.0,38.25,14.251571428571427,7.513682010928318e-05
1272,1.0,6.857,26.9,38.1,14.251571428571427,7.890416706548567e-05
1273,1.0,6.857,27.7,38.3,14.251571428571427,8.312918513592484e-05
1274,1.0,6.857,28.6,31.72,21.079,8.794589687556539e-05
1275,1.0,6.857,29.5,33.34,17.271,9.500085196149344e-05
1276,1.0,6.857,30.4,34.92,14.251571428571427,9.83646053854583e-05
1277,1.1,2.69825,19.3,7.11,22.1828,6.449999558526712e-05
1278,1.1,2.69825,19.8,6.98,22.1828,6.567356303459856e-05
1279,1.1,2.69825,20.3,8.99,22.1828,6.72124773119256e-05
1280,1.1,1.339,20.8,11.99,8.168,6.871396013758285e-05
1281,1.1,2.69825,21.3,12.18,22.1828,7.014473647136215e-05
1282,1.1,2.69825,21.8,19.25,22.1828,7.13993179357673e-05
1283,1.1,2.69825,22.3,24.18,22.1828,7.245700375428824e-05
1284,1.1,2.69825,22.8,28.3,22.1828,7.398570052919973e-05
1285,1.1,2.69825,23.3,29.83,22.1828,7.522556132154339e-05
1286,1.1,1.448,23.8,31.31,22.1828,7.640106492854418e-05
1287,1.1,1.395,24.3,52.79,22.1828,7.737633763108951e-05
1288,1.1,2.69825,24.7,61.23,22.1828,7.854224677973123e-05
1289,1.1,2.007,25.2,57.73,22.1828,7.989406267259149e-05
1290,1.2,2.69825,25.6,52.93,22.1828,8.120803938934042e-05
1291,1.2,2.69825,26.0,46.83,22.1828,8.26009764365574e-05
1292,1.2,2.738,26.4,41.94,12.99,8.400472994526168e-05
1293,1.2,2.69825,26.7,41.46,22.1828,8.552669291106804e-05
1294,1.2,3.767,27.1,40.79,20.532,8.72243688454034e-05
1295,1.2,4.241,27.5,39.8,31.154,9.053236329939336e-05
1296,1.131578947368421,4.651,27.9,41.76,38.07,9.19159560399471e-05
1297,1.1,10.964714285714283,28.6,48.19,18.309125,6.72868362353222e-05
1298,1.1,10.964714285714283,29.2,56.06,18.309125,7.132016428576113e-05
1299,1.1,10.964714285714283,29.9,57.91,18.309125,7.529480220004241e-05
1300,1.1,10.964714285714283,30.7,63.05,18.309125,7.959122758933593e-05
1301,1.1,8.817,31.5,80.54,13.961,8.423910669928503e-05
1302,1.1,8.869,32.4,98.08,14.051,8.932979714430194e-05
1303,1.1,5.361,33.5,103.27,16.89,9.447368564885411e-05
1304,1.1,10.964714285714283,34.6,132.18,18.309125,9.94422273590509e-05
1305,1.1,10.964714285714283,35.7,167.79,18.309125,0.0001045913008614
1306,1.1,10.964714285714283,36.8,208.1,18.309125,0.0001106392608807
1307,1.1,10.964714285714283,37.9,264.71,18.309125,0.0001164666683029
1308,1.1,10.964714285714283,39.1,305.27,19.971,0.0001218751033492
1309,1.2,10.964714285714283,40.2,288.87,18.309125,0.0001273382022518
1310,1.2,10.964714285714283,41.2,213.91,18.309125,0.0001333309890522
1311,1.2,15.044,42.2,163.45,15.641,0.0001389522645471
1312,1.2,11.526,43.2,155.24,18.907,0.0001447492255109
1313,1.2,10.964714285714283,44.2,193.81,18.309125,0.0001496468088938
1314,1.2,11.292,44.9,199.75,26.286,0.0001540914159859
1315,1.2,15.844,45.6,173.51,20.766,0.0001600124992156
1316,1.136842105263158,10.964714285714283,46.4,185.79,18.309125,0.000162414815706
1317,1.1,8.198,38.0,15.38,18.64166666666667,7.863017405585051e-05
1318,1.1,8.198,38.8,15.54,18.64166666666667,7.877443840012308e-05
1319,1.1,8.198,39.7,16.26,18.64166666666667,7.827094309545204e-05
1320,1.2,8.198,40.7,19.29,18.64166666666667,7.732176232387925e-05
1321,1.2,8.198,41.6,30.24,18.64166666666667,7.745410607852551e-05
1322,1.2,8.198,42.6,30.3,18.64166666666667,7.774232324676887e-05
1323,1.2,8.198,43.6,32.52,18.64166666666667,7.818122622433942e-05
1324,1.2,6.636,44.7,39.28,18.64166666666667,7.84588524435686e-05
1325,1.2,8.198,45.5,42.42,18.64166666666667,7.934322233220915e-05
1326,1.2,8.198,46.4,113.55,18.64166666666667,8.008551706910523e-05
1327,1.2,8.198,47.2,116.42,20.85,8.095175915486238e-05
1328,1.2,10.364,48.0,117.92,18.776,8.212193253407048e-05
1329,1.2,8.198,48.8,119.93,16.498,8.294847203690825e-05
1330,1.2,8.536,49.6,126.41,17.152,8.439215317528414e-05
1331,1.2,8.375,50.3,124.42,18.126,8.586674769909344e-05
1332,1.2,7.079,50.9,122.94,20.448,8.975146986376423e-05
1333,1.18125,8.198,51.6,126.9,18.64166666666667,9.007394520895054e-05
1334,1.4,22.304,33.9,189.61,140.287,0.0002307573970565
1335,1.4,23.856,34.8,194.17,148.502,0.0002334288739122
1336,1.4,24.166,35.7,230.31,153.746,0.0002367073925422
1337,1.4,25.803,36.5,382.74,148.19,0.000238870412801
1338,1.4,27.454,37.4,425.6,123.703,0.0002412517519472
1339,1.4,35.427,38.3,533.74,122.67,0.0002443331265471
1340,1.4,36.638,39.2,577.68,126.696,0.0002480840208826
1341,1.4,38.986,40.1,562.21,138.683,0.0002500009049806
1342,1.4,40.144,41.0,668.93,137.798,0.0002532258628604
1343,1.4,40.388,42.0,698.9,130.434,0.0002589521912246
1344,1.4,41.326,42.9,708.19,134.653,0.0002649842080227
1345,1.5,40.938,43.8,772.2,133.65,0.0002748890167707
1346,1.5,39.423,44.7,725.63,129.606,0.0002825057369418
1347,1.5,39.347,45.5,761.46,125.775,0.000287689526468
1348,1.5,30.321,46.3,762.71,122.598,0.0002932068908792
1349,1.5,31.524,47.0,602.71,124.774,0.0003008806687236
1350,1.5,32.323,47.7,602.53,117.073,0.0003071192917154
1351,1.5,32.946,48.4,631.72,145.415,0.0003131047821417
1352,1.5,33.125,49.0,659.35,130.118,0.0003218852859111
1353,1.4421052631578946,33.52,49.7,635.99,179.781,0.0003234294688554
1354,1.2,37.993,49.5,446.46,59.851,0.0002073735356697
1355,1.2,38.146,50.2,472.87,60.711,0.0002090751073929
1356,1.2,38.286,51.0,390.72,60.018,0.0002130452120561
1357,1.2,38.314,51.7,410.44,58.666,0.0002175011733818
1358,1.2,37.952,52.5,427.48,57.211,0.0002224328349548
1359,1.3,37.366,53.3,470.29,57.767,0.0002295743013222
1360,1.3,36.805,54.1,409.94,57.317,0.0002332938588085
1361,1.3,36.176,54.8,479.87,55.733,0.0002391967338773
1362,1.3,35.51,55.6,543.65,53.038,0.0002456287709886
1363,1.3,35.334,56.3,518.29,51.442,0.00025284429091
1364,1.3,35.107,57.1,532.18,51.041,0.0002610829366663
1365,1.3,35.123,57.8,579.03,52.092,0.0002697692990762
1366,1.3,34.997,58.4,562.48,52.363,0.0002767839522745
1367,1.3,34.788,59.0,606.76,52.997,0.0002851937228316
1368,1.3,34.612,59.6,648.78,53.219,0.0002934088482903
1369,1.3,34.627,60.1,600.88,53.728,0.0003034599602351
1370,1.3,34.641,60.7,643.26,55.056,0.0003110513835013
1371,1.3,34.789,61.3,699.5,56.216,0.0003194760886368
1372,1.3,35.303,61.8,714.06,55.83,0.0003309997848501
1373,1.2736842105263158,35.781,62.3,725.15,55.888,0.0003316634312463
1374,1.4,34.586,43.7,403.38,57.658,0.0003996755385694
1375,1.4,35.129,44.7,388.36,57.987,0.0004262480853964
1376,1.4,35.584,45.8,425.22,58.41,0.000461940815374
1377,1.4,36.149,46.9,513.05,54.702,0.0005000341127145
1378,1.4,36.809,48.1,585.8,53.483,0.0005276926221132
1379,1.4,37.017,49.3,578.51,52.102,0.0005537637847258
1380,1.4,36.985,50.5,603.86,53.714,0.000576722440347
1381,1.4,37.751,51.7,665.4,55.091,0.0005944650317844
1382,1.4,37.806,53.0,747.75,55.295,0.0006072093226667
1383,1.4,37.898,54.2,689.7,55.396,0.0006184753611483
1384,1.4,38.16,55.4,661.2,55.16,0.0006311383351327
1385,1.4,38.846,56.6,747.16,54.829,0.0006537543329866
1386,1.4,38.514,57.7,681.59,53.825,0.0006699829987161
1387,1.4,39.044,58.7,699.96,53.357,0.0006791060633129
1388,1.4,39.048,59.7,710.97,55.676,0.0006909681758076
1389,1.4,38.479,60.7,627.89,57.152,0.0007108708220111
1390,1.4,39.504,61.6,629.67,58.359,0.0007288307196189
1391,1.4,39.805,62.4,668.88,60.605,0.0007455687198452
1392,1.4,39.636,63.3,707.18,59.998,0.0007661520040941
1393,1.4,39.958,64.1,677.41,63.573,0.0007822757111597
1394,1.2,4.782375,39.5,56.73,13.898555555555555,0.0002037748429442
1395,1.2,4.782375,40.2,68.1,13.898555555555555,0.0002082927793603
1396,1.2,4.782375,40.8,46.14,13.898555555555555,0.0002112583039898
1397,1.2,8.315,41.4,50.78,16.144,0.0002149378056263
1398,1.2,4.782375,42.1,49.44,13.898555555555555,0.0002178399491927
1399,1.2,4.782375,42.8,54.36,13.898555555555555,0.0002174299921103
1400,1.2,4.782375,43.4,52.74,13.898555555555555,0.0002206830375552
1401,1.2,4.782375,44.0,76.65,13.898555555555555,0.000228234924544
1402,1.2,3.965,44.7,83.45,10.532,0.0002324974361095
1403,1.2,4.782375,45.4,51.24,13.898555555555555,0.0002374441245495
1404,1.2,4.782375,46.1,58.5,13.898555555555555,0.0002377747932026
1405,1.2,4.782375,46.7,59.0,13.898555555555555,0.0002429943034047
1406,1.2,3.54,47.4,55.36,15.119,0.0002443593993742
1407,1.2,4.677,48.0,48.15,14.349,0.0002495090582785
1408,1.2,3.798,48.6,53.47,14.271,0.0002563096192897
1409,1.2,4.147,49.2,52.37,14.507,0.0002572698214703
1410,1.2,4.549,49.7,49.51,16.066,0.0002558629651824
1411,1.2,4.782375,50.3,52.22,14.674,0.0002568080035819
1412,1.2,5.268,50.8,53.66,9.425,0.0002594830869525
1413,1.2,4.782375,51.4,53.82,13.898555555555555,0.0002573487927372
1414,1.5,19.237,50.9,436.22,102.30744444444446,0.0004653103006811
1415,1.5,21.8423,52.3,391.46,102.30744444444446,0.0004937116764719
1416,1.5,19.695,53.6,384.23,85.725,0.0005252985568751
1417,1.5,21.8423,54.9,446.19,102.30744444444446,0.0005583594261702
1418,1.6,20.228,56.2,477.09,89.341,0.0005927228138773
1419,1.6,21.8423,57.4,451.91,102.30744444444446,0.0006354129996579
1420,1.6,20.746,58.6,452.33,92.821,0.0006823272055205
1421,1.6,21.8423,59.8,430.19,102.30744444444446,0.0007412013738716
1422,1.6,21.394,60.9,489.71,97.394,0.0008048190164351
1423,1.6,21.8423,62.1,558.79,102.30744444444446,0.0008631111901269
1424,1.6,22.059,63.2,591.63,102.738,0.0009221256414763
1425,1.6,21.8423,64.2,667.55,102.30744444444446,0.0009735423545564
1426,1.6,22.74,65.2,676.14,106.891,0.0010178138184817
1427,1.6,21.8423,66.1,550.74,102.30744444444446,0.0010610431471548
1428,1.6,23.413,67.1,527.56,111.207,0.0011019847526964
1429,1.6,21.8423,67.9,483.39,102.30744444444446,0.0011504285829454
1430,1.6,24.115,68.8,536.6,115.17,0.001192252986169
1431,1.6,21.8423,69.6,521.51,102.30744444444446,0.0012289306405464
1432,1.6,24.796,70.4,553.06,119.48,0.0012707807110083
1433,1.5789473684210529,21.8423,71.2,562.82,102.30744444444446,0.0013100518706613
1434,1.1,18.692,36.1,62.23,30.391,4.799877123145648e-05
1435,1.1,20.369,36.9,65.42,30.499,4.8609010399824754e-05
1436,1.1,22.031,37.7,68.7,28.22,4.916305508608125e-05
1437,1.1,22.773,38.6,71.9,29.788,4.986262845859657e-05
1438,1.1,20.426,39.6,75.07,32.608,5.10894234558563e-05
1439,1.1,22.39,40.6,77.55,30.228,5.261749142678048e-05
1440,1.2,22.911,41.6,79.33,33.07,5.1627007333705406e-05
1441,1.2,24.426,42.6,81.85,30.176,5.069038131672601e-05
1442,1.2,22.231,43.7,93.7,29.568,5.283218850003057e-05
1443,1.2,21.287,44.8,74.58,34.992,5.5508722286512736e-05
1444,1.2,22.326,45.9,66.72,35.338,5.8372879398353545e-05
1445,1.2,22.611,47.0,65.62,31.8035,6.176755700553957e-05
1446,1.2,22.611,48.0,65.98,31.8035,6.6370794269435e-05
1447,1.2,21.947,49.1,64.15,34.346,7.173622174730615e-05
1448,1.2,22.038,50.1,62.22,34.352,7.720516091991174e-05
1449,1.2,28.078,51.1,91.25,31.8035,8.24365091671361e-05
1450,1.2,22.611,52.0,91.51,31.8035,8.837996266094867e-05
1451,1.2,23.237,52.9,102.77,33.598,9.452065232628412e-05
1452,1.2,22.611,53.7,104.63,28.212,0.0001028093864533
1453,1.1684210526315788,26.614,54.5,101.18,33.47,0.0001073648357905
1454,1.2,32.804,60.8,24.74,61.736,0.0001069658412426
1455,1.2,34.399,61.9,22.03,64.542,0.000106310382216
1456,1.2,35.83,62.9,27.29,66.463,0.0001049858269133
1457,1.2,36.168,64.0,33.87,66.749,0.0001047063983479
1458,1.2,35.907,65.0,46.25,67.799,0.0001045743850672
1459,1.2,36.038,66.1,49.8,68.81,0.0001048213803363
1460,1.2,36.983,67.2,55.02,72.726,0.000104828619945
1461,1.2,36.547,68.3,59.16,73.84,0.000104375331261
1462,1.2,37.161,69.4,62.78,71.01,0.0001045067515565
1463,1.2,37.808,70.5,57.63,76.328,0.0001052582890161
1464,1.2,39.278,71.6,68.04,77.215,0.000105942024778
1465,1.2,39.483,72.7,74.77,79.204,0.0001066195914683
1466,1.2,39.108,73.8,104.92,80.644,0.0001066087737651
1467,1.2,39.508,74.8,96.06,80.253,0.0001088127257441
1468,1.2,39.8,75.8,90.6,72.002,0.000111037964844
1469,1.2,39.678,76.7,102.4,72.936,0.0001131787295365
1470,1.2,41.844,77.5,93.99,72.0160625,0.0001160108477223
1471,1.2,39.897,78.3,93.34,72.0160625,0.0001202800196457
1472,1.2,39.781,79.0,92.33,72.0160625,0.0001219505754741
1473,1.2,39.914,79.7,92.44,72.0160625,0.0001225488123704
1474,1.1,1.7094444444444443,14.6,9.67,8.85525,4.740915967182798e-05
1475,1.1,1.7094444444444443,14.9,9.88,8.85525,4.7544655856569165e-05
1476,1.1,1.335,15.2,9.62,8.85525,4.793664465274001e-05
1477,1.1,1.7094444444444443,15.5,11.27,8.85525,4.815786973888809e-05
1478,1.1,1.7094444444444443,15.8,11.98,4.531,4.809569114034124e-05
1479,1.1,1.7094444444444443,16.1,13.7,8.85525,4.780642556945255e-05
1480,1.1,1.7094444444444443,16.4,15.48,8.85525,4.749953106260058e-05
1481,1.1,1.7094444444444443,16.7,17.71,8.85525,4.720804763019344e-05
1482,1.1,1.664,17.1,18.26,3.537,4.701510149968833e-05
1483,1.1,1.686,17.5,17.19,3.899,4.691785220498795e-05
1484,1.1,1.696,17.9,17.57,7.061,4.713154249468013e-05
1485,1.1,1.748,18.4,17.49,13.925,4.765934672506141e-05
1486,1.1,1.825,18.9,20.17,13.93,4.810135646290197e-05
1487,1.1,1.907,19.5,21.47,8.851,4.8549359666191136e-05
1488,1.1,1.959,20.1,20.99,9.274,4.9033487094528384e-05
1489,1.1,1.7094444444444443,20.7,18.77,8.65,4.98853573084988e-05
1490,1.1,1.7094444444444443,21.4,18.13,10.362,5.088611512187449e-05
1491,1.1,1.7094444444444443,22.1,15.16,10.587,5.2083617728087394e-05
1492,1.1,1.565,22.9,17.18,11.656,5.43937781918332e-05
1493,1.1,1.7094444444444443,23.6,20.27,8.85525,5.504398675883832e-05
1494,1.1,22.2927,29.7,103.61,59.75335714285715,6.997052618342723e-05
1495,1.1,22.2927,30.7,103.87,43.727,7.200155444451788e-05
1496,1.1,22.2927,31.7,120.1,59.75335714285715,7.440101185376121e-05
1497,1.1,22.2927,32.6,127.29,59.75335714285715,7.57073732438927e-05
1498,1.1,22.2927,33.4,137.24,59.75335714285715,7.82784208693911e-05
1499,1.1,22.2927,34.1,153.87,59.75335714285715,8.109340497913507e-05
1500,1.1,14.543,35.1,165.51,41.53,8.459652636303995e-05
1501,1.1,18.814,36.1,188.29,43.259,8.797044193151101e-05
1502,1.1,18.806,37.1,211.48,46.762,9.206014157534628e-05
1503,1.1,18.929,38.1,169.98,48.047,9.401350901806504e-05
1504,1.2,24.296,39.1,148.11,65.293,9.5943176474104e-05
1505,1.2,24.56,40.2,158.98,65.011,0.0001009389635186
1506,1.2,24.662,41.5,181.34,64.206,0.0001058075496709
1507,1.2,25.332,42.8,177.99,62.055,0.000110191161259
1508,1.2,26.522,44.2,178.99,66.61,0.0001148498693446
1509,1.2,26.463,45.7,172.45,71.514,0.000119417586445
1510,1.2,22.2927,47.3,173.74,70.899,0.0001281428535118
1511,1.2,22.2927,48.7,178.98,73.489,0.0001338933902571
1512,1.2,22.2927,50.3,185.09,74.145,0.0001411966660893
1513,1.1473684210526316,22.2927,51.8,207.42,59.75335714285715,0.0001437803820633
1514,1.1,28.043,30.0,6.35,79.535,0.0001537810133632
1515,1.1,26.959,30.7,7.0,74.228,0.0001475110118092
1516,1.1,25.862,31.3,7.63,70.097,0.0001377248262005
1517,1.1,25.735,32.0,11.4,68.256,0.0001295039996812
1518,1.1,25.61,32.6,12.69,65.979,0.0001226033070618
1519,1.1,25.167,33.2,15.37,63.38,0.0001175606229041
1520,1.1,24.489,33.9,18.01,60.151,0.0001133508940911
1521,1.1,23.58,34.6,21.82,58.821,0.000108816008027
1522,1.2,23.528,35.3,31.07,57.05,0.0001067787918651
1523,1.2,23.409,36.1,23.41,56.802,0.0001060432306585
1524,1.2,23.394,36.9,26.48,56.459,0.0001054709468386
1525,1.2,22.86,37.7,34.76,58.392,0.0001061308365919
1526,1.2,22.623,38.5,43.24,59.339,0.0001063900736473
1527,1.2,22.614,39.2,48.64,59.737,0.0001087095669984
1528,1.1,22.13,39.9,52.95,59.446,0.0001114689932703
1529,1.1,24.4002,40.5,43.7,62.731125,0.0001131349508869
1530,1.1,24.4002,41.1,41.15,62.731125,0.0001135895085327
1531,1.1,24.4002,41.6,43.4,62.731125,0.0001133847486816
1532,1.1,24.4002,42.2,30.65,62.731125,0.0001163469046704
1533,1.131578947368421,24.4002,42.8,28.7,56.026,0.0001159363956577
1534,1.0,2.85,25.0,6.44,10.243,5.095040098891949e-05
1535,1.0,3.26575,25.6,6.49,10.597,5.146841385260537e-05
1536,1.0,3.26575,26.2,6.55,10.597,5.234825862262768e-05
1537,1.0,3.26575,26.8,9.84,10.597,5.3413493663426366e-05
1538,1.0,3.532,27.5,7.83,9.89,5.447226900320795e-05
1539,1.0,2.806,28.2,7.73,9.952,5.568542157376596e-05
1540,1.0,3.26575,28.9,8.06,10.597,5.6484905547121226e-05
1541,1.0,3.26575,29.6,8.8,10.597,5.732829595451116e-05
1542,1.0,3.26575,30.3,8.54,10.597,5.8257012036907605e-05
1543,1.0,1.97,31.1,9.74,8.656,5.9294870514227175e-05
1544,1.0,3.26575,31.8,12.58,8.572,6.045700470559637e-05
