,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized","Mean total cholesterol,  age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
1124,51.7,36.52598,0.000211407078699,9.2,4.0,106.0,52.3
1125,51.4,35.82184,0.000206699448295,9.6,4.0,106.0,52.1
1126,51.1,35.28299,0.00020898838981,10.1,4.0,106.0,51.8
1127,50.8,34.7454,0.0002102862013604,10.6,4.0,106.0,51.4
1128,50.6,34.19482,0.0002094140284193,11.1,4.0,106.0,51.2
1129,50.3,33.62346,0.0002050536161921,11.7,4.0,107.0,50.9
1130,50.1,32.97622,0.0002023080476011,12.3,4.0,107.0,50.6
1131,49.8,32.36306,0.0002020152194675,13.0,4.0,107.0,50.3
1132,49.4,31.85069,0.0001972808183792,13.6,4.0,107.0,49.9
1133,48.9,31.43485,0.00019076601527,14.3,4.0,107.0,49.5
1134,48.4,31.07984,0.0001832627979661,15.1,4.1,107.0,49.0
1135,47.9,30.69021,0.0001815711413695,15.8,4.1,108.0,48.5
1136,47.5,30.29119,0.0001700674289827,16.6,4.010526315789474,108.0,48.0
1137,53.5,55.25767,0.0001626449827541,9.0,3.9,106.0,53.8
1138,53.2,54.18201,0.0001576786035492,9.4,4.0,106.0,53.6
1139,53.0,53.26652,0.000155274843975,9.9,4.0,106.0,53.4
1140,52.8,52.52839,0.0001522151719553,10.3,4.0,106.0,53.2
1141,52.6,51.73091,0.0001506929713625,10.8,4.0,106.0,53.0
1142,52.3,50.8645,0.0001456696170656,11.3,4.0,107.0,52.7
1143,52.0,49.8167,0.0001427831768147,11.9,4.0,107.0,52.4
1144,51.7,48.71442,0.0001398715354635,12.4,4.0,107.0,52.1
1145,51.2,47.50521,0.0001357121093786,13.0,4.0,107.0,51.6
1146,50.7,46.20887,0.0001303811562722,13.6,4.0,107.0,51.2
1147,50.2,44.8445,0.0001245906080405,14.2,4.0,107.0,50.7
1148,49.8,43.57128,0.0001183708414413,14.9,4.0,107.0,50.3
1149,49.4,42.30398,0.0001117522195403,15.6,4.0,107.0,49.9
1150,49.1,41.22443,0.0001065706527301,16.3,4.0,108.0,49.6
1151,48.9,40.16979,0.0001021614528893,17.0,4.0,108.0,49.3
1152,48.6,39.24903,9.79046096270935e-05,17.8,4.0,108.0,49.1
1153,48.4,38.36361,9.379481900157972e-05,18.6,4.0,108.0,48.8
1154,48.1,37.48001,8.926887674088258e-05,19.5,4.0,108.0,48.5
1155,47.9,36.70576,8.647922434273e-05,20.3,4.0,108.0,48.3
1156,47.7,35.90823,8.176021128559864e-05,21.2,3.994736842105264,108.0,48.1
1157,44.5,26.97262,3.309723969020984e-05,25.7,4.5,114.0,44.1
1158,43.4,26.43075,3.815526905187972e-05,26.6,4.5,114.0,43.1
1159,42.4,25.96685,3.832758845368622e-05,27.5,4.5,114.0,42.1
1160,41.8,25.53,3.718859361715497e-05,28.4,4.6,114.0,41.6
1161,41.3,25.15297,3.848724596814026e-05,29.3,4.6,114.0,41.0
1162,40.5,24.7515,3.734721447732573e-05,30.2,4.6,114.0,40.3
1163,39.6,24.33543,3.76518733754515e-05,31.1,4.6,114.0,39.5
1164,38.8,23.93847,3.7967607085017325e-05,32.0,4.6,114.0,38.7
1165,38.0,23.55619,3.825559751945429e-05,32.9,4.6,114.0,37.9
1166,37.0,23.15582,3.453130395516243e-05,33.8,4.7,115.0,36.9
1167,36.0,22.77955,3.74088493305152e-05,34.6,4.7,115.0,35.9
1168,35.2,22.41643,3.3567500214832004e-05,35.4,4.7,115.0,35.1
1169,34.4,21.91364,3.369690042431137e-05,36.1,4.7,115.0,34.4
1170,33.8,21.38471,2.973362724573356e-05,36.8,4.8,115.0,33.8
1171,33.2,20.77515,3.3838703084330106e-05,37.4,4.8,115.0,33.2
1172,32.6,20.21721,3.249368742426602e-05,38.0,4.8,115.0,32.7
1173,32.2,19.60862,3.2457082270589285e-05,38.6,4.8,115.0,32.3
1174,31.9,19.05615,3.1022264544384095e-05,39.1,4.9,115.0,32.0
1175,31.7,18.44147,3.237105865500949e-05,39.6,4.9,115.0,31.8
1176,31.6,17.85809,3.205029760036751e-05,40.1,4.678947368421053,116.0,31.7
1177,53.8,29.83907,0.0001570210270292,15.3,4.4,107.0,53.8
1178,53.1,29.49784,0.0001658384856857,15.8,4.4,107.0,53.1
1179,52.4,29.34467,0.0001664529068959,16.3,4.5,107.0,52.5
1180,51.8,29.33765,0.0001712131198103,16.9,4.5,108.0,51.9
1181,51.2,29.36819,0.0001803068444411,17.4,4.5,108.0,51.3
1182,50.6,29.37115,0.0001844715980552,17.9,4.5,108.0,50.8
1183,50.1,29.32652,0.0001813506746042,18.4,4.5,108.0,50.2
1184,49.6,29.19296,0.0001791485978675,18.8,4.5,108.0,49.7
1185,49.0,28.96779,0.0001801002129041,19.2,4.5,108.0,49.1
1186,48.5,28.70441,0.0001746783305701,19.6,4.5,109.0,48.6
1187,48.0,30.57822,0.000178361856721,20.0,4.5,109.0,48.2
1188,47.7,28.29124,0.0001796308863066,20.3,4.5,109.0,47.8
1189,47.4,28.07389,0.0001773168311013,20.6,4.6,109.0,47.6
1190,47.3,27.79757,0.0001757642612129,20.8,4.6,109.0,47.4
1191,47.2,27.46208,0.0001731566048941,20.9,4.6,109.0,47.3
1192,47.2,27.0691,0.0001686445890952,21.1,4.6,109.0,47.4
1193,47.3,26.64723,0.000161999763404,21.2,4.6,109.0,47.4
1194,47.4,26.23156,0.0001561911927111,21.2,4.6,109.0,47.5
1195,47.5,25.71229,0.0001529049918743,21.3,4.6,110.0,47.6
1196,47.6,25.23162,0.0001476533654805,21.4,4.526315789473684,110.0,47.7
1197,21.1,17.65961,5.708089258791244e-05,26.8,4.9,118.0,21.5
1198,20.3,17.14662,5.592171939829456e-05,27.8,4.9,118.0,20.7
1199,19.6,16.60655,5.393141328538368e-05,28.8,4.9,119.0,20.0
1200,19.0,16.09044,5.304537273846737e-05,29.9,4.9,119.0,19.4
1201,18.5,15.61976,5.12131906970101e-05,31.1,4.9,119.0,18.9
1202,18.0,15.16131,5.018722894899462e-05,32.3,4.9,119.0,18.4
1203,17.6,14.70951,4.8809291222471526e-05,33.5,4.9,119.0,18.0
1204,17.3,14.24704,4.763036283958919e-05,34.8,4.9,119.0,17.7
1205,17.0,13.7469,4.546728316307421e-05,36.0,4.9,119.0,17.3
1206,16.7,13.2165,4.327459222313452e-05,37.3,4.9,120.0,17.0
1207,16.5,12.6866,4.067882316790403e-05,38.5,4.9,120.0,16.8
1208,16.4,12.1795,3.610212923972845e-05,39.7,4.8,120.0,16.7
1209,16.3,11.72017,2.9770897874611003e-05,40.9,4.8,120.0,16.6
1210,16.3,11.30189,2.9236080163674705e-05,42.1,4.8,120.0,16.6
1211,16.4,10.87883,2.8609438253679888e-05,43.2,4.8,120.0,16.7
1212,16.6,10.49505,2.8239308820622424e-05,44.2,4.8,120.0,16.9
1213,16.8,10.12423,2.7773845336113568e-05,45.2,4.8,119.0,17.1
1214,17.1,9.76814,2.7548084406888083e-05,46.1,4.8,119.0,17.3
1215,17.4,9.43684,2.7879989038296373e-05,47.0,4.7,119.0,17.6
1216,17.8,9.12504,2.723859129298054e-05,47.9,4.852631578947369,119.0,18.0
1217,19.2,5.76331,8.869245153327076e-07,28.7,5.4,119.0,19.3
1218,18.9,5.4693,6.910216251268888e-07,29.7,5.3,119.0,19.0
1219,18.7,5.1225,7.910784545135327e-07,30.6,5.3,119.0,18.8
1220,18.7,4.75121,7.927081158546875e-07,31.6,5.3,119.0,18.8
1221,18.7,4.41221,5.956749235153398e-07,32.6,5.3,119.0,18.9
1222,18.8,4.13571,6.959894305056542e-07,33.5,5.2,119.0,18.9
1223,18.9,3.92229,8.958549686455738e-07,34.4,5.2,119.0,19.1
1224,19.1,3.76412,9.96588875596608e-07,35.3,5.2,119.0,19.2
1225,19.1,3.63906,1.3971385205959674e-06,36.2,5.2,119.0,19.2
1226,19.2,3.51695,1.3989971988078946e-06,37.1,5.2,119.0,19.3
1227,19.4,3.38844,1.3009966935669417e-06,38.0,5.1,119.0,19.5
1228,19.5,3.26724,1.102639498431345e-06,38.9,5.1,119.0,19.6
1229,19.5,3.15516,1.004172033547781e-06,39.9,5.1,119.0,19.6
1230,19.6,3.03573,1.207307834321146e-06,40.8,5.1,119.0,19.6
1231,19.5,2.88595,9.073378224376176e-07,41.7,5.1,119.0,19.6
1232,19.5,2.70247,1.3134575547603188e-06,42.6,5.0,119.0,19.6
1233,19.5,2.52203,1.1139484164919456e-06,43.4,5.0,119.0,19.5
1234,19.4,2.3726,1.3196837428667287e-06,44.3,5.0,119.0,19.4
1235,19.4,2.25765,1.0151413406667143e-06,45.1,5.0,119.0,19.5
1236,19.6,2.1763,1.020475743750785e-06,46.0,5.163157894736842,119.0,19.7
1237,9.9,2.08463,0.0,47.9,5.4,121.0,10.2
1238,9.7,1.9741,0.0,49.5,5.4,121.0,9.9
1239,9.5,1.87551,0.0,51.2,5.3,121.0,9.7
1240,9.4,1.78306,0.0,52.9,5.3,121.0,9.6
1241,9.3,1.69968,0.0,54.5,5.2,121.0,9.5
1242,9.2,1.62268,0.0,56.1,5.2,121.0,9.4
1243,9.2,1.55291,0.0,57.7,5.1,121.0,9.4
1244,9.2,1.48872,0.0,59.1,5.1,121.0,9.4
1245,9.1,1.43272,0.0,60.5,5.0,121.0,9.3
1246,9.1,1.38403,0.0,61.8,5.0,121.0,9.3
1247,9.1,1.34072,0.0,63.1,5.0,121.0,9.3
1248,9.1,1.30225,0.0,64.3,4.9,121.0,9.3
1249,9.2,1.2638,0.0,65.4,4.9,121.0,9.4
1250,9.3,1.2289,0.0,66.4,4.8,121.0,9.5
1251,9.3,1.19435,0.0,67.3,4.8,121.0,9.5
1252,9.4,1.15978,0.0,68.1,4.8,121.0,9.6
1253,9.5,1.12503,0.0,68.9,4.7,121.0,9.7
1254,9.7,1.0916,0.0,69.6,4.7,121.0,9.9
1255,9.9,1.05697,0.0,70.3,4.7,121.0,10.1
1256,10.1,1.02393,0.0,71.0,5.015789473684211,121.0,10.3
1257,54.1,44.68307,9.719762695725274e-05,12.2,4.4,107.0,54.1
1258,54.0,43.27519,9.238195280175992e-05,12.8,4.4,107.0,54.0
1259,54.0,41.87693,8.507574079713556e-05,13.5,4.4,107.0,54.0
1260,54.1,40.47023,7.711980363386433e-05,14.2,4.4,107.0,54.1
1261,54.2,39.10798,7.243155039277911e-05,15.0,4.4,107.0,54.1
1262,54.2,37.85298,7.071668688397012e-05,15.7,4.4,108.0,54.2
1263,54.2,36.62747,6.68900083378451e-05,16.4,4.4,108.0,54.1
1264,54.2,35.43864,6.16678720262783e-05,17.1,4.4,108.0,54.1
1265,54.1,34.25859,5.846657194506274e-05,17.7,4.4,108.0,54.0
1266,53.8,33.06259,5.506795884696442e-05,18.4,4.4,108.0,53.7
1267,53.6,31.84083,5.331478577085242e-05,19.1,4.4,108.0,53.5
1268,53.5,30.61344,5.033498645323948e-05,19.8,4.4,108.0,53.4
1269,53.3,29.3963,4.566193888708201e-05,20.4,4.3,108.0,53.2
1270,53.1,28.20716,4.3486224853612106e-05,21.1,4.3,108.0,53.0
1271,53.0,27.03107,3.824661903964223e-05,21.8,4.3,109.0,52.9
1272,52.8,25.89666,3.523620234521937e-05,22.4,4.3,109.0,52.7
1273,52.8,24.80065,3.3022765886593095e-05,23.1,4.3,109.0,52.6
1274,52.9,23.73431,3.144385057039733e-05,23.8,4.2,109.0,52.8
1275,53.0,22.66687,3.259991463909983e-05,24.4,4.2,109.0,52.9
1276,53.1,21.43815,3.190324997979809e-05,25.1,4.352631578947369,109.0,53.0
1277,32.7,22.81786,7.592966417650791e-05,5.8,4.3,111.0,33.3
1278,31.9,22.05466,7.125122929920615e-05,6.3,4.3,112.0,32.4
1279,31.1,21.41485,6.739428006364842e-05,6.8,4.3,112.0,31.7
1280,30.3,20.85004,6.382311133081726e-05,7.4,4.3,112.0,30.9
1281,29.6,20.46575,5.9193609065406095e-05,8.0,4.3,112.0,30.2
1282,28.9,19.93417,5.498573184480005e-05,8.6,4.4,112.0,29.5
1283,28.2,19.53224,5.0737588745486586e-05,9.3,4.4,112.0,28.9
1284,27.6,19.14294,4.7828235915703e-05,10.0,4.4,112.0,28.3
1285,27.1,18.73937,4.470083307498887e-05,10.6,4.5,113.0,27.7
1286,26.6,18.10993,4.193172790516329e-05,11.2,4.5,113.0,27.3
1287,26.3,17.45782,3.8449454582427565e-05,11.7,4.5,113.0,27.0
1288,26.2,16.78135,3.510399936420314e-05,12.2,4.6,113.0,26.9
1289,26.3,16.10198,3.2874567667205205e-05,12.7,4.6,113.0,27.0
1290,26.6,15.42988,3.044155034118462e-05,13.1,4.6,112.0,27.2
1291,27.0,14.78509,2.7683684483947064e-05,13.5,4.6,112.0,27.6
1292,27.6,14.1782,2.5492708365981204e-05,13.8,4.7,112.0,28.2
1293,28.3,13.61559,2.375009876508781e-05,14.2,4.7,112.0,28.9
1294,29.0,13.08841,2.2357744418730268e-05,14.6,4.7,112.0,29.6
1295,29.8,12.58927,2.113739379649268e-05,15.0,4.8,112.0,30.4
1296,30.6,12.15311,1.984519062361189e-05,15.4,4.5,111.0,31.2
1297,27.3,19.50068,7.955524596034197e-06,20.2,5.0,116.0,27.4
1298,26.4,18.80678,7.392329994531402e-06,21.0,5.0,117.0,26.5
1299,25.9,18.09309,6.90060073072951e-06,22.0,5.0,117.0,26.0
1300,25.4,17.39623,6.5243341281535125e-06,23.1,5.0,117.0,25.5
1301,24.9,16.71425,6.117063746691186e-06,24.2,5.0,117.0,25.0
1302,24.5,16.03144,5.699841478000992e-06,25.4,4.9,118.0,24.5
1303,24.0,15.38321,5.315340427741432e-06,26.6,4.9,118.0,24.1
1304,23.7,14.7116,5.088181285879776e-06,27.8,4.9,118.0,23.8
1305,23.4,14.01494,4.838363987856906e-06,29.0,4.8,118.0,23.4
1306,23.1,13.25859,4.673044332263298e-06,30.2,4.8,118.0,23.2
1307,22.9,12.55995,4.666986708421855e-06,31.3,4.8,118.0,23.0
1308,22.8,11.92415,4.531961601421141e-06,32.4,4.7,118.0,22.8
1309,22.7,11.32083,4.336320339553662e-06,33.4,4.7,118.0,22.8
1310,22.8,10.82686,4.120023987806532e-06,34.3,4.6,118.0,22.8
1311,22.8,10.36202,3.822331500494454e-06,35.1,4.6,118.0,22.9
1312,22.9,9.98544,3.3975248811257374e-06,35.8,4.5,118.0,23.0
1313,23.1,9.61067,3.0434182746542965e-06,36.5,4.5,118.0,23.1
1314,23.4,9.23755,2.81728960123128e-06,36.9,4.4,118.0,23.4
1315,23.7,8.882,2.6859752554111777e-06,37.3,4.4,118.0,23.7
1316,24.1,8.56829,2.498689472400083e-06,37.6,4.7631578947368425,118.0,24.1
1317,37.1,22.96933,2.941035876586681e-05,25.2,4.9,113.0,37.3
1318,36.4,22.59771,2.770306663095874e-05,26.4,4.9,113.0,36.6
1319,35.7,22.24065,2.6384325747021564e-05,27.5,4.8,113.0,35.9
1320,34.7,21.84835,2.482808881959425e-05,28.7,4.8,113.0,34.9
1321,33.7,21.43806,2.199987520070795e-05,29.8,4.8,114.0,33.9
1322,32.7,21.00938,2.002024276865288e-05,30.9,4.8,114.0,32.9
1323,31.8,20.49956,1.8932086597851527e-05,32.0,4.8,114.0,32.1
1324,30.9,19.88638,1.7997004813086613e-05,33.0,4.8,114.0,31.2
1325,30.2,19.27258,1.7006818385469374e-05,33.9,4.8,115.0,30.5
1326,29.5,18.68046,1.5805083994384183e-05,34.8,4.8,115.0,29.8
1327,29.0,18.10039,1.4752744010385932e-05,35.6,4.7,115.0,29.3
1328,28.6,17.53784,1.4024560227231018e-05,36.3,4.7,115.0,28.8
1329,28.4,16.96632,1.311924802031448e-05,36.9,4.7,115.0,28.6
1330,28.2,16.4171,1.234147086825186e-05,37.5,4.7,115.0,28.5
1331,28.2,15.91525,1.1567839334797444e-05,37.9,4.7,115.0,28.4
1332,28.2,15.38669,1.073334346238668e-05,38.3,4.7,115.0,28.4
1333,28.4,14.86693,9.728759961199936e-06,38.7,4.775,115.0,28.6
1334,10.8,4.02463,5.232594037563746e-07,22.8,5.2,120.0,11.0
1335,10.6,3.90074,1.0328711235055646e-06,23.9,5.2,120.0,10.8
1336,10.4,3.72137,1.0170027606539935e-06,25.0,5.1,120.0,10.7
1337,10.4,3.50332,2.498644485366689e-07,26.1,5.1,120.0,10.6
1338,10.3,3.25519,2.444293332798848e-07,27.3,5.1,120.0,10.5
1339,10.3,2.99634,7.144243466291673e-07,28.4,5.0,120.0,10.5
1340,10.3,2.76213,4.641422280312201e-07,29.5,5.0,120.0,10.6
1341,10.4,2.59318,6.787354886352529e-07,30.6,5.0,120.0,10.6
1342,10.5,2.50154,8.854051148968083e-07,31.6,5.0,120.0,10.7
1343,10.5,2.47073,1.091704010221843e-06,32.5,4.9,120.0,10.7
1344,10.6,2.48366,1.0815681960113062e-06,33.4,4.9,120.0,10.8
1345,10.6,2.51099,8.563520771675984e-07,34.1,4.9,120.0,10.9
1346,10.7,2.52398,8.470936639935215e-07,34.8,4.8,120.0,10.9
1347,10.8,2.50683,6.281430708909707e-07,35.4,4.8,120.0,11.0
1348,10.9,2.46417,4.1384176553174013e-07,35.9,4.8,120.0,11.1
1349,11.0,2.40156,4.08805256417987e-07,36.4,4.7,120.0,11.2
1350,11.2,2.32389,4.038386478835927e-07,36.7,4.7,120.0,11.4
1351,11.4,2.23878,3.991138077013799e-07,37.0,4.7,120.0,11.6
1352,11.6,2.15215,3.991138077013799e-07,37.3,4.6,120.0,11.8
1353,11.9,2.06533,3.903795640982749e-07,37.6,4.921052631578948,120.0,12.1
1354,12.4,3.58439,1.3083503827742589e-06,37.3,5.2,119.0,12.8
1355,12.0,3.46589,1.5996565217516497e-06,38.2,5.1,119.0,12.3
1356,11.6,3.32765,1.098980460127419e-06,39.3,5.1,120.0,12.0
1357,11.3,3.14942,7.701882910122569e-07,40.3,5.1,120.0,11.7
1358,11.1,2.93957,1.0577648401384886e-06,41.4,5.0,120.0,11.5
1359,11.0,2.73773,8.898228733418707e-07,42.4,5.0,120.0,11.4
1360,11.0,2.58617,1.4562662846977286e-06,43.3,5.0,120.0,11.3
1361,11.0,2.49268,1.1444819802742808e-06,44.2,5.0,120.0,11.3
1362,11.0,2.44098,1.124802614716158e-06,45.0,4.9,120.0,11.3
1363,11.0,2.4145,9.67692748152018e-07,45.8,4.9,120.0,11.3
1364,11.0,2.38731,1.0878455694429618e-06,46.5,4.9,120.0,11.4
1365,11.1,2.33748,6.690706822326407e-07,47.1,4.9,120.0,11.4
1366,11.2,2.26981,1.1856523419663754e-06,47.6,4.9,120.0,11.5
1367,11.2,2.20042,1.6867690613337776e-06,48.1,4.9,120.0,11.6
1368,11.4,2.14003,1.406316919910251e-06,48.5,4.9,120.0,11.7
1369,11.5,2.08672,1.008172625365951e-06,48.8,4.8,120.0,11.9
1370,11.7,2.03747,1.1184428491859352e-06,49.1,4.8,120.0,12.1
1371,12.0,1.99495,1.225925129074592e-06,49.3,4.8,120.0,12.3
1372,12.3,1.96103,1.1033326161671328e-06,49.4,4.8,120.0,12.6
1373,12.6,1.93339,1.0748904865742596e-06,49.6,4.947368421052632,120.0,12.9
1374,11.8,3.47033,4.6725436420767883e-07,27.0,5.3,119.0,12.0
1375,11.6,3.24281,3.9702368947140817e-07,28.4,5.3,120.0,11.8
1376,11.6,3.06476,4.649024159497757e-07,29.8,5.3,120.0,11.7
1377,11.5,2.94348,5.485461641023848e-07,31.3,5.3,120.0,11.7
1378,11.4,2.83912,4.428094556849922e-07,32.9,5.2,120.0,11.6
1379,11.4,2.72305,4.065191580283604e-07,34.5,5.2,120.0,11.6
1380,11.4,2.61048,4.386491764867845e-07,36.0,5.2,120.0,11.6
1381,11.4,2.5314,4.360461216045424e-07,37.5,5.2,120.0,11.5
1382,11.4,2.4896,4.659576034495773e-07,39.0,5.2,120.0,11.5
1383,11.3,2.45857,5.788799711234823e-07,40.4,5.2,120.0,11.5
1384,11.4,2.41522,4.773743960473136e-07,41.8,5.1,120.0,11.5
1385,11.5,2.35615,4.588899805371648e-07,43.1,5.1,120.0,11.6
1386,11.6,2.29518,4.080882703416985e-07,44.4,5.1,120.0,11.8
1387,11.9,2.23937,4.066211190291267e-07,45.5,5.1,119.0,12.0
1388,12.1,2.18752,3.0804090523818693e-07,46.6,5.0,119.0,12.3
1389,12.3,2.13805,3.718366402005202e-07,47.6,5.0,119.0,12.5
1390,12.6,2.08286,2.902872779665183e-07,48.5,5.0,119.0,12.7
1391,12.9,2.01018,3.0577200995207424e-07,49.4,5.0,119.0,13.0
1392,13.2,1.91447,3.0577200995207424e-07,50.2,4.9,119.0,13.3
1393,13.5,1.80964,2.887632590463112e-07,51.0,5.142105263157895,119.0,13.6
1394,24.7,16.96802,1.4910354361775662e-05,26.2,4.4,118.0,24.8
1395,23.9,16.53595,1.401242333878934e-05,27.0,4.4,118.0,24.1
1396,23.3,16.06157,1.4634234201781325e-05,27.8,4.4,118.0,23.5
1397,22.8,15.56482,1.2271535615343138e-05,28.5,4.4,119.0,23.0
1398,22.4,15.09496,1.142646095596721e-05,29.3,4.5,119.0,22.5
1399,21.9,14.6597,1.2424570977736996e-05,30.1,4.5,119.0,22.0
1400,21.5,14.24919,9.783977034469311e-06,30.8,4.5,119.0,21.6
1401,21.0,13.89983,9.345052028577169e-06,31.5,4.5,119.0,21.2
1402,20.6,13.5697,1.2480690588703475e-05,32.1,4.5,119.0,20.7
1403,20.2,13.22734,6.723455091566381e-06,32.8,4.5,119.0,20.3
1404,19.8,12.88525,1.0887767487861896e-05,33.4,4.5,119.0,20.0
1405,19.6,12.53725,1.011023644008116e-05,34.0,4.5,119.0,19.7
1406,19.3,12.16894,7.614598847357405e-06,34.6,4.5,119.0,19.5
1407,19.2,11.78771,8.591909720336776e-06,35.0,4.6,119.0,19.3
1408,19.2,11.40664,1.399293527414208e-05,35.5,4.6,119.0,19.4
1409,19.2,11.0186,1.050772656861715e-05,35.9,4.6,119.0,19.4
1410,19.3,10.67732,9.763192092487727e-06,36.3,4.6,119.0,19.4
1411,19.4,10.32303,9.362791797258106e-06,36.6,4.6,119.0,19.5
1412,19.5,9.96995,9.02840637592746e-06,37.0,4.6,119.0,19.6
1413,19.7,9.58746,9.238161790566913e-06,37.3,4.510526315789474,119.0,19.9
1414,21.2,1.75995,8.282349817176199e-07,30.4,5.0,116.0,21.3
1415,21.3,1.71295,7.631269638718388e-07,31.4,5.0,116.0,21.4
1416,21.3,1.66574,8.243610401131256e-07,32.3,5.0,116.0,21.4
1417,21.3,1.59851,6.820734355069931e-07,33.3,5.0,116.0,21.4
1418,21.2,1.50687,5.951739909717745e-07,34.3,5.0,116.0,21.3
1419,21.1,1.41484,6.185630295369327e-07,35.4,5.0,116.0,21.2
1420,21.0,1.34263,5.636997291798601e-07,36.4,5.0,116.0,21.1
1421,20.8,1.28478,4.773865885985682e-07,37.3,5.0,116.0,20.9
1422,20.5,1.22375,4.851795793611994e-07,38.3,5.0,116.0,20.6
1423,20.2,1.1552,5.246495716729575e-07,39.2,5.0,116.0,20.4
1424,20.0,1.09159,4.781345766044644e-07,40.1,5.0,116.0,20.1
1425,19.8,1.04469,4.471656382484588e-07,40.9,5.0,116.0,19.9
1426,19.6,1.00667,4.475218313711359e-07,41.7,5.0,117.0,19.7
1427,19.4,0.97532,4.08634535754076e-07,42.4,5.0,117.0,19.5
1428,19.2,0.94486,3.5404247905516165e-07,43.1,5.0,117.0,19.3
1429,19.1,0.91811,3.939500119666256e-07,43.7,5.0,117.0,19.2
1430,19.0,0.899,3.551637045803237e-07,44.3,5.0,117.0,19.1
1431,19.0,0.88527,3.400515929440085e-07,44.9,5.0,117.0,19.1
1432,18.9,0.87358,3.242352397838221e-07,45.4,5.0,117.0,19.0
1433,18.9,0.86149,3.1783103962088097e-07,45.9,5.0,117.0,19.0
1434,30.2,15.98136,2.58126725289166e-05,31.6,5.1,116.0,30.4
1435,29.6,15.60637,2.232259275871781e-05,32.7,5.1,116.0,29.9
1436,29.2,15.17203,1.9787619681949714e-05,34.0,5.1,116.0,29.5
1437,29.0,14.71556,1.934669984193547e-05,35.3,5.0,116.0,29.3
1438,28.8,14.24281,1.7939797549384654e-05,36.7,5.0,116.0,29.1
1439,28.7,13.77289,1.582337604501007e-05,38.1,5.0,117.0,29.0
1440,28.8,13.32467,1.317378807825586e-05,39.5,5.0,117.0,29.0
1441,28.7,12.90689,1.2005616627645632e-05,40.8,5.0,117.0,29.0
1442,28.8,12.51911,1.1414361712969568e-05,42.2,5.0,117.0,29.0
1443,28.9,12.15731,1.036800847305554e-05,43.4,4.9,117.0,29.1
1444,29.1,11.81802,1.0145019146772674e-05,44.6,4.9,117.0,29.3
1445,29.8,11.48594,9.987291555622069e-06,45.8,4.9,117.0,29.9
1446,30.4,11.16965,1.0293618555676265e-05,46.8,4.9,117.0,30.5
1447,31.2,10.85605,1.0490458234014663e-05,47.8,4.9,116.0,31.2
1448,32.2,10.55135,1.072293901665441e-05,48.6,4.9,116.0,32.2
1449,33.3,10.24338,1.0417800609033684e-05,49.3,4.9,116.0,33.2
1450,34.5,9.9536,1.0676774012732052e-05,50.0,4.8,116.0,34.4
1451,35.7,9.66564,1.0760812726376965e-05,50.5,4.8,116.0,35.6
1452,36.8,9.36692,1.0760812726376965e-05,51.0,4.8,115.0,36.6
1453,38.0,9.07961,1.0638497418624594e-05,51.5,4.947368421052632,115.0,37.7
1454,34.8,23.92259,8.541968251798865e-06,39.6,4.5,114.0,34.9
1455,34.0,23.30375,8.070184424048413e-06,41.0,4.4,114.0,34.1
1456,33.2,22.65659,7.593911530804101e-06,42.4,4.4,114.0,33.3
1457,32.3,21.75965,6.862896824972079e-06,43.8,4.4,114.0,32.4
1458,31.5,20.75165,5.62900398089416e-06,45.3,4.4,115.0,31.6
1459,30.7,19.72852,6.450546482234792e-06,46.8,4.4,115.0,30.8
1460,29.9,18.51981,7.123678918350418e-06,48.3,4.4,115.0,30.0
1461,29.1,16.99363,7.351231130726275e-06,49.8,4.4,115.0,29.3
1462,28.3,15.26564,6.246380552807082e-06,51.3,4.4,116.0,28.5
1463,27.7,13.51637,6.22654667419387e-06,52.7,4.4,116.0,27.9
1464,27.3,11.8163,4.858114948384577e-06,54.2,4.4,116.0,27.5
1465,27.1,10.17437,3.987399355728726e-06,55.6,4.4,116.0,27.3
1466,27.1,8.61286,3.5384068380282857e-06,57.0,4.4,116.0,27.3
1467,27.1,7.26083,3.495538339966587e-06,58.4,4.4,116.0,27.4
1468,27.3,6.24992,3.175696937335588e-06,59.7,4.4,116.0,27.5
1469,27.5,5.57853,2.9189648006991416e-06,60.9,4.4,116.0,27.7
1470,27.7,5.14089,2.9411200831008035e-06,62.2,4.4,116.0,27.9
1471,28.0,4.85045,2.802222679918593e-06,63.4,4.4,116.0,28.2
1472,28.3,4.68964,2.9100004753000777e-06,64.5,4.4,116.0,28.4
1473,28.6,4.667,2.853659279000788e-06,65.7,4.405263157894737,116.0,28.7
1474,38.9,28.19641,0.0001063847166722,5.0,3.9,111.0,39.8
1475,37.8,28.02496,0.000108646221616,5.2,3.9,111.0,38.7
1476,36.6,27.77194,0.0001126155260757,5.4,3.9,111.0,37.6
1477,35.5,27.45538,0.0001166497306979,5.6,3.9,111.0,36.6
1478,34.4,27.0646,0.0001171127157293,5.8,3.9,112.0,35.5
1479,33.2,26.62291,0.0001145651907711,6.0,3.9,112.0,34.3
1480,32.1,26.14305,0.0001117684617873,6.2,3.9,112.0,33.2
